"","year","soc_2010_minor","lf_total","lf","emp","unemp","male","female","female_share","mean_weekly_earnings","median_weekly_earnings","mean_age","median_age","mean_educ","median_educ"
"1481",2004,"39-9000",2504951.85999999,2456577.32999999,2301909.35,154667.98,305337.69,2151239.64,0.875706053999936,292.305993690852,267,39.8089409260245,40,77.7114883251001,73
"1482",2005,"39-9000",2471311.08,2419992.61,2263757.25,156235.36,310360.52,2109632.09,0.871751459604664,324.729857819905,275,39.5554935861684,39,78.4364144814476,73
"1483",2006,"39-9000",2687186.49,2621007.88,2498834.52,122173.36,363089.35,2257918.53,0.86146956948485,321.616740088106,252.5,39.2935500253936,38,78.5547995758029,73
"1484",2007,"39-9000",2690292.78,2623381.58,2507721.31,115660.27,321062.27,2302319.31,0.877615108511969,343.398104265403,300,39.7711908476339,39,78.5872890401252,73
"1485",2008,"39-9000",2751243.87,2691280.35,2530287.02,160993.33,371288.2,2319992.15,0.862040311036344,350.981132075472,317.5,39.8425076452599,40,78.5383131043929,73
"1486",2009,"39-9000",2880875.31,2826786.97,2644056.04999999,182730.92,398298.48,2428488.49,0.859098515655037,330.047619047619,250,39.9717223650386,39,77.8318764643239,73
"1487",2010,"39-9000",3011728.38,2948007.58,2676733.35,271274.23,407723.33,2540284.25,0.861695291163397,364.96218487395,315,40.1097208854668,40,79.8632015118495,81
"1488",2011,"39-9000",3053950.07,2994692.19,2719538.2,275153.99,438508.7,2556183.49,0.853571361536159,346.432835820896,286.5,40.2217592592593,40,79.5723822487413,81
"1489",2012,"39-9000",3107446.06,3047173.54,2787453.65,259719.89,432416.91,2614756.63,0.858092457051199,365.511111111111,282,40.3222862632085,39,80.0664925142399,81
"1490",2013,"39-9000",3485976.91,3402748.25,3081470.58,321277.67,553643.31,2849104.94,0.837295248039581,415.454918032787,362,40.9220308250227,41,80.6816528757306,81
"1491",2014,"39-9000",6873835.92000001,6706455.49000001,6196941.41000001,509514.08,997191.23,5709264.26,0.85130875296393,391.88785046729,360,40.6807692307692,39,80.9935859456511,81
"1492",2015,"39-9000",3423534.9,3339524,3119010.31,220513.69,543021.1,2796502.9,0.837395658782509,431.579831932773,326,40.6173541963016,40,81.9655044790813,81
"1493",2016,"39-9000",3352231.73,3303893.77,3081245.2,222648.57,527389.44,2776504.33,0.840373366483875,409.658008658009,346,41.1509138381201,40,80.7260609017704,81
"1494",2017,"39-9000",3689662.27,3627673.35,3423125.68,204547.67,610835.25,3016838.1,0.831617901870906,419.738636363636,360,41.1461988304094,39,80.8524324550887,81
"1495",2018,"39-9000",3372696.51000001,3329343.69000001,3163405.51000001,165938.18,543368.7,2785974.99,0.836794049940816,537.247933884297,400,41.8596765779864,40.5,81.9801605462966,81
"1496",2019,"39-9000",3544975.6,3455069.37,3282668.57,172400.8,586348.51,2868720.86,0.830293274256314,409.321568627451,360,41.2713462545835,39,82.4358505890143,81
"1497",2020,"39-9000",3239183.3959,3193866.3868,3004500.2259,189366.1609,491809.2823,2702057.1045,0.846014446837035,440.777777777778,420,42.6446934739618,41,83.5420659543728,81
"1498",2021,"39-9000",3088050.9762,3030544.6438,2758091.2218,272453.422,507971.9174,2522572.7264,0.832382631802099,520.14880952381,472,42.331766286098,41,82.6850111087941,81
"1499",2022,"39-9000",2953613.16,2913944.05,2777758.5,136185.55,479685.47,2434258.58,0.835382745252092,507.777777777778,450,42.8608058608059,40,81.6846871922608,81
"1500",2023,"39-9000",3241178.29,3186063.78,3049695.54,136368.24,590592.91,2595470.87,0.814632427101004,575.456140350877,563,42.8930402930403,41,83.4595854355433,81
"1501",2024,"39-9000",3471572.67,3410899.89,3262596.08000001,148303.81,645794.02,2765105.87,0.81066755377567,575.456140350877,563,43.2066574202497,41,83.8280849661642,81
"1502",2025,"39-9000",3876193.21,3795255.33,3633805.88,161449.45,700578.31,3094677.02,0.81540680426368,575.456140350877,563,43.612925170068,41,84.3575157405811,81
"1503",2000,"41-1000",5068349.89999998,5039500.90999998,4935754.93999999,103745.97,2978229.23,2061271.68,0.409022980015693,677.475490196078,577,41.2074198988196,41,86.6376824664571,81
"1504",2001,"41-1000",4952257.71,4922016.2,4856044.08,65972.12,2844430.01,2077586.19,0.422100640383914,726.959039548023,598,41.0870523415978,41,86.4450006787869,81
"1505",2002,"41-1000",4892213.72,4852657.24,4689566.28,163090.96,2904015.56,1948641.68,0.401561780201068,753.159375,636,41.4349662162162,41,86.6325325792018,81
"1506",2003,"41-1000",4787747.99999999,4747539.86999999,4579630.97999999,167908.89,3009703.2,1737836.67,0.366049936932915,739,596,42.1832307241278,43,86.1027046056173,81
"1507",2004,"41-1000",4942609.17,4926918.72,4769996.08,156922.64,3026850.75,1900067.97,0.385650358364345,823.910569105691,669,41.8875284738041,42,86.6804426073425,81
"1508",2005,"41-1000",4998777.78000001,4971356.77,4828861.82,142494.95,3136818.67,1834538.1,0.369021614194066,871.134715025907,615.5,42.1877920560748,42,86.5801939155535,81
"1509",2006,"41-1000",5024730.56000001,4982527.05000001,4845250.79000001,137276.26,3043779.82,1938747.23,0.389109223200304,787.892086330935,619.5,42.0533093740641,42,86.31288183172,81
"1510",2007,"41-1000",4778333.23,4749006.86,4632241.59,116765.27,2933548.71,1815458.15,0.382281644040413,844.084210526316,680,42.4589646464646,43,86.9446233122517,81
"1511",2008,"41-1000",4821906.1,4790276.76,4670450.22,119826.54,2910512.7,1879764.06,0.392412412513719,825.397530864198,702,42.4413233458177,43,86.4663457023304,81
"1512",2009,"41-1000",4826047.1,4806152.12,4540141.49,266010.63,2909928.74,1896223.38,0.394540857770436,870.104060913706,692,43.0681536555143,44,87.3604211033587,81
"1513",2010,"41-1000",4557350.16,4547824.16,4324246.19,223577.97,2647649.5,1900174.66,0.417820608965674,815.103857566766,731,42.7168918918919,43,88.2596597248386,81
"1514",2011,"41-1000",4599329.07,4569771.57,4346438.92000001,223332.65,2818959.37000001,1750812.2,0.38312904117437,870.924924924925,680,43.2700831024931,43,87.6838775925949,81
"1515",2012,"41-1000",4620277.17000001,4596457.37,4387693.59,208763.78,2823196.97,1773260.4,0.38578850128659,865.421487603306,694,43.3070175438597,43,87.8818871608505,81
"1516",2013,"41-1000",4618131.16,4574288.7,4411586.15,162702.55,2771243.86,1803044.84,0.394169445404704,937.243553008596,790,43.5621752684448,44,88.5274395514213,81
"1517",2014,"41-1000",9440191.9,9367464.24,9040626.69,326837.55,5651236.85000001,3716227.38999999,0.396716474681732,869.647239263804,687.5,43.6448275862069,44,88.2350432063139,81
"1518",2015,"41-1000",4600969.17,4569967.67,4439203.25,130764.42,2698442.06999999,1871525.6,0.409527098470699,935.825072886297,700,43.6227501799856,44,88.7504632915707,81
"1519",2016,"41-1000",4461485.28,4425148.91,4334603.3,90545.61,2687186.23,1737962.68,0.392746710980173,955.791095890411,769,44.1339285714286,45,89.1299045052924,81
"1520",2017,"41-1000",4705939.12,4677297.26,4584529.86,92767.4,2725831.01,1951466.25,0.417220916594042,969.442477876106,767,43.5537471612415,44,89.4818403352879,81
"1521",2018,"41-1000",4646757.61,4611496.90999999,4528010.61,83486.3,2716874.34,1894622.57,0.410847628649934,1075.03821656051,800,44.2294284556141,44,89.6216195599707,81
"1522",2019,"41-1000",4526939.62999999,4507570.11999999,4416145.08999999,91425.03,2689236.48000001,1818333.64,0.40339553053919,1003.84375,781,44.203013813311,44,89.2069889508455,81
"1523",2020,"41-1000",4307970.3065,4286850.5827,4185415.9285,101434.6542,2460309.5144,1826541.0683,0.42607994681951,1092.09698996656,924,44.939453125,44,89.486001384398,81
"1524",2021,"41-1000",4672547.8951,4649209.0397,4522530.9463,126678.0934,2651406.2772,1997802.7625,0.429708095600905,1150.61224489796,1000,44.6616712079927,44,89.5889873683494,81
"1525",2022,"41-1000",4445247.62,4411304.09,4317766.11,93537.98,2524869.52,1886434.57,0.42763648379543,1181.74264705882,990,43.6105841238143,43,89.3232634184602,81
"1526",2023,"41-1000",4251474.49000001,4236895.28000001,4161214.21000001,75681.07,2357426.23,1879469.05,0.443595823307675,1225.6943231441,998.5,44.4867495943753,43,88.6377847129607,81
"1527",2024,"41-1000",4308733.59000001,4282736.78,4183045.93000001,99690.85,2491572.84,1791163.94,0.418228817695399,1225.6943231441,998.5,44.9011815252417,44,89.4876681914595,81
"1528",2025,"41-1000",4111537.34,4068098.05,3937346.11,130751.94,2322337.8,1745760.25,0.429134260910943,1225.6943231441,998.5,44.3243405275779,43,88.6528339428791,81
"1529",2000,"41-2000",6299357.47000003,6085649.08000002,5651531.55000001,434117.53,2246708.6,3838940.48,0.630818574902121,329.874558303887,245,34.8725694444444,31,77.7651895120444,73
"1530",2001,"41-2000",6307195.69000002,6158642.81000002,5720490.23000001,438152.58,2268663.26,3889979.55,0.631629349194226,333.080765143464,260,34.3703540796129,31,77.3934248753742,73
"1531",2002,"41-2000",6457441.77000001,6272371.63000001,5689013.25000001,583358.38,2353063.96,3919307.67,0.624852591841724,366.432882414152,271,34.4797957371226,31,77.8546805173916,73
"1532",2003,"41-2000",6544416.77,6418777.32,5847203.01,571574.31,2593178.42,3825598.9,0.59600118671822,370.950421940928,270,35.4429111951925,32,78.5587500829517,73
"1533",2004,"41-2000",6450170.82,6296418.31,5689307.84,607110.47,2484773.88,3811644.43,0.605367090040115,381.193241816262,276,35.2471162377995,32,78.6410939031147,73
"1534",2005,"41-2000",6566493.06999999,6397306.41999999,5923163.78,474142.64,2502716.14,3894590.28,0.608785952135149,420.041795665635,297,35.6434126258006,32,78.3706645616644,73
"1535",2006,"41-2000",6794358.53999998,6632258.73999998,6166739.15999999,465519.58,2574503.83,4057754.90999999,0.611820960109285,380.83850931677,300,35.1614864864865,31,78.8207839475818,73
"1536",2007,"41-2000",6944699.78000001,6785217.49,6324534.17,460683.32,2677513.73000001,4107703.76,0.60539013908602,447.960505529226,320,35.6134588883785,32,78.4332453417052,73
"1537",2008,"41-2000",6904364.37000001,6752226.27,6262470.09,489756.18,2708149,4044077.27,0.598925022398576,425.803779069767,308.5,35.7806956922368,31,79.727291096837,81
"1538",2009,"41-2000",6839100.18000001,6672408.03000001,5860805.57,811602.459999999,2565668.08000001,4106739.95,0.61548093754692,404.103109656301,290,35.9136374160685,32,80.0827620489509,81
"1539",2010,"41-2000",7504385.44,7352000.47,6351914.62999999,1000085.84,2754977.44,4597023.03000001,0.625275127328712,416.533653846154,300,35.681478316599,31,79.8066005414714,73
"1540",2011,"41-2000",7160280.94000002,7049074.97000002,6235185.81000001,813889.16,2588137.44,4460937.53,0.632840131362655,446.982919254658,309.5,35.6159403928652,31,80.0489041060658,81
"1541",2012,"41-2000",7358560.36000001,7235160.41000001,6410287.03,824873.379999999,2822289.86,4412870.55000001,0.609920209080755,447.121451104101,311,35.3852035079829,30,80.9288280562115,81
"1542",2013,"41-2000",7137122.49000002,7005814.10000001,6162036.40000001,843777.7,2768208.85,4237605.25,0.604869782371188,455.351260504202,338,35.6674317190728,30,80.8776821525994,81
"1543",2014,"41-2000",14711733.91,14409771.58,12944000.32,1465771.26,5753042.60999999,8656728.96999999,0.60075407316068,487.335640138408,328.5,35.9633325597586,31,81.378280080273,81
"1544",2015,"41-2000",7279617.59999999,7145245.48999999,6504317.11,640928.38,2881577.55,4263667.94,0.596713989178838,502.076666666667,343,35.9419185908117,30,81.2933772104731,81
"1545",2016,"41-2000",7114442.06000001,7010316.07000001,6474034.76,536281.31,2805395.11999999,4204920.95,0.599819024992978,481.46468401487,343,36.3882290841911,31,81.4751597911903,81
"1546",2017,"41-2000",7002344.34,6843097.24,6415764.22,427333.02,2725582.44,4117514.8,0.601703388917501,499.670886075949,333,36.433521353747,32,81.0984088134921,81
"1547",2018,"41-2000",6729282.84,6605486.26999999,6095922.94999999,509563.32,2648421.61,3957064.66,0.599057283333055,573.478902953586,411.5,36.7123842592593,32,81.7495759188067,81
"1548",2019,"41-2000",6762430.17000001,6673043.25000001,6198035.43000001,475007.82,2644800.37,4028242.88,0.60365903967429,558.263473053892,400,37.2371163867979,32,81.7829228201088,81
"1549",2020,"41-2000",6021106.57059999,5885045.71899999,5355488.36,529557.359,2390891.5216,3494154.1974,0.593734418429248,547.968487394958,380,37.0979591836735,31.5,82.6252741227178,81
"1550",2021,"41-2000",5601429.48960001,5492033.4801,4938152.4165,553881.0636,2255713.1142,3236320.36589999,0.5892754255098,604.440203562341,450,37.0676982591876,32,82.2964482234858,81
"1551",2022,"41-2000",5826540.58,5675882.62,5305433.82,370448.8,2311134.22,3364748.4,0.592815007862161,621.02,489.5,37.3574313408724,32,81.3579463875523,81
"1552",2023,"41-2000",5657379.17000001,5573830.38000001,5214842.30000001,358988.08,2334516.87,3239313.51,0.581164708855026,670.109422492401,500,38.1311475409836,32,81.1578634583421,73
"1553",2024,"41-2000",5533629.89999999,5434335.48999999,5023599.32999999,410736.16,2244287.46,3190048.03,0.587017131325472,670.109422492401,500,38.4539682539683,33,81.3747661611524,73
"1554",2025,"41-2000",5465287.44,5385471.53999999,5025852.96,359618.58,2363450.42,3022021.12,0.561143271773747,670.109422492401,500,37.7220200181984,31,82.9605789115359,81
"1555",2000,"41-3000",2049310.53,2020434.73,1966199.02,54235.71,1225222.27,795212.46,0.393584830132077,930.011904761905,692,39.8622174381055,37.5,96.5685326345582,111
"1556",2001,"41-3000",2268461.89,2224486,2139058.81,85427.19,1297649.46,926836.540000001,0.416651999608,907.386904761905,673,39.2322706571243,39,94.2879041090842,92
"1557",2002,"41-3000",2187778.1,2170172.25,2033047.43,137124.82,1269820.45,900351.8,0.414875731638353,1052.76277372263,817.5,39.6838185511171,39,95.1330809201898,92
"1558",2003,"41-3000",1859142.71,1844256.52,1756772.39,87484.13,1047588.29,796668.23,0.431972570713753,948.05,769,41.5053586150041,41,94.6908805397636,92
"1559",2004,"41-3000",1841889.19,1830061.13,1761776.82,68284.31,1038939.91,791121.22,0.432292237145106,995.303501945525,688,40.9729950900164,39,95.8345451935806,92
"1560",2005,"41-3000",1789022.43,1773352.71,1709654.62,63698.09,1057081.73,716270.98,0.403907793390972,864.213836477987,634.5,41.4758560140474,41,95.7451063020623,92
"1561",2006,"41-3000",1781331.48,1771591.48,1704531.67,67059.81,1019177.4,752414.08,0.424710825545402,947.076923076923,754.5,41.5938596491228,41,93.8784538747047,92
"1562",2007,"41-3000",1894667.38,1878923.32,1841143.64,37779.68,1095722.89,783200.429999999,0.416834695521262,1002.57407407407,777,42.3338884263114,42,95.9142145140867,92
"1563",2008,"41-3000",1946163.22,1932870.22,1857443.39,75426.83,1130692.02,802178.199999999,0.415019172885803,1013.49056603774,808,41.7328178694158,41,98.2058219770181,111
"1564",2009,"41-3000",1846091.54,1836728.5,1687275.3,149453.2,1097058.31,739670.19,0.402710683696584,1100.51449275362,808,42.6107784431138,42,95.5746230703121,92
"1565",2010,"41-3000",1803883.89,1790394.7,1629675.15,160719.55,1004683.5,785711.199999999,0.438848037251227,980.079710144928,769,42.6279893711249,43,96.0699256649946,92
"1566",2011,"41-3000",1767174.11,1758717.02,1617048.38,141668.64,958347.059999999,800369.96,0.455087402292838,1116.40601503759,865,43.0646352723915,43,96.6283114949326,111
"1567",2012,"41-3000",1750716.19,1740995.66,1615305.47,125690.19,1088364.2,652631.46,0.374861049337711,1093.94202898551,814,43.172281039461,42,96.8182304314303,111
"1568",2013,"41-3000",1678081.11,1671124.2,1574094.19,97030.01,986013.33,685110.87,0.409970048904803,1029.5703125,902,43.521,43,98.086216075382,111
"1569",2014,"41-3000",3747601.7,3694439.62,3485258.88,209180.74,2085115.02,1609324.6,0.435607227490702,1113.41176470588,962,43.4321223709369,44,97.9664823078095,111
"1570",2015,"41-3000",1808738.1,1791394.53,1745286.67,46107.86,1016910.77,774483.76,0.432335673147333,1216.37748344371,1062,43.756145526057,44,98.0455054420648,111
"1571",2016,"41-3000",1665011.96,1656929.7,1609378.25,47551.45,957839.83,699089.87,0.421918847854559,1321.72519083969,1154,43.2523255813953,43,97.3669531604147,111
"1572",2017,"41-3000",1813166.35,1801754.67,1745757.94,55996.73,1024362.52,777392.15,0.431463929548188,1203.27906976744,1000,43.8292410714286,43.5,98.5093928575748,111
"1573",2018,"41-3000",1645806.15,1632814.42,1590306.15,42508.27,886404.480000001,746409.94,0.457130908973722,1267.18803418803,1058,44.1359703337454,44,97.3116703489181,111
"1574",2019,"41-3000",1664600.17,1649869.07,1604731.8,45137.27,930979.19,718889.88,0.435725411835256,1284.01333333333,1200,43.3872901678657,43,97.4066317638164,111
"1575",2020,"41-3000",1786671.118,1776187.7525,1750465.4494,25722.3031,1014172.0528,762015.6997,0.429017539743451,1351.58267716535,1140.5,43.7695262483995,43,99.4188623419189,111
"1576",2021,"41-3000",1588302.1151,1581639.9664,1494481.9388,87158.0276,970381.3027,611258.6637,0.386471432617688,1442.72222222222,1248,43.9214586255259,44,98.6790433462835,111
"1577",2022,"41-3000",1606189.77,1585720.23,1565689.31,20030.92,908124.96,677595.27,0.42731073059464,1331.65384615385,1339,43.5464231354642,41,98.9317266640409,111
"1578",2023,"41-3000",1742454.92,1735543.56,1685739.3,49804.26,984485.219999999,751058.340000001,0.432751074251343,1417.63063063063,1200,43.4199706314244,41,99.5298114038692,111
"1579",2024,"41-3000",1773819.86,1768678.05,1701095.09,67582.96,1044488.74,724189.31,0.409452308180112,1417.63063063063,1200,43.8681948424069,42,98.792391860124,111
"1580",2025,"41-3000",1765977.25,1759898.68,1714810.62,45088.06,1053836.21,706062.47,0.401194954018603,1417.63063063063,1200,43.4540059347181,42,98.7677392087141,111
"1581",2000,"41-4000",1565332.4,1550935.77,1519635.32,31300.45,1099924.92,451010.85,0.290799179904143,891.91472868217,715.5,42.2289325842697,41,92.0590555790715,91
"1582",2001,"41-4000",1610871.34,1602198.31,1563779.21,38419.1,1171986.82,430211.49,0.268513259135818,988.463414634146,901.5,41.232206405694,41,93.2403048097088,91
"1583",2002,"41-4000",1563637.8,1558169.9,1501030.49,57139.41,1134242.71,423927.19,0.272067372113914,1008.61883408072,826.5,41.4719101123596,42,94.3106076173081,92
"1584",2003,"41-4000",1347476.87,1338600.83,1282540.94,56059.89,952632.92,385967.91,0.288336822561211,886.005494505495,781.5,41.2709750566893,40,95.2807157007365,111
"1585",2004,"41-4000",1514830,1502494.39,1453999.26,48495.13,1116612.75,385881.64,0.256827341631539,978.611111111111,730.5,41.974358974359,42,93.5180650291812,92
"1586",2005,"41-4000",1433788.63,1430439.2,1397577.88,32861.32,1044919.38,385519.82,0.269511503879368,1060.75912408759,839.5,41.9112734864301,41,94.7118643071303,92
"1587",2006,"41-4000",1373168.09,1367443.06,1345217.62,22225.44,973212.559999999,394230.5,0.288297561728092,1079.34965034965,804,42.6236559139785,43,93.1011165832383,91
"1588",2007,"41-4000",1448855.86,1442755.05,1404906.92,37848.13,1063543.25,379211.8,0.262838657192709,1065.88321167883,865,42.7258938244854,44,93.0232442090566,92
"1589",2008,"41-4000",1334945.13,1326078.3,1287198.87,38879.43,948306.120000001,377772.18,0.28487924129367,1108.06299212598,961,41.8672985781991,41,95.0570401913674,92
"1590",2009,"41-4000",1341920.07,1341920.07,1266817.78,75102.29,988877.8,353042.27,0.263087405794594,1195.76422764228,961,42.5539906103286,41,93.9062902531893,92
"1591",2010,"41-4000",1248701.33,1244546.27,1172536.31,72009.96,930585.209999998,313961.06,0.252269495773749,1164.31404958678,848,43.0024630541872,43,94.7217127491772,111
"1592",2011,"41-4000",1354382.37,1349651.16,1257263.56,92387.6,979141.3,370509.86,0.274522684809903,1215.9375,897.5,43.5647482014388,45,93.1913633668125,92
"1593",2012,"41-4000",1289421.51,1275643.06,1204251.6,71391.46,911156.179999999,364486.88,0.285727952770739,1210.69911504425,1336.5,43.5966921119593,44,95.082932877791,92
"1594",2013,"41-4000",1303427.2,1298724.64,1243263.06,55461.58,962745.92,335978.72,0.258698964855245,1220.38167938931,1134.5,44.5907928388747,46,94.9675343804981,92
"1595",2014,"41-4000",2749564.38,2738618.4,2669294.89,69323.51,1984523.67,754094.73,0.275355898434042,1195.48,1000,45.1515527950311,46,94.6077940102937,92
"1596",2015,"41-4000",1361826.14,1359785.13,1320863.87,38921.26,970295.32,389489.81,0.286434820772014,1232.31578947368,962,44.5280312907432,46,95.0070491504786,92
"1597",2016,"41-4000",1328491.92,1325199.81,1273423.84,51775.97,907175.819999999,418023.99,0.315442235084534,1172.21428571429,1108.5,43.9502196193265,44.5,95.4892457538158,111
"1598",2017,"41-4000",1185916.02,1180652.57,1155023.17,25629.4,790581.15,390071.42,0.330386287983094,1267.42857142857,1028.5,44.0045941807044,45,97.5396124958251,111
"1599",2018,"41-4000",1308583.19,1300667.66,1259429.18,41238.48,923976.3,376691.36,0.289613843401011,1216.64705882353,1000,44.5297619047619,45,94.9819768640975,92
"1600",2019,"41-4000",1279366.02,1270576.31,1254757.87,15818.44,940619.51,329956.8,0.25969065958738,1245.35353535354,981,45.7052469135802,46,96.4246662839163,111
"1601",2020,"41-4000",1283239.5422,1275048.208,1230810.243,44237.965,889371.787500001,385676.4205,0.302479873372756,1504.65656565657,1323,45.1805309734513,45,97.4329526917776,111
"1602",2021,"41-4000",1265262.9387,1265262.9387,1189225.6618,76037.2769,877782.9162,387480.0225,0.30624466318291,1232.29292929293,1077,44.7841726618705,45,94.7287048197645,92
"1603",2022,"41-4000",1164663.81,1150059.27,1090305.22,59754.05,801173.23,348886.04,0.303363530124843,1340.11538461538,1215.5,44.25,44,96.4270380169188,92
"1604",2023,"41-4000",1191579.81,1183297.92,1171599.25,11698.67,867554.65,315743.27,0.266833284047351,1504.94444444444,1307.5,45.3040685224839,45,96.4575777586087,111
"1605",2024,"41-4000",1141132.83,1128595.58,1115163.52,13432.06,853685.090000001,274910.49,0.243586360669603,1504.94444444444,1307.5,45.3796909492274,45,95.7739019587513,111
"1606",2025,"41-4000",1121122.92,1109891.37,1081600.82,28290.55,773960.88,335930.49,0.302669701810547,1504.94444444444,1307.5,45.3719376391982,45,97.3744478074462,111
"1607",2000,"41-9000",1439889.86,1429231.91,1364089.02,65142.89,668923.77,760308.14,0.531969748702294,796.362637362637,613.5,45.922600619195,45,89.7207300738199,81
"1608",2001,"41-9000",1444919.26,1417659.16,1385389.22,32269.94,619053.81,798605.35,0.563326766075423,699.839160839161,505,44.1881390593047,45,88.1805002621365,81
"1609",2002,"41-9000",1423575.76,1388706.38,1336298.04,52408.34,586012.75,802693.63,0.578015368518722,646.762962962963,500,44.6683831101957,46,89.5395668305347,81
"1610",2003,"41-9000",2007741.94,1990231.34,1888505.49,101725.85,886435.490000001,1103795.85,0.554606807668901,662.561111111111,469,42.0238095238095,43,88.4427171315671,81
"1611",2004,"41-9000",1845419.89,1813579.77,1724023.22,89556.55,777751.849999999,1035827.92,0.57115101146061,727.379310344828,544.5,43.0297872340426,43,89.3290175430222,81
"1612",2005,"41-9000",1855006.99,1829266.58,1736833.7,92432.88,767565.1,1061701.48,0.580397352473361,762.070796460177,588.5,42.6866438356164,43,90.0707761358655,81
"1613",2006,"41-9000",1934061.45,1909290.98,1831092.18,78198.8,779615.71,1129675.27,0.591672658506981,753.31884057971,463.5,42.9301948051948,44,89.9006274989053,81
"1614",2007,"41-9000",2045993.87,2020244.03,1932974.31,87269.72,837251.160000001,1182992.87,0.58556929382437,761.729166666667,507.5,43.3580343213729,44,90.4908964339322,81
"1615",2008,"41-9000",1846896.31,1827152.55,1748737.79,78414.76,749800.38,1077352.17,0.589634494394023,696.296,576,44.696191319752,46,91.2994244514503,81
"1616",2009,"41-9000",1802374.5,1785931.9,1624431.22,161500.68,766735.02,1019196.88,0.570680707366278,859.771929824561,673,44.2251539138083,45,90.6612947895718,81
"1617",2010,"41-9000",1766769.81,1734178.43,1575647.78,158530.65,764135.52,970042.91,0.559367417573058,708.066115702479,577,44.552036199095,45,93.0317273350009,92
"1618",2011,"41-9000",1543383.17,1525481.92,1355644.21,169837.71,626850.56,898631.359999999,0.58908030847065,774.293333333333,470.5,45.5191897654584,46,90.8638025156013,81
"1619",2012,"41-9000",1385061.13,1372598.82,1271936.14,100662.68,613792.01,758806.81,0.552824903346486,777.590909090909,588.5,45.310303030303,46,91.5263404787133,81
"1620",2013,"41-9000",1500734.07,1486067.71,1372240.87,113826.84,681991.01,804076.699999999,0.541076758877965,923.158536585366,576.5,45.924276169265,47,92.2636096776506,91
"1621",2014,"41-9000",3398246.46,3353514.81,3126200.69,227314.12,1660770.38,1692744.43,0.504767244489969,862.890756302521,540,46.0168067226891,47,92.7703242199191,91
"1622",2015,"41-9000",1722403.05000001,1705423.3,1606657.23,98766.07,735201.02,970222.279999999,0.568904083813092,882.333333333333,661.5,46.3692468619247,47,93.3219154974601,91
"1623",2016,"41-9000",1656274,1642087.18,1587451.66,54635.52,707891.95,934195.23,0.568907206254421,929.170454545455,612.5,46.7265060240964,48,94.2834272660234,92
"1624",2017,"41-9000",1585662.46,1556557.92,1503432.23,53125.69,686800.619999999,869757.299999999,0.558769634476563,982.924050632911,960,46.2466907340554,47,95.3607053440067,92
"1625",2018,"41-9000",1663744.58,1647638.15,1597017.43,50620.72,781256.29,866381.86,0.525832604689325,1015.25555555556,836,46.9618226600985,47,95.1469541415996,92
"1626",2019,"41-9000",1745432.88,1717428,1658460.41,58967.59,758106.78,959321.22,0.558580167552876,978.046296296296,740,47.1899766899767,49,97.055647875777,111
"1627",2020,"41-9000",1608516.8929,1590722.0462,1515578.8984,75143.1478,687193.1006,903528.945600001,0.567999260309743,1171.89583333333,1079.5,47.9040540540541,48,97.3402584222635,111
"1628",2021,"41-9000",1896175.877,1862799.5195,1767996.0496,94803.4699,782965.8122,1079833.7073,0.579683264890385,1111.42727272727,1124,46.126582278481,46,96.2966180405439,111
"1629",2022,"41-9000",1831409.21,1816469.83,1755294.11,61175.72,769912.28,1046557.55,0.576149150795419,1186.21176470588,830,45.5525641025641,45,95.7692401089865,111
"1630",2023,"41-9000",1568608.86,1560329.93,1532701.46,27628.47,669788.23,890541.7,0.570739356387274,1399.13432835821,1288,45.8915094339623,45,96.1151689950599,92
"1631",2024,"41-9000",1709844.89,1688334.15,1629641.35,58692.8,760159.889999999,928174.26,0.549757439900153,1399.13432835821,1288,45.8649468892261,45,96.067381365235,111
"1632",2025,"41-9000",1895000.27,1872896.25,1806858.18,66038.07,886109.73,986786.519999999,0.526877300330971,1399.13432835821,1288,45.7325905292479,45,95.5390904915316,92
"1633",2000,"43-1000",713508.1,713508.1,693773.06,19735.04,341832.07,371676.03,0.520913539734167,698.123456790123,632.5,42.1021021021021,42,86.6590722656127,81
"1634",2001,"43-1000",767570.62,757031.95,734942.73,22089.22,262726.37,494305.58,0.652952071573729,672.014285714286,597,40.2342657342657,41,86.0364073669546,81
"1635",2002,"43-1000",729754.63,725165.31,707160.04,18005.27,278637.33,446527.98,0.615760260236387,681.131944444444,602,41.3143872113677,42,86.5337951976771,81
"1636",2003,"43-1000",1563862.29,1558205.22,1497312.39,60892.83,510991.94,1047213.28,0.672063773473946,730.38202247191,583.5,42.7011701170117,44,87.598445620661,81
"1637",2004,"43-1000",1652387.15,1640238.95,1585099.31,55139.64,436720.76,1203518.19,0.733745647242434,693.470588235294,585,42.5241796200345,43,87.7228449428054,81
"1638",2005,"43-1000",1631806.15,1620309.53,1574229.28,46080.25,482395.05,1137914.48,0.702282162100225,758.603351955307,633,43.4318584070796,45,88.4628092078185,81
"1639",2006,"43-1000",1550033.88,1536938.85,1485543.49,51395.36,398802.19,1138136.66,0.74052175855923,759.570588235294,654,42.9470699432892,44,87.5573170201275,81
"1640",2007,"43-1000",1594368.83,1576792.75,1542579.91,34212.84,417645.36,1159147.39,0.735129832376513,762.497076023392,696,42.9784442361762,45,87.4195986948823,81
