"","year","soc_2010_minor","lf_total","lf","emp","unemp","male","female","female_share","mean_weekly_earnings","median_weekly_earnings","mean_age","median_age","mean_educ","median_educ"
"727",2024,"25-9000",1808646.57,1782597.95,1737475.01,45122.94,349844.56,1432753.39,0.80374455159673,808.079136690647,670,39.876329787234,37,96.0967962012969,92
"728",2025,"25-9000",1810608.01,1790629.2,1712965.84,77663.36,390720.72,1399908.48,0.781796968350566,808.079136690647,670,39.4002677376171,37,95.7318186032039,92
"729",2000,"27-1000",902716.9,894747.08,872147.9,22599.18,382888.54,511858.54,0.572070645930468,656.157894736842,577,41.6730769230769,41,95.6152310103097,111
"730",2001,"27-1000",1109781.84,1090786.91,1064271.21,26515.7,524735,566051.91,0.518939038239834,700.681415929204,600,39.9769959404601,39,94.3739928910588,92
"731",2002,"27-1000",977175,960542.37,920380.58,40161.79,427749.25,532793.12,0.554679456773989,679.086956521739,647,40.9556213017751,39,96.3346900355889,111
"732",2003,"27-1000",981390.81,974034.52,916931.47,57103.05,435808.83,538225.69,0.552573526860219,780.285714285714,690,40.8874074074074,40,95.8638369408099,92
"733",2004,"27-1000",1087388.34,1075602.38,1027132.71,48469.67,506759.320000001,568843.06,0.528859986345512,728.044247787611,784.5,41.4150684931507,40,94.4270763885813,92
"734",2005,"27-1000",1145060.22,1130692.12,1080322.2,50369.92,536201.14,594490.98,0.525776176807529,803.44,683,42.466573816156,41,95.2233355973152,92
"735",2006,"27-1000",1021676.23,1014082.08,978223.290000001,35858.79,477395.03,536687.05,0.529234329828607,836.753623188406,696.5,41.3266253869969,40,96.2537887564288,92
"736",2007,"27-1000",1122531.7,1121082.06,1083062.27,38019.79,545671.52,575410.54,0.513263533982517,830.941176470588,705.5,41.7779349363508,42,96.3328318000199,92
"737",2008,"27-1000",1100098.64,1090240.37,1053117.36,37123.01,459488.72,630751.65,0.578543656386527,787.38961038961,728,42.7492753623188,41,98.921065241787,111
"738",2009,"27-1000",1080299.76,1070991.49,969852.18,101139.31,495821.7,575169.79,0.537044220584796,911.383561643836,769,43.1826347305389,42,98.4538683029125,111
"739",2010,"27-1000",1082741.54,1075913.42,965507.74,110405.68,552849.73,523063.69,0.486157789536634,958.035294117647,824.5,42.2794117647059,41,96.007481549956,111
"740",2011,"27-1000",1028472.1,1025203.18,917835.930000001,107367.25,528605.56,496597.62,0.484389465120465,922.573529411765,846,43.2315112540193,42,98.3203918466191,111
"741",2012,"27-1000",1126813.79,1107624.33,1052722.44,54901.89,533355.29,574269.04,0.518469145581156,911.012048192771,895.5,44.0647590361446,43,99.5597561584804,111
"742",2013,"27-1000",1032382.23,1025510.82,951119.200000001,74391.62,466349.96,559160.86,0.545251058394489,822.814285714286,778.5,43.5033333333333,42,100.622383701422,111
"743",2014,"27-1000",1973406.61,1953020.87,1853004.49,100016.38,941089.91,1011930.96,0.51813627572756,955.04347826087,712,42.9674267100977,41,99.0779639441334,111
"744",2015,"27-1000",1137839.12,1133843.81,1094906.34,38937.47,464987.12,668856.69,0.589901963657587,1062.12307692308,906.5,43.5527559055118,43.5,101.4139818076,111
"745",2016,"27-1000",1204601.09,1194480.69,1157391.56,37089.13,554178.81,640301.88,0.536050423720119,1303.71186440678,1137.5,43.0117647058824,41,99.2500423091812,111
"746",2017,"27-1000",1165679.44,1161768.89,1123608.93,38159.96,590511.8,571257.09,0.491713192629904,1113.15294117647,895,41.2646103896104,38,98.6306422958185,111
"747",2018,"27-1000",1239281.81,1232903.94,1187872.42,45031.52,579906.359999999,652997.58,0.529641895701948,1177.72368421053,1058,42.1524288107203,39,99.7690474247329,111
"748",2019,"27-1000",1240649.89,1229593.06,1202839.21,26753.85,549367.6,680225.46,0.553211856937449,1051.01351351351,980.5,43.1824212271973,39,101.458946043498,111
"749",2020,"27-1000",1355190.9636,1352080.9454,1280393.5082,71687.4372,611201.4512,740879.4942,0.547954985032954,1173.45454545455,981,42.9858657243816,40,100.933632868058,111
"750",2021,"27-1000",1277512.4459,1269434.666,1197900.6577,71534.0083,560029.9033,709404.7627,0.558835189947459,1101.16666666667,975,43.1797752808989,40,100.098568277952,111
"751",2022,"27-1000",1282531.42,1257240.37,1207335.76,49904.61,564593.61,692646.76,0.550926279912567,1161.72727272727,1000,42.6660039761431,39,99.9395805513309,111
"752",2023,"27-1000",1308560.93,1287823.92,1237650.1,50173.82,595372.08,692451.84,0.537691394954055,1306.31746031746,1177.5,42.8264462809917,40,99.3895752922496,111
"753",2024,"27-1000",1313614.74,1308849.68,1270402.29,38447.39,551081.34,757768.339999999,0.578957501063071,1306.31746031746,1177.5,43.6452830188679,41,100.428385847945,111
"754",2025,"27-1000",1328054.24,1320697.96,1261433.92,59264.04,566155.51,754542.45,0.571320977886572,1306.31746031746,1177.5,43.3976377952756,39,101.009139425035,111
"755",2000,"27-2000",388742.78,371453.73,337493.62,33960.11,237280.35,134173.38,0.361211556551068,647.821428571429,514.5,38.8532608695652,35,93.6111483925602,111
"756",2001,"27-2000",456685.09,441289.1,419095.32,22193.78,273572.32,167716.78,0.38006100762516,527.918918918919,323.5,36.7595818815331,33,96.0744335402799,92
"757",2002,"27-2000",417388.97,407805.52,373209.41,34596.11,232190.57,175614.95,0.430634067925319,635.522727272727,519,38.7039473684211,38,98.2532653064628,111
"758",2003,"27-2000",657850.79,635496.21,594149.62,41346.59,387897.42,247598.79,0.389614896365786,752.53488372093,538.5,39.2009237875289,37,97.5569400169986,111
"759",2004,"27-2000",670212.23,647268.87,582415.81,64853.06,396453.85,250815.02,0.387497424370185,664.625,346,37.2622549019608,35,95.719803348491,92
"760",2005,"27-2000",643551.74,633155.12,591210.82,41944.3,390532.25,242622.87,0.383196569586297,681.19512195122,704,38.6069651741293,37,95.5711537008498,92
"761",2006,"27-2000",731580.83,714659.14,684407.08,30252.06,421337.16,293321.98,0.410436197597641,782,681,39.1428571428571,37,96.3595040287317,111
"762",2007,"27-2000",665995.56,656567.15,619982.37,36584.78,435008.84,221558.31,0.337449581508913,941.38,692,40.0229591836735,38,98.3014627521343,111
"763",2008,"27-2000",673038.779999999,660317.43,619163.41,41154.02,436262.52,224054.91,0.339313941781001,790.833333333333,538.5,39.3507462686567,35,96.6000470713003,111
"764",2009,"27-2000",633762.38,618123.62,557598.19,60525.43,440057.17,178066.45,0.288075789758689,920.758620689655,566.5,39.9005376344086,37,96.9501028613014,111
"765",2010,"27-2000",696958.11,688045.01,631397.14,56647.87,419644.39,268400.62,0.390091659846497,713.04,614,37.8796296296296,34,94.766215091074,92
"766",2011,"27-2000",741647.39,720865.8,650189.39,70676.41,470712.89,250152.91,0.34701730890826,691.813953488372,500,37.8037825059102,34,97.5974865918179,111
"767",2012,"27-2000",679231.1,659840.4,576900.6,82939.8,422040.82,237799.58,0.360389542683352,768.93023255814,440.5,39.3324675324675,37,96.6600051770096,92
"768",2013,"27-2000",779684.310000001,773930.890000001,696920.060000001,77010.83,528158.08,245772.81,0.317564285358864,936.830508474576,600,40.0959821428571,37,97.3839436619461,111
"769",2014,"27-2000",1487174.51,1466481.13,1342298.87,124182.26,937365.78,529115.35,0.360806108701855,765.769230769231,552.5,39.5847255369928,36,97.2718470847286,111
"770",2015,"27-2000",828536.47,815966.36,751857.12,64109.24,518400.15,297566.21,0.364679507130662,894.68,586.5,39.9217002237136,36.5,96.3651042672886,111
"771",2016,"27-2000",850135.699999999,835955.469999999,778793.109999999,57162.36,518847.57,317107.9,0.379335875390587,853.190476190476,759.5,40.7444168734491,37,99.5716906906537,111
"772",2017,"27-2000",800363.64,794513.42,758683.88,35829.54,508305.07,286208.35,0.360230982630854,866.11320754717,625,41.5452196382429,38,99.1431832328269,111
"773",2018,"27-2000",881457.02,865947.3,828272,37675.3,590855.300000001,275092,0.317677530722712,1217.93333333333,1047.5,40.3777777777778,37,99.6172847008126,111
"774",2019,"27-2000",902154.370000001,886581.910000001,822283.53,64298.38,552721.53,333860.38,0.37657025959395,1064.10909090909,932,40.6738095238095,38,100.743799340548,111
"775",2020,"27-2000",864230.5094,851277.2096,796833.2562,54443.9534,557894.1028,293383.1068,0.344638742223412,968.684210526316,900,40.7178770949721,36,100.694360525965,111
"776",2021,"27-2000",845276.3935,818192.7051,695792.8279,122399.8772,533434.6085,284758.0966,0.348033042613349,1057.70212765957,855.5,42.543661971831,40,100.706485841901,111
"777",2022,"27-2000",974458.43,963405.08,908676.98,54728.1,572566.38,390838.7,0.405684699109123,1129.88888888889,882.5,41.9778393351801,37,99.650183243792,111
"778",2023,"27-2000",919904.36,910162.74,871083.57,39079.17,590622.84,319539.9,0.351079961809907,1209.47916666667,1105.5,43.0061349693252,37.5,100.360624112123,111
"779",2024,"27-2000",941046.000000001,913290.950000001,859276.110000001,54014.84,546388.58,366902.37,0.401736565986994,1209.47916666667,1105.5,42.149855907781,39,101.469989525244,111
"780",2025,"27-2000",1067523.31,1035559.04,963735.39,71823.65,585962.53,449596.51,0.43415825909839,1209.47916666667,1105.5,42.5642317380353,39,98.9823706623237,111
"781",2000,"27-3000",976489.34,967348.11,920536.19,46811.92,459047.17,508300.94,0.525458141433698,822,696,41.2723311546841,39,103.46610916519,111
"782",2001,"27-3000",948947.08,936538.71,908779.949999999,27758.76,420119.79,516418.92,0.55141225289022,815.940677966102,865,39.0993788819876,38,101.493033598152,111
"783",2002,"27-3000",928731.490000001,918651.100000001,860117.49,58533.61,416982.63,501668.47,0.546092493657277,851.56880733945,744,40.5743348982786,40,102.354663397235,111
"784",2003,"27-3000",782190.77,771435.7,718297.93,53137.77,338016.8,433418.9,0.561834123051345,752.201923076923,706,41.2563636363636,40,105.075342714889,111
"785",2004,"27-3000",757436.13,750923.22,708465.36,42457.86,348549.98,402373.24,0.535838058117313,858.79381443299,843,42.0486891385768,41,104.819095899045,111
"786",2005,"27-3000",745187.250000001,733675.550000001,716912.840000001,16762.71,341023.58,392651.97,0.535184755713885,930.723076923077,769,43.4367588932806,43,105.010349111402,111
"787",2006,"27-3000",707149.6,705254.46,676865.04,28389.42,318819.46,386435,0.54793698149743,914.41095890411,691.5,41.4363636363636,39,104.148144685253,111
"788",2007,"27-3000",821190.76,816949.74,790322.72,26627.02,367880.53,449069.21,0.549690131488383,875.090909090909,701.5,42.5287569573284,41,104.726707630753,111
"789",2008,"27-3000",822157.840000001,814355.490000001,790407.020000001,23948.47,323346.1,491009.39,0.602942321909072,963.716216216216,962,42.9981651376147,42,107.075834547391,111
"790",2009,"27-3000",778691.48,763424.27,709857.22,53567.05,321048.61,442375.66,0.579462400376661,1067.078125,871.5,42.8838475499093,42,104.941209492855,111
"791",2010,"27-3000",852445.249999999,844601.409999999,766925.589999999,77675.82,383977.74,460623.67,0.545374024417032,1072.70588235294,931.5,42.7698961937716,41,105.776054138958,111
"792",2011,"27-3000",920383.91,908939.46,835424.79,73514.67,426278.88,482660.58,0.531015101929891,1113.5,901.5,42.4983333333333,42,104.516191254366,111
"793",2012,"27-3000",860073.93,849812.360000001,804454.690000001,45357.67,362046.21,487766.15,0.573969234808493,1063.01408450704,952,43.2074074074074,44,106.117710843838,111
"794",2013,"27-3000",815078.71,812138.13,766461.75,45676.38,336516.05,475622.08,0.585641853806322,1140.27631578947,897,43.4737827715356,43,106.61768283186,111
"795",2014,"27-3000",1834175.07,1827968.05,1717969.83,109998.22,819392.59,1008575.46,0.551746766033465,999.831168831169,780.5,42.5491949910555,41,106.20259636376,111
"796",2015,"27-3000",823748.469999999,820505.189999999,791070.169999999,29435.02,372875.04,447630.15,0.545554318797179,1169.16417910448,926,43.9610894941634,44,107.103881122312,111
"797",2016,"27-3000",869722.36,864482.35,828721.68,35760.67,369542.34,494940.01,0.572527605682175,1185.06153846154,1115,42.7262931034483,42,107.217771617894,111
"798",2017,"27-3000",924346.509999999,912623.089999998,883214.789999998,29408.3,386740.15,525882.94,0.576232341436814,1295.54285714286,1070,43.251012145749,41.5,107.245978227441,111
"799",2018,"27-3000",898919.32,895752.45,861237.479999999,34514.97,349877.43,545875.02,0.609403881619302,1187.24074074074,908,44.6192560175055,44,106.963557543158,111
"800",2019,"27-3000",853799.400000001,846954.070000001,826828.91,20125.16,350092.94,496861.13,0.586644716165069,1288.88059701493,981,43.0190677966102,41,105.967747129428,111
"801",2020,"27-3000",821532.8621,818952.1842,805854.9757,13097.2085,425098.8183,393853.3659,0.480923518489347,1455.91071428571,1000,45.040404040404,43,107.421045163506,111
"802",2021,"27-3000",801512.5955,799039.4256,751803.4776,47235.948,325288.1455,473751.2801,0.592901007036367,1304.70588235294,1177,44.3204419889503,40.5,108.797682134547,111
"803",2022,"27-3000",753140.98,740777.91,711915.04,28862.87,252032.6,488745.31,0.659773062077405,1402.36734693878,1264,45.0702247191011,42,108.574047476659,111
"804",2023,"27-3000",762729.32,758088.77,735845.06,22243.71,318628.33,439460.44,0.579695224874522,1465.57777777778,1192.5,44.6386292834891,43,107.779119574611,111
"805",2024,"27-3000",832070.27,825954.55,790434.46,35520.09,288637.07,537317.48,0.650541219247475,1465.57777777778,1192.5,46.4338028169014,45,108.156644817805,111
"806",2025,"27-3000",845320.12,841279.38,791137.93,50141.45,358701.59,482577.79,0.573623699180645,1465.57777777778,1192.5,45.9450867052023,45,109.916387859167,111
"807",2000,"27-4000",183563.71,175643.7,173210.6,2433.1,127660.98,47982.72,0.273182129504218,622.4,530,38.6666666666667,38.5,98.4297366771482,111
"808",2001,"27-4000",224098.46,223065.36,217438.72,5626.64,155249.25,67816.11,0.30401901039229,588.05,600,38.8344370860927,39.5,93.2378618535841,91
"809",2002,"27-4000",197487.23,197487.23,191248.26,6238.97,128065.2,69422.03,0.351526678459159,637.047619047619,471,39.4485294117647,40,95.6592463219015,92
"810",2003,"27-4000",283907.03,278867.33,259708.06,19159.27,214650.82,64216.51,0.230276203383164,780.90625,706.5,37.8510638297872,37,90.5167340326312,81
"811",2004,"27-4000",293775.56,292746.87,286249.62,6497.25,208144.98,84601.89,0.288993320406808,661.708333333333,520,39.2696078431373,36,94.1746099966842,92
"812",2005,"27-4000",311915.35,309891.34,284603.22,25288.12,208696.81,101194.53,0.326548428232941,792.833333333333,702.5,39.004854368932,38,93.3638902268131,91
"813",2006,"27-4000",271551.81,268301.81,250107.41,18194.4,184994.32,83307.49,0.310499172554967,800.260869565217,600,39.0942408376963,37,90.0651577043033,81
"814",2007,"27-4000",295411.28,283997.08,270887.3,13109.78,211734.81,72262.27,0.25444722882362,882.4,392.5,39.5029239766082,37.5,94.1434020377956,91
"815",2008,"27-4000",310438.65,309646.88,293141.85,16505.03,213917.01,95729.87,0.309158193358835,986.454545454545,941,39.9685863874346,37,91.6321377434838,91
"816",2009,"27-4000",352822.25,343962.4,314223.92,29738.48,233317.23,110645.17,0.321678096210516,774.055555555556,539.5,39.6775700934579,38,94.2087649696594,92
"817",2010,"27-4000",343230.13,336261.14,300166.76,36094.38,255075.63,81185.51,0.241435897112583,1062.625,1000,41.375,41,93.838861457497,91.5
"818",2011,"27-4000",325859.33,323247.37,295956.6,27290.77,242297.06,80950.31,0.250428363887384,927.4,801,41.0489130434783,40,96.8363811281744,111
"819",2012,"27-4000",337824.58,334850.49,302800.75,32049.74,244501.81,90348.68,0.269817971596816,826.461538461538,593,39.0261780104712,36,95.8520845825849,92
"820",2013,"27-4000",342685.13,340639.56,311767.61,28871.95,246575.84,94063.72,0.276138567111818,793.736842105263,655.5,40.5098039215686,36.5,95.2079302239587,92
"821",2014,"27-4000",829821.740000001,820231.600000001,749295.500000001,70936.1,523999.29,296232.31,0.361156909828882,918.470588235294,863.5,40.0289256198347,36,94.4912866317268,92
"822",2015,"27-4000",401700.45,400569.67,379290.42,21279.25,305369.19,95200.48,0.237662726686222,782.409090909091,657.5,41.0796460176991,38,94.4718221676643,92
"823",2016,"27-4000",339047.92,338118.61,327916.97,10201.64,227487.78,110630.83,0.327195329473287,934.473684210526,676,38.4590163934426,35,94.0821626765827,92
"824",2017,"27-4000",437331.42,433982.18,413389.22,20592.96,288315.42,145666.76,0.335651477671272,1283.8,1201.5,41.5384615384615,38,98.4816832801752,111
"825",2018,"27-4000",400376.43,398887.17,381371.89,17515.28,269087.6,129799.57,0.325404223956363,780.3,702,40.4832535885167,36,93.234637729762,92
"826",2019,"27-4000",421241.6,418395.26,388452.77,29942.49,270029.13,148366.13,0.354607578489297,900.947368421053,576.5,38.7857142857143,35,92.7847686419774,91.5
"827",2020,"27-4000",538353.4432,529704.5764,492132.1084,37572.468,358406.0321,171298.5443,0.323385056372717,966.235294117647,923,38.75,35,97.4017174889184,111
"828",2021,"27-4000",456547.7907,456547.7907,412336.3889,44211.4018,303666.3415,152881.4492,0.334864065305398,974.142857142857,794,40.968085106383,38,98.9351208605027,111
"829",2022,"27-4000",412633.3,411141.34,394408.54,16732.8,283039.99,128101.35,0.311574968355165,1311.18181818182,1202,42.0473372781065,37,97.1045868070577,101.5
"830",2023,"27-4000",528525.84,528525.84,507331.83,21194.01,345077.14,183448.7,0.347095044586656,1188,686,40.3668341708543,36.5,97.3071921138237,111
"831",2024,"27-4000",431560.13,430053.11,406048.99,24004.12,309291.09,120762.02,0.280807224019378,1188,686,39.4181818181818,35,99.7121967563495,111
"832",2025,"27-4000",507577.74,507577.74,462240.73,45337.01,337683.97,169893.77,0.334714776893092,1188,686,40.721052631579,37,98.0184791791696,111
"833",2000,"29-1000",1324524.32,1318353.73,1314494.56,3859.17,880524.730000001,437829,0.332102826454627,1443.90804597701,1250,44.6869009584665,43,120.147408169429,124
"834",2001,"29-1000",1377247.95,1369157.8,1359788.08,9369.72,887304.44,481853.36,0.351934130602039,1283.74285714286,961,43.5752895752896,44,119.549617188026,124
