"","soc_2010_broad","n_years","n_years_explicit","min_year","max_year","year","lf_total","lf","emp","unemp","male","female","female_share","mean_weekly_earnings","median_weekly_earnings","mean_age","median_age","mean_educ","median_educ"
"89","19-3050",26,26,2000,2025,2012.5,30878.7511192308,30608.8318884615,30322.9399653846,285.891923076923,18431.2943346154,12177.5375538462,0.380566456688277,1225.16776556777,1094.21153846154,43.1723159868168,40.8461538461538,115.368149004043,117.461538461538
"90","19-3090",26,26,2000,2025,2012.5,54337.5901615385,54036.8082384615,51811.6133769231,2225.19486153846,24944.7636730769,29092.0445653846,0.531121444842035,1225.07661088911,1037.05769230769,41.7397506911662,40.3269230769231,112.750126408635,116.076923076923
"91","19-4010",26,26,2000,2025,2012.5,41506.8599692308,40859.1388153846,39105.0118769231,1754.12693846154,22332.3116230769,18526.8271923077,0.420582919345115,849.675935658544,768.442307692308,41.711594644453,38.0769230769231,85.7419533831107,82.5192307692308
"92","19-4020",23,23,2003,2025,2014,26647.6872956522,26398.240773913,24532.3549956522,1865.88577826087,12535.7109086957,13862.5298652174,0.549427825117936,810.810144927536,676.565217391304,37.6889622346514,34.195652173913,99.1806330350942,98.3913043478261
"93","19-4030",26,26,2000,2025,2012.5,72170.9512230769,71657.1523769231,68524.1188884615,3133.03348846154,46912.6452384615,24744.5071384615,0.345423792071768,990.564593739594,832.942307692308,41.5088424213234,39.5576923076923,90.1431111015552,85.75
"94","19-4040",17,17,2003,2019,2011,23649.34,23641.0505882353,22774.4358823529,866.614705882353,17287.0870588235,6353.96352941177,0.256130224170151,1218.33039215686,1064.88235294118,41.9641317827441,40.4705882352941,92.5068947650868,89.5
"95","19-4090",26,26,2000,2025,2012.5,203668.905876923,200693.969073077,191513.893961538,9180.07511153846,98106.3709615385,102587.598111538,0.501728951051296,840.785162370529,714.384615384615,37.4829488306048,34.2307692307692,95.780724347416,94.1730769230769
"96","21-1010",26,26,2000,2025,2012.5,796282.457588462,788582.610115385,766074.299607693,22508.3105076923,229353.113623077,559229.496492308,0.70097689943372,916.406610657672,836.865384615385,42.9897105589336,41.7115384615385,110.498919398644,117.461538461538
"97","21-1020",26,26,2000,2025,2012.5,824642.443084615,819877.552111539,797178.867353846,22698.6847576923,159649.965980769,660227.586130769,0.804638827338536,904.71249026569,815.384615384615,42.4993972918914,41.7884615384615,108.840010120369,111
"98","21-1090",26,26,2000,2025,2012.5,361620.996584615,357890.330307692,343467.916457692,14422.41385,97570.1874730769,260320.142834615,0.734805760212385,784.922465321287,676.557692307692,42.1865278463239,41.8653846153846,96.4964027349389,102.788461538462
"99","21-2010",26,26,2000,2025,2012.5,433932.061365385,430807.761938462,426725.220880769,4082.54105769231,354141.122780769,76666.6391576923,0.177761101096367,960.510947145247,836.076923076923,49.3574417012948,50.8653846153846,110.136540074749,118.384615384615
"100","21-2020",23,23,2003,2025,2014,67227.1390826087,66316.0670304348,66074.3044217391,241.762608695652,25498.2794043478,40817.787626087,0.621318662515527,787.130158730159,780.434782608696,45.6779408805682,46.804347826087,104.824131725853,108.5
"101","21-2090",26,26,2000,2025,2012.5,99623.8660653846,98730.2440961539,97375.0781153846,1355.16598076923,37207.9824230769,61522.2616730769,0.635646180646524,630.650482692707,510.692307692308,46.7312060866366,48.3653846153846,99.8613710799964,105.173076923077
"102","23-1010",26,26,2000,2025,2012.5,1191281.06675769,1185253.56859231,1168040.9634,17212.6051923077,772056.773392308,413196.7952,0.347082359025776,1825.8470024457,1734.48076923077,46.155436792959,45.8653846153846,122.836867555928,124
"103","23-2010",26,26,2000,2025,2012.5,417533.213984615,414133.608169231,398746.783153846,15386.8250153846,55730.6319230769,358402.976246154,0.864032214060761,936.557267357094,854.788461538462,41.9619277819555,42.0192307692308,96.202352300568,94.8076923076923
"104","23-2090",26,26,2000,2025,2012.5,223896.379653846,221735.738188462,213145.980153846,8589.75803461538,51004.1586884615,170731.5795,0.774794391748637,928.343146148886,834.769230769231,43.0844446984561,43.7692307692308,93.4885806823659,92.5576923076923
"105","25-1000",26,26,2000,2025,2012.5,1351876.74459615,1340495.01949231,1312390.70071538,28104.3187769231,709720.524346154,630774.495146154,0.469795816795468,1150.20118617172,1046.53846153846,45.0345491486426,44.7884615384615,118.755635266299,123.192307692308
"106","25-2010",26,26,2000,2025,2012.5,745824.184946154,738013.399526923,715664.065161539,22349.3343653846,15706.5017923077,722306.897734615,0.978482866173705,607.345633138931,501.211538461538,39.5204957072093,38.1346153846154,97.679087296632,104
"107","25-2020",26,26,2000,2025,2012.5,3307523.43721923,3273753.19237308,3213869.75864231,59883.4337307692,637560.523657692,2636192.66871538,0.807476193411298,961.600226619594,899.75,43.2036259582112,42.6538461538462,114.056121521374,112.384615384615
"108","25-2030",26,26,2000,2025,2012.5,1202717.21471154,1191597.55875385,1177875.49664231,13722.0621115385,498696.386757692,692901.171996154,0.581261306660132,1036.58619686483,987.307692307692,43.3221659948476,42.8461538461538,115.979966614282,118.846153846154
"109","25-2050",26,26,2000,2025,2012.5,400753.409303846,397450.879103846,392409.633203846,5041.2459,61149.1018807692,336301.777223077,0.846590428814885,961.116563299316,914.365384615385,43.4352826184214,43.7307692307692,114.378742814614,118.153846153846
"110","25-3000",26,26,2000,2025,2012.5,964336.487865385,949437.702003846,915671.751515385,33765.9504884615,344191.210596154,605246.491407692,0.640705243585936,717.664075221482,556.730769230769,41.6413146550551,40.4230769230769,99.843678362799,109.538461538462
"111","25-4010",26,26,2000,2025,2012.5,54909.2564615385,54198.9095384615,52838.3521807692,1360.55735769231,18021.6708076923,36177.2387307692,0.652334959770943,1072.75665445665,844.826923076923,44.569156473697,43.1153846153846,110.735944910849,114
"112","25-4020",26,26,2000,2025,2012.5,210587.285588462,208559.281853846,205758.762357692,2800.51949615385,34060.5899115385,174498.691942308,0.83587937281708,832.05137760071,737.288461538462,47.3347536018997,48.4230769230769,111.623246104482,120.461538461538
"113","25-4030",23,23,2003,2025,2014,41103.9487652174,40468.9687652174,38649.6226782609,1819.34608695652,9298.89990869565,31170.0688565217,0.750248185914273,460.320048309179,364.152173913043,41.4814739332638,39.2173913043478,89.8865802640882,83.6739130434783
"114","25-9040",26,26,2000,2025,2012.5,1166968.24212692,1153835.66005769,1119518.88766923,34316.7723884615,147379.652403846,1006456.00765385,0.881108721155555,488.736748803501,418.692307692308,41.7082614097203,42.0769230769231,88.6127102986889,83.5
"115","25-90X0",23,23,2003,2025,2014,170599.72266087,169316.21576087,164876.350591304,4439.86516956522,42356.7498130435,126959.465947826,0.744951956318854,1018.85823657019,938.369565217391,45.2374008900299,46.1521739130435,110.415547245904,115.95652173913
"116","27-1010",26,26,2000,2025,2012.5,257077.410134615,254715.238130769,243094.058623077,11621.1795076923,125505.298326923,129209.939803846,0.502258320500068,987.415782338576,785,45.5912025880172,44.0576923076923,98.670459720509,107.634615384615
"117","27-1020",26,26,2000,2025,2012.5,920824.582153846,912930.605384615,869496.928526923,43433.6768576923,413039.128,499891.477384615,0.549815472525718,970.01136703696,876.961538461538,41.6071883357494,39.7692307692308,98.3376007994246,105.884615384615
"118","27-2010",26,26,2000,2025,2012.5,223167.610307692,219693.946080769,192924.143434615,26769.8026461538,134406.536323077,85287.4097576923,0.387749514234041,1281.17847767591,1052.63461538462,40.5928425374193,37.6346153846154,103.092482316102,111
"119","27-2020",26,26,2000,2025,2012.5,284265.461226923,276695.375942308,264080.446438462,12614.9295038462,182451.277511538,94244.0984307692,0.328425189492152,721.383070566339,570.615384615385,36.8526817288538,32.75,97.0682551340316,103.115384615385
"120","27-2030",26,26,2000,2025,2012.5,24378.4815538462,23278.5904,21308.9738615385,1969.61653846154,4959.40846153846,18319.1819384615,0.801087920717268,541.834935897436,520.557692307692,29.2351023155881,25.7115384615385,79.001769666906,73.4615384615385
"121","27-2040",26,26,2000,2025,2012.5,198030.014280769,195262.510692308,184241.470961538,11021.0397307692,131737.237426923,63525.2732653846,0.327760137454706,713.96544865391,500.192307692308,45.0085371303195,43.6538461538462,97.7053557626541,104.076923076923
"122","27-2090",23,23,2003,2025,2014,53161.305273913,52085.2305956522,47186.4600869565,4898.77050869565,30960.7442826087,21124.4863130435,0.433474589966049,857.710144927536,806.869565217391,40.8088753624063,36.304347826087,90.2299507350348,88.2826086956522
"123","27-3010",26,26,2000,2025,2012.5,53021.1166769231,52729.0605230769,48678.8097538462,4050.25076923077,40822.6491038462,11906.4114192308,0.218949074095421,870.33692002442,677.557692307692,41.3236157699239,39.1923076923077,90.861645228086,86.0192307692308
"124","27-3020",23,23,2003,2025,2014,90489.0415565217,89760.3837304348,84835.624326087,4924.75940434783,45858.1456956522,43902.2380347826,0.493511031772824,986.497758762976,768.217391304348,41.3415752856407,38.4347826086956,109.553754545191,111
"125","27-3030",26,26,2000,2025,2012.5,151695.797346154,151156.071576923,147140.789269231,4015.28230769231,57246.2743423077,93909.7972346154,0.624905275525092,1278.24895549768,953.557692307692,40.8265041427861,38.8846153846154,107.310592588431,111
"126","27-3040",26,26,2000,2025,2012.5,477913.899803846,473553.480576923,449280.975388461,24272.5051884615,199619.749780769,273933.730796154,0.580673779329227,1121.97860125709,1003.75,44.693581784644,43.6538461538462,108.92322929583,111
"127","27-3090",26,26,2000,2025,2012.5,111827.757780769,110328.168246154,105616.464965385,4711.70328076923,37919.9122653846,72408.2559807692,0.660292443032698,691.669320423167,558.961538461538,42.6589888468292,40.6730769230769,97.1749357191025,97.6538461538462
"128","27-4010",26,26,2000,2025,2012.5,104004.741484615,103680.740715385,98074.1221846154,5606.61853076923,90310.0536307692,13370.6870846154,0.130402267979491,992.817391636142,831.153846153846,39.5521518912501,37.7115384615385,92.5520358372284,88.9423076923077
"129","27-4020",26,26,2000,2025,2012.5,197625.429315385,195015.231876923,182102.561096154,12912.6707807692,105577.378526923,89437.85335,0.448389429752435,721.615000597693,535.5,40.4365062839634,37.75,95.3107533987287,95
"130","27-4030",23,23,2003,2025,2014,84213.2114391304,83749.9199869565,77440.5335652174,6309.38642173913,69707.0211956522,14042.8987913043,0.141665434434691,1205.89855072464,1091.65217391304,38.6032347649887,35.7608695652174,98.0871421675088,103.717391304348
"131","29-1010",26,26,2000,2025,2012.5,63019.5508769231,63019.5508769231,62673.9093384615,345.641538461539,45286.9689153846,17732.5819615385,0.283953798266604,1242.80512820513,1216.38461538462,45.5060512560714,44.7307692307692,122.230800527435,124.538461538462
"132","29-1020",26,26,2000,2025,2012.5,184232.576842308,183699.302996154,182140.409188462,1558.89380769231,134242.293888462,49457.0091076923,0.271287517485174,1699.29814907315,1539.26923076923,47.8931474936117,48.5192307692308,123.585295648915,124.115384615385
"133","29-1030",26,26,2000,2025,2012.5,112797.079880769,112109.335707692,108599.735288462,3509.60041923077,11247.2082692308,100862.127438462,0.900588485500187,812.458408151677,768.5,43.5492745040979,42.5961538461538,102.267532373231,110.326923076923
"134","29-1040",26,26,2000,2025,2012.5,43632.5188653846,43129.4883076923,43120.2629230769,9.22538461538462,25375.9811730769,17753.5071346154,0.406420070157237,1398.71923076923,1325.15384615385,45.0423917043014,45.3269230769231,121.933186622898,124.519230769231
"135","29-1050",26,26,2000,2025,2012.5,302813.803965385,301279.657907692,297402.353873077,3877.30403461538,133670.489342308,167609.168565385,0.548088939991182,1634.62331874991,1721.07692307692,42.5927164623034,40.6730769230769,116.977951456684,119.25
"136","29-1060",26,26,2000,2025,2012.5,951804.292276923,947896.676469231,943538.064123077,4358.61234615385,601123.736988461,346772.939480769,0.360464679357132,1934.77022694546,1909.36538461538,46.132066450523,45.0192307692308,123.331957095838,124.115384615385
"137","29-1070",23,23,2003,2025,2014,117171.804143478,116648.273708696,115460.869152174,1187.40455652174,34848.9904565217,81799.2832521739,0.692959486553075,1465.3303002553,1259.4347826087,39.8148547679265,36.8695652173913,113.268987538752,116.739130434783
"138","29-1080",19,19,2000,2025,2011.21052631579,10363.2682631579,10363.2682631579,10111.5577368421,251.710526315789,8141.72995263158,2221.53831052632,0.182338966056522,1392.76315789474,1208.57894736842,46.7827485380117,45.2631578947368,122.576077303158,123.868421052632
"139","29-1120",26,26,2000,2025,2012.5,849471.467353846,844950.16525,832876.320873077,12073.8443769231,176366.120846154,668584.044403846,0.787116987827215,1062.28829072342,1017.84615384615,41.3559725499762,39.8076923076923,112.817144310608,117.692307692308
"140","29-1130",26,26,2000,2025,2012.5,79618.9266269231,79138.9610538462,78781.2579884615,357.703065384615,34629.6557576923,44509.3052961538,0.549883420733518,1382.16242368742,1204.98076923077,45.4106964374375,44,122.718144954198,124.365384615385
