"","soc_2010_broad","n_years","n_years_explicit","min_year","max_year","year","lf_total","lf","emp","unemp","male","female","female_share","mean_weekly_earnings","median_weekly_earnings","mean_age","median_age","mean_educ","median_educ"
"283","47-2070",26,26,2000,2025,2012.5,438145.331015385,433331.995580769,359574.79715,73757.1984307692,426388.982288462,6943.01329230769,0.016463032900579,941.272183387988,817.288461538462,42.7095089772655,42.25,71.1793607185477,73
"284","47-2080",26,26,2000,2025,2012.5,218415.108542308,217260.241953846,191001.875392308,26258.3665615385,211644.549176923,5615.69277692308,0.0255604273211554,686.892086279106,568.807692307692,37.7631734994836,36.4230769230769,60.8317889554343,72.5192307692308
"285","47-2110",26,26,2000,2025,2012.5,909679.928892307,902375.0632,836305.53085,66069.53235,880143.086957692,22231.9762423077,0.0246479887161798,999.184644837659,887.269230769231,40.7174896376798,40.0961538461538,79.932739265675,79
"286","47-2120",26,26,2000,2025,2012.5,51143.5580076923,50733.73375,45249.7579923077,5483.97575769231,49137.5792653846,1596.15448461538,0.0334782329221155,926.142918192918,866.673076923077,40.5675945871052,39.75,73.5964245562089,73.3076923076923
"287","47-2130",26,26,2000,2025,2012.5,58387.94455,58271.5560884615,52138.2988461538,6133.25724230769,55888.9422807692,2382.61380769231,0.0392761623059396,819.311274509804,688.5,37.9776235864234,36.3076923076923,66.1278407874829,72.7884615384615
"288","47-2140",26,26,2000,2025,2012.5,670364.292523077,660846.060507692,584289.720673077,76556.3398346154,611216.144292308,49629.9162153846,0.0754066085220419,637.940710992938,541.980769230769,40.3638935707774,39.3076923076923,66.8419819348795,73
"289","47-2150",26,26,2000,2025,2012.5,672937.166269231,666891.620888461,614655.538238462,52236.08265,657363.250684615,9528.37020384615,0.0144470312674608,955.634975838189,871.230769230769,40.8514136859851,40.1923076923077,74.8353454184448,73
"290","47-2160",26,26,2000,2025,2012.5,46099.2579115385,45019.1617576923,38555.9157769231,6463.24598076923,44168.9209884615,850.240769230769,0.0204389779239953,687.96974251239,631.134615384615,39.1163844507971,37.3653846153846,59.343212940364,63.4615384615385
"291","47-2180",26,26,2000,2025,2012.5,268381.926280769,264806.761034615,225335.6325,39471.1285346154,260715.549476923,4091.21155769231,0.0157091350282551,612.891010524398,524.557692307692,36.8857273599087,35.0192307692308,60.7260630002285,72.2692307692308
"292","47-2210",26,26,2000,2025,2012.5,148087.413373077,147323.24495,135065.020884615,12258.2240653846,141219.503911538,6103.74103846154,0.0412425401902095,930.174447150577,821.442307692308,40.6595296359917,40.0961538461538,75.9462168152036,73
"293","47-2220",26,26,2000,2025,2012.5,78352.5632653846,77932.7582653846,65274.5017230769,12658.2565423077,76512.2263269231,1420.53193846154,0.0227183336209883,865.484069456185,790.557692307692,39.8268918466393,38.7115384615385,75.092768058795,73.3076923076923
"294","47-3010",26,26,2000,2025,2012.5,96232.1903769231,94638.9398576923,78055.3771153846,16583.5627423077,89852.5276884615,4786.41216923077,0.0518913042777669,588.128895463511,484.269230769231,32.8541087845018,28.2307692307692,66.8170847001884,73.2692307692308
"295","47-4010",26,26,2000,2025,2012.5,104133.755003846,102451.958257692,97715.6044,4736.35385769231,92981.6652346154,9470.29302307692,0.0921272323197803,981.30144268125,878.403846153846,47.5819636817589,48.8269230769231,88.6299433023806,84.9615384615385
"296","47-4020",26,26,2000,2025,2012.5,35064.7443846154,34947.4193846154,33762.8774615385,1184.54192307692,34290.0524153846,657.366969230769,0.0202883014086012,1372.40416666667,1114.69230769231,42.9606612027834,41.3653846153846,80.7496473912829,76.2307692307692
"297","47-4030",23,23,2003,2025,2014,40370.1612130435,40132.3325173913,34225.8643565217,5906.46816086957,39323.6653347826,808.667182608696,0.0222234564691913,655.920289855072,628.195652173913,36.7143733680489,34.0869565217391,64.7612364884554,69.0652173913043
"298","47-4040",23,23,2003,2025,2014,36508.9648173913,36443.8756869565,30178.8311130435,6265.04457391304,32221.329273913,4222.54641304348,0.10584372916887,910.778260869565,787.586956521739,39.7791407239598,36.4130434782609,76.847812045919,74.1739130434783
"299","47-4050",26,26,2000,2025,2012.5,137914.811457692,136238.796611538,124889.405730769,11349.3908807692,132403.727992308,3835.06861923077,0.0284187281254591,823.276407787689,733.807692307692,43.4950768901018,42.8846153846154,73.4272945726585,73
"300","47-4060",23,23,2003,2025,2014,12273.258726087,12062.0204652174,10946.6850913043,1115.33537391304,12009.2809,52.7395652173913,0.00515896778351719,1090.48913043478,1067.76086956522,43.0896870180118,40.2391304347826,75.5635986492242,72.2826086956522
"301","47-4090",23,23,2003,2025,2014,62426.331,61460.8836086957,54992.7893043478,6468.09430434783,58704.9870869565,2755.89652173913,0.035878006935719,765.232298136646,658.673913043478,38.9577553473871,36.2608695652174,73.7408177928126,73.5217391304348
"302","47-5010",26,26,2000,2025,2012.5,44931.9320807692,44786.90785,39666.6241615385,5120.28368846154,44329.0414,457.86645,0.010757340597852,1189.37422161172,941.153846153846,36.8905620944691,33.9423076923077,74.2975039650832,74.0769230769231
"303","47-5020",26,26,2000,2025,2012.5,30978.3893038462,30681.2893038462,27424.1317884615,3257.15751538462,30061.6186153846,619.670688461538,0.0201465120525171,1026.83507326007,965.019230769231,40.4075854130309,38.9615384615385,74.1027237033647,73.3076923076923
"304","47-5030",26,26,2000,2025,2012.5,10652.1469038462,10652.1469038462,9968.13108461538,684.015819230769,9972.07805384615,680.06885,0.0547430061249465,1148.4358974359,1002.05769230769,39.1494153282615,36.5192307692308,79.3823086495995,76
"305","47-5040",26,26,2000,2025,2012.5,55417.948,55145.2372307692,51735.1678076923,3410.06942307692,53360.9336692308,1784.30356153846,0.0321817320860336,1111.77085332654,987.903846153846,40.466150729065,38.3076923076923,74.7238433299689,73.1538461538462
"306","47-50X0",26,26,2000,2025,2012.5,66650.2552,65805.1867346154,58350.2173615385,7454.96937307692,64257.9553692308,1547.23136538462,0.0270233002805685,1173.3172890144,968.923076923077,37.1364045611702,34.5384615384615,71.4695298500498,73.3076923076923
"307","49-1010",26,26,2000,2025,2012.5,301495.2969,299168.269357692,291649.553369231,7518.71598846154,275540.184484615,23628.0848730769,0.0771335446207483,1136.52896304314,1101.96153846154,45.8256558847319,47.1346153846154,82.5702274940076,78.3846153846154
"308","49-2010",26,26,2000,2025,2012.5,292408.891861538,289792.708784615,275482.511069231,14310.1977153846,253477.989203846,36314.7195807692,0.125291229175174,860.137494725881,780.576923076923,40.5590138708083,38.5769230769231,89.982291825223,85.3076923076923
"309","49-2020",26,26,2000,2025,2012.5,211804.815723077,209949.8053,200631.01065,9318.79465,187030.532919231,22919.2723807692,0.110251651317626,1004.72874765358,908.75,41.9984624526162,42.2307692307692,84.6201945831219,81.1923076923077
"310","49-2090",26,26,2000,2025,2012.5,182909.421123077,181355.67985,169876.941776923,11478.7380730769,174657.174211538,6698.50563846154,0.0384500230580467,960.665431392197,842.730769230769,40.8869384308634,40.1538461538462,80.9573107639867,78.2307692307692
"311","49-3010",26,26,2000,2025,2012.5,157284.899592308,156547.3557,152415.018492308,4132.33720769231,150786.293192308,5761.06250769231,0.0373085747518945,1156.19634494687,1086.17307692308,43.1393299037597,42.7307692307692,85.4425091913096,81.7692307692308
"312","49-3020",26,26,2000,2025,2012.5,1130391.71525,1122173.37266923,1061896.80879231,60276.5638769231,1104088.63658462,18084.7360846154,0.0161246808861976,799.018195689662,699.480769230769,39.7856514846327,38.8076923076923,74.5189956081414,73
"313","49-3030",26,26,2000,2025,2012.5,358508.920365385,356292.912288462,343685.112903846,12607.7993846154,352853.347157692,3439.56513076923,0.00984512337468822,901.253699946869,813.480769230769,41.3355383204877,41.3653846153846,76.423984714179,73
"314","49-3040",26,26,2000,2025,2012.5,225185.430773077,223346.454196154,214116.295246154,9230.15895,220884.9948,2461.45939615385,0.0108392074380694,1025.73227614239,921.711538461538,42.2526301363153,42.6538461538462,76.3652216228072,73
"315","49-3050",26,26,2000,2025,2012.5,58644.8903384615,58529.3695692308,54734.8824884615,3794.48708076923,57193.5240769231,1335.84549230769,0.0209934414487001,783.599542124542,653.115384615385,42.1139053277844,41.5,75.5309170617569,73.1538461538462
"316","49-3090",23,23,2003,2025,2014,103222.051369565,101916.394556522,94275.4504173913,7640.94413913043,100163.6976,1752.69695652174,0.0185297048817154,601.027738041337,478.826086956522,34.8683029685861,30.9565217391304,72.0467432178772,73.1739130434783
"317","49-9010",26,26,2000,2025,2012.5,24073.6804884615,23916.6654884615,23612.2205538462,304.444934615385,22659.1116461538,1257.55384230769,0.0587307026151878,1106.55384615385,1031.53846153846,43.618058821019,42.2115384615385,78.2917726671752,75.9423076923077
"318","49-9020",26,26,2000,2025,2012.5,417134.958119231,414694.381180769,393937.629273077,20756.7519076923,408768.983096154,5925.39808461538,0.0140795984320277,908.763857412925,794.365384615385,40.2736530339527,39.4038461538462,78.3243379816312,74.8461538461538
"319","49-9030",26,26,2000,2025,2012.5,49943.0462192308,49499.5396076923,47965.6476846154,1533.89192307692,47185.5155192308,2314.02408846154,0.0517122059363634,799.841804029304,746,44.1858096167421,43.75,79.5475806260282,76.2307692307692
"320","49-9040",26,26,2000,2025,2012.5,562164.383119231,558123.793773077,534162.752903846,23961.0408692308,538725.6974,19398.0963730769,0.0345164035769726,965.905425907328,871.173076923077,44.1145579715121,45.3269230769231,77.6784747153088,73.9230769230769
"321","49-9050",26,26,2000,2025,2012.5,310415.118703846,308228.485626923,292903.908065385,15324.5775615385,297575.371665385,10653.1139615385,0.0353331385575585,1111.04917547871,981,39.6214936771965,38.6346153846154,79.7588973273355,76.6923076923077
"322","49-9060",26,26,2000,2025,2012.5,62929.4204461538,62311.0350615385,59982.4220307692,2328.61303076923,53887.3647384615,8423.67032307692,0.128419603678643,1168.20480769231,1012.61538461538,45.8169130177738,45.3076923076923,88.1554954229158,83.9807692307692
"323","49-9070",26,26,2000,2025,2012.5,511311.490407692,508489.682184615,486664.50815,21825.1740346154,491350.297911538,17139.3842730769,0.0326559136051134,847.21540987377,753.384615384615,44.4866122250799,45.5,76.8951650087459,73
"324","49-9090",26,26,2000,2025,2012.5,390277.244311538,385943.130969231,358801.251342308,27141.8796269231,359123.178461538,26819.9525076923,0.0679516258446817,809.835085746831,671.230769230769,42.1187241432803,41.5,76.7464802179064,73.3076923076923
"325","51-1010",26,26,2000,2025,2012.5,886027.004719231,882113.365873077,852692.176130769,29421.1897423077,702322.3168,179791.049073077,0.203255681303359,996.710907978393,847.865384615385,44.502581797305,45.2884615384615,81.0466140735862,75.3076923076923
"326","51-2010",17,17,2003,2019,2011,13187.0911764706,13187.0911764706,12263.5464705882,923.544705882353,8542.26529411765,4644.82588235294,0.305265839949381,724.288235294118,638.352941176471,43.7409174159174,38.8235294117647,75.0481009990929,72.7352941176471
"327","51-2020",26,26,2000,2025,2012.5,201265.230230769,199172.518473077,180650.142180769,18522.3762923077,89295.6267192308,109876.891753846,0.534778228034897,619.04948622366,560.211538461538,42.8419684396194,43.1730769230769,73.3158371462655,73
"328","51-2030",26,26,2000,2025,2012.5,19329.5277692308,19178.7408461538,17804.8335384615,1373.90730769231,15125.5293076923,4053.21153846154,0.145604673286156,824.371794871795,782.288461538462,42.0558025316617,40.5192307692308,78.322315163495,75.9038461538462
"329","51-2040",23,23,2003,2025,2014,30933.2133173913,30757.4846217391,28573.4837521739,2184.00086956522,28900.4237521739,1857.06086956522,0.0618228122438252,850.386335403727,857.108695652174,40.7402416663219,37.304347826087,75.6825434451882,74.0434782608696
"330","51-2090",26,26,2000,2025,2012.5,1196009.65941923,1182559.36155385,1065714.96226923,116844.399284615,735465.032296154,447094.329257692,0.376224476627797,652.720191788499,574.057692307692,40.7560520400536,40.1538461538462,73.0065819313426,73
"331","51-3010",26,26,2000,2025,2012.5,224999.355819231,222379.076530769,208548.287334615,13830.7891961538,96275.9730961538,126103.103434615,0.562669094439377,481.301329234582,424.365384615385,40.2597456005684,38.7692307692308,73.5489382772193,73.3076923076923
"332","51-3020",26,26,2000,2025,2012.5,322985.097,319849.962546154,299571.242323077,20278.7202230769,240725.16465,79124.7978961538,0.247670625199216,586.08307737609,527.192307692308,39.927658090324,38.0769230769231,63.3856859334085,73
"333","51-3090",26,26,2000,2025,2012.5,202456.852026923,199790.961842308,185550.851865385,14240.1099769231,110722.399723077,89068.5621192308,0.473267007372146,608.896884021894,599.826923076923,40.4144188307159,39.1346153846154,69.8666285586032,73
"334","51-4010",26,26,2000,2025,2012.5,79002.3671192308,78433.6051961538,73770.1610846154,4663.44411153846,72533.8048769231,5899.80031923077,0.0748225577929889,888.656822344322,755.173076923077,40.7779755571918,40.25,78.4084305879209,75
"335","51-4020",26,26,2000,2025,2012.5,33279.5613807692,32999.3644576923,31042.8604538462,1956.50400384615,27889.5756807692,5109.78877692308,0.141610247389703,828.998717948718,713.961538461538,42.2318278157525,41.75,73.3263568152835,73.8269230769231
"336","51-4030",26,26,2000,2025,2012.5,187462.3784,186251.493015385,171225.087115385,15026.4059,155801.053553846,30450.4394615385,0.158686352391693,686.398491428917,605.615384615385,42.3847114771937,41.5961538461538,70.0119869311159,73
"337","51-4040",26,26,2000,2025,2012.5,421235.260226923,418641.668234615,398027.334692308,20614.3335423077,398623.9472,20017.7210346154,0.0488361994488033,869.733511378319,787.134615384615,43.6336780972916,45,76.7284211605177,73.3076923076923
"338","51-4050",23,23,2003,2025,2014,26364.1434826087,26364.1434826087,25060.5391608696,1303.60432173913,24962.3543521739,1401.78913043478,0.058735135669547,923.253623188406,833.239130434783,40.7823944965535,41.2173913043478,75.8336434320977,73.8260869565217
"339","51-4070",26,26,2000,2025,2012.5,60084.7798307692,59738.1775230769,53352.7460038462,6385.43151923077,47236.0946346154,12502.0828884615,0.186307179325816,745.841646248586,614.115384615385,41.7625341996993,40.4423076923077,73.4558693122189,73.1538461538462
"340","51-4110",26,26,2000,2025,2012.5,73667.4699423077,73387.8434038462,69900.2868653846,3487.55653846154,71506.9611423077,1880.88226153846,0.029758691663532,936.514541708292,914.153846153846,46.7491385728105,47.3461538461538,80.0474397101334,76.8846153846154
"341","51-4120",26,26,2000,2025,2012.5,635085.325019231,628352.133192308,575294.285723077,53057.8474692308,595783.162361539,32568.9708307692,0.0520281950431069,838.357702023287,741.5,39.7772700306481,38.8076923076923,72.7206428245222,73
"342","51-4190",26,26,2000,2025,2012.5,428316.913230769,425083.377826923,396062.441703846,29020.9361230769,334347.107038462,90736.2707884615,0.208910508204206,730.788165762836,653.769230769231,42.4662309628743,42.3076923076923,72.0258685870607,73
"343","51-5110",26,26,2000,2025,2012.5,296589.999084615,294214.639061539,274265.910873077,19948.7281884615,220366.530588462,73848.1084730769,0.250056406230669,723.220727829366,626.903846153846,42.806113613645,43.0192307692308,78.5244612554113,73.9230769230769
"344","51-6010",26,26,2000,2025,2012.5,195026.076846154,192023.49145,176549.197503846,15474.2939461538,74810.3331,117213.15835,0.622842797505444,426.414400815068,356.384615384615,44.258922523636,44.0192307692308,65.4301021673432,72.7115384615385
"345","51-6020",26,26,2000,2025,2012.5,56318.3014076923,55516.8061307692,50855.6864615385,4661.11966923077,18109.5231307692,37407.283,0.672290863070857,404.276202269952,352.576923076923,43.2065506350647,41.0576923076923,60.0672504900998,68.0384615384615
"346","51-6030",26,26,2000,2025,2012.5,257689.546311538,254626.983053846,229255.951161538,25371.0318923077,60925.6455346154,193701.337519231,0.743722554353691,466.005394106335,407.711538461538,45.5381955024139,46.3076923076923,62.2486050519293,72.4230769230769
"347","51-6040",26,26,2000,2025,2012.5,16078.1613,15945.0793769231,15044.2239923077,900.855384615385,10490.9761538462,5454.10322307692,0.349844591920989,509.61282051282,462.923076923077,46.3287006937058,44.4423076923077,69.4249589677927,68.1538461538462
"348","51-6050",26,26,2000,2025,2012.5,94492.2727692308,92777.2974384615,86775.7947807692,6001.50265769231,21548.7331461538,71228.5642923077,0.775038686201637,517.108369408369,391.480769230769,49.9546635302184,51.6730769230769,76.4118587609507,75.7307692307692
"349","51-6060",26,26,2000,2025,2012.5,51539.6524846154,51032.4409461538,46970.3574846154,4062.08346153846,23035.7792307692,27996.6617153846,0.549067449420776,530.224611392881,487.865384615385,43.3829881130602,43.0769230769231,67.3414209328599,71.8653846153846
"350","51-6090",26,26,2000,2025,2012.5,76319.8420153846,75969.8197076923,69690.63415,6279.18555769231,53168.3011115385,22801.5185961538,0.291228657664756,569.130586080586,518.961538461538,43.9471292692046,43.5769230769231,70.3161963086909,73.3076923076923
"351","51-7010",26,26,2000,2025,2012.5,77424.6720115385,76208.9107884615,72255.4785269231,3953.43226153846,71534.7279192308,4674.18286923077,0.0658704399594167,693.490985403485,585.076923076923,43.0158099237865,42.7692307692308,73.6241960085314,73.4615384615385
"352","51-7020",26,26,2000,2025,2012.5,21364.2717230769,21162.9444153846,19106.9874923077,2055.95692307692,16141.8773653846,5021.06705,0.261823087345738,544.650641025641,485.442307692308,43.9794155827514,42.4615384615385,72.1938116964674,71.8846153846154
"353","51-7040",26,26,2000,2025,2012.5,70942.7587538462,70719.2847307692,62879.3290846154,7839.95564615385,61275.9545115385,9443.33021923077,0.133693656210372,657.782228147669,547.442307692308,40.0183001584247,39.25,66.1579828835524,72.0384615384615
"354","51-7090",26,26,2000,2025,2012.5,32513.1347730769,32091.5036192308,30372.8906115385,1718.61300769231,28249.9004346154,3841.60318461538,0.111137533117028,524.632371794872,416.884615384615,44.7732955693306,44.2115384615385,75.9817649744272,74.5
"355","51-8010",26,26,2000,2025,2012.5,43681.6007884615,43251.1161730769,43009.7500192308,241.366153846154,39460.1670576923,3790.94911538462,0.0821103391654443,1327.59942002442,1093.21153846154,44.0267164235982,43.5384615384615,85.6076170329392,81.5384615384615
"356","51-8020",26,26,2000,2025,2012.5,97191.3696961539,96969.8627730769,94909.7071923077,2060.15558076923,94084.1882923077,2885.67448076923,0.0309046773583415,1036.41119810515,975.826923076923,47.2624795567088,49.4230769230769,81.6233010246611,77.5
"357","51-8030",26,26,2000,2025,2012.5,86268.6117461539,85902.1521307692,83470.2148961538,2431.93723461538,81217.5280884615,4684.62404230769,0.0554257629934368,871.343326758711,766.134615384615,44.9087765032524,45.1346153846154,81.9982744846167,78.5384615384615
"358","51-8090",26,26,2000,2025,2012.5,42240.3726807692,41967.5446807692,40251.3518423077,1716.19283846154,38327.1129384615,3640.43174230769,0.0748865827308906,1153.91210594961,1052.07692307692,42.2216126729992,42.75,80.9057536198344,77.6153846153846
"359","51-9010",26,26,2000,2025,2012.5,62531.96185,62101.1771692308,59057.2842115385,3043.89295769231,55691.1566807692,6410.02048846154,0.102903433138122,973.744863790056,852.538461538462,41.9167175255288,41.3653846153846,81.4529444295633,76.8076923076923
"360","51-9020",26,26,2000,2025,2012.5,111516.0286,110324.725138462,103501.984965385,6822.74017307692,95938.3481692308,14386.3769692308,0.131597265723618,732.628755966256,599.826923076923,40.9364437759512,39.0576923076923,72.1511568803912,73
"361","51-9030",26,26,2000,2025,2012.5,90829.6126384615,89545.0884076923,81929.1931538462,7615.89525384615,68127.0712115385,21418.0171961538,0.23531408652794,609.181893106893,509.442307692308,41.9024427138957,41.6730769230769,67.1187813800488,73
"362","51-9040",26,26,2000,2025,2012.5,35453.7601346154,35082.1828269231,33051.1774423077,2031.00538461538,27018.0529961538,8064.12983076923,0.24588896609339,673.107692307692,601.692307692308,41.6643957688798,41.4038461538462,71.6661107387604,72.9038461538462
"363","51-9050",26,26,2000,2025,2012.5,19765.9035846154,19522.5562769231,19076.2355076923,446.320769230769,15919.5985115385,3602.95776538462,0.209714782948704,958.910606060606,928.288461538462,41.5602007814128,38.1730769230769,76.727623489677,72.8269230769231
"364","51-9060",26,26,2000,2025,2012.5,836568.534996154,828009.659684615,767220.753238461,60788.9064461538,500960.503538462,327049.156146154,0.393426004898071,817.387972337979,718.538461538462,42.7636005133828,43.2692307692308,80.4949458000768,77.6153846153846
"365","51-9070",26,26,2000,2025,2012.5,51740.53185,51151.4204,48969.1444923077,2182.27590769231,27376.5001346154,23774.9202653846,0.463229086479651,588.390367965368,494.096153846154,45.7879815128826,45.3076923076923,81.123035045922,76.2307692307692
"366","51-9080",26,26,2000,2025,2012.5,93276.2889269231,92771.81085,89536.7371,3235.07375,47608.1034923077,45163.7073576923,0.481910551129737,694.960573400958,665.653846153846,42.922339090087,42.5576923076923,84.1001187384558,79.6153846153846
"367","51-9110",26,26,2000,2025,2012.5,325086.569803846,320923.972415385,285358.368361538,35565.6040538462,146451.709157692,174472.263257692,0.543420309988656,561.718048744301,496.192307692308,40.5101641941821,39.25,65.0464301841668,73
"368","51-9120",26,26,2000,2025,2012.5,185569.0014,183620.757169231,170196.571734615,13424.1854346154,159973.652330769,23647.1048384615,0.128580813832652,763.775877574743,655.673076923077,39.7739031699328,38.4423076923077,70.266778609376,73
"369","51-9150",26,26,2000,2025,2012.5,50050.7699153846,49436.7518384615,45738.9773346154,3697.77450384615,22256.0257769231,27180.7260615385,0.532358571913734,570.828105334836,478.788461538462,38.1472558925042,33.0384615384615,85.3935048147585,82.6538461538462
"370","51-9190",26,26,2000,2025,2012.5,1415584.67813846,1399567.23108462,1286559.20374615,113008.027338462,998580.720096154,400986.510988462,0.286036177731251,691.122352955129,572.557692307692,40.8114350429707,40.3653846153846,72.6196586576183,73
"371","53-1000",26,26,2000,2025,2012.5,234143.582607692,232895.994469231,224863.323530769,8032.67093846154,179228.128957692,53667.8655115385,0.229625688894975,934.53040297716,750.288461538462,42.3315532493557,42.0769230769231,82.5898659942133,79.9230769230769
"372","53-2010",26,26,2000,2025,2012.5,141740.741376923,140307.653011538,137491.974742308,2815.67826923077,132737.295653846,7570.35735769231,0.0523790867387463,1635.80460960245,1490.28846153846,44.8581046500639,44.9615384615385,105.526237590749,111
"373","53-2020",26,26,2000,2025,2012.5,36354.6837423077,35688.6906653846,34958.0643653846,730.6263,31299.7823384615,4388.90832692308,0.131610799791476,1515.49230769231,1282.71153846154,41.8938881003897,41.0384615384615,94.17855654043,90.5576923076923
"374","53-2030",26,26,2000,2025,2012.5,124431.982626923,123718.554934615,118767.40465,4951.15028461538,29043.6191576923,94674.9357769231,0.769176807890533,841.242263535232,727.903846153846,44.4752216165552,44.7307692307692,93.0102666566867,89.6538461538462
"375","53-3010",23,23,2003,2025,2014,15748.540073913,15692.0261608696,13775.3079,1916.71826086957,12348.9141913043,3343.11196956522,0.181539912915999,649.901449275362,540.391304347826,39.770063993977,35.9347826086956,82.3241388335323,79.8695652173913
"376","53-3020",26,26,2000,2025,2012.5,634938.693707692,626681.86155,603071.786484615,23610.0750653846,331282.220588461,295399.640961538,0.47259957558543,542.114367409847,459.192307692308,50.3194895122001,51.25,79.1138341190075,74.5384615384615
"377","53-3030",26,26,2000,2025,2012.5,3705380.36493461,3666055.96173461,3429825.36108846,236230.600646154,3441770.58037692,224285.381357692,0.0607666159411339,792.064715229973,694.884615384615,43.938489711887,44.2692307692308,74.7379245011904,73
"378","53-3040",26,26,2000,2025,2012.5,485720.507876923,479706.231746154,449104.881342308,30601.3504038462,405036.564034615,74669.6677115385,0.155407537661097,544.830538586468,443.211538461538,46.7895997449296,46.0769230769231,80.5075479229292,76.6923076923077
"379","53-3090",26,26,2000,2025,2012.5,98776.0364576923,96417.5092923077,88570.2516,7847.25769230769,80153.6265,16263.8827923077,0.144368038264313,385.128617216117,283.673076923077,51.3434910430145,54.2307692307692,77.4071844513048,74.1730769230769
"380","53-4010",26,26,2000,2025,2012.5,49230.1754038462,48907.6680961538,48269.8638653846,637.804230769231,47269.5620961539,1638.106,0.0364766109257182,1368.20560059599,1151.30769230769,44.9399309266194,45.8461538461538,82.0854493727244,77.3076923076923
"381","53-4030",20,20,2000,2019,2009.5,57700.9995,57332.871,54329.559,3003.312,53923.2385,3409.6325,0.0614553536729493,1106.78533882784,917.85,41.749782126851,41.6,81.3879735479096,78.4
"382","53-40X0",26,26,2000,2025,2012.5,17906.7959961538,17821.7502269231,17155.8467653846,665.903461538461,16412.9082307692,1408.84199615385,0.0937958313904148,1139.336996337,1080.65384615385,42.8023134984673,41.5576923076923,80.7760824964544,75.8461538461538
"383","53-5010",26,26,2000,2025,2012.5,29965.6089461538,29323.2016384615,26229.2874846154,3093.91415384615,27937.5324076923,1385.66923076923,0.0459983304489868,1043.91217948718,861.653846153846,39.7214056914334,35.6538461538462,80.4920189152112,75
"384","53-5020",26,26,2000,2025,2012.5,40175.5424153846,39712.0258461538,36551.8614230769,3160.16442307692,37917.2376884615,1794.78815769231,0.0491400596273262,1455.84784798535,1283.90384615385,44.7354068418859,43.4615384615385,83.2079910526862,78.5
"385","53-6020",26,26,2000,2025,2012.5,83171.459,80589.4005076923,74962.3277,5627.07280769231,71552.3439730769,9037.05653461539,0.112319420109499,519.301862026862,410.692307692308,38.3777754566927,32.2115384615385,77.2818087580729,75.1538461538462
"386","53-6030",26,26,2000,2025,2012.5,111147.333107692,109697.674338462,98329.0747346154,11368.5996038462,96770.06395,12927.6103884615,0.126621931952151,497.018801951254,439.615384615385,34.2558534630587,28.6153846153846,74.7650614191949,73.1538461538462
"387","53-6050",23,23,2003,2025,2014,48714.1427347826,48030.3009956522,45216.4241478261,2813.87684782609,40860.9070173913,7169.39397826087,0.148409183838479,1024.66563146998,919.304347826087,46.0786675231332,47.2826086956522,84.0392607236309,78.695652173913
"388","53-6060",15,15,2011,2025,2018,36968.0812866667,36027.48182,34174.6047733333,1852.87704666667,14594.99068,21432.49114,0.607284869957018,633.454444444444,528.6,48.8586149312027,50.0333333333333,80.8983383034013,75.5333333333333
"389","53-60X0",25,25,2001,2025,2013,42675.688428,42164.176828,41245.564112,918.612716,35442.839888,6721.33694,0.135513538844642,890.875333333333,736.88,42.0437006389072,42.38,81.758695254316,77.08
"390","53-7020",26,26,2000,2025,2012.5,72195.6686538462,71812.8813461539,66741.3844423077,5071.49690384615,69999.5674307692,1813.31391538462,0.0265169187018489,1185.79757795623,979.288461538462,43.8131769834283,43.5961538461538,73.4657500703932,73
"391","53-7030",20,20,2000,2019,2009.5,60481.4745,59759.995,52276.601,7483.394,59250.4705,509.5245,0.00982693503311397,891.182037545788,727.075,42.7071360886965,42.6,69.4531713493212,73
"392","53-7040",26,26,2000,2025,2012.5,19168.6269115385,18660.46495,17054.1211076923,1606.34384230769,17052.4185192308,1608.04643076923,0.0813732716060999,891.461538461538,800.980769230769,39.069676615606,36.6346153846154,72.0254599222447,71.7307692307692
"393","53-7050",26,26,2000,2025,2012.5,647517.025403846,642457.057276923,584575.902619231,57881.1546576923,590986.131419231,51470.9258576923,0.0795959471734543,647.453716970849,584.653846153846,40.0324017977596,39.2115384615385,70.6913001601452,73
"394","53-7060",26,26,2000,2025,2012.5,3293473.39066154,3244027.78624231,2853780.85596538,390246.930276923,2414937.26910769,829090.517134615,0.253860100921921,532.793524401693,455,37.3790487997747,34.8461538461538,70.9483192964989,73
"395","53-7070",23,23,2003,2025,2014,21608.5786782609,21333.1591130435,20397.0052,936.153913043478,20830.8708521739,502.288260869565,0.0332002613070012,1219.23985507246,1189.5652173913,41.8351792297003,39.0869565217391,79.907919439147,73.8478260869565
"396","53-7080",26,26,2000,2025,2012.5,108920.947696154,107157.263253846,96168.1606807692,10989.1025730769,95737.1318384615,11420.1314153846,0.102451093204128,499.848492533108,421.480769230769,40.30670330456,38.0576923076923,68.4898291520222,73
"397","53-7190",26,26,2000,2025,2012.5,67906.1675307692,67060.5181192308,61113.3210538461,5947.19706538462,58367.5937192308,8692.9244,0.125505319363755,743.692061593377,543.519230769231,42.3347270033664,41.4423076923077,73.4470685304283,73.3076923076923
