"","year","soc_2010_broad","lf_total","lf","emp","unemp","male","female","female_share","mean_weekly_earnings","median_weekly_earnings","mean_age","median_age","mean_educ","median_educ"
"4834",2017,"39-5010",1000352.47,989311.610000001,974861.180000001,14450.43,172586.16,816725.45,0.825549242265539,486.514285714286,483,40.6666666666667,38,81.0297522739068,81
"4835",2018,"39-5010",1022408.61,1013523.58,991521.130000001,22002.45,172687.46,840836.12,0.829616731758723,611.526315789474,611,41.3970037453184,40,80.0482113795516,81
"4836",2019,"39-5010",860900.83,855434.35,832424.74,23009.61,144430.29,711004.06,0.831161456165514,563.673469387755,461,41.5696721311475,41,80.144899231601,81
"4837",2020,"39-5010",926616.7172,917897.9636,871040.4985,46857.4651,215159.0424,702738.9212,0.765595903975922,697.177777777778,626.5,43.0432692307692,42,81.3196049882815,81
"4838",2021,"39-5010",818478.7267,815163.7929,792641.492800001,22522.3001,164103.7846,651060.0083,0.798686121698083,599.911764705882,445,41.5794871794872,40,82.7066775264278,81
"4839",2022,"39-5010",895669.68,888616.24,859699.83,28916.41,143502.19,745114.05,0.838510502576455,634.342857142857,593,41.5652173913044,39,80.8976595791227,81
"4840",2023,"39-5010",844407.739999999,839989.989999999,806918.679999999,33071.31,152124.94,687865.05,0.818896722804994,695.368421052632,603,43.0647058823529,40,82.8728606634945,81
"4841",2024,"39-5010",836113.88,836113.88,816114.07,19999.81,154607.68,681506.2,0.815087772493383,695.368421052632,603,43.3942028985507,41,81.3098363466948,81
"4842",2025,"39-5010",852872.159999999,845480.449999999,827262.719999999,18217.73,162887.84,682592.61,0.807342866414002,695.368421052632,603,43.0903790087464,40,81.926988566087,81
"4843",2003,"39-5090",170790.53,167590.57,149369.56,18221.01,22527.57,145063,0.865579728024077,261.15,262.5,37.6039603960396,36,76.6137551772752,73
"4844",2004,"39-5090",203891.08,201101.91,191624.69,9477.22,31824.26,169277.65,0.841750583075019,438.230769230769,387.5,36.3695652173913,35,70.5520546274275,73
"4845",2005,"39-5090",190206.42,189394.54,186738.88,2655.66,35757.96,153636.58,0.811198569927095,492.25,326,35.0661157024793,35,73.2906301839536,73
"4846",2006,"39-5090",238144.05,234238.31,231864.99,2373.32,43722.18,190516.13,0.813343171746757,478.125,215,37.1645569620253,36,74.4463259233726,73
"4847",2007,"39-5090",230296.49,229940.5,228586.4,1354.1,32236.46,197704.04,0.859805210478363,515.705882352941,280,39.9266666666667,38,73.6642225706215,73
"4848",2008,"39-5090",225348.84,220824.5,219038.69,1785.81,39465.23,181359.27,0.821282375823335,374.809523809524,282,38.007299270073,38,78.7470129899536,77
"4849",2009,"39-5090",239701.35,232277.44,225053.98,7223.46,41281.22,190996.22,0.82227623999989,354.035714285714,300,38.0263157894737,36,75.8215592525903,73
"4850",2010,"39-5090",280572.26,279402.58,272219.53,7183.05,37252.94,242149.64,0.866669305630607,528.65,425,39.3352601156069,38.5,76.5645522671981,73
"4851",2011,"39-5090",299029.05,293737.18,282133.32,11603.86,46308.22,247428.96,0.842348115413922,349.692307692308,310,40.3439153439153,40,76.8859665637151,73
"4852",2012,"39-5090",272214.93,268719.78,259125.56,9594.22,46354.98,222364.8,0.827496956122843,439.727272727273,355,39.989010989011,39,79.1324706726092,73
"4853",2013,"39-5090",308037.91,305228.76,290423.3,14805.46,36426.88,268801.88,0.880657117632034,410.6,314,39.7566137566138,40,76.3032749273037,73
"4854",2014,"39-5090",651746.39,648675.32,624735.94,23939.38,92333.73,556341.59,0.857658019115017,422.105263157895,332,40.1570680628272,40,74.4729027612766,73
"4855",2015,"39-5090",349581.49,347688.13,336936.26,10751.87,44736.41,302951.72,0.871331788059604,426.84,425,40.9126213592233,41,77.8433832641913,73
"4856",2016,"39-5090",271235.5,271235.5,265065.05,6170.45,24334.33,246901.17,0.910283388420764,421.631578947368,322.5,42.3086419753086,43,74.8824536611174,73
"4857",2017,"39-5090",376063.61,372999.58,361169.55,11830.03,58249.85,314749.73,0.843834006461884,472.08,467.5,42.1145833333333,43,75.6738391769769,73
"4858",2018,"39-5090",392793.39,391136.59,383704.77,7431.82,42674.21,348462.38,0.890896911485576,624.04347826087,557,41.4517766497462,41,74.6216355007851,73
"4859",2019,"39-5090",439871.24,439871.24,434914.79,4956.45,68724.79,371146.45,0.843761574409821,473.307692307692,455.5,41.3962264150943,42,75.654138401956,73
"4860",2020,"39-5090",380243.5903,374317.4514,353982.7293,20334.7221,58176.6148,316140.8366,0.844579475035398,561.058823529412,493,41.3988764044944,42,80.1363382011957,73
"4861",2021,"39-5090",345365.9722,341806.1104,309115.9674,32690.143,60585.9345,281220.1759,0.822747655303473,657.125,588,40.8218390804598,40.5,82.2834444129353,81
"4862",2022,"39-5090",439711.89,433893.22,419368.8,14524.42,35737.82,398155.4,0.917634527684023,812.55,470.5,41.2113402061856,41.5,82.2695241239308,73
"4863",2023,"39-5090",406145.21,401750.33,391858.07,9892.26,36775.49,364974.84,0.908461830012685,629.375,577,41.6949152542373,40,80.3634242938892,73
"4864",2024,"39-5090",431230.53,423841.74,421835.58,2006.16,61288.12,362553.62,0.855398574005477,629.375,577,41.4972067039106,41,78.9846080284589,73
"4865",2025,"39-5090",350655.9,348476.12,332503.45,15972.67,32671.65,315804.47,0.906244221268304,629.375,577,41.6524390243902,40,77.894004960799,73
"4866",2000,"39-6010",50599.63,50599.63,44575.72,6023.91,36130.35,14469.28,0.285956241182001,455.428571428571,207.5,36.44,25,76.5394351697828,73
"4867",2001,"39-6010",54391.84,54391.84,54391.84,0,45849.91,8541.93,0.15704432870813,453,264,37.8139534883721,34,78.4980826168043,81
"4868",2002,"39-6010",34237.26,34237.26,34237.26,0,27980.9,6256.36,0.182735417495442,327.222222222222,356,37.6538461538462,32,78.2638905683457,77
"4869",2003,"39-6010",73944.77,70558.42,69153.78,1404.64,55481.91,15076.51,0.213674144063884,399.666666666667,334,37.5263157894737,31.5,80.0001580250805,73
"4870",2004,"39-6010",76555.04,74229.23,70244.47,3984.76,68790.31,5438.92,0.0732719442192786,398,310,36.78,31,80.324850062435,73
"4871",2005,"39-6010",78727.4,78727.4,73893.77,4833.63,70601.18,8126.22,0.103219717658655,400.5,380.5,40.7777777777778,37.5,80.9351850816869,81
"4872",2006,"39-6010",82829.3,82829.3,82320.82,508.48,63410.84,19418.46,0.234439503895361,460.666666666667,390,38.8846153846154,33,88.9408464154592,81
"4873",2007,"39-6010",71925.71,71925.71,63592.04,8333.67,63176.43,8749.28,0.121643290000196,788.4,572,43.1590909090909,45.5,77.2506801809811,73
"4874",2008,"39-6010",84111.78,81702.83,81702.83,0,62894.74,18808.09,0.230201206004737,569.5,565,38.6739130434783,37.5,75.7918987628703,77
"4875",2009,"39-6010",73799.48,73799.48,68629.15,5170.33,55754.83,18044.65,0.244509175403404,465.833333333333,640,41.9583333333333,42.5,81.342693065046,73
"4876",2010,"39-6010",80909.29,75637.94,71909.53,3728.41,59253.02,16384.92,0.2166230333613,557.666666666667,777.5,41.5454545454545,33.5,78.9763097725824,77
"4877",2011,"39-6010",91398.33,91398.33,84929.34,6468.99,75905.12,15493.21,0.169513053466075,462.25,225,38.2678571428571,32,80.6629371674515,77
"4878",2012,"39-6010",58609.25,58609.25,54116.11,4493.14,47378.86,11230.39,0.191614634208764,379,215,43.452380952381,47,80.1940429198463,73
"4879",2013,"39-6010",75538.45,75538.45,71421.37,4117.08,65643.21,9895.24,0.13099606888942,849.8,567,44.5714285714286,41.5,78.9666170010107,73
"4880",2014,"39-6010",198330.46,198330.46,184115.69,14214.77,160682.01,37648.45,0.189826867743865,672.545454545455,704.5,42.0862068965517,44,76.4466794460115,73
"4881",2015,"39-6010",63650.2,63650.2,62896.79,753.41,54561.22,9088.98,0.142795780688827,792,445.5,41.8510638297872,35,80.8954895664115,81
"4882",2016,"39-6010",78509,76740.18,68283.35,8456.83,62000.62,14739.56,0.192070959437416,681.888888888889,560,42.5,38,78.9960787165211,77
"4883",2017,"39-6010",79440.34,77520.37,76705.5,814.87,53745.99,23774.38,0.306685584705027,787.083333333333,787.5,41.4130434782609,40.5,84.9826137310748,81
"4884",2018,"39-6010",101010.66,101010.66,101010.66,0,65428.25,35582.41,0.352263909571524,513.875,423,42.4468085106383,35,82.8699003649714,73
"4885",2019,"39-6010",102177.47,102177.47,92982.09,9195.38,75688.93,26488.54,0.259240515546138,787.75,570,43.6521739130435,44.5,88.3927128945354,86
"4886",2020,"39-6010",71981.2478,71981.2478,64665.1409,7316.1069,65800.8762,6180.3716,0.0858608566660607,534.333333333333,330,42.3529411764706,32,80.420509462188,73
"4887",2021,"39-6010",124354.3686,124120.7918,111649.6138,12471.178,96544.5778,27576.214,0.222172398355583,632.2,178.5,42.1666666666667,39,85.4080092574788,81
"4888",2022,"39-6010",102264.8,102264.8,90493.21,11771.59,65869.25,36395.55,0.355895185831293,663.3,605.5,42.5581395348837,37.5,80.4736415658174,73
"4889",2023,"39-6010",62068.08,62068.08,62068.08,0,46870.22,15197.86,0.244857904417214,880,880,46.4074074074074,45,74.7973393087075,73
"4890",2024,"39-6010",93945.51,93945.51,93945.51,0,69243.08,24702.43,0.26294423224697,880,880,45.0571428571429,38.5,86.3709110738768,81
"4891",2025,"39-6010",66986.2,66986.2,66986.2,0,58647.68,8338.52,0.124481161791533,880,880,43.5,38,90.1781550528318,81
"4892",2000,"39-7010",57827.3,57827.3,51502.86,6324.44,27166.64,30660.66,0.530210817382102,300,300,36.3333333333333,27.5,84.0078658349949,81
"4893",2001,"39-7010",44857.82,44642.23,40636.45,4005.78,15076.16,29566.07,0.662289271839691,388,192.5,43.4,40.5,90.4752193158809,81
"4894",2002,"39-7010",49063.14,41493.64,39962.71,1530.93,16508.95,24984.69,0.602133001587713,270.428571428571,97,33.0967741935484,24,93.9694042267682,86.5
"4895",2003,"39-7010",29442.07,28585.9,23159.77,5426.13,17640.43,10945.47,0.382897512409964,94.3333333333333,84,39.5666666666667,40.5,83.2002067452835,81
"4896",2004,"39-7010",21411.87,18922.15,14261.96,4660.19,12997.77,5924.38,0.313092328303073,480,480,42.8823529411765,42,84.4377488816017,81
"4897",2005,"39-7010",50062.59,46487.41,46318.68,168.73,26603,19884.41,0.427737531516598,16,16,41.5897435897436,43,85.46585451846,81
"4898",2006,"39-7010",38076.15,38076.15,32755.87,5320.28,22723.17,15352.98,0.403217762300022,122.666666666667,69,42.4615384615385,36,81.4188921411435,73
"4899",2007,"39-7010",37526.4,36889.35,36889.35,0,21900.81,14988.54,0.406310764488938,257.833333333333,66.5,44.1612903225806,44.5,84.0933827784984,81
"4900",2008,"39-7010",32836.58,32544.71,22329.87,10214.84,17539.24,15005.47,0.46107247537311,265.666666666667,92.5,46.6451612903226,57,91.7660129710789,81
"4901",2009,"39-7010",46455.31,44670.68,33341.55,11329.13,18460,26210.68,0.586753548412516,265.4,90.5,46.5806451612903,43,79.7258409766764,81
"4902",2010,"39-7010",30093.94,27858.29,25627.57,2230.72,16341.2,11517.09,0.413416975700949,28,28,45.625,47.5,91.169555274211,96
"4903",2011,"39-7010",41594.41,41594.41,32073.01,9521.4,30422.25,11172.16,0.26859763126824,233.5,90.5,42,39.5,88.411065333058,81
"4904",2012,"39-7010",39575.54,38409.15,26326.96,12082.19,30537.21,7871.94,0.204949601852684,327.5,225,47.1851851851852,29.5,83.5674476003765,73
"4905",2013,"39-7010",42819.61,41469.61,37443.13,4026.48,16143.72,25325.89,0.610709625675284,310.857142857143,81.5,39,32,87.7817080990152,81
"4906",2014,"39-7010",103228.01,100505.73,100505.73,0,39842.47,60663.26,0.603580114288011,289,192.5,40.8684210526316,35.5,87.9497624662793,81
"4907",2015,"39-7010",35138.74,35138.74,34156.78,981.96,14140.91,20997.83,0.597569235550279,320,320,41.4814814814815,39,91.5765368934686,81
"4908",2016,"39-7010",59765.38,56246.46,49776.27,6470.19,32501.46,23745,0.42215990126312,240,240,44.6060606060606,50,92.7296295624649,86
"4909",2017,"39-7010",46644.07,42098.35,41706.63,391.72,16498.79,25599.56,0.608089390676832,330,145,39.3666666666667,22,86.4856615520561,81
"4910",2018,"39-7010",64880.04,61803.74,57179.52,4624.22,33702.95,28100.79,0.45467782370452,301,207,46.6666666666667,44.5,92.930822309459,91
"4911",2019,"39-7010",87426.19,87019.18,82804.73,4214.45,48497.35,38521.83,0.442682061586882,489,489,41.2045454545455,35,92.6455953733418,81
"4912",2020,"39-7010",90657.9765,80607.8602,71046.9176,9560.9426,47341.0755,33266.7847,0.412699017409223,329.5,364,38.6111111111111,32.5,92.7770223219496,81
"4913",2021,"39-7010",77941.7402,77107.9547,61052.0498,16055.9049,40008.0702,37099.8845,0.481142116197254,251.833333333333,120,41.5128205128205,31.5,92.347590631917,91.5
"4914",2022,"39-7010",51490.62,50891.14,50891.14,0,24073.85,26817.29,0.5269540041744,251.833333333333,120,36.2173913043478,25.5,92.1937105358615,86
"4915",2023,"39-7010",65523.42,65523.42,65523.42,0,36012.57,29510.85,0.450386289360354,398.333333333333,275,41.5925925925926,25.5,94.4850932689411,101.5
"4916",2024,"39-7010",83390.36,81845.99,74209.51,7636.48,42411.79,39434.2,0.481809799111722,398.333333333333,275,42.0526315789474,39,90.861432551552,81
"4917",2025,"39-7010",81837.78,80594.64,76067.01,4527.63,40778.79,39815.85,0.494026029522559,398.333333333333,275,36.9090909090909,24.5,92.4775535941348,81
"4918",2000,"39-9010",1606826.37,1567632.64,1513066.84,54565.8,73828.21,1493804.43,0.952904648629924,216.745454545455,180,37.7786458333333,36,75.5998159811216,73
"4919",2001,"39-9010",1482277.35,1438690.55,1366664.36,72026.19,56066.91,1382623.64,0.961029208122622,201.784090909091,161,36.5133387227162,35,74.5878967926772,73
"4920",2002,"39-9010",1517528.52,1479304.8,1395680.69,83624.11,56970.94,1422333.86,0.961488031405022,233.753086419753,200,37.4738134206219,36,75.7046689228617,73
"4921",2003,"39-9010",1429362.01,1396728.14,1317234.46,79493.68,87551.41,1309176.73,0.937316785212046,267.654320987654,234.5,37.9130808950086,37,76.8035923941506,73
"4922",2004,"39-9010",1397081.8,1372017.95,1300190.36,71827.59,76228.22,1295789.73,0.944440799772335,260.178571428571,240,38.7860380779692,39,76.202734621657,73
"4923",2005,"39-9010",1323256.64,1296710.26,1205706.33,91003.93,65818.78,1230891.48,0.949241721893987,274.022471910112,299,39.1245098039216,39,76.4104332374142,73
"4924",2006,"39-9010",1418598.03,1387190.02,1329438.04,57751.98,73428.49,1313761.53,0.947066739998605,263.72972972973,200,38.2373505059798,36,76.9749651745621,73
"4925",2007,"39-9010",1419929.53,1389409.93,1327016.43,62393.5,54317.17,1335092.76,0.960906303584573,265.247191011236,212.5,38.4345794392523,37,77.5125409100824,73
"4926",2008,"39-9010",1359168.45,1322931.08,1239077.39,83853.69,64083.34,1258847.74,0.951559577842861,293.95145631068,196,38.4483775811209,38,77.5897362242028,73
"4927",2009,"39-9010",1323107.25,1294011.14,1221841.27,72169.87,51888.66,1242122.48,0.95990091708175,262.089887640449,207.5,38.0488841657811,37,75.958130205896,73
"4928",2010,"39-9010",1402276,1378116.19,1245996.77,132119.42,89963.38,1288152.81,0.934720032568517,316.988505747126,307.5,38.4900398406375,38,79.073591371131,81
"4929",2011,"39-9010",1416383.69,1389307.77,1253679.64,135628.13,70367.38,1318940.39,0.949350761926567,274.878378378378,228,38.5618305744888,37,78.0285176624327,81
"4930",2012,"39-9010",1300126.38,1279379.24,1168636.88,110742.36,77111.22,1202268.02,0.939727629158653,306.433734939759,214,38.8175965665236,37,78.6379081702154,81
"4931",2013,"39-9010",1393542.22,1357036.78,1224085.47,132951.31,82506.54,1274530.24,0.939200955187081,364.098765432099,282.5,39.5576923076923,40,80.0429892769743,81
"4932",2014,"39-9010",2827350.79,2765179.28,2559380,205799.28,128639.18,2636540.1,0.953478900651968,349.973333333333,312,38.8022471910112,37,81.5772265804045,81
"4933",2015,"39-9010",1370297.92,1330957.21,1248191.95,82765.26,77476.79,1253480.42,0.941788669524545,397.070588235294,313,37.9976798143852,35.5,81.4339190964672,81
"4934",2016,"39-9010",1301543.17,1295258.68,1204108.39,91150.29,68299.96,1226958.72,0.947269251266473,388.1875,325,38.853470437018,36,80.2181163842888,81
"4935",2017,"39-9010",1342349.01,1311237.76,1224317.93,86919.83,76342.86,1234894.9,0.94177801896126,343.988888888889,308.5,39.031746031746,35,80.888411229097,81
"4936",2018,"39-9010",1233375.77,1211877.36,1172952.64,38924.72,76420.46,1135456.9,0.936940434302692,412.596774193548,364,39.5431918008785,38,81.2866635779051,81
"4937",2019,"39-9010",1310563.1,1276172.96,1213568.98,62603.98,84540.67,1191632.29,0.933754535905541,376.226804123711,306.5,39.5958904109589,38,81.321998931869,81
"4938",2020,"39-9010",1261755.4281,1237713.4211,1133763.7521,103949.669,58693.4861,1179019.935,0.952579098602779,440.069444444444,430,39.7038269550749,37,83.4816456079714,81
"4939",2021,"39-9010",1079841.4883,1052527.7995,946335.143000001,106192.6565,49349.0623,1003178.7372,0.953113768279144,473.067796610169,465,39.7015503875969,36,82.2538352668945,81
"4940",2022,"39-9010",1046773.56,1032075.73,983491.76,48583.97,40368.99,991706.74,0.960885631909976,447.185185185185,392.5,40.7899159663866,37,80.0062164914971,81
"4941",2023,"39-9010",1026482,1008836.49,974311.03,34525.46,59751.2,949085.29,0.940772166161436,532.702127659574,489,40.6323851203501,38,82.0383872910861,81
"4942",2024,"39-9010",973603.72,963746.1,910877.64,52868.46,54374.88,909371.219999999,0.943579662734822,532.702127659574,489,41.0700934579439,39,84.4613973846432,81
"4943",2025,"39-9010",1201243.56,1161999.01,1114551.91,47447.1,82183.53,1079815.48,0.929274010310904,532.702127659574,489,39.3421633554084,33,84.255706224741,81
"4944",2003,"39-9020",575727.86,561266.05,518318.03,42948.02,46825.88,514440.17,0.916570973783289,303.184782608696,280,41.8983451536643,43,76.7541487143219,73
"4945",2004,"39-9020",689365.66,673987.47,610942.96,63044.51,91044.02,582943.45,0.864917340377262,320.247311827957,300,42.7530864197531,44,74.6024155167157,73
"4946",2005,"39-9020",698468.1,687262.53,638013.47,49249.06,64595.67,622666.86,0.906010196714784,377.25,280,41.9154013015184,42.5,75.6100371571254,73
"4947",2006,"39-9020",795444.440000001,770580.600000001,729453.900000001,41126.7,135417.6,635163,0.824265495393993,406.164383561644,289,42.5177304964539,44,75.3255920795306,73
"4948",2007,"39-9020",784982.78,762338.95,732457.34,29881.61,70094.26,692244.69,0.908053681370996,348.345679012346,300,43.4945652173913,45,74.8802568201453,73
"4949",2008,"39-9020",942726.140000002,922611.920000002,860179.840000001,62432.08,130265.94,792345.980000001,0.858807438776642,392.698630136986,369,42.6823899371069,44,75.8230893006452,73
"4950",2009,"39-9020",1039653.51,1031227.79,949534.359999999,81693.43,166945.78,864282.009999999,0.83810969640374,343.298850574713,300,43.3643067846608,45,74.1487673736955,73
"4951",2010,"39-9020",1023738.61,1000391.74,907789.56,92602.18,124039.34,876352.399999999,0.8760092321434,362.854166666667,317.5,43.3271162123386,44.5,74.6569195983165,73
"4952",2011,"39-9020",1093796.78,1080890.83,965423.619999999,115467.21,169467.64,911423.19,0.843214841595057,397.967032967033,357.5,42.8058375634518,44,76.145510106696,73
"4953",2012,"39-9020",1295311.81,1260957.89,1141688.9,119268.99,147565.03,1113392.86,0.88297386362363,364.277227722772,280,42.5477941176471,43,76.7358379350796,73
"4954",2013,"39-9020",1443902.06,1413329.91,1260707.6,152622.31,220461.51,1192868.4,0.844012704719452,411.869158878505,354.5,43.2348224513173,44,77.2038437012912,73
"4955",2014,"39-9020",2888348.05,2858458.28,2599892.78,258565.5,420993.9,2437464.38,0.852719942443939,381.979166666667,361.5,43.4748201438849,44,76.5151538821829,73
"4956",2015,"39-9020",1420390.27,1387236.44,1265745.53,121490.91,206426.93,1180809.51,0.851195568363242,365.168421052632,322.5,44.0022831050228,45,78.0456259568846,81
