"","year","soc_2010_broad","lf_total","lf","emp","unemp","male","female","female_share","mean_weekly_earnings","median_weekly_earnings","mean_age","median_age","mean_educ","median_educ"
"1734",2004,"17-2190",282790.96,281436.87,266606.36,14830.51,262090.59,19346.28,0.0687410999134548,1291.9298245614,1165,44.470297029703,46,107.107472592344,111
"1735",2005,"17-2190",286959.3,274719.1,271981.21,2737.89,234090.71,40628.39,0.147890663590555,1269.61904761905,1062,43.8153846153846,43,108.334530944517,111
"1736",2006,"17-2190",310926.54,308141.38,304944.04,3197.34,264691.63,43449.75,0.14100589151642,1201.77142857143,1106,44.035175879397,44,105.04830951299,111
"1737",2007,"17-2190",350819.88,348853.96,348682.53,171.43,314541.61,34312.35,0.0983573470113397,1543.05714285714,1392.5,43.047619047619,43,108.988427679021,111
"1738",2008,"17-2190",344119.43,344119.43,333114.48,11004.95,307514.4,36605.03,0.106373040313359,1594.84615384615,1625,43.4605263157895,44,109.101301516163,111
"1739",2009,"17-2190",344415.99,333673.98,325205.04,8468.94,289821.6,43852.38,0.131422833749278,1472.125,1500,43.6694214876033,44,110.006573392387,111
"1740",2010,"17-2190",346506.44,346506.44,328100.11,18406.33,307658.61,38847.83,0.11211286578108,1461.34375,1275,43.8088888888889,44,108.789178261737,111
"1741",2011,"17-2190",352846.94,349959.43,331644.05,18315.38,306313.13,43646.3,0.12471817090341,1633,1384.5,44.5758928571429,45,110.246559522628,111
"1742",2012,"17-2190",389193.65,384892.01,377911.68,6980.33,330339.02,54552.99,0.141735833903125,1639.40816326531,1538,44.7685950413223,45,109.70531303053,111
"1743",2013,"17-2190",438292.47,437850.78,433540.7,4310.08,395473.95,42376.83,0.0967837261817827,1579.44117647059,1548,43.1050724637681,42,109.166511431132,111
"1744",2014,"17-2190",859502.67,850899.74,820707.19,30192.55,728145.23,122754.51,0.144264364212874,1645.62068965517,1365.5,44.6037735849057,45,109.378603523842,111
"1745",2015,"17-2190",386095.15,386095.15,370927.46,15167.69,332007.61,54087.54,0.140088628411934,1637.72727272727,1495,44.2543103448276,43,108.477918150487,111
"1746",2016,"17-2190",491607.79,491607.79,474423.6,17184.19,422418.55,69189.24,0.140740731549433,1628.46341463415,1442.5,43.9527559055118,43,109.033938375956,111
"1747",2017,"17-2190",570665.99,568641.83,558034.99,10606.84,491476.14,77165.69,0.135701747442674,1465.97727272727,1298,43.5050505050505,43.5,109.693836716163,111
"1748",2018,"17-2190",614548.03,612085.14,601644.7,10440.44,506170.73,105914.41,0.173038688702686,1764.04,1750,44.0064308681672,43,111.623018114767,111
"1749",2019,"17-2190",628388.03,625621.84,623248.36,2373.48,551963.54,73658.3,0.117736139134785,1644.10638297872,1595.5,44.375816993464,47,110.027446420349,111
"1750",2020,"17-2190",636727.939,636727.939,630810.2787,5917.6603,539566.4923,97161.4467,0.15259491652368,1715.34482758621,1631.5,44.8287671232877,44,110.826571005863,111
"1751",2021,"17-2190",604194.2238,603223.5248,596433.408,6790.1168,527707.4349,75516.0899,0.125187574415367,1726.66,1500,44.2842105263158,43,111.824408573861,111
"1752",2022,"17-2190",633281.249999999,626610.09,602684.15,23925.94,532691.84,93918.25,0.149883079603777,1960.74576271186,1746,43.1641791044776,43,109.95869211107,111
"1753",2023,"17-2190",682097.47,681522.17,677444.33,4077.84,554647.64,126874.53,0.186163466993304,2006.41666666667,1716,42.3649122807018,39.5,111.355929507033,111
"1754",2024,"17-2190",660613.81,657800.42,646509.25,11291.17,564529.13,93271.29,0.141792688426681,2006.41666666667,1716,42.1737451737452,39.5,110.973400716284,111
"1755",2025,"17-2190",713462.05,710655.14,700656.45,9998.69,568396.89,142258.25,0.200179020727269,2006.41666666667,1716,43.9238410596027,42,109.602550303091,111
"1756",2000,"17-3010",190561.2,190561.2,190561.2,0,147728.08,42833.12,0.224773563558584,798.206896551724,663.5,38.8111111111111,39,88.1776565743709,86
"1757",2001,"17-3010",225672.08,225296.68,219623.24,5673.44,185090.53,40206.15,0.178458688339304,694.441860465116,590,38.9318181818182,39,87.7536757754265,81
"1758",2002,"17-3010",242942.77,238602.36,220384.05,18218.31,186876.54,51725.82,0.216786707390489,754.161290322581,690,37.1741573033708,36,88.2743191643201,91
"1759",2003,"17-3010",218011.4,218011.4,208696.15,9315.25,172016.45,45994.95,0.210974976537924,804.785714285714,686,39.8170731707317,38,85.0541791392559,81
"1760",2004,"17-3010",202917.63,202917.63,189792.24,13125.39,150533.26,52384.37,0.258155833970661,883.838709677419,800,37.9791666666667,36,88.6654704670068,91
"1761",2005,"17-3010",222200.84,219862.68,200321.19,19541.49,170397.21,49465.47,0.224983476049687,820.238095238095,769,38.8188405797101,39,91.1960983100906,91
"1762",2006,"17-3010",173732.63,173732.63,168866.98,4865.65,135652.93,38079.7,0.21918565326502,880.157894736842,913.5,40.0169491525424,39.5,90.4151042322907,91
"1763",2007,"17-3010",173474.86,173474.86,165383.34,8091.52,134714.69,38760.17,0.223433931579481,820.380952380952,725,39.0762711864407,36.5,90.9131240688132,91
"1764",2008,"17-3010",198004.95,198004.95,189643.49,8361.46,152287.51,45717.44,0.230890389356428,984.363636363636,935,40.1574803149606,41,92.0375585559856,91
"1765",2009,"17-3010",181543.98,181543.98,170365.74,11178.24,141604.58,39939.4,0.219998481910554,989.076923076923,900,41.0806451612903,40.5,91.3767957494377,91
"1766",2010,"17-3010",121847.68,120201.05,102935.04,17266.01,86101.53,34099.52,0.283687372115302,863.357142857143,730.5,39.7126436781609,40,92.4354303061413,91
"1767",2011,"17-3010",173294.42,173294.42,168446.62,4847.8,130747.4,42547.02,0.2455186958703,1082.75,1076.5,41.8490566037736,44.5,90.7194873325984,91
"1768",2012,"17-3010",145869.03,145869.03,144241.65,1627.38,121662.56,24206.47,0.165946602921813,1013.94117647059,892,42.5106382978723,44,92.4775016328003,91
"1769",2013,"17-3010",129268.34,129268.34,121691.72,7576.62,102483.39,26784.95,0.207204254344103,1292.86666666667,1280,41.6923076923077,39,90.640335212783,91
"1770",2014,"17-3010",292426.75,291056.75,277545.56,13511.19,205656.54,85400.21,0.293414291199225,966.692307692308,951,41.7741935483871,42,89.1906876579911,91
"1771",2015,"17-3010",117287.58,117287.58,117287.58,0,97521.26,19766.32,0.168528671151711,981,956,40.625,38.5,89.1060871065803,91
"1772",2016,"17-3010",126710.07,124986.27,112593.81,12392.46,96490.3,28495.97,0.227992802729452,931.5,853,43.9583333333333,45.5,93.3133119341828,91.5
"1773",2017,"17-3010",133967.65,133967.65,131620.53,2347.12,101559.76,32407.89,0.241908326375808,1282.6,1298,42.2876712328767,42.5,92.0544193318313,91
"1774",2018,"17-3010",128026.71,128026.71,128026.71,0,100244.48,27782.23,0.217003389370859,966.307692307692,884,43.3194444444444,44,93.3474438263703,92
"1775",2019,"17-3010",122725.54,122725.54,120768.72,1956.82,100902.77,21822.77,0.177817673485079,997.444444444444,1155,43.1014492753623,45,91.9595301841817,91
"1776",2020,"17-3010",160267.1374,159127.4718,144639.5969,14487.8749,133709.1793,25418.2925,0.159735413454863,1248.11111111111,1288.5,43.6231884057971,43,90.8955172893032,91
"1777",2021,"17-3010",109673.8307,102146.7154,100480.503,1666.2124,72603.0068,29543.7086,0.289228180116304,1098,1109,40.4181818181818,39.5,97.8372224722559,92
"1778",2022,"17-3010",129595.57,129595.57,124949.21,4646.36,113515.29,16080.28,0.124080475898983,1353.14285714286,1190,43.1636363636364,39,91.0616209334933,91
"1779",2023,"17-3010",111507.28,111507.28,106910.76,4596.52,97079.16,14428.12,0.129391731194591,1719.5,1428,47.1041666666667,44,93.3040024830666,92
"1780",2024,"17-3010",145755.65,145755.65,125423.05,20332.6,110998.3,34757.35,0.238463140193879,1719.5,1428,42.2241379310345,38,96.1543214962851,92
"1781",2025,"17-3010",145057.34,145057.34,145057.34,0,84786.52,60270.82,0.415496520203666,1719.5,1428,43.5438596491228,41.5,99.9083572744405,92
"1782",2000,"17-3020",898157.87,886266.46,852289.27,33977.19,699032.87,187233.59,0.211261057989264,683.92,676.5,38.3442211055276,38,86.3342658595024,81
"1783",2001,"17-3020",837667.44,825238.78,791708.8,33529.98,616603.62,208635.16,0.252817929860252,745.625,690,38.8888888888889,39,87.7480684923703,81
"1784",2002,"17-3020",770729.45,764820.24,730707.86,34112.38,575389.16,189431.08,0.247680526864718,792.447552447552,769,39.1493055555556,39,87.2311843630079,81
"1785",2003,"17-3020",393216.97,385935.67,376041.37,9894.3,295783.42,90152.25,0.233593982126607,776.529411764706,755,42.5055762081784,43,85.208160028328,81
"1786",2004,"17-3020",409689.76,405578.53,387141.46,18437.07,335397.58,70180.95,0.173039115260859,839.179487179487,728.5,41.7676056338028,43,87.1731961995128,81
"1787",2005,"17-3020",402700.8,401594.52,383836.3,17758.22,324645.51,76949.01,0.191608715178683,799.166666666667,597.5,41.8379310344828,42,85.0695468653308,81
"1788",2006,"17-3020",417716.48,417716.48,406266.4,11450.08,334623.1,83093.38,0.198922915370732,886,894.5,42.8581314878893,45,87.8424580232027,81
"1789",2007,"17-3020",413763.09,411018.58,405670.12,5348.46,319190.34,91828.24,0.223416274758187,970.893617021277,936.5,42.1417910447761,45,86.4802556857649,81
"1790",2008,"17-3020",394088.19,393088.4,383295.63,9792.77,325368.14,67720.26,0.172277431743089,949.860465116279,827,42.6145038167939,43,86.8341090960709,81
"1791",2009,"17-3020",399340.92,394573.9,354731.74,39842.16,338487.04,56086.86,0.142145387720779,1056.44186046512,981,44.2007575757576,46,86.684593126915,81
"1792",2010,"17-3020",412850.16,406385.3,382898.5,23486.8,347111.83,59273.47,0.145855349590647,924.242424242424,981,43.2324723247232,46,87.9860872920354,81
"1793",2011,"17-3020",424361.02,422176.16,396353.5,25822.66,362135.97,60040.19,0.142215965013278,975.095238095238,1025,43.2367491166078,45,86.4037497048625,81
"1794",2012,"17-3020",415384.58,415384.58,399357.03,16027.55,349813.78,65570.8,0.157855643076592,1211.4,1200,45.498127340824,48.5,84.2079338621575,81
"1795",2013,"17-3020",402796.48,395082.68,360403,34679.68,325183.71,69898.97,0.176922384954967,1053.48717948718,1019.5,44.3137254901961,45,85.1950765596711,81
"1796",2014,"17-3020",829080.82,803827.93,771871.72,31956.21,677649.32,126178.61,0.156972164428275,1121.42857142857,980.5,43.9143968871595,44,85.7940054285002,81
"1797",2015,"17-3020",379093.85,378508.09,361426.84,17081.25,290424.81,88083.28,0.232711749965503,916.133333333333,962,42.0120967741936,43,86.6818441582055,81
"1798",2016,"17-3020",347683.07,340971.77,333965.65,7006.12,273622.43,67349.34,0.197521747914791,984.689655172414,850,42.2964824120603,44,87.0216217606519,81
"1799",2017,"17-3020",382826.08,378057.13,367564.44,10492.69,291562.72,86494.41,0.228786612224454,1260.82142857143,1104,44.5021459227468,45,89.22265965464,81
"1800",2018,"17-3020",455625.68,451895.13,434788.82,17106.31,354858.41,97036.72,0.214732829716488,1124.02631578947,1137,43.3875,42,87.958310659378,81
"1801",2019,"17-3020",551484.42,549456.3,535695.68,13760.62,428980.44,120475.86,0.219263770385379,1228.09836065574,1148.5,42.9492753623188,42,88.7844267869893,81
"1802",2020,"17-3020",506662.4078,505502.589,486434.9857,19067.6033,438743.2304,66759.3586,0.132065314901879,1210.40384615385,1006,45.8138528138528,45.5,90.5911322363178,91
"1803",2021,"17-3020",382854.0051,378905.2696,370718.9728,8186.2968,310513.1926,68392.077,0.180499144475345,1245.61111111111,981,42.699481865285,43,88.3364185027951,81
"1804",2022,"17-3020",428326.72,428326.72,421289.42,7037.3,375038.61,53288.11,0.124409959761558,1281.3,1221,44.8697916666667,46,89.2534568004537,81
"1805",2023,"17-3020",460449.57,460449.57,449305.2,11144.37,383910.82,76538.75,0.166226129823511,1277.2,1200,42.9949494949495,40,89.9098367710496,91
"1806",2024,"17-3020",386660.93,380990.95,375501.71,5489.24,325360.94,55630.01,0.146013993245771,1277.2,1200,44.4342857142857,43.5,90.0941338370373,91
"1807",2025,"17-3020",492985.37,492985.37,483122.22,9863.15,395961.76,97023.61,0.196808294737022,1277.2,1200,41.3412322274881,40,89.3732465935044,91
"1808",2000,"17-3030",89749.32,89749.32,87634.34,2114.98,85937.33,3811.99,0.042473747990514,670.8,442,37.3333333333333,35,77.27714092987,81
"1809",2001,"17-3030",73695.35,69595.8,66446.04,3149.76,63030.07,6565.73,0.0943408941344162,794.933333333333,572.5,38.4,34,78.9625460157078,81
"1810",2002,"17-3030",61003.52,61003.52,59272.87,1730.65,53970.31,7033.21,0.115291871682159,1012.33333333333,857,39.047619047619,37,83.2862569241906,81
"1811",2003,"17-3030",75007.63,75007.63,69343.06,5664.57,53661.45,21346.18,0.284586781371442,515.666666666667,498.5,41,41,85.132454924919,81
"1812",2004,"17-3030",77602.96,77403.15,73917.68,3485.47,67543.5,9859.65,0.127380474825637,764,773,38.7272727272727,38,79.1599092543392,81
"1813",2005,"17-3030",114662.7,113090.15,107240.46,5849.69,106701.42,6388.73,0.0564923647196506,895.916666666667,716.5,39.3164556962025,36,78.1360734776636,73
"1814",2006,"17-3030",94244.73,94244.73,85673.05,8571.68,85452.07,8792.66,0.0932960389403206,695.941176470588,529,39.9850746268657,36,84.2728157850311,81
"1815",2007,"17-3030",93892.04,93892.04,90919.86,2972.18,82950.92,10941.12,0.116528728100913,599.888888888889,465,39.4,37,83.1342003006857,77
"1816",2008,"17-3030",96300.37,96300.37,87573.35,8727.02,86908.94,9391.43,0.0975222628947324,817.454545454545,673.5,38.4516129032258,35,81.745707311405,81
"1817",2009,"17-3030",88584.36,87521.42,77644.22,9877.2,79323.52,8197.9,0.0936673559455503,817.454545454545,673.5,39.2777777777778,42,80.965158586321,81
"1818",2010,"17-3030",81438.43,81438.43,62501.49,18936.94,68984.66,12453.77,0.152922520731306,933,520,39.5737704918033,40.5,82.2939937570015,81
"1819",2011,"17-3030",93324.89,92249.83,78566.04,13683.79,82458.1,9791.73,0.106143610237547,849.6,588,40.6129032258064,41,81.7375426057696,81
"1820",2012,"17-3030",67724.62,65324.61,61519.83,3804.78,62770.57,2554.04,0.0390976693163572,1372.83333333333,953.5,43.4468085106383,43,84.0131085359714,81
"1821",2013,"17-3030",69662.9,69662.9,54917.82,14745.08,60524.22,9138.68,0.131184317621001,1240.33333333333,961.5,45.1428571428571,47,84.4811449135767,81
"1822",2014,"17-3030",108057.9,107005.53,104003.77,3001.76,103684.24,3321.29,0.0310384893191969,1354,1227,41.7741935483871,40,78.7658823800976,81
"1823",2015,"17-3030",90295.27,86108.72,81289.24,4819.48,79489.51,6619.21,0.0768703796781557,1411.66666666667,1057.5,43.3333333333333,46,82.1918666309289,73
"1824",2016,"17-3030",99305.48,99305.48,99102.48,203,91083.87,8221.61,0.0827911007529494,880,880,43.4150943396226,47,82.412612073372,81
"1825",2017,"17-3030",87958.93,87701.25,82468.89,5232.36,79570.82,8130.43,0.0927059762546144,934.5,568.5,39.9347826086956,36,86.1309611892647,81
"1826",2018,"17-3030",92576.51,92576.51,86959.72,5616.79,91331.03,1245.48,0.0134535207689294,910.363636363636,686.5,42.8478260869565,42.5,83.8823734012008,81
"1827",2019,"17-3030",68731.2,66951.56,66565.45,386.11,62827.48,4124.08,0.0615979672467677,1272.33333333333,1281,42.8285714285714,42.5,88.8349632181834,91
"1828",2020,"17-3030",39691.6991,39691.6991,36586.3742,3105.3249,36074.9677,3616.7314,0.0911205990675264,961,961,46.9090909090909,48.5,78.5600218233036,73
"1829",2021,"17-3030",55073.9373,51180.057,51180.057,0,42285.6518,8894.4052,0.173786543457738,874.666666666667,742,43.875,40.5,76.1658662728726,73
"1830",2022,"17-3030",59858.07,59858.07,59858.07,0,51185.82,8672.25,0.144880214146564,1533.5,1240,44.2758620689655,40.5,80.8876253444189,77
"1831",2023,"17-3030",110326.27,105321.21,100153.01,5168.2,104341.42,979.79,0.00930287451122143,822.777777777778,750,38.4545454545455,35,79.2433460458724,73
"1832",2024,"17-3030",69674.02,69674.02,66572.67,3101.35,58135.33,11538.69,0.165609649048526,822.777777777778,750,37.9117647058824,38,82.4475463020506,73
"1833",2025,"17-3030",32517.98,32517.98,32517.98,0,26984.11,5533.87,0.170178774942355,822.777777777778,750,38.8666666666667,32.5,81.2773628620228,73
"1834",2000,"19-1010",59254.92,58488.24,58488.24,0,46320.8,12167.44,0.208032247166268,835.75,904.5,43.3333333333333,41,103.165673817506,111
"1835",2001,"19-1010",40383.11,40383.11,38061.86,2321.25,24814.86,15568.25,0.385513894298879,796.5,697.5,42.6470588235294,42,97.8601350911309,111
"1836",2002,"19-1010",46070.15,46070.15,46070.15,0,28441.47,17628.68,0.382648634745057,773.625,505.5,42.3513513513514,44,100.080532405473,111
"1837",2003,"19-1010",37913.2,37913.2,31811.5,6101.7,32253,5660.2,0.149293649705116,1043.5,1077,43.1875,48,104.743753626705,111
"1838",2004,"19-1010",35039.46,35039.46,33191.61,1847.85,24324.01,10715.45,0.305810934300928,843.1,812,42.2352941176471,45.5,107.268260412689,111
"1839",2005,"19-1010",38211.64,38211.64,38211.64,0,27739.9,10471.74,0.274045814312079,684.444444444444,682.5,43.8709677419355,44,105.381457063868,111
"1840",2006,"19-1010",34066.7,34066.7,34066.7,0,23786.42,10280.28,0.301769176351099,477,415.5,43.6666666666667,46,112.54652607972,111
"1841",2007,"19-1010",34582.99,34582.99,34262.62,320.37,24054.57,10528.42,0.304439263348831,480,480,40.9032258064516,39,98.5178939125854,111
"1842",2008,"19-1010",37711.25,35388.46,33837.7,1550.76,21274.41,14114.05,0.398831992123986,1748.66666666667,1180.5,43.5,36.5,109.702348731762,111
"1843",2009,"19-1010",42532.73,42532.73,39184.49,3348.24,35292.34,7240.39,0.170231019734684,1501,1879.5,41.4857142857143,43,105.372191016189,111
"1844",2010,"19-1010",31296.79,30920.02,29777.61,1142.41,21709.17,9210.85,0.297892756861089,1660.66666666667,1048.5,47.4615384615385,51.5,107.969129709489,111
"1845",2011,"19-1010",42876.53,42528.37,31833.48,10694.89,24832.37,17696,0.416098712459471,1323.16666666667,1008.5,40.65625,36.5,103.655600485041,111
"1846",2012,"19-1010",33856.83,32217.94,30131.37,2086.57,23757.34,8460.6,0.262605244159,903.5,903.5,46.5416666666667,46,98.9134854680343,96
"1847",2013,"19-1010",65049.87,63748.21,57002.33,6745.88,37629.01,26119.2,0.409724445596198,897.857142857143,1010,41.8510638297872,42,102.618673057644,111
"1848",2014,"19-1010",83653.69,83653.69,83019.69,634,61774.65,21879.04,0.261543035340103,2033.5,1692,37.4074074074074,28,103.437308623206,111
"1849",2015,"19-1010",38733.21,38733.21,30986.14,7747.07,27707.68,11025.53,0.284653143904159,1204.42857142857,610,41.6923076923077,37.5,112.805618486049,111
"1850",2016,"19-1010",54772.46,54772.46,52429.04,2343.42,34399.25,20373.21,0.371960835792294,805.333333333333,672.5,40.2666666666667,32,112.406987197581,111
"1851",2017,"19-1010",26035.88,26035.88,26035.88,0,13375.97,12659.91,0.486248592327204,1049.66666666667,997.5,41.8888888888889,32.5,109.575167806888,111
"1852",2018,"19-1010",34592.2,32895.15,29298.29,3596.86,11827.2,21067.95,0.640457635852094,1154,1154,40.95,42.5,114.59651833173,111
"1853",2019,"19-1010",45227.08,45227.08,43503.03,1724.05,20344.35,24882.73,0.550173259029767,1018.83333333333,866,36.3846153846154,35,109.610824753665,111
"1854",2020,"19-1010",38051.7373,38051.7373,35652.7254,2399.0119,16309.5581,21742.1792,0.571384665792907,1018.83333333333,866,38.6666666666667,36.5,115.17859236088,111
"1855",2021,"19-1010",44239.2324,44239.2324,40381.9626,3857.2698,29203.2956,15035.9368,0.339877886307991,1348,1100,43.5789473684211,39.5,115.912157178387,111
"1856",2022,"19-1010",21639.69,21639.69,21639.69,0,9920.24,11719.45,0.541571991095991,2269,2269,48.9285714285714,42,120.19187104806,123
"1857",2023,"19-1010",21815.72,21815.72,21815.72,0,15549.64,6266.08,0.287227742196911,1538.5,1442,44.3571428571429,39.5,116.378708564283,111
"1858",2024,"19-1010",19994.7,19143.4,19143.4,0,14501.16,4642.24,0.242498197812301,1538.5,1442,45.6666666666667,48,117.315996113543,111
"1859",2025,"19-1010",31767.82,31767.82,31767.82,0,12198.32,19569.5,0.616016459423404,1538.5,1442,44.6428571428571,45.5,119.557211983699,123
"1860",2000,"19-1020",133085.64,128746.84,128746.84,0,65902.24,62844.6,0.488125378455891,946.454545454545,1026,39.2982456140351,36.5,117.972101528861,123
"1861",2001,"19-1020",131663.06,131663.06,129509.36,2153.7,84393.84,47269.22,0.359016568504484,866.208333333333,696,38.6190476190476,37,118.643276329747,123
"1862",2002,"19-1020",120355.23,120355.23,120355.23,0,63436.62,56918.61,0.472921783291013,955.391304347826,1009.5,40.4347826086956,39,118.240505792727,123
"1863",2003,"19-1020",100684.13,100255.36,97348.0299999999,2907.33,60180.81,40074.55,0.399724762845598,772.571428571429,657,41.1066666666667,36.5,119.529080839169,123
"1864",2004,"19-1020",94560.51,94560.51,90574.25,3986.26,55462.91,39097.6,0.413466467133056,841.105263157895,697,38.4615384615385,35,116.818367413627,123
"1865",2005,"19-1020",98612.68,98612.68,97102.58,1510.1,57024.21,41588.47,0.421735521233172,859.333333333333,801.5,41.8169014084507,40,116.547566499562,123
"1866",2006,"19-1020",133039.08,133039.08,129050.92,3988.16,69376.69,63662.39,0.478523979570514,1072.45454545455,961.5,41.6732673267327,40.5,117.702252977095,123
"1867",2007,"19-1020",107187.92,107187.92,104343.65,2844.27,67168.08,40019.84,0.373361475808095,1145.54545454545,1086.5,40.6,36.5,118.26164272989,123
"1868",2008,"19-1020",105003.04,101814.78,97595.58,4219.2,47718.8,54095.98,0.531317555270463,977.466666666667,1117,42.8648648648649,43,113.793253690672,111
"1869",2009,"19-1020",90689.54,90689.54,88235.86,2453.68,50032.81,40656.73,0.448306717621459,1053.66666666667,900,42.1212121212121,37.5,115.458730632,123
"1870",2010,"19-1020",105202.42,101196.84,95275.9200000001,5920.92,49152.53,52044.31,0.514287896736696,966.777777777778,952,41,42,119.350328923314,123
"1871",2011,"19-1020",111607.33,111607.33,108964.53,2642.8,64333.88,47273.45,0.423569401758827,867,763.5,41.1538461538462,41,119.111989866615,123
"1872",2012,"19-1020",84091.76,83239.47,79874.99,3364.48,42112.62,41126.85,0.494078710496355,1330.14285714286,1327,44.28125,42.5,116.216006060586,123
"1873",2013,"19-1020",105475.34,105475.34,104016.2,1459.14,46028.84,59446.5,0.563605673136489,1019.41176470588,565.5,41.7126436781609,38.5,117.027986731306,123
"1874",2014,"19-1020",227962.83,224222.66,211719.64,12503.02,141891.28,82331.38,0.36718581431511,886.857142857143,384.5,42.6829268292683,40.5,115.975157818572,123
"1875",2015,"19-1020",79684.05,79684.05,77081.1,2602.95,45875.15,33808.9,0.424286918147358,1414.22222222222,1020,42.3448275862069,40,114.509523047586,111
"1876",2016,"19-1020",111462.87,111462.87,111232.38,230.49,78252.75,33210.12,0.297947827828227,1442.90909090909,1155,42.9672131147541,38.5,116.042089621414,117
"1877",2017,"19-1020",97196.76,97196.76,91704.64,5492.12,42367.87,54828.89,0.564102033853803,1093.86666666667,912.5,43.2878787878788,42,112.879067676741,111
"1878",2018,"19-1020",157881.76,156018.36,147243.84,8774.52,78032.12,77986.24,0.499852966022717,1554.8,1124,42.1022727272727,38,116.579420588705,123
"1879",2019,"19-1020",128798.21,128798.21,128312.57,485.64,73032.68,55765.53,0.432968206623368,1253.95,1173,41.8857142857143,36.5,116.443504455536,111
"1880",2020,"19-1020",93547.1177,93547.1177,84572.1049,8975.0128,43219.8836,50327.2341,0.537988078493198,945.375,988,43.0363636363636,35,117.379628266195,123
"1881",2021,"19-1020",109863.5823,109117.2846,109117.2846,0,50825.9409,58291.3437,0.534208158805301,1105.92307692308,1096,42.8730158730159,46.5,117.896728465693,123
"1882",2022,"19-1020",133757.55,133757.55,129345.32,4412.23,59508.25,74249.3,0.555103618449949,1242,1086.5,42.1212121212121,40,117.264920522243,111
"1883",2023,"19-1020",121785.08,121785.08,121785.08,0,61209.47,60575.61,0.49739762867504,1446,1057.5,40.7868852459016,37.5,118.105551024805,123
"1884",2024,"19-1020",113303.29,113303.29,113303.29,0,50579.85,62723.44,0.553588867543034,1446,1057.5,40.9433962264151,36,117.755518926238,117
"1885",2025,"19-1020",99093.15,98543.45,93326.99,5216.46,41981.76,56561.69,0.573977164387892,1446,1057.5,41,35.5,118.180994576504,123
"1886",2000,"19-1030",26475.85,24081.58,24081.58,0,19755.92,4325.66,0.179625257146749,590,430,40.0555555555556,32,107.000567238528,111
"1887",2001,"19-1030",31982.25,31982.25,31340.63,641.62,27272.91,4709.34,0.147248551931149,1049.22222222222,603.5,41.1025641025641,40.5,103.026915554722,111
"1888",2002,"19-1030",22522.77,22522.77,20421.41,2101.36,22123.22,399.55,0.0177398250748021,1001.8,1115,43.4090909090909,38.5,107.934107128031,111
"1889",2003,"19-1030",32666.89,32666.89,32666.89,0,28756.15,3910.74,0.119715712147682,897.75,690,45.7931034482759,46.5,105.875622074829,111
"1890",2004,"19-1030",33389.43,33389.43,33389.43,0,27100.93,6288.5,0.188338045902551,878,798,43.0645161290323,44.5,108.608116101413,111
"1891",2005,"19-1030",34126.04,34126.04,34126.04,0,25329.27,8796.77,0.257772949923284,838.333333333333,536.5,43.59375,45.5,109.578585443843,111
"1892",2006,"19-1030",34725,34725,31860.24,2864.76,27767.02,6957.98,0.200373794096472,1554,1231,43.3823529411765,42,110.858447804176,111
"1893",2007,"19-1030",30347.01,30347.01,30347.01,0,29305.38,1041.63,0.0343239745859642,898.333333333333,674.5,46.5454545454545,51,105.862945311581,111
"1894",2008,"19-1030",32545.17,31560.77,31560.77,0,26675.32,4885.45,0.15479501925967,898.333333333333,674.5,44.0740740740741,48,107.370990314875,111
"1895",2009,"19-1030",28374.55,28374.55,28374.55,0,14213.32,14161.23,0.49908209998044,1128,923,40.85,37.5,105.526762891394,111
"1896",2010,"19-1030",15187.91,15187.91,15187.91,0,11197.42,3990.49,0.262741219825506,897,941.5,45,38,111.2203594833,111
"1897",2011,"19-1030",32816.19,32816.19,32816.19,0,28256.57,4559.62,0.138944222348786,1221.25,1345.5,44.3703703703704,50.5,110.680625934942,111
"1898",2012,"19-1030",30682.14,30682.14,30682.14,0,27877.46,2804.68,0.0914108337945137,1230.5,1230.5,49.9130434782609,55.5,112.919407837915,111
"1899",2013,"19-1030",26951,26951,26951,0,23628.78,3322.22,0.123268895402768,957,948,49.0434782608696,50,96.4555790137657,101.5
"1900",2014,"19-1030",29036.89,29036.89,28336.11,700.78,25429.52,3607.37,0.124234034705507,1329.25,649,49.6,51.5,107.169104198142,111
"1901",2015,"19-1030",37013.51,37013.51,37013.51,0,24864.03,12149.48,0.328244470735145,646.5,629,42.0869565217391,46,105.619676707235,111
"1902",2016,"19-1030",37029.04,37029.04,34689.52,2339.52,23149.8,13879.24,0.374820411223191,949.5,844,45.3181818181818,45.5,106.2146415354,111
"1903",2017,"19-1030",19992.34,19992.34,19992.34,0,7441.66,12550.68,0.627774437609604,1422.71428571429,879,44.25,44.5,110.396152726494,111
"1904",2018,"19-1030",28061.42,28061.42,28061.42,0,20021.7,8039.72,0.286504389300328,1429,895.5,32.7894736842105,25,112.447020856393,111
"1905",2019,"19-1030",19867.03,19867.03,19867.03,0,12456.59,7410.44,0.373001903153113,1296,1296,43.8235294117647,40.5,104.714328714458,111
"1906",2020,"19-1030",21747.646,21747.646,21747.646,0,16541.0873,5206.5587,0.239407920287097,1048.5,962,48.2666666666667,61,111.506484333983,111
"1907",2021,"19-1030",22907.9804,22907.9804,22907.9804,0,12174.2012,10733.7792,0.468560694246098,1061.66666666667,996.5,40.7857142857143,38.5,114.257905432816,111
"1908",2022,"19-1030",34520.88,34520.88,34520.88,0,24346.39,10174.49,0.29473437525347,1160.25,825,39.6,26,113.530086718531,111
