"","occ2010","n_years","n_years_explicit","min_year","max_year","year","n_months","n_months_explicit","min_month","max_month","month","lf_total","lf","emp","unemp","male","female","female_share","mean_weekly_earnings","median_weekly_earnings","mean_age","median_age","mean_educ","median_educ"
"159",3210,17,17,2003,2019,2011,12,12,1,12,6.5,14661.0174612745,14562.9494926471,14450.6697509804,112.279741666667,2580.07852843137,11982.8709642157,0.831720815815172,788.632399509804,716.623382352941,42.8972806877219,37.8970588235294,103.827335471825,103.59068627451
"160",3220,20,20,2000,2019,2009.5,12,12,1,12,6.5,105938.06387,105552.539655417,103818.013172083,1734.52648333333,39096.9807108333,66455.5589445833,0.631088927575874,919.495246912371,846.976958333333,43.1513993163071,42.5416666666667,96.9890240840663,92.2875
"161",3230,20,20,2000,2019,2009.5,12,12,1,12,6.5,131930.561488333,131174.671054583,129833.097852083,1341.5732025,5420.17812583333,125754.49292875,0.957007370901121,1017.97786534154,945.131395833333,41.9335034265757,39.5833333333333,121.235345082373,123
"162",3245,20,20,2000,2019,2009.5,12,12,1,12,6.5,149377.1966525,148316.98043875,145619.048435417,2697.93200333333,30804.6001879167,117512.380250833,0.783968898501885,835.938368146645,723.026625,41.9134892371119,39.2125,111.824589712129,118.9
"163",3250,20,20,2000,2019,2009.5,12,12,1,12,6.5,74424.19660375,74010.304575,73412.9358083333,597.368766666667,33665.5305654167,40344.7740095833,0.523497987222171,1291.40194248865,1135.04139583333,45.5522513088117,43.4291666666667,121.888409035124,124.179166666667
"164",3255,20,20,2000,2019,2009.5,12,12,1,12,6.5,2795854.74651208,2777999.2228375,2736327.37273,41671.8501075,251192.940460833,2526806.28237667,0.911010735315919,996.131998764982,947.132729166667,44.162096515325,43.75,103.743985061825,111
"165",3256,9,9,2011,2019,2015,12,12,1,12,6.5,28816.8593222222,28702.715562963,28613.4453675926,89.2701953703704,13937.4630157407,14765.2525472222,0.51404922509777,2091.15060861258,1892.86814814815,45.7035573314635,42.3194444444444,119.77937773781,122.944444444444
"166",3258,9,9,2011,2019,2015,12,12,1,12,6.5,163388.430294444,162467.653616667,160674.103655556,1793.54996111111,15561.857762037,146905.79585463,0.904491855143045,1546.32161869969,1497.5675,46.057746215762,44.2916666666667,121.137359679281,123
"167",3260,17,17,2003,2019,2011,12,12,1,12,6.5,25695.8684696078,25575.6321019608,25175.813752451,399.818349509804,8134.27430196078,17441.3578,0.687441216774644,901.077491830065,869.454142156863,47.3247893502975,45.5171568627451,113.996338569858,118.227941176471
"168",3300,20,20,2000,2019,2009.5,12,12,1,12,6.5,347947.235451667,345355.73444125,336462.59100125,8893.14344,88526.5988666667,256829.135574583,0.743972505342672,830.55894270966,747.188145833333,42.6871782450527,42.1666666666667,97.5562312026824,101.389583333333
"169",3310,20,20,2000,2019,2009.5,12,12,1,12,6.5,155259.17089,154335.243517917,152041.9775125,2293.26600541667,4074.23198708333,150261.011530833,0.973868374966346,822.2331327945,756.578708333333,41.4882479433694,40.3583333333333,97.7037856064288,92.1645833333333
"170",3320,20,20,2000,2019,2009.5,12,12,1,12,6.5,303704.982073333,302501.780268333,297226.176154167,5275.60411416667,85012.3917070833,217489.38856125,0.718474811651937,898.943645829299,834.4623125,41.7395486865791,40.6145833333333,93.8424972427005,91.5229166666667
"171",3400,20,20,2000,2019,2009.5,12,12,1,12,6.5,286429.719828333,284122.224356667,277576.326652083,6545.89770458333,137151.370849583,146970.853507083,0.390092609654674,793.814696632413,664.29425,36.2286372835513,32.8458333333333,87.9005712241177,82.98125
"172",3420,17,17,2003,2019,2011,12,12,1,12,6.5,546815.26344951,542096.696696569,525329.15792451,16767.5387720588,107851.916565196,434244.780131373,0.801711008095354,610.723240231903,537.575196078431,37.0312741773466,33.1936274509804,86.619647757397,82.25
"173",3500,20,20,2000,2019,2009.5,12,12,1,12,6.5,581478.139314167,576751.706507917,558086.425880833,18665.2806270833,47189.8474845833,529561.859023333,0.921045760623394,686.306675021672,639.589541666667,43.5263311057394,42.7875,85.0569441199768,81.9583333333333
"174",3510,20,20,2000,2019,2009.5,12,12,1,12,6.5,132950.1854575,131777.632654583,126092.633608333,5684.99904625,12157.51462375,119620.118030833,0.90827740494212,669.127507142213,572.844583333333,43.9157331585459,43.0416666666667,85.8599548055572,82.61875
"175",3520,20,20,2000,2019,2009.5,12,12,1,12,6.5,57606.2440833333,57159.88416875,55524.59927125,1635.2848975,19740.0991875,37419.78498125,0.659978246480908,667.263615212218,563.187395833333,43.8187329557678,42.8395833333333,86.3311236061433,81.96875
"176",3535,17,17,2003,2019,2011,12,12,1,12,6.5,136581.970568137,135768.486103922,132025.116436765,3743.36966715686,45229.889154902,90538.5969490196,0.666438316491044,824.06157270696,646.084754901961,42.1479713590691,40.6446078431373,91.0625679568715,85.0024509803922
"177",3540,17,17,2003,2019,2011,12,12,1,12,6.5,89481.5831789216,88934.3419818627,86502.8095941176,2431.5323877451,48375.8637161765,40558.4782656863,0.440608339558011,1080.48227712943,923.423504901961,42.3200522816812,40.8039215686275,106.085760587192,110.906862745098
"178",3600,20,20,2000,2019,2009.5,12,12,1,12,6.5,2148525.99271208,2121865.90834375,1987722.75595167,134143.152392083,235785.529097917,1886080.37924583,0.888956096981031,427.82432374153,385.580229166667,40.4909695946458,39.5083333333333,77.1368535938133,75.15
"179",3610,17,17,2003,2019,2011,11.9411764705882,11.9411764705882,1,12,6.51336898395722,18165.7993404189,18116.1013261586,17788.4246582442,327.676667914438,1843.31520409982,16272.7861220588,0.905023747551783,712.878204099822,639.593288770054,40.5194486864185,36.3409090909091,94.5821921902171,91.7168003565062
"180",3620,17,17,2003,2019,2011,12,12,1,12,6.5,75073.8571578431,74167.1449176471,71835.009895098,2332.13502254902,22684.6262176471,51482.5187,0.704272851907097,614.647676859837,521.425637254902,37.7367269196426,35.4901960784314,93.5368609783378,91.5073529411765
"181",3630,17,17,2003,2019,2011,12,12,1,12,6.5,156508.217413235,155249.910158333,150906.611435294,4343.29872303922,25962.1295151961,129287.780643137,0.835030956227718,487.376961525879,390.717549019608,41.7509757057514,39.8725490196078,91.4913742117177,88.6666666666667
"182",3640,20,20,2000,2019,2009.5,12,12,1,12,6.5,280724.862954583,278201.205693333,269218.0546375,8983.15105583333,10825.92402625,267375.281667083,0.96146262783719,500.317454651772,468.431770833333,37.4108588429345,34.9854166666667,83.9036174997698,81.1041666666667
"183",3645,20,20,2000,2019,2009.5,12,12,1,12,6.5,616268.198990833,611223.472255417,584577.67157875,26645.8006766667,61716.75023625,549506.722019167,0.895275853312414,505.771520750277,456.1381875,38.1621479804485,35.2166666666667,83.690332197474,80.8125
"184",3646,9,9,2011,2019,2015,12,12,1,12,6.5,51233.4085657407,50424.2887472222,49172.063212037,1252.22553518519,5192.153325,45232.1354222222,0.884429465870611,562.901519290123,498.571388888889,47.7737877980449,45.6944444444444,90.472944687537,86.1851851851852
"185",3647,9,9,2011,2019,2015,12,12,1,12,6.5,43260.0615703704,42839.7765138889,40493.930312037,2345.84620185185,10529.2986101852,32310.4779037037,0.75854102316886,555.775593474427,422.336712962963,37.7446753200089,31,89.2929711035542,85.3611111111111
"186",3648,9,9,2011,2019,2015,12,12,1,12,6.5,47297.0057435185,46648.4637685185,45344.140725,1304.32304351852,7837.58116018518,38810.8826083333,0.832353916425008,458.470492283951,365.525324074074,32.7923945303128,26.6111111111111,85.4664538485969,80.3796296296296
"187",3649,9,9,2011,2019,2015,12,12,1,12,6.5,120836.702709259,119992.314622222,114951.059043519,5041.2555787037,21027.6454657407,98964.6691564815,0.824459321188505,573.58234755096,515.771898148148,39.0984359291121,37.1481481481481,86.1916213691491,81.8796296296296
"188",3655,9,9,2011,2019,2015,12,12,1,12,6.5,182965.077233333,181096.246284259,172542.57757963,8553.66870462963,54406.2793157407,126689.966968519,0.702179025792871,530.361079741236,443.166157407407,40.2921257721072,37.2685185185185,82.396533881823,78.5555555555556
"189",3700,17,17,2003,2019,2011,12,12,1,12,6.5,46407.6876803922,45968.1742029412,45353.3161990196,614.858003921569,33340.0546661765,12628.1195367647,0.266645130283436,942.678583596823,796.806715686275,44.7305800137383,44.031862745098,88.4904717254938,82.4166666666667
"190",3710,20,20,2000,2019,2009.5,12,12,1,12,6.5,103948.8469075,103429.677787083,102284.43618375,1145.24160333333,86115.52692875,17314.1508583333,0.17114709179662,1190.66738354876,1092.07354166667,46.452859220797,45.6270833333333,94.6035828007385,91.7145833333333
"191",3720,20,20,2000,2019,2009.5,12,12,1,12,6.5,47953.1765816667,47633.8951995833,47302.5201629167,331.375036666667,45476.7071108333,2157.18808875,0.0454776833473093,1281.99180816429,1138.369375,46.7218952095781,45.8625,91.2806694862383,87.7041666666667
"192",3730,20,20,2000,2019,2009.5,12,12,1,12,6.5,92262.4649104167,91638.8548045833,88335.1553775,3303.69942708333,69828.5946745833,21810.26013,0.236819493173859,921.152982736691,726.749291666667,46.4976076239472,45.9541666666667,91.1475508241858,85.1833333333333
"193",3740,20,20,2000,2019,2009.5,12,12,1,12,6.5,287271.678151667,285484.538899583,278502.291475417,6982.24742416667,273613.214184167,11871.3247154167,0.0412356431410653,1043.30507312704,950.253104166667,38.577917593409,37.2541666666667,87.7567535905849,82.9583333333333
"194",3750,20,20,2000,2019,2009.5,12,12,1,12,6.5,20406.1627595833,20242.4286670833,19538.59029375,703.838373333333,18208.13564625,2034.29302083333,0.106039984300113,977.297447916667,817.753083333333,45.54473850904,42.5708333333333,86.8354118236226,82.48125
"195",3800,20,20,2000,2019,2009.5,12,12,1,12,6.5,436396.122329167,433423.125782917,424283.264100417,9139.8616825,315385.391327083,118037.734455833,0.273937332022483,768.027766964063,670.63025,40.5960349971955,39.00625,84.0456784838494,81
"196",3820,17,17,2003,2019,2011,12,12,1,12,6.5,146263.449371078,145653.015608824,143831.896693137,1821.11891568627,112258.007938725,33395.007670098,0.229105194526899,1238.53679970844,1071.40776960784,43.646369184669,42.531862745098,100.649166308101,107.355392156863
"197",3840,17,17,2003,2019,2011,12,12,1,12,6.5,12825.1919166667,12681.4160196078,12490.3912651961,191.024754411765,8912.32463333333,3769.09138627451,0.275002221534088,755.046701797386,670.120073529412,42.790216047569,40.8700980392157,92.150329249104,86.5196078431373
"198",3850,20,20,2000,2019,2009.5,12,12,1,12,6.5,698677.356160833,695514.293839583,688955.0472075,6559.24663208333,599060.50859,96453.7852495833,0.138191445021452,1009.48007534686,912.20275,39.8172091716432,38.36875,92.5672937437739,88.8979166666667
"199",3900,17,17,2003,2019,2011,11.8235294117647,11.8235294117647,1,12,6.52085561497326,11296.4893146435,11285.6442048396,10943.9733537611,341.670851078431,6434.20528926916,4851.43891557041,0.454673954358191,665.809381313131,619.423809269162,42.9100787583876,37.5945632798574,83.4918046733476,79.5277629233512
"200",3910,17,17,2003,2019,2011,12,12,1,12,6.5,94247.0396553922,93332.6841784314,89414.6771877451,3918.00699068627,55592.3970338235,37740.2871446078,0.403364442969584,954.685486081979,770.155098039216,44.3505812797262,43.1691176470588,98.4331585602558,102.142156862745
"201",3930,20,20,2000,2019,2009.5,12,12,1,12,6.5,964315.454497083,953613.00508375,880024.500235417,73588.5048483333,740284.954597917,213328.050485833,0.224047754969397,571.005189007866,462.6208125,42.56340030052,39.9458333333333,81.5267918271505,78.3666666666667
"202",3940,20,20,2000,2019,2009.5,12,12,1,12,6.5,63116.3909716667,61990.0080370833,55111.0610675,6878.94696958333,22929.5419883333,39060.46604875,0.634287660890068,323.65887679323,211.331333333333,51.2897467149869,50.7958333333333,74.1796350783105,73.1520833333333
"203",3945,9,9,2011,2019,2015,12,12,1,12,6.5,37830.6565990741,37478.3484944444,36236.8508712963,1241.49762314815,23568.8900777778,13909.4584166667,0.385339477363549,858.27883531746,712.608194444444,41.5113988701007,38.4861111111111,86.155254212455,80.662037037037
"204",3955,20,20,2000,2019,2009.5,12,12,1,12,6.5,119037.0029325,109673.613445833,99162.3264554167,10511.2869904167,53287.2563058333,56386.35714,0.518820377955072,346.586220010805,239.1404375,31.1194591799242,23.1770833333333,80.7462251346317,79.01875
"205",4000,17,17,2003,2019,2011,12,12,1,12,6.5,401307.218852451,398765.249111765,377619.329195098,21145.9199166667,315802.204484804,82963.0446269608,0.207458658340348,639.505634203821,528.749681372549,39.3546812294029,37.3602941176471,79.1382795193695,77.921568627451
"206",4010,20,20,2000,2019,2009.5,12,12,1,12,6.5,586088.929709167,580721.022827917,551260.261512917,29460.761315,240742.090410833,339978.932417083,0.588460049024523,502.92455833493,418.0281875,37.4615585797423,34.0291666666667,79.2734172375083,76.2333333333333
"207",4020,20,20,2000,2019,2009.5,12,12,1,12,6.5,2115218.30961333,2088068.97889667,1897130.79448792,190938.18440875,1226827.0324375,861241.946459167,0.413081609558789,374.644068616583,333.996666666667,36.7789517505853,33.3,68.077337162888,73
"208",4030,20,20,2000,2019,2009.5,12,12,1,12,6.5,761058.136524167,747571.2666775,678294.835997917,69276.4306795833,300886.211472917,446685.055204583,0.61006607137653,313.495782408168,282.213708333333,34.4818205767069,28.8104166666667,71.1238675687138,73
"209",4040,20,20,2000,2019,2009.5,12,12,1,12,6.5,432374.240362083,427565.933708333,398241.45035,29324.4833583333,184980.991866667,242584.941841667,0.566475572868192,445.339442974934,374.099,35.7401251497214,30.8604166666667,82.6853756727585,80.3
"210",4050,17,17,2003,2019,2011,12,12,1,12,6.5,353494.872008333,348082.275791667,311061.709775,37020.5660166667,118942.995395098,229139.280396569,0.662788911671542,325.309510941116,280.128946078431,34.2508361610744,27.5490196078431,73.336306343911,73.0392156862745
"211",4060,20,20,2000,2019,2009.5,12,12,1,12,6.5,230911.479465417,223066.161497917,194838.185127083,28227.9763708333,73631.6164983333,149434.544999583,0.668894024406842,251.266315861295,209.415958333333,28.0024123871896,21.5083333333333,73.4607708488885,73.1958333333333
"212",4110,20,20,2000,2019,2009.5,12,12,1,12,6.5,2011778.38198792,1974730.61842083,1816384.70366542,158345.914755417,551965.270168333,1422765.3482525,0.723016919439535,349.343458939895,299.754666666667,30.8216964875143,25.2916666666667,78.373272973965,79.1833333333333
"213",4120,17,17,2003,2019,2011,12,12,1,12,6.5,191465.24464902,188367.763141667,175235.993905392,13131.7692362745,60614.4722696078,127753.290872059,0.679032087095391,383.142969423303,321.531348039216,38.8250249227531,35.0833333333333,75.7820475731794,73.6666666666667
"214",4130,20,20,2000,2019,2009.5,12,12,1,12,6.5,390795.0242325,382367.9373925,350545.25181125,31822.68558125,190371.449136667,191996.488255833,0.498059777992974,314.522711063911,266.304625,35.6228227279919,30.5666666666667,71.3012513903994,73.0166666666667
"215",4140,20,20,2000,2019,2009.5,12,12,1,12,6.5,341787.742308333,335565.62473375,293717.047295417,41848.5774383333,232077.2281575,103488.39657625,0.266474880298947,295.198792266108,265.754770833333,36.0280497734982,31.6416666666667,61.4284721780232,72.3645833333333
"216",4150,17,17,2003,2019,2011,12,12,1,12,6.5,247200.340839706,240223.909786765,221417.358959804,18806.5508269608,36818.3432156863,203405.566571078,0.84816197432428,273.641106644318,215.403823529412,28.8617382726682,21.3112745098039,77.936887497786,77.5490196078431
"217",4200,20,20,2000,2019,2009.5,12,12,1,12,6.5,283858.838788333,281927.30721875,271539.306849583,10388.0003691667,169090.959525833,112836.347692917,0.400001318408633,640.022965285546,552.976895833333,46.4756602917632,46.2791666666667,77.1818078628401,73.6666666666667
"218",4210,20,20,2000,2019,2009.5,12,12,1,12,6.5,245356.568958333,244243.981519583,235354.216835417,8889.76468416667,226512.432654583,17731.548865,0.0723737497407083,767.916564471636,642.210395833333,42.8170168104497,41.7270833333333,77.5387030929383,75.1
"219",4220,20,20,2000,2019,2009.5,12,12,1,12,6.5,2359492.19976625,2327061.27589958,2154278.06269708,172783.2132025,1539677.51607875,787383.759820833,0.3384440871034,443.917753887942,393.828208333333,44.9818671004495,45.0979166666667,68.4120606819611,73
"220",4230,20,20,2000,2019,2009.5,12,12,1,12,6.5,1547903.66541083,1524641.36141333,1398246.35488458,126395.00652875,167128.538905,1357512.82250833,0.890301476025864,345.646276372673,315.892375,43.8166716662007,43.2875,63.5703864871033,73
"221",4240,20,20,2000,2019,2009.5,12,12,1,12,6.5,81063.9612125,80511.1734616667,76608.4113433333,3902.76211833333,76747.6783329167,3763.49512875,0.0456240083080177,652.715252884847,541.943229166667,41.0279806652607,38.8083333333333,78.9435637682847,75.0333333333333
"222",4250,20,20,2000,2019,2009.5,12,12,1,12,6.5,1383736.60846167,1360426.22488333,1207182.77737167,153243.447511667,1274093.75398208,86332.47090125,0.064077042135362,471.883717515685,408.7165625,38.9936466481715,36.30625,64.3125489751578,73
"223",4300,17,17,2003,2019,2011,12,12,1,12,6.5,162625.877722549,161302.027295588,156138.732010784,5163.29528480392,89054.0050455882,72248.02225,0.447872344671631,782.9512190998,645.857671568627,43.2613254237842,41.203431372549,91.7662582386309,87.546568627451
"224",4320,20,20,2000,2019,2009.5,12,12,1,12,6.5,189284.09871875,188220.65685,184081.373687083,4139.28316291667,57275.2913554167,130945.365494583,0.692990937716926,638.642512716161,513.760270833333,43.940374306119,42.8708333333333,83.3455968097593,79.3208333333333
"225",4340,17,17,2003,2019,2011,12,12,1,12,6.5,47079.6702196078,46558.7669789216,45424.1200397059,1134.64693921569,19860.2681916667,26698.4987872549,0.576502321762834,532.812191876751,434.789558823529,42.4640380284652,40.8553921568627,85.2833618806357,80.718137254902
"226",4350,20,20,2000,2019,2009.5,12,12,1,12,6.5,189545.40650125,186450.54573375,175758.222279167,10692.3234545833,50815.9194020833,135634.626331667,0.721529748904027,382.265384335673,321.081125,37.3120319019954,33.3854166666667,79.5180427137239,77.2
"227",4400,17,17,2003,2019,2011,12,12,1,12,6.5,108358.608673529,107273.572476471,101031.325962255,6242.24651421569,56111.1267093137,51162.4457671569,0.481774775497611,612.962513044313,524.23987745098,42.5311971398272,40.375,80.806984164991,76.3406862745098
"228",4410,20,20,2000,2019,2009.5,10.5,10.5,1.15,11.8,6.34638888888889,7163.08541334848,7030.47726501515,6496.63356486364,533.843700151515,5844.04219809343,1186.43506692172,0.175989014878529,423.827994065657,371.518607954545,30.999816468254,26.987095959596,83.5771195872753,80.4803535353535
"229",4420,20,20,2000,2019,2009.5,12,12,1,12,6.5,42255.8531020833,40563.46144,35541.4358316667,5022.02560833333,22968.2440666667,17595.2173733333,0.432648178758077,240.237186722884,178.100416666667,35.1937426862598,25.26875,80.2772626896391,77.2770833333333
"230",4430,20,20,2000,2019,2009.5,12,12,1,12,6.5,196179.569515417,189901.423199167,170177.68152125,19723.7416779167,110897.932865,79003.4903341667,0.417237467261855,366.855783661272,271.255125,36.2475015673426,27.39375,81.9807367451491,79.6333333333333
"231",4460,17,17,2003,2019,2011,11.9411764705882,11.9411764705882,1.05882352941176,12,6.52941176470588,15229.8992146168,14938.8242631462,13779.9842752228,1158.83998792335,10405.9511191176,4532.87314402852,0.302706133025634,454.699702168746,361.22372771836,52.2118227187746,49.3346702317291,83.9417920983634,79.5503565062389
"232",4465,20,20,2000,2019,2009.5,12,12,1,12,6.5,43998.20423625,43648.6936829167,42757.57968125,891.114001666667,33951.2597833333,9697.43389958333,0.225565581250019,862.049439903499,695.307479166667,48.8684250655074,46.4625,95.5689643999287,93.8333333333333
"233",4500,20,20,2000,2019,2009.5,12,12,1,12,6.5,112294.313200417,111410.458409167,107806.651787917,3603.80662125,88745.2844220833,22665.1739870833,0.206167625712797,514.192563027597,413.3675625,45.9216221869215,41.4125,76.2375894943331,74.6166666666667
"234",4510,20,20,2000,2019,2009.5,12,12,1,12,6.5,816833.841388333,810372.421171667,785837.671415,24534.7497566667,62954.7878920833,747417.633279583,0.922801336745098,446.829995601079,378.433375,40.785188757231,38.8333333333333,80.0656874992994,77.6333333333333
"235",4520,17,17,2003,2019,2011,12,12,1,12,6.5,298645.340373529,296414.182825,286715.048364216,9699.13446078431,45887.2862852941,250526.896539706,0.84648116443531,466.529658132864,385.352132352941,39.5105769084886,38.6691176470588,76.5677366666457,73.8235294117647
"236",4530,20,20,2000,2019,2009.5,12,12,1,12,6.5,76733.9324966667,76042.4771658333,72347.95266125,3694.52450458333,61259.0294275,14783.4477383333,0.188454344168592,531.040769983489,439.653375,40.4529296757479,37.9020833333333,81.3969389595791,77.40625
"237",4540,20,20,2000,2019,2009.5,12,12,1,12,6.5,49806.1214204167,48265.4066741667,43909.3545741667,4356.0521,26166.95720375,22098.4494704167,0.453652631230845,422.65243357233,290.458541666667,42.5316722278203,38.1875,89.0986144315366,83.3625
"238",4600,20,20,2000,2019,2009.5,12,12,1,12,6.5,1370771.63414667,1340542.37945125,1243831.56633,96710.81312125,68537.9109016667,1272004.46854958,0.948779287129368,319.741969472173,268.319625,38.8146539945451,36.74375,78.5019139636529,76.95
"239",4610,17,17,2003,2019,2011,12,12,1,12,6.5,1132641.87647843,1115367.5632,1029540.94741127,85826.6157887255,162467.33309902,952900.23010098,0.857749944882165,382.534165078843,333.71112745098,44.0017032121449,43.9901960784314,76.5918677339086,73.6274509803922
"240",4620,20,20,2000,2019,2009.5,12,12,1,12,6.5,370331.918129583,359244.414294167,339782.187354167,19462.22694,127328.715642917,231915.69865125,0.656787389851897,463.966439906675,364.915208333333,38.804639356146,35.0291666666667,92.2704204993546,86.4791666666667
"241",4640,17,17,2003,2019,2011,12,12,1,12,6.5,54789.3471460784,53901.6637210784,51212.3318833333,2689.3318377451,18778.178175,35123.4855460784,0.646801681568123,488.63796797486,384.002990196078,36.8337814054248,32.3235294117647,88.6958683054244,82.9975490196078
"242",4650,20,20,2000,2019,2009.5,12,12,1,12,6.5,149711.275204583,146778.521852917,136952.8675825,9825.65427041667,61769.7486670833,85008.7731858333,0.544613966012826,419.742813832758,305.328,39.777493268678,35.4125,83.5393261146476,79.6291666666667
"243",4700,20,20,2000,2019,2009.5,12,12,1,12,6.5,3692408.81213167,3670176.21027125,3554879.90838958,115296.301881667,2092336.57139625,1577839.638875,0.431798803675931,800.343664440221,651.797645833333,43.2180732987117,42.0604166666667,86.144591511365,81
"244",4710,17,17,2003,2019,2011,12,12,1,12,6.5,1302408.21775441,1296139.77098676,1262292.4329299,33847.3380568627,941942.898962745,354196.87202402,0.273308876442312,1142.79345057904,956.541299019608,46.121991929475,45.4607843137255,91.7401632298729,86.4044117647059
"245",4720,20,20,2000,2019,2009.5,12,12,1,12,6.5,3200797.51972458,3130904.37990333,2795167.51367167,335736.866231667,781666.017035417,2349238.36286792,0.751798508294188,330.474968735722,269.725479166667,34.2591856333078,27.1583333333333,75.8553501595951,73
"246",4740,20,20,2000,2019,2009.5,12,12,1,12,6.5,151846.4589,149046.19054125,138224.968307917,10821.2222333333,70072.7146766667,78973.4758645833,0.516815905954105,522.519351446522,390.241875,37.7929112854184,33.5604166666667,80.3996894910348,76.9375
"247",4750,20,20,2000,2019,2009.5,12,12,1,12,6.5,138225.803312083,136984.039393333,130757.994316667,6226.04507666667,119658.35894,17325.6804533333,0.128235687308916,641.792373995694,520.938708333333,41.1749038101983,38.79375,78.1200684469449,74.2
"248",4760,20,20,2000,2019,2009.5,12,12,1,12,6.5,3433135.39756083,3378221.8059,3141736.27384542,236485.532054583,1670387.01706375,1707834.78883625,0.505546451547433,535.449747712792,378.072104166667,39.1411435938059,34.8604166666667,83.8443392219924,81
"249",4800,20,20,2000,2019,2009.5,12,12,1,12,6.5,226998.962603333,225181.722845833,213088.323273333,12093.3995725,108855.255404583,116326.46744125,0.51994800554479,980.352859017086,796.37425,40.9316239480356,38.7041666666667,97.1894831875671,105.054166666667
"250",4810,20,20,2000,2019,2009.5,12,12,1,12,6.5,592073.299012083,588488.00422125,571688.99784625,16799.006375,312391.10707625,276096.897145,0.468286513991907,954.261738834947,743.667083333333,45.6057278872526,44.65,95.2053795436713,94.7770833333333
"251",4820,20,20,2000,2019,2009.5,12,12,1,12,6.5,368314.148893333,366333.604875,352545.942616667,13787.6622583333,256283.832685833,110049.772189167,0.300462387196861,1321.77846969731,1076.9369375,42.2908017730884,40.1020833333333,103.261843625471,111
"252",4830,17,17,2003,2019,2011,12,12,1,12,6.5,90240.4342779412,89403.5495382353,84742.333704902,4661.21583333333,17886.0624838235,71517.4870544118,0.801835829674514,679.903922713234,558.653774509804,48.0188361279799,48.0343137254902,92.0612188806735,87.4803921568627
"253",4840,20,20,2000,2019,2009.5,12,12,1,12,6.5,584626.431511667,580437.61102875,543633.537164583,36804.0738641667,374895.868267917,205541.742760833,0.348673904737748,1051.24744756399,846.1293125,41.0713683457552,39.3895833333333,94.1106657274187,94.2375
"254",4850,20,20,2000,2019,2009.5,12,12,1,12,6.5,1412239.76459125,1404871.68071542,1357601.03750708,47270.6432083333,1024486.77203625,380384.908679167,0.27105797700325,1113.39125674937,937.892020833333,44.0637312819083,43.3208333333333,94.4619096863904,95.3041666666667
"255",4900,20,20,2000,2019,2009.5,12,12,1,12,6.5,78403.3108595833,76061.6535395833,67095.3385304167,8966.31500916667,17343.0709091667,58718.5826304167,0.774941933702501,326.836010265313,230.276,48.4709946200181,45.5145833333333,82.8438837130473,78.2416666666667
"256",4920,20,20,2000,2019,2009.5,12,12,1,12,6.5,944890.552434167,937245.001989167,913471.525709583,23773.4762795833,410999.751845417,526245.25014375,0.560995853405364,949.704821778083,733.921583333333,49.0673150830502,48.5291666666667,95.9061399873838,97.5791666666667
"257",4930,20,20,2000,2019,2009.5,12,12,1,12,6.5,37328.8701191667,37184.4025766667,36364.2882766667,820.1143,33784.63353875,3399.76903791667,0.0952023404629115,1568.98074472553,1385.86633333333,44.3172077248336,42.70625,105.646189739071,108.875
"258",4940,17,17,2003,2019,2011,12,12,1,12,6.5,141190.745598529,137285.273096078,108017.6998,29267.5732960784,49015.216,88270.0570960784,0.647749003806213,460.725409506695,353.453970588235,35.1411756033567,29.5171568627451,81.6089234523007,77.6666666666667
"259",4950,20,20,2000,2019,2009.5,12,12,1,12,6.5,258987.809832917,254582.006359583,236792.749873333,17789.25648625,91455.8359008333,163126.17045875,0.632251984491822,456.83021044432,313.756708333333,43.8402728189204,41.7854166666667,82.3209803755891,79.2916666666667
"260",4965,20,20,2000,2019,2009.5,12,12,1,12,6.5,228963.305795417,226350.4791775,214493.07434,11857.4048375,107095.585192917,119254.893984583,0.534415054511875,782.305416810555,608.095666666667,44.741483205739,42.9166666666667,91.4864995431733,88.19375
"261",5000,20,20,2000,2019,2009.5,12,12,1,12,6.5,1432976.09066042,1424597.01416042,1377904.41291458,46692.6012458333,436565.310471667,988031.70368875,0.687347430236372,824.70471611783,719.180854166667,44.549655657028,44.3125,89.1001339418546,81.6041666666667
"262",5010,20,20,2000,2019,2009.5,12,12,1,12,6.5,36344.1383454167,35873.0862941667,33464.67806375,2408.40823041667,5802.2388875,30070.8474066667,0.822280837807991,509.170213613701,423.688583333333,44.1516580391639,40.2791666666667,80.9581301484802,76.85
"263",5020,20,20,2000,2019,2009.5,12,12,1,12,6.5,62681.2149683333,61642.4780045833,56368.3992279167,5274.07877666667,11641.7657841667,50000.7122204167,0.800377271702629,525.537438571304,450.656895833333,39.7783634892027,35.2104166666667,82.5963657076052,78.2895833333333
"264",5030,17,17,2003,2019,2011,11.7647058823529,11.7647058823529,1,12,6.47058823529412,9765.49445137255,9694.89789696078,8814.58005882353,880.317838137255,4169.66598068627,5525.23191627451,0.568713124018591,750.017964869281,707.399632352941,39.3152752340252,34.8254901960784,88.487420850476,84.071568627451
"265",5100,20,20,2000,2019,2009.5,12,12,1,12,6.5,207205.494077083,205169.21599875,189151.788991667,16017.4270070833,65194.2925345833,139974.923464167,0.686008911746383,612.75130687915,560.116354166667,39.0348652337285,35.9666666666667,84.1673646715256,80.4916666666667
