"","soc_2010","n_years","n_years_explicit","min_year","max_year","year","lf_total","lf","emp","unemp","male","female","female_share","mean_weekly_earnings","median_weekly_earnings","mean_age","median_age","mean_educ","median_educ"
"375","49-9060",26,26,2000,2025,2012.5,62929.4204461538,62311.0350615385,59982.4220307692,2328.61303076923,53887.3647384615,8423.67032307692,0.128419603678643,1168.20480769231,1012.61538461538,45.8169130177738,45.3076923076923,88.1554954229158,83.9807692307692
"376","49-9071",26,26,2000,2025,2012.5,511311.490407692,508489.682184615,486664.50815,21825.1740346154,491350.297911538,17139.3842730769,0.0326559136051134,847.21540987377,753.384615384615,44.4866122250799,45.5,76.8951650087459,73
"377","49-9091",23,23,2003,2025,2014,49001.9063956522,48387.3094391304,45599.5292521739,2787.78018695652,41619.7584478261,6767.55099130435,0.136352517271529,659.116652067739,529.695652173913,43.7462957651027,40.4347826086956,79.575696210421,76.304347826087
"378","49-9094",26,26,2000,2025,2012.5,32595.3117961538,32406.1371807692,31241.4014115385,1164.73576923077,31391.8075653846,1014.32961538462,0.0324150678341988,727.015384615385,640.211538461538,44.4576216209016,42.6346153846154,78.0989832540715,75.5
"379","49-9096",23,23,2003,2025,2014,12887.6268695652,12820.9242608696,12246.5694782609,574.354782608696,12447.4533913043,373.470869565217,0.0402714649089451,1046.23913043478,971.95652173913,39.5954357236966,37.4347826086956,78.8342377101427,75.5652173913043
"380","49-9098",26,26,2000,2025,2012.5,27503.1653576923,26688.7088192308,22270.74695,4417.96186923077,24503.1359384615,2185.57288076923,0.0836048601456679,439.25641025641,393.038461538462,35.8832897256748,31.8269230769231,66.3804008452267,68.25
"381","49-909X",26,26,2000,2025,2012.5,275430.333884615,272702.539773077,254117.554103846,18584.9856692308,255399.547561538,17302.9922115385,0.0613862634637727,854.111758761914,719.538461538462,42.316598172056,41.7884615384615,77.1458635228563,74.3846153846154
"382","51-1011",26,26,2000,2025,2012.5,886027.004719231,882113.365873077,852692.176130769,29421.1897423077,702322.3168,179791.049073077,0.203255681303359,996.710907978393,847.865384615385,44.502581797305,45.2884615384615,81.0466140735862,75.3076923076923
"383","51-2011",17,17,2003,2019,2011,13187.0911764706,13187.0911764706,12263.5464705882,923.544705882353,8542.26529411765,4644.82588235294,0.305265839949381,724.288235294118,638.352941176471,43.7409174159174,38.8235294117647,75.0481009990929,72.7352941176471
"384","51-2020",26,26,2000,2025,2012.5,201265.230230769,199172.518473077,180650.142180769,18522.3762923077,89295.6267192308,109876.891753846,0.534778228034897,619.04948622366,560.211538461538,42.8419684396194,43.1730769230769,73.3158371462655,73
"385","51-2031",26,26,2000,2025,2012.5,19329.5277692308,19178.7408461538,17804.8335384615,1373.90730769231,15125.5293076923,4053.21153846154,0.145604673286156,824.371794871795,782.288461538462,42.0558025316617,40.5192307692308,78.322315163495,75.9038461538462
"386","51-2041",23,23,2003,2025,2014,30933.2133173913,30757.4846217391,28573.4837521739,2184.00086956522,28900.4237521739,1857.06086956522,0.0618228122438252,850.386335403727,857.108695652174,40.7402416663219,37.304347826087,75.6825434451882,74.0434782608696
"387","51-2090",26,26,2000,2025,2012.5,1196009.65941923,1182559.36155385,1065714.96226923,116844.399284615,735465.032296154,447094.329257692,0.376224476627797,652.720191788499,574.057692307692,40.7560520400536,40.1538461538462,73.0065819313426,73
"388","51-3011",26,26,2000,2025,2012.5,224999.355819231,222379.076530769,208548.287334615,13830.7891961538,96275.9730961538,126103.103434615,0.562669094439377,481.301329234582,424.365384615385,40.2597456005684,38.7692307692308,73.5489382772193,73.3076923076923
"389","51-3020",26,26,2000,2025,2012.5,322985.097,319849.962546154,299571.242323077,20278.7202230769,240725.16465,79124.7978961538,0.247670625199216,586.08307737609,527.192307692308,39.927658090324,38.0769230769231,63.3856859334085,73
"390","51-3091",26,26,2000,2025,2012.5,12011.3036346154,11919.3847884615,10952.1818692308,967.202919230769,8162.47655384615,3756.90823461538,0.310179986569367,553.230769230769,539.942307692308,39.8698870573871,36.1538461538462,76.6627650177992,72.6730769230769
"391","51-3092",26,26,2000,2025,2012.5,86757.9197615385,85657.1316692308,81131.3308269231,4525.80084230769,35587.1496961538,50069.9819730769,0.587888308111975,552.600651431901,452.519230769231,39.9171311858856,38.4230769230769,72.2445110741805,73.6153846153846
"392","51-3093",23,23,2003,2025,2014,16774.7617173913,16476.3017173913,14647.5512826087,1828.75043478261,9759.66125652174,6716.64046086956,0.347470895385877,504.804347826087,477.347826086957,39.3330816967242,36.3478260869565,66.0265320873624,65.195652173913
"393","51-3099",15,15,2011,2025,2018,154003.92166,151908.0427,139550.475926667,12357.5667733333,101121.32676,50786.71594,0.337882178860241,747.443575099365,818.633333333333,42.1208653463888,39.7666666666667,67.6906382472484,73
"394","51-4010",26,26,2000,2025,2012.5,79002.3671192308,78433.6051961538,73770.1610846154,4663.44411153846,72533.8048769231,5899.80031923077,0.0748225577929889,888.656822344322,755.173076923077,40.7779755571918,40.25,78.4084305879209,75
"395","51-4021",23,23,2003,2025,2014,17420.6315608696,17420.6315608696,16636.0252956522,784.606265217391,15014.2199,2406.41166086957,0.123682821074691,853.731884057971,778.630434782609,41.9502202330207,40.4347826086956,77.754065459705,75.8260869565217
"396","51-4022",13,13,2000,2012,2006,10306.9069230769,10306.9069230769,9388.38153846154,918.525384615385,9423.37153846154,883.535384615385,0.0673683372877852,718.384615384615,714.576923076923,45.110989010989,42.5384615384615,68.8239729708071,70.4615384615385
"397","51-4023",20,20,2000,2019,2009.5,16530.214,16165.958,15121.8415,1044.1165,12864.904,3301.054,0.177545999541166,735.434166666667,666.425,40.4824242424242,39.25,70.4534521320349,70.1
"398","51-4031",26,26,2000,2025,2012.5,187462.3784,186251.493015385,171225.087115385,15026.4059,155801.053553846,30450.4394615385,0.158686352391693,686.398491428917,605.615384615385,42.3847114771937,41.5961538461538,70.0119869311159,73
"399","51-4041",26,26,2000,2025,2012.5,421235.260226923,418641.668234615,398027.334692308,20614.3335423077,398623.9472,20017.7210346154,0.0488361994488033,869.733511378319,787.134615384615,43.6336780972916,45,76.7284211605177,73.3076923076923
"400","51-4050",23,23,2003,2025,2014,26364.1434826087,26364.1434826087,25060.5391608696,1303.60432173913,24962.3543521739,1401.78913043478,0.058735135669547,923.253623188406,833.239130434783,40.7823944965535,41.2173913043478,75.8336434320977,73.8260869565217
"401","51-4070",26,26,2000,2025,2012.5,60084.7798307692,59738.1775230769,53352.7460038462,6385.43151923077,47236.0946346154,12502.0828884615,0.186307179325816,745.841646248586,614.115384615385,41.7625341996993,40.4423076923077,73.4558693122189,73.1538461538462
"402","51-4111",26,26,2000,2025,2012.5,73667.4699423077,73387.8434038462,69900.2868653846,3487.55653846154,71506.9611423077,1880.88226153846,0.029758691663532,936.514541708292,914.153846153846,46.7491385728105,47.3461538461538,80.0474397101334,76.8846153846154
"403","51-4120",26,26,2000,2025,2012.5,635085.325019231,628352.133192308,575294.285723077,53057.8474692308,595783.162361539,32568.9708307692,0.0520281950431069,838.357702023287,741.5,39.7772700306481,38.8076923076923,72.7206428245222,73
"404","51-4199",26,26,2000,2025,2012.5,428316.913230769,425083.377826923,396062.441703846,29020.9361230769,334347.107038462,90736.2707884615,0.208910508204206,730.788165762836,653.769230769231,42.4662309628743,42.3076923076923,72.0258685870607,73
"405","51-5111",26,26,2000,2025,2012.5,39142.0594538462,38861.3640692308,36954.7156076923,1906.64846153846,22843.0424884615,16018.3215807692,0.397460953141188,701.36974969475,618.692307692308,41.9724630804232,41.0769230769231,83.6217239243359,79.2692307692308
"406","51-5112",26,26,2000,2025,2012.5,233604.99515,231683.628203846,215508.604246154,16175.0239576923,185088.959465385,46594.6687384615,0.205216076409331,734.557995432652,641.615384615385,42.6631261525722,42.5961538461538,77.9883951377773,73.4615384615385
"407","51-5113",26,26,2000,2025,2012.5,23842.9444807692,23669.6467884615,21802.5910192308,1867.05576923077,12434.5286346154,11235.1181538462,0.479465924353158,560.573717948718,481.576923076923,45.1453168549584,46.5192307692308,75.973688129866,73.5769230769231
"408","51-6011",26,26,2000,2025,2012.5,195026.076846154,192023.49145,176549.197503846,15474.2939461538,74810.3331,117213.15835,0.622842797505444,426.414400815068,356.384615384615,44.258922523636,44.0192307692308,65.4301021673432,72.7115384615385
"409","51-6021",26,26,2000,2025,2012.5,56318.3014076923,55516.8061307692,50855.6864615385,4661.11966923077,18109.5231307692,37407.283,0.672290863070857,404.276202269952,352.576923076923,43.2065506350647,41.0576923076923,60.0672504900998,68.0384615384615
"410","51-6031",26,26,2000,2025,2012.5,257689.546311538,254626.983053846,229255.951161538,25371.0318923077,60925.6455346154,193701.337519231,0.743722554353691,466.005394106335,407.711538461538,45.5381955024139,46.3076923076923,62.2486050519293,72.4230769230769
"411","51-6041",26,26,2000,2025,2012.5,16078.1613,15945.0793769231,15044.2239923077,900.855384615385,10490.9761538462,5454.10322307692,0.349844591920989,509.61282051282,462.923076923077,46.3287006937058,44.4423076923077,69.4249589677927,68.1538461538462
"412","51-6050",26,26,2000,2025,2012.5,94492.2727692308,92777.2974384615,86775.7947807692,6001.50265769231,21548.7331461538,71228.5642923077,0.775038686201637,517.108369408369,391.480769230769,49.9546635302184,51.6730769230769,76.4118587609507,75.7307692307692
"413","51-6062",20,20,2000,2019,2009.5,13761.9115,13686.313,12039.4,1646.913,9686.3595,3999.9535,0.2918265562939,445.203333333333,434.325,42.3599680874681,38.2,61.4332873097602,61.9
"414","51-6063",20,20,2000,2019,2009.5,18499.114,18483.7155,17322.326,1161.3895,6330.6195,12153.096,0.642387971517577,469.971666666667,440.5,44.9187094241042,43.25,72.3580613433959,72.775
"415","51-6064",26,26,2000,2025,2012.5,26723.4790230769,26286.2651769231,24384.4144076923,1901.85076923077,10715.0261538462,15571.2390230769,0.610228294043188,599.589606227106,543.480769230769,42.7443301884283,41.5384615384615,66.71834142817,70.7115384615385
"416","51-6093",26,26,2000,2025,2012.5,44399.1428769231,44374.9605692308,40903.5373192308,3471.42325,36208.1106115385,8166.84995769231,0.174994018457961,595.977564102564,560.134615384615,44.887834065273,43.0576923076923,70.1562073236087,72.6346153846154
"417","51-6099",26,26,2000,2025,2012.5,31920.6991384615,31594.8591384615,28787.0968307692,2807.76230769231,16960.1905,14634.6686384615,0.464716534564135,521.829304029304,494.807692307692,42.6313896370349,42.6153846153846,70.5014325966018,75.0961538461538
"418","51-7011",26,26,2000,2025,2012.5,77424.6720115385,76208.9107884615,72255.4785269231,3953.43226153846,71534.7279192308,4674.18286923077,0.0658704399594167,693.490985403485,585.076923076923,43.0158099237865,42.7692307692308,73.6241960085314,73.4615384615385
"419","51-7021",26,26,2000,2025,2012.5,21364.2717230769,21162.9444153846,19106.9874923077,2055.95692307692,16141.8773653846,5021.06705,0.261823087345738,544.650641025641,485.442307692308,43.9794155827514,42.4615384615385,72.1938116964674,71.8846153846154
"420","51-7041",26,26,2000,2025,2012.5,44115.25085,43895.4595192308,38701.3799038462,5194.07961538462,40235.1044,3660.35511923077,0.0920190280900307,655.614621489622,527.923076923077,39.6566600758913,37.6730769230769,64.1206179685839,70.4038461538462
"421","51-7042",26,26,2000,2025,2012.5,26827.5079038462,26823.8252115385,24177.9491807692,2645.87603076923,21040.8501115385,5782.9751,0.201420345617206,661.315384615385,578.269230769231,40.1892476048302,38.3461538461538,69.9029415504279,71.2307692307692
"422","51-7099",26,26,2000,2025,2012.5,32513.1347730769,32091.5036192308,30372.8906115385,1718.61300769231,28249.9004346154,3841.60318461538,0.111137533117028,524.632371794872,416.884615384615,44.7732955693306,44.2115384615385,75.9817649744272,74.5
"423","51-8010",26,26,2000,2025,2012.5,43681.6007884615,43251.1161730769,43009.7500192308,241.366153846154,39460.1670576923,3790.94911538462,0.0821103391654443,1327.59942002442,1093.21153846154,44.0267164235982,43.5384615384615,85.6076170329392,81.5384615384615
"424","51-8021",26,26,2000,2025,2012.5,97191.3696961539,96969.8627730769,94909.7071923077,2060.15558076923,94084.1882923077,2885.67448076923,0.0309046773583415,1036.41119810515,975.826923076923,47.2624795567088,49.4230769230769,81.6233010246611,77.5
"425","51-8031",26,26,2000,2025,2012.5,86268.6117461539,85902.1521307692,83470.2148961538,2431.93723461538,81217.5280884615,4684.62404230769,0.0554257629934368,871.343326758711,766.134615384615,44.9087765032524,45.1346153846154,81.9982744846167,78.5384615384615
"426","51-8090",26,26,2000,2025,2012.5,42240.3726807692,41967.5446807692,40251.3518423077,1716.19283846154,38327.1129384615,3640.43174230769,0.0748865827308906,1153.91210594961,1052.07692307692,42.2216126729992,42.75,80.9057536198344,77.6153846153846
"427","51-9010",26,26,2000,2025,2012.5,62531.96185,62101.1771692308,59057.2842115385,3043.89295769231,55691.1566807692,6410.02048846154,0.102903433138122,973.744863790056,852.538461538462,41.9167175255288,41.3653846153846,81.4529444295633,76.8076923076923
"428","51-9020",26,26,2000,2025,2012.5,111516.0286,110324.725138462,103501.984965385,6822.74017307692,95938.3481692308,14386.3769692308,0.131597265723618,732.628755966256,599.826923076923,40.9364437759512,39.0576923076923,72.1511568803912,73
"429","51-9030",26,26,2000,2025,2012.5,90829.6126384615,89545.0884076923,81929.1931538462,7615.89525384615,68127.0712115385,21418.0171961538,0.23531408652794,609.181893106893,509.442307692308,41.9024427138957,41.6730769230769,67.1187813800488,73
"430","51-9041",26,26,2000,2025,2012.5,35453.7601346154,35082.1828269231,33051.1774423077,2031.00538461538,27018.0529961538,8064.12983076923,0.24588896609339,673.107692307692,601.692307692308,41.6643957688798,41.4038461538462,71.6661107387604,72.9038461538462
"431","51-9051",26,26,2000,2025,2012.5,19765.9035846154,19522.5562769231,19076.2355076923,446.320769230769,15919.5985115385,3602.95776538462,0.209714782948704,958.910606060606,928.288461538462,41.5602007814128,38.1730769230769,76.727623489677,72.8269230769231
"432","51-9061",26,26,2000,2025,2012.5,836568.534996154,828009.659684615,767220.753238461,60788.9064461538,500960.503538462,327049.156146154,0.393426004898071,817.387972337979,718.538461538462,42.7636005133828,43.2692307692308,80.4949458000768,77.6153846153846
"433","51-9071",26,26,2000,2025,2012.5,51740.53185,51151.4204,48969.1444923077,2182.27590769231,27376.5001346154,23774.9202653846,0.463229086479651,588.390367965368,494.096153846154,45.7879815128826,45.3076923076923,81.123035045922,76.2307692307692
"434","51-9080",26,26,2000,2025,2012.5,93276.2889269231,92771.81085,89536.7371,3235.07375,47608.1034923077,45163.7073576923,0.481910551129737,694.960573400958,665.653846153846,42.922339090087,42.5576923076923,84.1001187384558,79.6153846153846
"435","51-9111",26,26,2000,2025,2012.5,325086.569803846,320923.972415385,285358.368361538,35565.6040538462,146451.709157692,174472.263257692,0.543420309988656,561.718048744301,496.192307692308,40.5101641941821,39.25,65.0464301841668,73
"436","51-9120",26,26,2000,2025,2012.5,185569.0014,183620.757169231,170196.571734615,13424.1854346154,159973.652330769,23647.1048384615,0.128580813832652,763.775877574743,655.673076923077,39.7739031699328,38.4423076923077,70.266778609376,73
"437","51-9151",26,26,2000,2025,2012.5,50050.7699153846,49436.7518384615,45738.9773346154,3697.77450384615,22256.0257769231,27180.7260615385,0.532358571913734,570.828105334836,478.788461538462,38.1472558925042,33.0384615384615,85.3935048147585,82.6538461538462
"438","51-9191",26,26,2000,2025,2012.5,13589.1513230769,13541.1636307692,12152.5390038462,1388.62462692308,7027.91878461538,6513.24484615385,0.420829807613619,547.691666666667,480.326923076923,41.6799333836099,37.4423076923077,71.4898550454027,72.6153846153846
"439","51-9194",25,25,2000,2025,2012.04,12280.454744,11936.613028,11167.485828,769.1272,6581.5878,5355.025228,0.484359014809716,600.383333333333,570.48,46.0284126984127,43.42,80.3397505224665,75.68
"440","51-9195",26,26,2000,2025,2012.5,40606.6310730769,40259.3514576923,36937.1596038462,3322.19185384615,32289.3719230769,7969.97953461538,0.204634336051525,590.35608974359,500.980769230769,41.1429197324262,39.5769230769231,77.9524744929194,77.6730769230769
"441","51-9196",26,26,2000,2025,2012.5,35968.3069653846,35565.6796576923,32763.7592730769,2801.92038461538,27217.9247769231,8347.75488076923,0.248085338896729,807.09358974359,676.461538461538,43.0361624266147,41.2115384615385,71.9627522291834,71.1153846153846
"442","51-9197",22,22,2003,2025,2013.63636363636,16864.3211318182,16724.1202227273,15346.7752227273,1377.345,15108.0715863636,1616.04863636364,0.0908454412573098,747.2875,671.727272727273,39.8455398767899,35.4545454545455,77.6234697620685,75.5454545454545
"443","51-9198",26,26,2000,2025,2012.5,111991.423688462,110901.920996154,101460.417842308,9441.50315384616,77876.8168807693,33025.1041153846,0.296396986437321,524.775581226285,451.557692307692,37.2319960495566,33.8846153846154,70.6880335101273,73.3076923076923
"444","51-9199",26,26,2000,2025,2012.5,1187351.22533846,1173670.42416538,1079521.628,94148.7961653846,835056.485042308,338613.939123077,0.288976257534172,693.996312157669,574.923076923077,40.903304076983,40.5192307692308,72.4453055154231,73
"445","53-1000",26,26,2000,2025,2012.5,234143.582607692,232895.994469231,224863.323530769,8032.67093846154,179228.128957692,53667.8655115385,0.229625688894975,934.53040297716,750.288461538462,42.3315532493557,42.0769230769231,82.5898659942133,79.9230769230769
"446","53-2010",26,26,2000,2025,2012.5,141740.741376923,140307.653011538,137491.974742308,2815.67826923077,132737.295653846,7570.35735769231,0.0523790867387463,1635.80460960245,1490.28846153846,44.8581046500639,44.9615384615385,105.526237590749,111
"447","53-2020",26,26,2000,2025,2012.5,36354.6837423077,35688.6906653846,34958.0643653846,730.6263,31299.7823384615,4388.90832692308,0.131610799791476,1515.49230769231,1282.71153846154,41.8938881003897,41.0384615384615,94.17855654043,90.5576923076923
"448","53-2031",26,26,2000,2025,2012.5,124431.982626923,123718.554934615,118767.40465,4951.15028461538,29043.6191576923,94674.9357769231,0.769176807890533,841.242263535232,727.903846153846,44.4752216165552,44.7307692307692,93.0102666566867,89.6538461538462
"449","53-3011",23,23,2003,2025,2014,15748.540073913,15692.0261608696,13775.3079,1916.71826086957,12348.9141913043,3343.11196956522,0.181539912915999,649.901449275362,540.391304347826,39.770063993977,35.9347826086956,82.3241388335323,79.8695652173913
"450","53-3020",26,26,2000,2025,2012.5,634938.693707692,626681.86155,603071.786484615,23610.0750653846,331282.220588461,295399.640961538,0.47259957558543,542.114367409847,459.192307692308,50.3194895122001,51.25,79.1138341190075,74.5384615384615
"451","53-3030",26,26,2000,2025,2012.5,3705380.36493461,3666055.96173461,3429825.36108846,236230.600646154,3441770.58037692,224285.381357692,0.0607666159411339,792.064715229973,694.884615384615,43.938489711887,44.2692307692308,74.7379245011904,73
"452","53-3041",26,26,2000,2025,2012.5,485720.507876923,479706.231746154,449104.881342308,30601.3504038462,405036.564034615,74669.6677115385,0.155407537661097,544.830538586468,443.211538461538,46.7895997449296,46.0769230769231,80.5075479229292,76.6923076923077
"453","53-3099",26,26,2000,2025,2012.5,98776.0364576923,96417.5092923077,88570.2516,7847.25769230769,80153.6265,16263.8827923077,0.144368038264313,385.128617216117,283.673076923077,51.3434910430145,54.2307692307692,77.4071844513048,74.1730769230769
"454","53-4010",26,26,2000,2025,2012.5,49230.1754038462,48907.6680961538,48269.8638653846,637.804230769231,47269.5620961539,1638.106,0.0364766109257182,1368.20560059599,1151.30769230769,44.9399309266194,45.8461538461538,82.0854493727244,77.3076923076923
"455","53-4031",20,20,2000,2019,2009.5,57700.9995,57332.871,54329.559,3003.312,53923.2385,3409.6325,0.0614553536729493,1106.78533882784,917.85,41.749782126851,41.6,81.3879735479096,78.4
"456","53-40XX",26,26,2000,2025,2012.5,17906.7959961538,17821.7502269231,17155.8467653846,665.903461538461,16412.9082307692,1408.84199615385,0.0937958313904148,1139.336996337,1080.65384615385,42.8023134984673,41.5576923076923,80.7760824964544,75.8461538461538
"457","53-5011",26,26,2000,2025,2012.5,29965.6089461538,29323.2016384615,26229.2874846154,3093.91415384615,27937.5324076923,1385.66923076923,0.0459983304489868,1043.91217948718,861.653846153846,39.7214056914334,35.6538461538462,80.4920189152112,75
"458","53-5020",26,26,2000,2025,2012.5,40175.5424153846,39712.0258461538,36551.8614230769,3160.16442307692,37917.2376884615,1794.78815769231,0.0491400596273262,1455.84784798535,1283.90384615385,44.7354068418859,43.4615384615385,83.2079910526862,78.5
"459","53-6021",26,26,2000,2025,2012.5,83171.459,80589.4005076923,74962.3277,5627.07280769231,71552.3439730769,9037.05653461539,0.112319420109499,519.301862026862,410.692307692308,38.3777754566927,32.2115384615385,77.2818087580729,75.1538461538462
"460","53-6031",26,26,2000,2025,2012.5,111147.333107692,109697.674338462,98329.0747346154,11368.5996038462,96770.06395,12927.6103884615,0.126621931952151,497.018801951254,439.615384615385,34.2558534630587,28.6153846153846,74.7650614191949,73.1538461538462
"461","53-6051",23,23,2003,2025,2014,48714.1427347826,48030.3009956522,45216.4241478261,2813.87684782609,40860.9070173913,7169.39397826087,0.148409183838479,1024.66563146998,919.304347826087,46.0786675231332,47.2826086956522,84.0392607236309,78.695652173913
"462","53-6061",15,15,2011,2025,2018,36968.0812866667,36027.48182,34174.6047733333,1852.87704666667,14594.99068,21432.49114,0.607284869957018,633.454444444444,528.6,48.8586149312027,50.0333333333333,80.8983383034013,75.5333333333333
"463","53-60XX",25,25,2001,2025,2013,42675.688428,42164.176828,41245.564112,918.612716,35442.839888,6721.33694,0.135513538844642,890.875333333333,736.88,42.0437006389072,42.38,81.758695254316,77.08
"464","53-7021",26,26,2000,2025,2012.5,72195.6686538462,71812.8813461539,66741.3844423077,5071.49690384615,69999.5674307692,1813.31391538462,0.0265169187018489,1185.79757795623,979.288461538462,43.8131769834283,43.5961538461538,73.4657500703932,73
"465","53-7030",20,20,2000,2019,2009.5,60481.4745,59759.995,52276.601,7483.394,59250.4705,509.5245,0.00982693503311397,891.182037545788,727.075,42.7071360886965,42.6,69.4531713493212,73
"466","53-7041",26,26,2000,2025,2012.5,19168.6269115385,18660.46495,17054.1211076923,1606.34384230769,17052.4185192308,1608.04643076923,0.0813732716060999,891.461538461538,800.980769230769,39.069676615606,36.6346153846154,72.0254599222447,71.7307692307692
"467","53-7051",26,26,2000,2025,2012.5,647517.025403846,642457.057276923,584575.902619231,57881.1546576923,590986.131419231,51470.9258576923,0.0795959471734543,647.453716970849,584.653846153846,40.0324017977596,39.2115384615385,70.6913001601452,73
"468","53-7061",26,26,2000,2025,2012.5,392869.819607692,387997.4494,344430.870838462,43566.5785615385,333665.938507692,54331.5108923077,0.138165769043802,488.446580266041,398.865384615385,35.7359712545355,32.0576923076923,67.3794396613614,73
"469","53-7062",26,26,2000,2025,2012.5,2244886.98429615,2211374.09000385,1957068.42438462,254305.665619231,1785145.11815385,426228.97185,0.191325078592516,554.718790283309,481.634615384615,37.2702158929812,34.5769230769231,72.8694495512087,73
"470","53-7063",26,26,2000,2025,2012.5,44777.5134615385,44104.8107576923,38925.2279923077,5179.58276538462,27322.6303038462,16782.1804538462,0.382674545872662,622.631021062271,507.038461538462,39.4434226266323,36.4807692307692,70.3354907018614,72.6153846153846
"471","53-7064",26,26,2000,2025,2012.5,610939.073296154,600551.436080769,513356.33275,87195.1033307692,268803.582142308,331747.853938462,0.559295373509035,470.996400622769,423.942307692308,38.7835111466372,37.1923076923077,65.9545113138358,73
"472","53-7070",23,23,2003,2025,2014,21608.5786782609,21333.1591130435,20397.0052,936.153913043478,20830.8708521739,502.288260869565,0.0332002613070012,1219.23985507246,1189.5652173913,41.8351792297003,39.0869565217391,79.907919439147,73.8478260869565
"473","53-7081",26,26,2000,2025,2012.5,108920.947696154,107157.263253846,96168.1606807692,10989.1025730769,95737.1318384615,11420.1314153846,0.102451093204128,499.848492533108,421.480769230769,40.30670330456,38.0576923076923,68.4898291520222,73
"474","53-7199",26,26,2000,2025,2012.5,67906.1675307692,67060.5181192308,61113.3210538461,5947.19706538462,58367.5937192308,8692.9244,0.125505319363755,743.692061593377,543.519230769231,42.3347270033664,41.4423076923077,73.4470685304283,73.3076923076923
