"","soc_2010","n_years","n_years_explicit","min_year","max_year","year","lf_total","lf","emp","unemp","male","female","female_share","mean_weekly_earnings","median_weekly_earnings","mean_age","median_age","mean_educ","median_educ"
"143","27-3090",26,26,2000,2025,2012.5,111827.757780769,110328.168246154,105616.464965385,4711.70328076923,37919.9122653846,72408.2559807692,0.660292443032698,691.669320423167,558.961538461538,42.6589888468292,40.6730769230769,97.1749357191025,97.6538461538462
"144","27-4010",26,26,2000,2025,2012.5,104004.741484615,103680.740715385,98074.1221846154,5606.61853076923,90310.0536307692,13370.6870846154,0.130402267979491,992.817391636142,831.153846153846,39.5521518912501,37.7115384615385,92.5520358372284,88.9423076923077
"145","27-4021",26,26,2000,2025,2012.5,197625.429315385,195015.231876923,182102.561096154,12912.6707807692,105577.378526923,89437.85335,0.448389429752435,721.615000597693,535.5,40.4365062839634,37.75,95.3107533987287,95
"146","27-4030",23,23,2003,2025,2014,84213.2114391304,83749.9199869565,77440.5335652174,6309.38642173913,69707.0211956522,14042.8987913043,0.141665434434691,1205.89855072464,1091.65217391304,38.6032347649887,35.7608695652174,98.0871421675088,103.717391304348
"147","29-1011",26,26,2000,2025,2012.5,63019.5508769231,63019.5508769231,62673.9093384615,345.641538461539,45286.9689153846,17732.5819615385,0.283953798266604,1242.80512820513,1216.38461538462,45.5060512560714,44.7307692307692,122.230800527435,124.538461538462
"148","29-1020",26,26,2000,2025,2012.5,184232.576842308,183699.302996154,182140.409188462,1558.89380769231,134242.293888462,49457.0091076923,0.271287517485174,1699.29814907315,1539.26923076923,47.8931474936117,48.5192307692308,123.585295648915,124.115384615385
"149","29-1031",26,26,2000,2025,2012.5,112797.079880769,112109.335707692,108599.735288462,3509.60041923077,11247.2082692308,100862.127438462,0.900588485500187,812.458408151677,768.5,43.5492745040979,42.5961538461538,102.267532373231,110.326923076923
"150","29-1041",26,26,2000,2025,2012.5,43632.5188653846,43129.4883076923,43120.2629230769,9.22538461538462,25375.9811730769,17753.5071346154,0.406420070157237,1398.71923076923,1325.15384615385,45.0423917043014,45.3269230769231,121.933186622898,124.519230769231
"151","29-1051",26,26,2000,2025,2012.5,302813.803965385,301279.657907692,297402.353873077,3877.30403461538,133670.489342308,167609.168565385,0.548088939991182,1634.62331874991,1721.07692307692,42.5927164623034,40.6730769230769,116.977951456684,119.25
"152","29-1060",26,26,2000,2025,2012.5,951804.292276923,947896.676469231,943538.064123077,4358.61234615385,601123.736988461,346772.939480769,0.360464679357132,1934.77022694546,1909.36538461538,46.132066450523,45.0192307692308,123.331957095838,124.115384615385
"153","29-1071",23,23,2003,2025,2014,117171.804143478,116648.273708696,115460.869152174,1187.40455652174,34848.9904565217,81799.2832521739,0.692959486553075,1465.3303002553,1259.4347826087,39.8148547679265,36.8695652173913,113.268987538752,116.739130434783
"154","29-1081",19,19,2000,2025,2011.21052631579,10363.2682631579,10363.2682631579,10111.5577368421,251.710526315789,8141.72995263158,2221.53831052632,0.182338966056522,1392.76315789474,1208.57894736842,46.7827485380117,45.2631578947368,122.576077303158,123.868421052632
"155","29-1122",26,26,2000,2025,2012.5,121677.183657692,121251.234434615,120039.716542308,1211.51789230769,13170.6588153846,108080.575619231,0.897934537123382,1017.3108566647,953.557692307692,40.7378644947234,39.3076923076923,114.401977907699,115.615384615385
"156","29-1123",26,26,2000,2025,2012.5,253100.935942308,252260.396326923,248639.564780769,3620.83154615385,78082.8030423077,174177.593284615,0.685817454706121,1160.82906849572,1152.21153846154,40.954180128849,39.0961538461538,115.012831520421,117.961538461538
"157","29-1124",23,23,2003,2025,2014,15612.9516956522,15462.3034347826,15462.3034347826,0,3488.09681304348,11974.2066217391,0.759196584185691,1522.01086956522,1369.95652173913,42.4640909814823,40.3695652173913,99.4131556755577,97
"158","29-1125",23,23,2003,2025,2014,15059.9346173913,14847.4598347826,14478.2576565217,369.20217826087,2494.03970869565,12353.420126087,0.841655189952236,655.471014492754,591.847826086957,42.0645754927085,38.4782608695652,103.595613756847,103.717391304348
"159","29-1126",26,26,2000,2025,2012.5,104585.189876923,104084.34945,102782.625219231,1301.72423076923,36436.4628269231,67647.8866230769,0.651344145175826,1081.57746196112,1057.63461538462,42.8787643774097,43.1538461538462,97.1612528799885,91.8653846153846
"160","29-1127",26,26,2000,2025,2012.5,152272.724576923,151585.397130769,150915.131219231,670.265911538462,6346.52888461538,145238.868246154,0.959654567232596,1082.38918496348,1024.01923076923,41.8509321798759,40.0769230769231,121.267468796148,123
"161","29-1129",26,26,2000,2025,2012.5,190701.726176923,188956.305015385,184013.402146154,4942.90286923077,37037.7772769231,151918.527738462,0.795771183721686,909.011094034997,842.884615384615,41.0612222396036,38.4230769230769,112.405211716198,119.769230769231
"162","29-1131",26,26,2000,2025,2012.5,79618.9266269231,79138.9610538462,78781.2579884615,357.703065384615,34629.6557576923,44509.3052961538,0.549883420733518,1382.16242368742,1204.98076923077,45.4106964374375,44,122.718144954198,124.365384615385
"163","29-1141",26,26,2000,2025,2012.5,3043647.24153077,3021887.34011923,2977874.65492308,44012.6851961538,303737.115623077,2718150.22449615,0.902266758957192,1071.77995996139,1026.67307692308,43.2970957778004,43.2692307692308,104.406621121924,111
"164","29-1151",15,15,2011,2025,2018,30625.4133333333,30625.4133333333,30168.7841133333,456.62922,14032.13412,16593.2792133333,0.549477955609812,1919.48888888889,1551.73333333333,44.4081380698964,42.2,120.871513523956,123
"165","29-1171",15,15,2011,2025,2018,210312.225386667,209747.248053333,208099.28796,1647.96009333333,19885.0265066667,189862.221546667,0.90454655600164,1703.79685297646,1688.46666666667,44.4882380133312,43.3333333333333,121.6336332504,123
"166","29-1181",23,23,2003,2025,2014,15613.6044173913,15516.3731130435,15482.517026087,33.8560869565218,3536.30404782609,11980.0690652174,0.771309028176459,1085.81280193237,935.304347826087,44.6434384456124,41.4565217391304,121.916331452887,123.5
"167","29-1199",23,23,2003,2025,2014,31803.4607043478,31481.7198347826,30994.4231043478,487.296730434783,8532.53913043478,22949.1807043478,0.716843816644515,820.434782608696,772.391304347826,47.8712352534597,46.5217391304348,115.056780323888,119.913043478261
"168","29-2010",26,26,2000,2025,2012.5,367857.743269231,363928.1715,355269.322223077,8658.84927692308,93999.9992884615,269928.172211538,0.743041784720191,904.656649084147,832.596153846154,41.957447561882,41.3269230769231,98.0063491270974,104.326923076923
"169","29-2021",26,26,2000,2025,2012.5,184209.469869231,182879.766957692,180183.231169231,2696.53578846154,6674.39246153846,176205.374496154,0.966261134916244,870.014351555836,798.519230769231,40.8917436900304,40,98.1341069656616,93.0576923076923
"170","29-2030",26,26,2000,2025,2012.5,357993.914061538,355926.162211538,351040.074288462,4886.08792307692,98343.0600692308,257583.102142308,0.725769197847594,1022.60398860373,952.826923076923,41.6051260047843,41.1730769230769,95.0958959981127,92.2692307692308
"171","29-2041",26,26,2000,2025,2012.5,289801.323192308,287637.505873077,281532.566257692,6104.93961538462,151033.196626923,136604.309246154,0.381863178879544,896.264134667119,749.173076923077,36.411029051766,33.3846153846154,88.8030208210377,84.0769230769231
"172","29-2050",23,23,2003,2025,2014,626756.429430435,621499.279547826,603541.733991304,17957.5455565217,124092.755634783,497406.523913043,0.801063393670448,658.802086786697,594.608695652174,36.6773198332392,33.1304347826087,87.1097929767091,83.6086956521739
"173","29-2061",26,26,2000,2025,2012.5,608272.816261538,603571.787946154,583449.650865385,20122.1370807692,52403.7911538462,551167.996792308,0.91572893605315,742.143505947294,691.307692307692,43.0090395783196,42.8076923076923,85.3092610666155,82.1538461538462
"174","29-2071",26,26,2000,2025,2012.5,152223.445842308,151285.300311538,146420.287965385,4865.01234615385,13600.4182307692,137684.882080769,0.910090931703755,662.850275899904,586.384615384615,43.4795550414424,44.0192307692308,87.2661118919749,84.6923076923077
"175","29-2081",26,26,2000,2025,2012.5,55887.4923730769,55099.3492961539,54272.2712038462,827.078092307692,18676.4751730769,36422.8741230769,0.669167493385651,644.019452769453,539.269230769231,42.2213545435634,41.1538461538462,87.1484212530997,82.0769230769231
"176","29-2090",23,23,2003,2025,2014,147046.334617391,146256.6297,142015.535156522,4241.09454347826,51284.7137652174,94971.9159347826,0.655941157618781,820.299000827548,716.913043478261,41.818099103077,40.5869565217391,92.1780462576236,86.695652173913
"177","29-9000",23,23,2003,2025,2014,114983.46833913,114225.942252174,111377.311804348,2848.63044782609,54675.9637565217,59549.9784956522,0.48103775145983,1160.48556841709,929.282608695652,41.9123353757415,39.804347826087,104.911432820964,111
"178","31-1010",26,26,2000,2025,2012.5,2238175.86362308,2205580.29792308,2073099.14574231,132481.152180769,249952.464088462,1955627.83383462,0.886385119862758,463.232311600263,424.134615384615,40.7799933588916,40.1153846153846,77.574229095592,75.4615384615385
"179","31-2010",23,23,2003,2025,2014,23776.5328782609,23343.1528782609,22793.4516304348,549.701247826087,2424.2576826087,20918.8951956522,0.899928171056643,724.819565217391,542.630434782609,40.7261726474794,37.8260869565217,95.4856483145638,91
"180","31-2020",23,23,2003,2025,2014,82260.6691869565,81898.7291869565,78749.5598130435,3149.16937391304,26323.243126087,55575.4860608696,0.691776816137814,645.078303218521,502.108695652174,37.1701007459909,34.7608695652174,93.7854784734724,92.3913043478261
"181","31-9011",23,23,2003,2025,2014,171827.290573913,170768.374147826,164780.876034783,5987.49811304348,30937.9729347826,139830.401213043,0.821052437009635,626.322388481084,501.413043478261,41.884513736311,41.195652173913,90.9463473599547,88.4347826086957
"182","31-9091",26,26,2000,2025,2012.5,300100.327542308,296228.002265385,287218.450323077,9009.55194230769,13557.3618730769,282670.640392308,0.95369073677192,555.742091649987,517.634615384615,36.3748331708729,34.25,84.5573342557417,81
"183","31-9092",26,26,2000,2025,2012.5,632505.858207692,626342.5145,601393.952469231,24948.5620307692,60275.6268615385,566066.887638462,0.900169053587835,559.387672060887,508.653846153846,37.4712894415898,35.2307692307692,85.1079316119081,82.7692307692308
"184","31-9094",15,15,2011,2025,2018,54142.0981866667,53283.2282,51868.1331066667,1415.09509333333,8568.68280666667,44714.5453933333,0.828942420789147,510.79671957672,440.7,42.3684373855648,39.0666666666667,93.7044045359826,91
"185","31-9095",15,15,2011,2025,2018,47216.1684266667,46890.5790933333,45580.5734933333,1310.0056,11565.5965866667,35324.9825066667,0.751670347400593,714.827857142857,553.7,37.6618216251222,32.1333333333333,89.9526241909279,84.8666666666667
"186","31-9096",15,15,2011,2025,2018,60246.9050333333,59131.62796,57212.8906533333,1918.73730666667,11746.5160266667,47385.1119333333,0.804022742523952,547.428968253968,473.4,33.8846239854953,27.0666666666667,86.3630110326653,80.6
"187","31-9097",15,15,2011,2025,2018,134349.107453333,132975.432513333,127183.515393333,5791.91712,19226.53006,113748.902453333,0.856686180450732,636.740543530544,582.966666666667,38.6406908248185,35.8,86.362484910593,83
"188","31-909X",15,15,2011,2025,2018,197270.302013333,195556.88424,184574.43804,10982.4462,58352.3818066667,137204.502433333,0.700957271999104,582.152200854701,507.966666666667,40.6853810934119,38.6666666666667,84.210074568347,80.2
"189","33-1011",23,23,2003,2025,2014,49893.308273913,49716.6038217391,48849.8357869565,866.768034782609,34263.0186173913,15453.5852043478,0.298519642879327,1104.22993443754,950.717391304348,43.9064298460917,44.4347826086956,89.1861079426636,85.0434782608696
"190","33-1012",26,26,2000,2025,2012.5,106145.976276923,105929.341426923,104801.536811538,1127.80461538462,89683.5566115385,16245.7848153846,0.159052741472517,1341.68840176149,1139.23076923077,46.0146229484781,46.25,95.1759285337166,92.2692307692308
"191","33-1021",26,26,2000,2025,2012.5,49286.6697653846,48832.8759192308,48265.0602230769,567.815696153846,45754.8738461538,3078.00207307692,0.0652723130427113,1438.75757490373,1252.90384615385,46.2283169159272,46.3076923076923,91.9926641375791,88.0769230769231
"192","33-1099",26,26,2000,2025,2012.5,88644.3865423077,87941.7773115385,84772.3284692308,3169.44884230769,66699.8534038462,21241.9239076923,0.243013711082448,1014.00862486872,775.846153846154,45.2937993835807,44.6730769230769,90.6402464601705,85.0192307692308
"193","33-2011",26,26,2000,2025,2012.5,297307.708,295154.637892308,287473.049692308,7681.5882,280311.42285,14843.2150423077,0.0481578312777693,1115.16925399796,1006.90384615385,38.6796678022357,37.4615384615385,89.0796835971313,83.6923076923077
"194","33-2020",26,26,2000,2025,2012.5,19840.4730884615,19547.4269269231,19104.2134653846,443.213461538462,16986.8422230769,2560.58470384615,0.130187267511296,988.819871794872,849.576923076923,44.5057291842211,42.4807692307692,89.6515639611577,85.5384615384615
"195","33-3010",26,26,2000,2025,2012.5,420019.41925,416952.586942308,408897.6262,8054.96074230769,298712.953369231,118239.633573077,0.283299520709452,834.43262929398,738.038461538462,40.4897547851858,39.2884615384615,84.84980824889,81
"196","33-3021",23,23,2003,2025,2014,153339.026495652,152570.703886957,150876.453913043,1694.24997391304,114621.121317391,37949.5825695652,0.256391854889603,1433.95639526284,1233.86956521739,43.1676506162561,42.2391304347826,102.159727414349,109.347826086957
"197","33-3041",23,23,2003,2025,2014,16177.9634869565,15846.2956608696,15309.2956086957,537.000052173913,10865.863926087,4980.43173478261,0.332713136304345,1135.21739130435,1110.28260869565,41.5974048897962,38.8260869565217,92.8963905793399,88.1739130434783
"198","33-3051",26,26,2000,2025,2012.5,709961.271992308,706929.977626923,698671.615530769,8258.36209615385,607042.599196154,99887.3784307692,0.141966176935485,1108.62946383466,952.538461538462,39.702857580178,38.1538461538462,93.5501758537175,90.7307692307692
"199","33-9011",22,22,2003,2025,2013.54545454545,12934.4744772727,12725.9590227273,12472.8240909091,253.134931818182,8048.84116818182,4677.11785454545,0.414095231953052,646.55303030303,611.25,39.6696581196581,35.0681818181818,85.5689752393031,83.0227272727273
"200","33-9021",23,23,2003,2025,2014,102116.565991304,101034.859469565,97777.4131652174,3257.44630434783,62145.1419608696,38889.7175086956,0.386816901603644,973.836262409088,800.021739130435,43.6673240901721,43.195652173913,98.6634676374981,102.913043478261
"201","33-9030",26,26,2000,2025,2012.5,1019773.99673846,1005941.59991538,925599.753934615,80341.8459807692,778856.042719231,227085.557196154,0.22690902971769,611.453197197755,495.057692307692,42.0183617590236,39.6153846153846,81.9420520623835,79.4615384615385
"202","33-9091",26,26,2000,2025,2012.5,66484.5148192308,65934.8965269231,57980.7699807692,7954.12654615385,25183.2053576923,40751.6911692308,0.617125167239175,363.651337978261,288.25,51.3779837853401,52.0576923076923,74.5893063408877,73.3076923076923
"203","33-9093",15,15,2011,2025,2018,46216.7773,45201.9419666667,43847.2874666667,1354.6545,27276.3862733333,17925.5556933333,0.416872948232777,863.036349206349,642.766666666667,41.6913589168641,38.9,86.193229127148,81.2
"204","33-909X",26,26,2000,2025,2012.5,107713.375215385,96739.9797961538,87704.9070730769,9035.07272307692,47001.2621576923,49738.7176384615,0.514969732880464,365.727093579497,219.269230769231,32.2399256949519,24.4038461538462,81.2180643468258,78.8461538461538
"205","35-1011",23,23,2003,2025,2014,450897.69216087,447839.760582609,422097.563113043,25742.1974695652,350357.812108696,97481.948473913,0.213624286555314,707.225844874758,603.673913043478,40.1803753412525,38.5869565217391,79.7698475844919,78.2173913043478
"206","35-1012",26,26,2000,2025,2012.5,597146.873884615,591800.808284615,562069.731746154,29731.0765384615,252351.095746154,339449.712538462,0.576256471902013,574.081611761706,457.884615384615,37.2622644728109,34.0576923076923,79.411530460685,76.3846153846154
"207","35-2010",26,26,2000,2025,2012.5,2237049.02489615,2210626.95417692,2009641.97413846,200984.980038462,1316302.09335769,894324.860819231,0.406000273513906,411.680082612127,373.480769230769,36.9327823471689,34.0192307692308,68.3474853133453,73
"208","35-2021",26,26,2000,2025,2012.5,831567.588607692,817426.763053846,743049.481257692,74377.2817961538,339909.297888462,477517.465165385,0.596687759362438,341.75731660234,296.923076923077,35.04003536182,29.9615384615385,71.1586385620041,73
"209","35-3011",26,26,2000,2025,2012.5,447291.318530769,441579.88915,406105.314369231,35474.5747807692,192980.260696154,248599.628453846,0.561643777844453,492.003221464565,436.153846153846,35.7219157445674,31.6153846153846,82.6905420895926,80.0769230769231
"210","35-3021",23,23,2003,2025,2014,465495.23633913,457640.07763913,411521.184013043,46118.893626087,157077.665052174,300562.412586957,0.658816899123731,339.289633433543,298.239130434783,32.1587480268929,26.5652173913043,74.3902627703382,73.695652173913
"211","35-3022",20,20,2000,2019,2009.5,243769.0675,232147.466,203327.917,28819.549,79748.088,152399.378,0.656954000399705,242.98249434864,210.1,27.680797943136,21.75,72.7165483784754,73
"212","35-3031",26,26,2000,2025,2012.5,2027541.12986154,1983021.14684231,1819208.55975385,163812.587088462,584202.775961538,1398818.37088077,0.70686770529697,385.337385955661,328.134615384615,30.9993374934307,25.6153846153846,78.5698141798202,78.8461538461538
"213","35-3041",23,23,2003,2025,2014,206598.278878261,202583.549595652,189014.97536087,13568.5742347826,63806.9423521739,138776.607243478,0.693703956417711,431.341680436532,362.717391304348,38.4137076566875,34.195652173913,76.5751145861063,73.695652173913
"214","35-9011",26,26,2000,2025,2012.5,388457.071207692,378574.836369231,348651.390480769,29923.4458884615,192831.239111538,185743.597257692,0.483046852268953,328.670744746932,279.788461538462,35.4923062049518,30.5192307692308,71.5716784969679,73
"215","35-9021",26,26,2000,2025,2012.5,352321.212346154,345703.130334615,299072.059153846,46631.0711807692,248291.536538462,97411.5937961538,0.245928786748317,304.913202869715,276.923076923077,35.8260070207834,31.4038461538462,61.5510741193771,72.2307692307692
"216","35-9031",23,23,2003,2025,2014,260953.297143478,253336.173913043,231609.824556522,21726.3493565217,39947.6950217391,213388.478891304,0.842993988762868,298.50298862786,228.630434782609,28.0086336238647,21.1521739130435,77.7325004707982,76.8260869565217
"217","37-1011",26,26,2000,2025,2012.5,301270.793976923,298684.549673077,288517.985661538,10166.5640115385,174106.220776923,124578.328896154,0.416541673315894,724.68638529906,652.576923076923,46.217803862017,47.0192307692308,77.8744071655485,74.3846153846154
"218","37-1012",26,26,2000,2025,2012.5,250506.32635,248609.220984615,234435.5554,14173.6655846154,229323.551776923,19285.6692076923,0.079993238481796,855.607940180734,774.711538461538,43.2121577481309,43.2692307692308,78.3468197265148,74.8461538461538
"219","37-2012",26,26,2000,2025,2012.5,1610095.42567308,1583223.79753846,1448142.00337308,135081.794165385,177917.744384615,1405306.05315385,0.888504291270623,379.567212438095,345.269230769231,43.8017759889216,43.75,64.257373444837,73
"220","37-201X",26,26,2000,2025,2012.5,2504027.76973846,2466367.56532308,2285910.91716923,180456.648153846,1615253.26587692,851114.299446154,0.345229570810958,481.117420040188,427.826923076923,44.6171873244377,45.3269230769231,69.3157908932268,73
"221","37-2021",26,26,2000,2025,2012.5,89391.6805038462,87416.1308769231,83895.1084576923,3521.02241923077,83703.45345,3712.67742692308,0.0421679261695583,752.267961205461,628.288461538462,40.7951435131504,38.7884615384615,78.3691098270499,73.7692307692308
"222","37-3010",26,26,2000,2025,2012.5,1298323.44511923,1272839.18891923,1088005.6049,184833.584019231,1195564.23618462,77274.9527346154,0.0618560436201323,532.808633513357,463.615384615385,39.4445141859522,37.6153846153846,63.8242561052116,73
"223","39-1010",17,17,2003,2019,2011,160177.678823529,157467.501176471,152080.121764706,5387.37941176471,84412.0935294118,73055.4076470588,0.460149313188973,794.143574048981,663.5,42.5501846068865,42.0588235294118,91.954457467466,86.1764705882353
"224","39-1021",26,26,2000,2025,2012.5,201111.116753846,199814.986826923,195065.810361538,4749.17646538462,58283.9495230769,141531.037303846,0.70287545567084,673.834146375442,574.807692307692,43.3262838346756,42.1538461538462,83.6277114078905,79.6538461538462
"225","39-2011",23,23,2003,2025,2014,55502.4473086956,55032.6170043478,53408.102,1624.51500434783,23080.4001695652,31952.2168347826,0.563784396652508,778.88115942029,579.413043478261,41.85211156201,41.304347826087,85.4964417905512,81.3478260869565
"226","39-2021",26,26,2000,2025,2012.5,220646.600580769,217252.12635,202301.053026923,14951.0733230769,56304.0697769231,160948.056573077,0.735469824840427,428.38151750508,362.211538461538,36.761904136372,33.7307692307692,80.7400508506297,77.9230769230769
"227","39-3010",23,23,2003,2025,2014,106777.755330435,106274.206847826,99414.5238217391,6859.68302608696,58660.8709217391,47613.335926087,0.457293475324103,627.728326644068,534.239130434783,42.6829282761628,42.1739130434783,82.1928509051317,76.8913043478261
"228","39-3021",18,18,2000,2017,2008.5,7293.72611111111,7222.43222222222,6721.13388888889,501.298333333333,6173.24,1049.19222222222,0.109493370775323,412.638888888889,407.25,30.9806116722783,27.1944444444444,83.5875637010993,80.1944444444444
"229","39-3031",26,26,2000,2025,2012.5,42490.3596423077,39995.5335923077,34526.1511461538,5469.38244615385,19737.5890576923,20257.9445346154,0.491541415301074,246.567438010707,198.807692307692,33.7665490020697,25.8269230769231,81.0656406460838,78.3653846153846
"230","39-3090",26,26,2000,2025,2012.5,202859.95125,195416.385534615,171354.780626923,24061.6049076923,111692.481996154,83723.9035384615,0.425198551857238,392.739758437671,282.076923076923,35.0414836931194,26.7307692307692,82.3876848690687,80.0769230769231
"231","39-4031",26,26,2000,2025,2012.5,44476.8294230769,44248.1740384615,43176.4232692308,1071.75076923077,31555.9380538462,12692.2359846154,0.280776208314477,954.755982905983,712.057692307692,48.3789399138577,48.2692307692308,95.7097860007094,95
"232","39-40XX",23,23,2003,2025,2014,16820.8322304348,16522.4466608696,15534.6940521739,987.752608695652,9313.73217826087,7208.7144826087,0.445051290461743,537.655797101449,479.217391304348,50.3415481861134,48.1086956521739,84.9294863283438,79.7826086956522
"233","39-5011",26,26,2000,2025,2012.5,116118.058030769,115803.487646154,112383.208557692,3420.27908846154,91949.4139346154,23854.0737115385,0.209929592154671,603.934668109668,464.365384615385,43.2546448144123,41.3846153846154,76.5208959132256,75
"234","39-5012",26,26,2000,2025,2012.5,818404.995580769,812695.236065385,785347.628030769,27347.6080346154,65454.4324884615,747240.803576923,0.919499886054916,499.359441581129,419.038461538462,40.5377885499604,39.0384615384615,80.4751355699379,79.1538461538462
"235","39-5090",23,23,2003,2025,2014,325777.287934783,322528.147904348,311798.689421739,10729.4584826087,44758.5586652174,277769.58923913,0.857619101962433,495.732317665294,404.304347826087,39.9220354208046,39.4130434782609,76.8305009540666,73.5217391304348
"236","39-6010",26,26,2000,2025,2012.5,82011.3794769231,81345.4246,76958.4563346154,4386.96826538461,64359.0120769231,16986.4125230769,0.203636042906081,602.765774503275,501.846153846154,41.2883292831908,37.3269230769231,81.0353718173003,76.7307692307692
"237","39-7010",26,26,2000,2025,2012.5,54214.1175653846,52263.6224961538,47213.4402846154,5050.18221153846,27148.8702192308,25114.7522769231,0.471121716575232,282.975091575092,189.826923076923,41.6006604262442,36.5769230769231,88.8057929137874,83.1346153846154
"238","39-9011",26,26,2000,2025,2012.5,1375563.2214,1346001.85733077,1261314.07904231,84687.7782884615,70637.3737846154,1275364.48354615,0.947079548499849,347.2318593609,301.769230769231,38.8942284101464,36.9807692307692,79.3211940389325,77.9230769230769
"239","39-9021",23,23,2003,2025,2014,1335570.45803913,1312999.50202174,1223984.14888261,89015.3531391304,211807.35143913,1101192.15058261,0.845919845543774,428.96568001837,379.130434782609,43.7904801159907,44.0652173913044,77.3654589676139,73.695652173913
"240","39-9030",26,26,2000,2025,2012.5,365411.634392308,352964.894242308,336185.773969231,16779.1202730769,122187.996411538,230776.897830769,0.654711009189303,497.480147897938,421.192307692308,39.1577679184333,36.6538461538462,93.0479228492639,89.6153846153846
"241","39-9041",23,23,2003,2025,2014,50813.9265,50184.014326087,46841.8257434783,3342.1885826087,18893.6410782609,31290.3732478261,0.62007547324709,415.890838509317,330.521739130435,35.9450539977963,31.3695652173913,87.8776239656669,83.0217391304348
"242","39-9099",26,26,2000,2025,2012.5,145601.564503846,142495.923988462,134357.552038462,8138.37195,62798.0021807692,79697.9218076923,0.535608083560598,442.957160338964,348.961538461538,39.8978309025459,36.0769230769231,84.038027307189,80.0576923076923
"243","41-1011",26,26,2000,2025,2012.5,3688460.29557692,3664021.97651923,3548472.03662308,115549.939896154,2056746.95601538,1607275.02050385,0.440191533980105,854.998432033665,697.403846153846,42.6307424406447,42.1923076923077,86.5884790738853,81
"244","41-1012",23,23,2003,2025,2014,1307299.43898261,1300250.5149087,1269916.0088087,30334.5061,924355.451965217,375895.062943478,0.291874355372358,1229.48564845006,1028.10869565217,45.2029292256567,45.4347826086956,92.5058488500152,88.7608695652174
"245","41-2010",26,26,2000,2025,2012.5,3186271.57982692,3107715.77196154,2777174.65335385,330541.118607692,801232.947280769,2306482.82468077,0.742510366636883,356.411621202047,300.653846153846,33.4833895219662,27.25,76.176414189984,73
"246","41-2021",26,26,2000,2025,2012.5,139286.981565385,136855.828938462,126635.902965385,10219.9259730769,66660.8369961539,70194.9919423077,0.495502693847984,549.929448995043,420.942307692308,37.765043629715,34.4423076923077,81.5174476152418,77.6153846153846
"247","41-2022",26,26,2000,2025,2012.5,144191.12355,143228.907011538,136419.833380769,6809.07363076923,121362.425373077,21866.4816384615,0.152604447855411,732.574344155542,596.596153846154,41.0141279568217,40.8269230769231,79.0366861286067,74.5384615384615
"248","41-2031",26,26,2000,2025,2012.5,3413833.84429615,3352464.30666923,3105543.70631923,246920.60035,1674873.24403462,1677591.06263462,0.500270196308602,581.768157426272,409.884615384615,38.4223373734211,35.1153846153846,84.1152278328445,81
"249","41-3011",26,26,2000,2025,2012.5,216028.940776923,213503.676719231,203459.784269231,10043.89245,101256.5063,112247.170419231,0.52736233679148,1090.24893583278,967.230769230769,40.8952706980475,38.8076923076923,98.3845137552929,106.615384615385
"250","41-3021",26,26,2000,2025,2012.5,630270.323838462,626084.191973077,608207.156430769,17877.0355423077,329464.081030769,296620.110942308,0.472191004841622,1048.64431757161,830.346153846154,44.7290191657012,45.0384615384615,95.5953244824163,96.6538461538462
"251","41-3031",26,26,2000,2025,2012.5,354208.451811538,351655.993146154,338049.673038462,13606.3201076923,245137.634265385,106518.358880769,0.294289891745624,1499.95334700521,1285.01923076923,42.1756454505634,40.6923076923077,103.529199466664,111
"252","41-3041",23,23,2003,2025,2014,92339.8943173913,91379.6330130435,85950.6379347826,5428.99507826087,17006.1128956522,74373.5201173913,0.811729842798202,725.71517033691,611.760869565217,46.9872651372198,48.695652173913,93.5124334825585,90.6521739130435
"253","41-3099",26,26,2000,2025,2012.5,605193.655257692,600188.720069231,566020.424942308,34168.2951269231,393461.798361538,206726.921707692,0.342347801760149,1148.40817342423,976.173076923077,40.6432246520354,39.3653846153846,95.1053707002886,99.2307692307692
"254","41-4010",26,26,2000,2025,2012.5,1388904.15849615,1381432.89141154,1335058.32133846,46374.5700730769,994561.083219231,386871.808192308,0.280710715458261,1192.1577917927,1008.48076923077,43.5674999693705,43.6730769230769,94.93910827946,98.4615384615385
"255","41-9010",26,26,2000,2025,2012.5,77035.9704615385,74432.2355230769,65603.6341230769,8828.6014,20261.0079730769,54171.22755,0.730784942536971,302.064244943091,217.480769230769,44.7865645647696,42.8461538461538,83.6274785910962,78.4038461538462
"256","41-9020",26,26,2000,2025,2012.5,1020919.22515,1013122.68229615,987972.598688461,25150.0836076923,447671.22185,565451.460446154,0.557459086849001,1035.29233488214,850.288461538462,47.9248748744836,48.5961538461538,96.6535834679373,101.115384615385
"257","41-9031",26,26,2000,2025,2012.5,44237.9757923077,44076.3900230769,43570.0665615385,506.323461538462,40146.1307615385,3930.25926153846,0.0921201245608828,1921.21620879121,1656.92307692308,43.6913449725419,42.0961538461538,105.266181059221,109.692307692308
"258","41-9041",23,23,2003,2025,2014,126258.500826087,122728.125326087,97003.2067173913,25724.9186086957,47505.641426087,75222.4839,0.611390147198045,494.909440245745,411.04347826087,35.5623701250066,31.1086956521739,83.089125785437,78.6304347826087
"259","41-9091",26,26,2000,2025,2012.5,236411.568288462,231320.338826923,214466.045488462,16854.2933384615,86147.1578076923,145173.181019231,0.6230695131592,570.482536111165,431.903846153846,43.1601052288334,42.9807692307692,83.1316007665839,79.75
