"","year","occ","lf_total","lf","emp","unemp","male","female","female_share","mean_weekly_earnings","median_weekly_earnings","mean_age","median_age","mean_educ","median_educ"
"6638",2016,4130,322390.92,310228.23,297716.73,12511.5,161943.23,148285,0.47798680345757,398.78947368421,312,36.2386363636364,29.5,73.9711440187116,73
"6639",2017,4130,320936.46,316092.04,299275.56,16816.48,169718.85,146373.19,0.463071420590028,412.08,300,37.1067415730337,30,73.4735244202922,73
"6640",2018,4130,309601.39,306822,290680.62,16141.38,167109.36,139712.64,0.455354048927391,410.05,410,35.2822085889571,27,71.1007883398191,73
"6641",2019,4130,342301.91,334985,315052.48,19932.52,188197.24,146787.76,0.438192038449483,343.814814814815,300,37.2078651685393,32,76.1904917832142,73
"6642",2020,4130,331409.5225,325230.6447,270670.7956,54559.8491,168033.1908,157197.4539,0.483341457706123,384.176470588235,307.5,37.6621621621622,33.5,72.760051079836,73
"6643",2021,4130,299438.4196,283035.9816,234320.8119,48715.1697,172716.0077,110319.9739,0.389773672154198,454.958333333333,321,36.5725190839695,29.5,72.3844830239775,73
"6644",2022,4130,224752.58,219944.61,197047.3,22897.31,125635.49,94309.12,0.428785774745742,329.6,357.5,35.5480769230769,30,74.5498435719793,73
"6645",2023,4130,318800.86,309374.22,292594.98,16779.24,170772.48,138601.74,0.448006753762482,385.666666666667,301,38.7741935483871,34,73.1769090844092,73
"6646",2024,4130,295580.35,289395.26,279449.13,9946.13,177472.7,111922.56,0.386746348229753,385.666666666667,301,37.4677419354839,27.5,72.118822644158,73
"6647",2025,4130,204065.29,204065.29,198154.3,5910.99,98305.6,105759.69,0.518263983061499,385.666666666667,301,38.5729166666667,35.5,69.3714810588317,73
"6648",2003,4140,357385.23,343963.87,290846.11,53117.76,267105.92,76857.95,0.223447741764273,219.875,188,34.8523206751055,28,55.7042733296378,71
"6649",2004,4140,293076.73,290469.69,254923.62,35546.07,224227.09,66242.6,0.228053398617942,303.918367346939,257,35.3656387665198,30,56.3683714469485,73
"6650",2005,4140,284293,282409.4,247432.76,34976.64,206376.55,76032.85,0.269229175799389,246,264.5,32.7216494845361,30,57.7082638538236,73
"6651",2006,4140,279014.56,270824.61,233720.07,37104.54,199464.62,71359.99,0.263491526859394,296.75,313.5,33.8776595744681,30.5,56.4870657803218,71
"6652",2007,4140,274658.65,268375.44,232481.69,35893.75,194994.53,73380.91,0.273426323958705,333.157894736842,293,36.3924731182796,30.5,56.9677493588832,60
"6653",2008,4140,303305.85,292823.67,247950.63,44873.04,231668.31,61155.36,0.208847051196374,249.892857142857,200,33.9858490566038,30.5,58.945958740289,73
"6654",2009,4140,340958.76,335939.93,261285.27,74654.66,266288.02,69651.91,0.20733441838843,245.269230769231,217,32.9746835443038,30,61.4754902758955,73
"6655",2010,4140,306246.82,295541.1,242295.21,53245.89,236850.11,58690.99,0.198588250500522,273.088235294118,236.5,34.8310502283105,35,55.2854451039129,71
"6656",2011,4140,304038.63,297333.94,248512.56,48821.38,244173.39,53160.55,0.178790722646732,307.413793103448,294.5,35.1490384615385,32,57.3461018610926,72
"6657",2012,4140,343488.23,340913.78,270295.75,70618.03,282198.14,58715.64,0.172230175031352,275.809523809524,266.5,34.273127753304,29,60.9935558486372,73
"6658",2013,4140,327569.86,319780.24,272337.49,47442.75,266048.79,53731.45,0.168026173224462,286.730769230769,300,36.2877358490566,30,60.859968083081,73
"6659",2014,4140,515147.63,509459.75,396887.29,112572.46,420647.17,88812.58,0.174326980688857,282.217391304348,304.5,36.2571428571429,31,63.7364598871648,73
"6660",2015,4140,308317.45,305518.81,273065.2,32453.61,245537.68,59981.13,0.196325489746441,305.538461538462,326.5,35.5634517766497,28,65.1529003075129,73
"6661",2016,4140,319195.35,315671.96,271900.36,43771.6,276276.17,39395.79,0.124799776324765,317.961538461538,305,33.7022471910112,28,68.4868008549128,73
"6662",2017,4140,310468.43,301524.01,267724.25,33799.76,251131.89,50392.12,0.167124734113214,278.588235294118,286,34.1705882352941,28.5,69.5995867791755,73
"6663",2018,4140,273038.99,268295.8,242650.85,25644.95,199955.05,68340.75,0.254721654233872,365.157894736842,350.5,36.0774193548387,31.5,68.2127643071565,73
"6664",2019,4140,266377.57,263853.12,237576.35,26276.77,210679.17,53173.95,0.201528600457709,365.923076923077,201.5,35.0516129032258,31,62.943629091822,73
"6665",2020,4140,249091.5312,242419.8564,197538.7547,44881.1017,180071.0269,62348.8295,0.257193574923675,517.125,542.5,38.6,27,64.546522725768,73
"6666",2021,4140,273880.4798,246375.2023,185740.6033,60634.599,206556.7831,39818.4192,0.161616992409467,388.454545454545,344,37.288,30,65.7462802095485,73
"6667",2022,4140,228326.3,226218.59,199071.52,27147.07,177364.88,48853.71,0.215957981172104,321,285.5,38.8739495798319,34,65.9039724807763,73
"6668",2023,4140,261016.27,255840.96,239356.33,16484.63,204383.29,51457.67,0.201131476367193,347.526315789474,257.5,38.5948275862069,32.5,61.6745270968339,73
"6669",2024,4140,286682.87,284400.68,269055.7,15344.98,219604.05,64796.63,0.227835707003232,347.526315789474,257.5,36.2627118644068,32,57.5650212228747,73
"6670",2025,4140,294423.77,294423.77,249606.91,44816.86,217815.42,76608.35,0.260197571683835,347.526315789474,257.5,38.9741379310345,39.5,63.3413043722659,73
"6671",2003,4150,207770.77,196300.64,177747.91,18552.73,34359.24,161941.4,0.824966235464133,251.333333333333,155,27.9029850746269,21,72.2839949477495,73
"6672",2004,4150,190174.76,188304.52,167575.2,20729.32,19236.62,169067.9,0.897843025754241,282.428571428571,184.5,28.6715328467153,21,79.3676464059387,73
"6673",2005,4150,190397.04,187737.4,174175.94,13561.46,29252.15,158485.25,0.844185814866937,243.230769230769,167.5,29.5373134328358,20,74.8366712226759,73
"6674",2006,4150,222835.98,210158.3,189642.46,20515.84,17860.66,192297.64,0.91501330187768,257.6,258,28.3288590604027,22,74.7081007031366,73
"6675",2007,4150,220426.72,205629.11,191705.79,13923.32,25925.49,179703.62,0.873921109710585,267.904761904762,158,29.1194029850746,21,76.2991267141117,73
"6676",2008,4150,230032.76,223535.82,206487.38,17048.44,37053.15,186482.67,0.834240659953291,260.466666666667,172,28.448275862069,20.5,74.6949499637239,73
"6677",2009,4150,214568.12,211427.11,182737.03,28690.08,31094.04,180333.07,0.852932578040725,234.96,212.5,27.8758620689655,21.5,79.5780376035978,81
"6678",2010,4150,263482.88,256908.71,224909.72,31998.99,46860.54,210048.17,0.817598476906447,207,192,27.7926829268293,21.5,78.0363090842657,81
"6679",2011,4150,289990.25,278310.9,236783.17,41527.73,43198.79,235112.11,0.844782256102797,206.954545454545,152,25.4829545454545,21,75.8727433959647,81
"6680",2012,4150,232579.18,222920.9,199245.34,23675.56,58655.45,164265.45,0.736877744527319,390.733333333333,225,26.6830985915493,22,79.1779129727181,81
"6681",2013,4150,242194.49,238049.96,223133.45,14916.51,34175.84,203874.12,0.856434170373312,162.588235294118,175,26.8815789473684,21,78.4574588460338,73
"6682",2014,4150,684479.69,664829.73,613192.34,51637.39,103231.29,561598.44,0.844725220095076,277.392857142857,212.5,27.9195402298851,22,79.0924652993482,73
"6683",2015,4150,244831.81,229022.73,212354.18,16668.55,35703.98,193318.75,0.844102897559557,299.352941176471,350,26.8222222222222,21,78.107347729197,81
"6684",2016,4150,263030.43,260455.16,244086.98,16368.18,51814.82,208640.34,0.801060497323224,263.888888888889,275,27.7687074829932,21,78.1659942924532,81
"6685",2017,4150,292717.57,286824.51,260536.19,26288.32,45895.87,240928.64,0.839986234091361,395.833333333333,260,29.3971631205674,22,80.2505522627757,81
"6686",2018,4150,288107.11,283418.96,266456.13,16962.83,44057.35,239361.61,0.844550449271284,227.45,155,26.9310344827586,21,77.7792435975349,73
"6687",2019,4150,322947.16,312924,304087.27,8836.73,51393.91,261530.09,0.835762325676522,254.789473684211,174,27.7875,21,78.5235411154146,81
"6688",2020,4150,240248.8173,235346.5664,205012.1508,30334.4156,41466.2188,193880.3476,0.823807844600022,301.315789473684,232.5,27.7983193277311,20,78.3690762381992,81
"6689",2021,4150,201049.487,191479.1836,160639.444,30839.7396,30577.1167,160902.0669,0.840311013839104,327.928571428571,244,30.7450980392157,22.5,77.1503442121423,73
"6690",2022,4150,226030.03,226030.03,209729.68,16300.35,31484.16,194545.87,0.860708066091926,385.25,395,28.4509803921569,21,79.0379712377156,73
"6691",2023,4150,257855.78,247694.38,229141.86,18552.52,35768.19,211926.19,0.855595472129808,455.722222222222,303,27.1792452830189,21,79.5575306553181,81
"6692",2024,4150,224665.21,219445.06,208165.54,11279.52,38790.75,180654.31,0.823232521160422,455.722222222222,303,27.3763440860215,20,77.8508011071199,73
"6693",2025,4150,251509.79,249978.32,239480.81,10497.51,30941.36,219036.96,0.876223826130202,455.722222222222,303,29.2978723404255,21.5,80.6496912212228,81
"6694",2003,4160,2805.64,2805.64,2805.64,0,753.81,2051.83,0.73132333442637,350,350,39.3333333333333,26.5,75.149413324589,73
"6695",2004,4160,1323.32,1323.32,1323.32,0,0,1323.32,1,350,350,45,45,73,73
"6696",2005,4160,2500.88,2500.88,2500.88,0,0,2500.88,1,350,350,53,53,91,91
"6697",2006,4160,5008.45,5008.45,5008.45,0,2429.53,2578.92,0.514913795685292,350,350,54,39,73,73
"6698",2007,4160,3663.51,3663.51,3663.51,0,1497.82,2165.69,0.591151655106715,350,350,55.5,39,51.3310377206559,46.5
"6699",2008,4160,2904.12,2904.12,2904.12,0,0,2904.12,1,350,350,32,25,40,40
"6700",2009,4160,8427.03,8427.03,8427.03,0,4758.28,3668.75,0.435355042049215,350,350,30.4,26,84.126497710344,73
"6701",2010,4160,8693.08,8693.08,7918.73,774.35,4186.18,4506.9,0.518446856580176,350,350,39.4,47.5,66.8903012511101,65.5
"6702",2011,4160,3137.88,3137.88,3137.88,0,3137.88,0,0,320,320,22,22,81,81
"6703",2012,4160,3353.37,3353.37,3353.37,0,2738.3,615.07,0.183418471567408,320,320,20,20.5,78.7619648294104,77
"6704",2020,4160,2608.1367,2608.1367,711.1408,1896.9959,0,2608.1367,1,320,320,44,31,71.6671876516288,66.5
"6705",2021,4160,7295.8926,7295.8926,3095.9642,4199.9284,4199.9284,3095.9642,0.424343444967926,298,298,19.3333333333333,18.5,67.483535215417,66.5
"6706",2022,4160,3936.04,3936.04,3936.04,0,0,3936.04,1,298,298,42.5,21,73,73
"6707",2023,4160,1945.88,1945.88,1945.88,0,0,1945.88,1,298,298,47.5,34,88.4870803955023,73
"6708",2024,4160,14949.59,14949.59,14949.59,0,8744.74,6204.85,0.415051516462993,298,298,39.7142857142857,39.5,73.4187191755761,73
"6709",2025,4160,14479.6,8644.6,6617.39,2027.21,5417.28,3227.32,0.373333641811073,298,298,40.6666666666667,37.5,74.8760474747241,73
"6710",2003,4200,152891.49,152891.49,151023.21,1868.28,70391.82,82499.67,0.539596219514899,524,450,45.2093023255814,47,72.0533363890953,73
"6711",2004,4200,165303.87,165303.87,162835.62,2468.25,82027.63,83276.24,0.503776711337732,629.96,545,44.9685039370079,45,72.792628206466,73
"6712",2005,4200,286189.75,285642.67,273264.2,12378.47,174926.39,110716.28,0.387604134914437,499.285714285714,465,45.1778846153846,45,74.4638769130677,73
"6713",2006,4200,296460.1,291970.64,282125.18,9845.46,211523.54,80447.1,0.275531471246561,604.875,530,45.0176991150442,45.5,76.8424738871005,73
"6714",2007,4200,299738.51,298204.63,294296.34,3908.29,183409.78,114794.85,0.384953278559089,607.535714285714,567,45.6053811659193,44.5,76.926035521313,73
"6715",2008,4200,338177.74,338177.74,326227.83,11949.91,193670.55,144507.19,0.427311359996669,653.083333333333,663.5,45.4449152542373,46.5,78.9446434292215,73
"6716",2009,4200,292992.61,291323,280527.01,10795.99,179573.94,111749.06,0.38359161480556,581.807692307692,563,45.3707317073171,46,76.7322945321859,73
"6717",2010,4200,266305.03,266305.03,243259.58,23045.45,161520.91,104784.12,0.393474054921156,606.652173913043,612.5,46.6256157635468,48,78.4868892637889,73
"6718",2011,4200,348190.97,344854.82,330305.93,14548.89,196305.58,148549.24,0.430758775533426,646.41935483871,540,47.609865470852,50,78.4609310375885,73
"6719",2012,4200,308736.42,305417.11,273906.03,31511.08,150583.87,154833.24,0.506956666573133,650.6,508.5,46.5436893203884,49,78.1784652143424,73
"6720",2013,4200,371278.39,371278.39,359720.03,11558.36,213375.12,157903.27,0.425296150416942,751.8,588.5,47.0526315789474,48,78.7450101795583,73
"6721",2014,4200,515744.63,505467.56,484555.36,20912.2,295747.18,209720.38,0.41490373783829,808.375,601,45.1977401129944,48,75.820587912704,73
"6722",2015,4200,274286.59,269380.54,263910.06,5470.48,150827.7,118552.84,0.440094299313529,727.666666666667,636,46.1117647058824,47,80.4150087456207,73
"6723",2016,4200,328598.3,324210.07,313327.69,10882.38,165945.85,158264.22,0.488153313683317,720.913043478261,759.5,46.8275862068966,48,81.9372761617182,81
"6724",2017,4200,317539.33,316787.19,314096.02,2691.17,171208.74,145578.45,0.459546517648015,677.285714285714,602,47.3663366336634,49,80.2008657925847,73
"6725",2018,4200,316690.03,312676.15,308033.52,4642.63,200920.32,111755.83,0.357417187079987,838.375,814,47.2526315789474,47,78.8340495109716,73
"6726",2019,4200,378618.06,378618.06,368671.82,9946.24,236810.67,141807.39,0.374539423713702,914.65625,784.5,47.5115207373272,48,78.1305444330891,81
"6727",2020,4200,331342.1651,324063.084,314354.8287,9708.2553,194192.5983,129870.4857,0.400756803573467,968.470588235294,650,48.5398773006135,49.5,83.3965996490979,81
"6728",2021,4200,322802.3783,317705.0575,296949.9085,20755.149,197798.6419,119906.4156,0.377414248748621,766.055555555556,763.5,47.3216374269006,49,79.9762978179849,73
"6729",2022,4200,359146.53,356905.96,348996.97,7908.99,185488.27,171417.69,0.480288112868723,1055.28571428571,656.5,45.6441717791411,44.5,80.841932956233,73
"6730",2023,4200,309325.75,307309.66,292901.47,14408.19,175832.64,131477.02,0.42783236947384,1036.21428571429,1106,46.8581081081081,47,80.5082408733913,81
"6731",2024,4200,362680.02,359930.26,357041.69,2888.57,219117.29,140812.97,0.391222927463781,1036.21428571429,1106,47.34,49,81.9070213490803,77
"6732",2025,4200,361885.86,357961.42,353402.95,4558.47,174963.53,182997.89,0.51122238256849,1036.21428571429,1106,48.9320987654321,49,79.0726583887169,73
"6733",2003,4210,213474.97,213158.23,198437.6,14720.63,192203.63,20954.6,0.098305376245618,818,836.5,41.3259259259259,39,78.6492721392929,73
"6734",2004,4210,241884.94,240366.86,232046.93,8319.93,224845.85,15521.01,0.0645721710555273,665.466666666667,706,42.2049689440994,41.5,79.5755369105375,81
"6735",2005,4210,243274.66,242671.74,239687.5,2984.24,217986.96,24684.78,0.101720867868669,601.4,492.5,42.0132450331126,42.5,78.3560568692506,73
"6736",2006,4210,261984.97,258505.79,252007.05,6498.74,242238.46,16267.33,0.0629283003680498,810.3,465,39.1899441340782,39,78.1036210446195,73
"6737",2007,4210,261265.58,257846.56,235718.17,22128.39,243829.39,14017.17,0.0543624471856441,631.333333333333,630,40.9485714285714,40,77.2710790091596,73
"6738",2008,4210,246004.26,246004.26,232167.08,13837.18,224987.5,21016.76,0.0854325042989093,766.727272727273,570,42.1184210526316,42,79.9716549217481,73
"6739",2009,4210,288243.94,288090.88,244727.36,43363.52,272044.41,16046.47,0.0556993334880993,796.625,703,43.6229508196721,44,74.5970101865078,73
"6740",2010,4210,251445.23,251445.23,213396.8,38048.43,227690,23755.23,0.0944747689188616,610.857142857143,422,43.8895705521472,44.5,80.5361315066505,81
"6741",2011,4210,266462.85,264822.22,240340.65,24481.57,250278.19,14544.03,0.0549199761258704,1208.33333333333,1575,43.5260115606936,44,79.4849106317437,81
"6742",2012,4210,246773.61,246773.61,221365.05,25408.56,234859.46,11914.15,0.0482796762587377,935.222222222222,722,43.7320261437908,44,75.9877332102083,73
"6743",2013,4210,266333.21,264339.44,251357.23,12982.21,246288.91,18050.53,0.0682854211993488,1076.18181818182,774.5,43.9691358024691,45,79.2802322271697,73
"6744",2014,4210,404755.57,391980.26,377859.51,14120.75,381628.14,10352.12,0.0264097993097918,1113.33333333333,990.5,42.8333333333333,44.5,78.8538370018939,81
"6745",2015,4210,187953.77,187953.77,167925,20028.77,168352.86,19600.91,0.104285803897416,846.25,806,44.7586206896552,46.5,77.0461336316904,73
"6746",2016,4210,249958.04,243323.14,235221.31,8101.83,231057.3,12265.84,0.0504096733257675,1168.55555555556,937.5,43.2518518518519,43,75.2588433225052,73
"6747",2017,4210,252027.5,249618.61,231259.04,18359.57,208659.57,40959.04,0.16408648377619,738.272727272727,598.5,44.2605633802817,46,78.2662755793729,73
"6748",2018,4210,246166.39,243425.57,230844.8,12580.77,223879.34,19546.23,0.0802965358158553,724,725,45.176,47,78.7159452065779,73
"6749",2019,4210,264802.9,264802.9,245107.65,19695.25,246569.01,18233.89,0.0688583470951413,817.916666666667,826.5,43.6357142857143,44,75.7442497042139,73
"6750",2020,4210,242299.4134,242299.4134,235080.7439,7218.6695,217552.1863,24747.2271,0.102134903063698,744.166666666667,682.5,45.2280701754386,44,84.1728053886407,73
"6751",2021,4210,239185.3417,235482.7422,232037.9465,3444.7957,203603.6299,31879.1123,0.135377701151979,775.7,731,43.8050847457627,43.5,82.1971706086239,81
"6752",2022,4210,249088.92,246851.85,234961.97,11889.88,230009.42,16842.43,0.0682288992365259,1003.7,1084.5,46.2203389830508,46,81.6121297855373,81
"6753",2023,4210,308461.99,308461.99,291546.13,16915.86,290963.1,17498.89,0.0567294855356409,1234,1078.5,45.3795620437956,45.5,77.502948159026,73
"6754",2024,4210,289726.45,286864.22,278978.57,7885.65,271984.45,14879.77,0.0518704284556645,1234,1078.5,45.3548387096774,44.5,77.2939695999731,73
"6755",2025,4210,247685.08,247685.08,246155.55,1529.53,220309.57,27375.51,0.110525470488574,1234,1078.5,47.2086956521739,48.5,79.7889350056935,73
"6756",2003,4220,2169383.65000001,2141113.1,1971143.5,169969.6,1452587.14,688525.96,0.321573839326844,397.086705202312,333,43.0855263157895,44,66.4622957003064,73
"6757",2004,4220,2242080.25,2207733.78,2011144.16,196589.62,1473647.06,734086.72,0.33250690216825,375.020958083832,321.5,43.5352722772277,44,65.3490299496164,73
"6758",2005,4220,2263431.15,2228442.6,2069728.05,158714.55,1533322.88,695119.72,0.311930726867275,364.803571428571,320,43.1222570532915,43,66.9952022053428,73
"6759",2006,4220,2281476.54,2248444.54,2096659.31,151785.23,1518820.62,729623.92,0.324501630802955,376.442708333333,350,43.5811808118081,44,66.5098847668264,73
"6760",2007,4220,2174351.17,2132127.27,2009171.75,122955.52,1353933.01,778194.26,0.364984900737187,415.544041450777,375,44.0077569489334,46,66.9629787109283,73
"6761",2008,4220,2285962.05,2243831.84,2101906.13,141925.71,1531279.01,712552.83,0.317560709005716,422.744680851064,360,44.4465058750773,46,69.0320607581717,73
"6762",2009,4220,2433295.07,2390821.28,2158558.97,232262.31,1587554.22,803267.06,0.335979550926533,441.432432432432,380,44.2209158415842,44,67.6603461635577,73
"6763",2010,4220,2460207.45,2425427.57,2150680.79,274746.78,1617123.91,808303.66,0.333262336916538,463.428571428571,400,43.6933096506809,46,68.5300627756945,73
"6764",2011,4220,2434589.6,2398128.94,2167084.83,231044.11,1654173.12,743955.82,0.310223444449155,471.448,400,44.455596107056,46,68.7899454605639,73
"6765",2012,4220,2563123.08000001,2532187.73000001,2307565.13,224622.6,1737229.12,794958.610000001,0.313941419343344,471.605809128631,400,45.4858490566038,47,68.3496811470608,73
"6766",2013,4220,2513671.27,2474106.98,2226012.71,248094.27,1679615.61,794491.370000001,0.321122480322173,471.071428571429,400,44.762358546754,46,69.3713207057846,73
"6767",2014,4220,4953047.55,4887460.21,4501158.6,386301.61,3230611.49,1656848.72,0.338999940420998,480.923076923077,414.5,44.8002536461636,46,70.3540713592839,73
"6768",2015,4220,2353892.43000001,2317228.15000001,2167335.92,149892.23,1550297.82,766930.33,0.330968847413665,480.856459330144,400,45.599593495935,47,69.6401591703431,73
"6769",2016,4220,2558600.34,2500104.97,2300653.04,199451.93,1654552.63,845552.34,0.338206735375595,535.486725663717,443,45.2677708764665,47,70.0536850578717,73
"6770",2017,4220,2428407.08,2405103.57,2244489.26,160614.31,1610717.44,794386.129999998,0.33029185932313,495.722488038278,453.5,45.633959638135,46,71.1195978516635,73
"6771",2018,4220,2502887.49,2465532.73,2310161.36,155371.37,1653974.88,811557.85,0.329161255952988,532.202830188679,480,45.553024911032,46,71.1510154845925,73
"6772",2019,4220,2448767.46,2410969.51,2283920.04,127049.47,1492583.21,918386.300000001,0.380919914661219,544.448275862069,501,46.0058139534884,47,71.7663709940487,73
"6773",2020,4220,2524329.6188,2489385.0494,2278042.3902,211342.6592,1510097.3253,979287.7241,0.393385396259221,511.509803921569,500,46.3021346469622,47,72.8336900780374,73
"6774",2021,4220,2331548.3944,2301024.789,2123789.7462,177235.0428,1363218.0875,937806.7015,0.407560451318545,623.946428571429,559.5,45.8758620689655,46,72.2481053175651,73
"6775",2022,4220,2426537.72,2391146.23,2268387.54,122758.69,1469749.78,921396.45,0.385336721962002,578.1,576.5,45.5215053763441,45.5,72.3430113975087,73
"6776",2023,4220,2374898.94,2342132.71,2209095.26,133037.45,1428458.33,913674.38,0.390103590671427,670.414285714286,600,45.595353339787,44,72.0432526259367,73
"6777",2024,4220,2502501.63,2476720.73,2356170.88,120549.85,1545678.78,931041.95,0.375917211303836,670.414285714286,600,46.04,47,73.9104438109176,73
"6778",2025,4220,2618086.31,2563631.45,2441502.94,122128.51,1675607.59,888023.86,0.346392949735423,670.414285714286,600,45.8598484848485,46,73.6013513759944,73
"6779",2003,4230,1543711.68,1526878.88,1392321.3,134557.58,178003.39,1348875.49,0.883420098128543,285.101851851852,280,41.0659694288013,40.5,61.3663856493975,73
"6780",2004,4230,1412404.69,1394905.17,1285793.77,109111.4,165962.49,1228942.68,0.881022385199131,287.432432432432,277,41.9387938793879,41,60.171004828952,73
"6781",2005,4230,1529006.26,1495819.04,1350574.51,145244.53,136422.65,1359396.39,0.908797356931624,302.006896551724,300,41.763181411975,41,60.9323731097848,73
"6782",2006,4230,1513694.34,1486650.22,1389074.77,97575.4499999999,137368.64,1349281.58,0.907598547289759,331.405405405405,290.5,42.7097061442565,43,63.316577991022,73
"6783",2007,4230,1580583.76,1549338.92,1399693.66,149645.26,147844.46,1401494.46,0.904575778681142,348.758389261745,313,42.4462596732588,42,62.7886350973486,73
"6784",2008,4230,1523615.88,1503755.52,1402659.65,101095.87,151731.42,1352024.1,0.899098345454453,327.673076923077,307,43.5121293800539,44,62.687743477078,73
"6785",2009,4230,1594009.97,1578444.17,1404162.42,174281.75,123868.01,1454576.16,0.921525251032477,330.154411764706,284,42.8978873239437,43,63.4431246751034,73
"6786",2010,4230,1718605.51,1700212.81,1519639.11,180573.7,217145.06,1483067.75,0.872283599604217,333,300,43.3642224012893,44,63.0104208425531,73
"6787",2011,4230,1670536.34,1648563.13,1482063.55,166499.58,169050.28,1479512.85,0.89745598641406,353.4,296,43.9561258278146,46,64.6260356738659,73
"6788",2012,4230,1648190.11,1627384.03,1420775.03,206609,209665.28,1417718.75,0.871164226676109,344.571428571429,323,43.5652173913044,44,63.1823829253137,73
"6789",2013,4230,1664937.04,1623124.07,1439725.77,183398.3,219093.29,1404030.78,0.865017533748976,349.302158273381,300,43.2879444926279,43,64.6003652327083,73
"6790",2014,4230,3478611.64,3411062.11,3075109.07,335953.04,445915.5,2965146.61,0.869273708416878,356.48322147651,332,42.6342905405405,42,64.9806578192152,73
"6791",2015,4230,1654189.53,1627408.67,1493530.34,133878.33,168632.25,1458776.42,0.896379899463114,415.05737704918,350,43.9179170344219,44,62.8060000626641,73
"6792",2016,4230,1571497.01,1551224.34,1439341.47,111882.87,127259.88,1423964.46,0.917961653438213,361.268518518519,360,44.5578635014837,45,62.3513545629384,73
"6793",2017,4230,1583802.56,1552359.86,1455871.72,96488.14,190639.72,1361720.14,0.877193603807818,376.436893203883,358.5,45.5247724974722,45,64.798830066374,73
"6794",2018,4230,1637527.89,1622682.83,1514583.93,108098.9,194345.26,1428337.57,0.8802321338422,372.293577981651,320,46.0657370517928,46,65.5710531922002,73
"6795",2019,4230,1639132.14,1619743.87,1542187.97,77555.9,171638.47,1448105.4,0.894033573345149,385.120967741935,336.5,45.3278179937952,46,65.1374475150815,73
"6796",2020,4230,1443128.4916,1413686.6029,1261000.7066,152685.8963,165963.2704,1247723.3325,0.882602501813664,444.843373493976,410,46.5006973500697,46,67.0797774426585,73
"6797",2021,4230,1446590.8659,1414178.3131,1225618.3611,188559.952,142619.9136,1271558.3995,0.899149978274405,424.932432432432,402,45.5573333333333,46,67.3358312382539,73
"6798",2022,4230,1414011.49,1406792.5,1294599.93,112192.57,131668.65,1275123.85,0.906405066845324,488.876923076923,416.5,45.0543175487465,46,67.9848627071868,73
"6799",2023,4230,1370853.9,1352841.1,1273767.36,79073.74,174469.82,1178371.28,0.871034506565479,617.306666666667,573,44.9634703196347,45,68.1584287762989,73
"6800",2024,4230,1572349.18,1535623.14,1440806.99,94816.15,149963.59,1385659.55,0.90234349425081,617.306666666667,573,45.6441631504923,44,68.6476506273536,73
"6801",2025,4230,1644674.13,1610540.38,1525923.46,84616.92,236953.03,1373587.35,0.852873586441838,617.306666666667,573,46.1359223300971,46,69.6693421992933,73
"6802",2003,4240,60795.11,60795.11,54944.4,5850.71,57572.62,3222.49,0.0530057433895588,551.125,504,36.1282051282051,34.5,79.545534336561,73
"6803",2004,4240,87397.75,87397.75,84073.58,3324.17,84587.04,2810.71,0.0321599812352149,547.333333333333,600,40.5,41,74.2321611254294,73
"6804",2005,4240,80929.58,77428.55,74882.55,2546,77428.55,0,0,547,480,40.2708333333333,40,78.0680362734418,73
"6805",2006,4240,88879.88,88879.88,88879.88,0,87339.53,1540.35,0.0173306939658334,532.571428571429,509.5,36.9444444444444,34,76.2691680051773,73
"6806",2007,4240,71289.53,70203.45,60007.18,10196.27,69761.9,441.55,0.00628957693674599,970,420,37.7441860465116,30,81.5785567518405,73
"6807",2008,4240,54668.31,54668.31,53080.53,1587.78,49912.41,4755.9,0.0869955555604335,518,500,39.1219512195122,35.5,79.5772459401068,73
"6808",2009,4240,57989.08,53319.56,47003.74,6315.82,53319.56,0,0,586,505,39.8974358974359,37,81.6185861248668,81
"6809",2010,4240,71769.93,70783,63612.52,7170.48,68001.5,2781.5,0.0392961586821694,993.25,400,42.1333333333333,42,80.3996874955851,81
"6810",2011,4240,60881.68,60881.68,56189.41,4692.27,57813.18,3068.5,0.0504010401815456,1038,1038,41.8974358974359,42.5,77.3539925310865,73
"6811",2012,4240,85363.1,85363.1,76178.04,9185.06,79081.52,6281.58,0.0735865965505001,636,468,44.7674418604651,43.5,79.5385888047646,73
"6812",2013,4240,81058.79,75271.35,72868.27,2403.08,74729.31,542.04,0.00720114625285716,982.571428571429,784,40.9512195121951,39,78.9570904467636,73
"6813",2014,4240,191967.72,177571.05,177571.05,0,170378.93,7192.12,0.0405027733969023,538.833333333333,490,42.8048780487805,40,81.7256482968367,73
"6814",2015,4240,89949.04,82999.67,82999.67,0,78213.83,4785.84,0.0576609521459543,606,594.5,43.575,42,78.0880472175372,73
"6815",2016,4240,76351.96,76351.96,75719.27,632.69,72860.02,3491.94,0.0457347787797458,637.666666666667,556.5,45.2142857142857,47,76.2192028862127,73
"6816",2017,4240,93906.8,91279.11,89306.34,1972.77,82926.1,8353.01,0.0915106424679206,720,640,41.7843137254902,43.5,76.3409359490906,73
"6817",2018,4240,81931.49,81931.49,79608.54,2322.95,75971.38,5960.11,0.0727450458913905,756.727272727273,770,42.1063829787234,45,81.8192857227423,73
"6818",2019,4240,87024.63,87024.63,85532.89,1491.74,87024.63,0,0,782.666666666667,740.5,41.3333333333333,39,81.03086471037,73
