X.1,year,SOC_minor,lf_total,lf,emp,unemp,male,female,female_share,mean_weekly_earnings,median_weekly_earnings,mean_age,median_age,mean_educ,median_educ,id,h_mean,a_mean,h_pct10,h_pct25,h_median,h_pct75,h_pct90,a_pct10,a_pct25,a_median,a_pct75,a_pct90,mu,sigma
73,2012,47-4000,381545.8,373817.32,334998.94,38818.38,358092.72,15724.6,0.0420649316088404,962.48,820,43.931330472103,45,78.2980471316846,73,73,24.15,50230.833333333336,13.38,16.69,21.63,29.084166666666665,38.81166666666667,27827.5,34714.166666666664,44986.666666666664,60495,80728.33333333333,10.742393095005736,0.4147110177756011
74,2012,47-5000,236486.82,236328.67,217545.7,18782.97,233203.58,3125.09,0.0132234908274142,1035.25806451613,956,37.2798165137615,34,72.3215010265153,73,74,23.49,48857.5,14.288333333333334,17.205000000000002,21.605,27.84,34.97083333333333,29718.333333333332,35785.833333333336,44938.333333333336,57904.166666666664,72735,10.731799171265285,0.35084291330711465
75,2012,49-1000,294408.88,289067.56,286447.78,2619.78,276574.98,12492.58,0.043216817549503,1031.30434782609,940.5,45.4860335195531,48,80.9632152774251,73,75,33.375,69420,19.4075,24.63083333333333,32.0125,40.5875,49.719166666666666,40363.333333333336,51232.5,66584.16666666667,84422.5,103413.33333333333,11.089221388284605,0.3677518307124359
76,2012,49-2000,727186.04,725402.03,668685.56,56716.47,671058.85,54343.18,0.0749145684083625,922.25,840,41.1018099547511,39,86.3566013869577,81,76,25.803333333333335,53670,14.249166666666666,18.266666666666666,24.800833333333333,32.55166666666667,39.0375,29640.833333333332,37997.5,51584.166666666664,67708.33333333333,81197.5,10.824151635795738,0.40077635267398287
77,2012,49-3000,1872082.63,1851861.19,1732390.49,119470.7,1830851.15,21010.04,0.0113453643898655,869.133757961783,764.5,40.6731914893617,41,76.7311012819487,73,77,22.351666666666667,46489.166666666664,12.157499999999999,15.640833333333333,20.88083333333333,27.5625,34.4,25285.833333333332,32529.166666666668,43429.166666666664,57331.666666666664,71552.5,10.668314726328015,0.4089278458121608
78,2012,49-9000,2096532.78,2073807.77,1920687.38,153120.39,1976402.62,97405.15,0.0469692280109453,856.086757990868,769,42.3150684931507,42,78.3130592234208,73,78,22.543333333333333,46890.833333333336,12.445833333333333,15.848333333333333,20.843333333333334,27.731666666666666,35.339166666666664,25889.166666666668,32963.333333333336,43350.833333333336,57685,73503.33333333333,10.68193013815423,0.40879784704344335
79,2012,51-1000,941144.47,936070.75,900702.83,35367.92,731192.049999999,204878.7,0.218870956068225,954.824561403509,865,45.6164874551971,47,80.7617024888343,73,79,30.575833333333332,63599.166666666664,17.37,21.986666666666668,28.569166666666668,36.818333333333335,46.751666666666665,36127.5,45733.333333333336,59420.833333333336,76580,97241.66666666667,10.989767659838538,0.38540472447725593
80,2012,51-2000,1356575.77,1345473.94,1183432.89,162041.05,793038.420000001,552435.52,0.410588048996326,657.845360824742,555,42.3239263803681,42,72.5258535665134,73,80,17.161666666666665,35694.166666666664,10.940833333333334,12.775,15.866666666666667,20.109166666666667,26.02916666666667,22754.166666666668,26572.5,33000,41825,54138.333333333336,10.432989165562393,0.33776628422629135
81,2012,51-3000,790912.029999999,784420.179999999,675789.689999999,108630.49,473106.06,311314.12,0.396871635811307,539.029850746269,440,40.2332155477032,38,69.2502212143498,73,81,14.698333333333334,30575.833333333332,10.090833333333332,11.631666666666666,13.785,16.8975,20.7525,20989.166666666668,24191.666666666668,28671.666666666668,35148.333333333336,43161.666666666664,10.289846083135178,0.2803347784308469
82,2012,51-4000,893316.21,890461,822237.11,68223.89,815112.25,75348.75,0.0846176867936945,821.574712643678,840,43.6235741444867,46,75.432797180337,73,82,20.050833333333333,41704.166666666664,12.486666666666666,15.156666666666666,18.975,23.790833333333335,29.36,25973.333333333332,31530,39466.666666666664,49485,61069.166666666664,10.58718387357257,0.333679282615799
83,2012,51-5100,270647.82,265627.53,247959,17668.53,182813.02,82814.51,0.311769303430258,662.606060606061,544,42.735632183908,44,76.0928551720523,73,83,18.523333333333333,38526.666666666664,11.264166666666666,13.714166666666667,17.4525,22.2775,27.616666666666667,23430,28524.166666666668,36300.833333333336,46335,57436.666666666664,10.504393306597228,0.35196242402067246
84,2012,51-6000,750181.15,745242.16,671163.96,74078.2,275297.38,469944.78,0.630593389939184,397.803921568627,350,45.4456066945607,47,61.5094422060073,73,84,13.535833333333333,28155,9.3675,10.624166666666667,12.508333333333333,15.374166666666667,19.093333333333334,19482.5,22095,26016.666666666668,31982.5,39712.5,10.201847319265397,0.27704710055402254
85,2012,51-7000,147310.48,147310.48,134178.53,13131.95,127860.65,19449.83,0.13203290084996,544.5,352,42.6063829787234,45,74.6426523761242,73,85,16.47833333333333,34271.666666666664,10.715833333333334,12.706666666666667,15.556666666666667,19.33416666666667,23.628333333333334,22287.5,26430,32358.333333333332,40215.833333333336,49149.166666666664,10.396658873461883,0.3091146380850982
86,2012,51-8000,261753,261753,250383.12,11369.88,253381.03,8371.97,0.031984237047904,1058.18181818182,940,47.0213903743316,48,80.4703426512781,73,86,29.925833333333333,62246.666666666664,16.340833333333332,21.30666666666667,28.575833333333332,37.721666666666664,45.73916666666667,33988.333333333336,44317.5,59435.833333333336,78463.33333333333,95137.5,10.971805058702365,0.4063327227231479
87,2012,51-9000,1213832.61,1202300.68,1087196.22,115104.46,824484.78,377815.9,0.314244104062222,815.316666666667,755.5,43.70703125,46,79.6231072413601,73,87,18.11916666666667,37685,11.03,12.975833333333334,16.52166666666667,21.47,27.655833333333334,22941.666666666668,26988.333333333332,34365,44658.333333333336,57523.333333333336,10.471081205001264,0.3618313675134983
88,2012,53-1000,199358.77,198068.64,187101.01,10967.63,153388.78,44679.86,0.22557765833097,880.705882352941,595,43.6488549618321,44,84.0307997772893,81,88,27.27,56723.333333333336,15.983333333333334,19.688333333333333,25.826666666666668,33.14333333333333,40.32833333333333,33245,40949.166666666664,53716.666666666664,68939.16666666667,83883.33333333333,10.88027739443884,0.36652695012938963
89,2012,53-2000,245520.66,244488.62,240286.15,4202.47,166376.7,78111.92,0.319491025799074,1785.55172413793,1510,46.4782608695652,48,100.28279905216,111,89,49.65625,103285,17.38661858974359,24.622996794871796,37.046875,63.52644230769231,93.046875,36164.166666666664,51215.833333333336,77057.5,132135,193537.5,11.311348239446504,0.664885382034205
90,2012,53-3000,4450670.11,4409925.84,4029773.01000001,380152.83,3913094.34000001,496831.5,0.112662098644271,715.132394366197,600,45.7379162191192,47,75.1795954623126,73,90,19.33,40206.666666666664,10.386666666666667,13.499166666666667,18.285,23.701666666666668,30.07,21604.166666666668,28078.333333333332,38030,49299.166666666664,62545.833333333336,10.523768587250693,0.415289618969118
91,2012,53-4000,104788.82,104788.82,104788.82,0,102482.76,2306.06,0.0220067369782387,948.214285714286,746,42.4305555555556,41,82.4502834367254,81,91,30.113333333333333,62634.166666666664,20.139166666666668,24.821666666666665,29.375833333333333,35.24,41.00833333333333,41888.333333333336,51626.666666666664,61098.333333333336,73300.83333333333,85297.5,11.014204757738085,0.27363400001565663
92,2012,53-5000,66862.12,66862.12,63931.37,2930.75,60730.31,6131.81,0.0917082796656762,1466.375,634,43.3023255813954,42.5,83.2925858468143,73,92,33.19833333333334,69050.83333333333,13.696666666666667,19.005,27.383333333333333,40.774166666666666,57.93833333333333,28490,39528.333333333336,56956.666666666664,84808.33333333333,120509.16666666667,10.967951526586228,0.5633661819018988
93,2012,53-6000,273654.36,272098.65,238467.01,33631.64,227251.43,44847.22,0.164819707852281,547.342857142857,450,40.8994413407821,39,74.8717983349054,73,93,15.554166666666667,32353.333333333332,9.55,10.786666666666667,12.621666666666666,16.325,25.7975,19863.333333333332,22436.666666666668,26255,33954.166666666664,53659.166666666664,10.282773748884285,0.37024256909061865
94,2012,53-7000,4077451.29,4011501.88,3388272.99,623228.889999999,3192904.25,818597.63,0.204062631524929,519.14375,456,38.2200081333876,37,70.9788541517523,73,94,15.220833333333333,31659.166666666668,10.090833333333332,11.534166666666668,13.810833333333333,17.619166666666665,22.360833333333332,20990,23993.333333333332,28724.166666666668,36649.166666666664,46508.333333333336,10.311871910755714,0.3111859757027316
