"","year","occ_code"
"21303",2020,"41-2010"
"21304",2020,"41-2011"
"21305",2020,"41-2012"
"21306",2020,"41-2020"
"21307",2020,"41-2021"
"21308",2020,"41-2022"
"21309",2020,"41-2030"
"21310",2020,"41-2031"
"21311",2020,"41-3000"
"21312",2020,"41-3010"
"21313",2020,"41-3011"
"21314",2020,"41-3020"
"21315",2020,"41-3021"
"21316",2020,"41-3030"
"21317",2020,"41-3031"
"21318",2020,"41-3040"
"21319",2020,"41-3041"
"21320",2020,"41-3090"
"21321",2020,"41-3091"
"21322",2020,"41-4000"
"21323",2020,"41-4010"
"21324",2020,"41-4011"
"21325",2020,"41-4012"
"21326",2020,"41-9000"
"21327",2020,"41-9010"
"21328",2020,"41-9011"
"21329",2020,"41-9012"
"21330",2020,"41-9020"
"21331",2020,"41-9021"
"21332",2020,"41-9022"
"21333",2020,"41-9030"
"21334",2020,"41-9031"
"21335",2020,"41-9040"
"21336",2020,"41-9041"
"21337",2020,"41-9090"
"21338",2020,"41-9091"
"21339",2020,"41-9099"
"21340",2020,"43-0000"
"21341",2020,"43-1000"
"21342",2020,"43-1010"
"21343",2020,"43-1011"
"21344",2020,"43-2000"
"21345",2020,"43-2010"
"21346",2020,"43-2011"
"21347",2020,"43-2020"
"21348",2020,"43-2021"
"21349",2020,"43-2090"
"21350",2020,"43-2099"
"21351",2020,"43-3000"
"21352",2020,"43-3010"
"21353",2020,"43-3011"
"21354",2020,"43-3020"
"21355",2020,"43-3021"
"21356",2020,"43-3030"
"21357",2020,"43-3031"
"21358",2020,"43-3040"
"21359",2020,"43-3041"
"21360",2020,"43-3050"
"21361",2020,"43-3051"
"21362",2020,"43-3060"
"21363",2020,"43-3061"
"21364",2020,"43-3070"
"21365",2020,"43-3071"
"21366",2020,"43-3090"
"21367",2020,"43-3099"
"21368",2020,"43-4000"
"21369",2020,"43-4010"
"21370",2020,"43-4011"
"21371",2020,"43-4020"
"21372",2020,"43-4021"
"21373",2020,"43-4030"
"21374",2020,"43-4031"
"21375",2020,"43-4040"
"21376",2020,"43-4041"
"21377",2020,"43-4050"
"21378",2020,"43-4051"
"21379",2020,"43-4060"
"21380",2020,"43-4061"
"21381",2020,"43-4070"
"21382",2020,"43-4071"
"21383",2020,"43-4080"
"21384",2020,"43-4081"
"21385",2020,"43-4110"
"21386",2020,"43-4111"
"21387",2020,"43-4120"
"21388",2020,"43-4121"
"21389",2020,"43-4130"
"21390",2020,"43-4131"
"21391",2020,"43-4140"
"21392",2020,"43-4141"
"21393",2020,"43-4150"
"21394",2020,"43-4151"
"21395",2020,"43-4160"
"21396",2020,"43-4161"
"21397",2020,"43-4170"
"21398",2020,"43-4171"
"21399",2020,"43-4180"
"21400",2020,"43-4181"
"21401",2020,"43-4190"
"21402",2020,"43-4199"
"21403",2020,"43-5000"
"21404",2020,"43-5010"
"21405",2020,"43-5011"
"21406",2020,"43-5020"
"21407",2020,"43-5021"
"21408",2020,"43-5030"
"21409",2020,"43-5031"
"21410",2020,"43-5032"
"21411",2020,"43-5040"
"21412",2020,"43-5041"
"21413",2020,"43-5050"
"21414",2020,"43-5051"
"21415",2020,"43-5052"
"21416",2020,"43-5053"
"21417",2020,"43-5060"
"21418",2020,"43-5061"
"21419",2020,"43-5070"
"21420",2020,"43-5071"
"21421",2020,"43-5110"
"21422",2020,"43-5111"
"21423",2020,"43-6000"
"21424",2020,"43-6010"
"21425",2020,"43-6011"
"21426",2020,"43-6012"
"21427",2020,"43-6013"
"21428",2020,"43-6014"
"21429",2020,"43-9000"
"21430",2020,"43-9020"
"21431",2020,"43-9021"
"21432",2020,"43-9022"
"21433",2020,"43-9030"
"21434",2020,"43-9031"
"21435",2020,"43-9040"
"21436",2020,"43-9041"
"21437",2020,"43-9050"
"21438",2020,"43-9051"
"21439",2020,"43-9060"
"21440",2020,"43-9061"
"21441",2020,"43-9070"
"21442",2020,"43-9071"
"21443",2020,"43-9080"
"21444",2020,"43-9081"
"21445",2020,"43-9110"
"21446",2020,"43-9111"
"21447",2020,"43-9190"
"21448",2020,"43-9199"
"21449",2020,"45-0000"
"21450",2020,"45-1000"
"21451",2020,"45-1010"
"21452",2020,"45-1011"
"21453",2020,"45-2000"
"21454",2020,"45-2010"
"21455",2020,"45-2011"
"21456",2020,"45-2020"
"21457",2020,"45-2021"
"21458",2020,"45-2040"
"21459",2020,"45-2041"
"21460",2020,"45-2090"
"21461",2020,"45-2091"
"21462",2020,"45-2092"
"21463",2020,"45-2093"
"21464",2020,"45-2099"
"21465",2020,"45-4000"
"21466",2020,"45-4010"
"21467",2020,"45-4011"
"21468",2020,"45-4020"
"21469",2020,"45-4021"
"21470",2020,"45-4022"
"21471",2020,"45-4023"
"21472",2020,"45-4029"
"21473",2020,"47-0000"
"21474",2020,"47-1000"
"21475",2020,"47-1010"
"21476",2020,"47-1011"
"21477",2020,"47-2000"
"21478",2020,"47-2010"
"21479",2020,"47-2011"
"21480",2020,"47-2020"
"21481",2020,"47-2021"
"21482",2020,"47-2022"
"21483",2020,"47-2030"
"21484",2020,"47-2031"
"21485",2020,"47-2040"
"21486",2020,"47-2041"
"21487",2020,"47-2042"
"21488",2020,"47-2043"
"21489",2020,"47-2044"
"21490",2020,"47-2050"
"21491",2020,"47-2051"
"21492",2020,"47-2053"
"21493",2020,"47-2060"
"21494",2020,"47-2061"
"21495",2020,"47-2070"
"21496",2020,"47-2071"
"21497",2020,"47-2072"
"21498",2020,"47-2073"
"21499",2020,"47-2080"
"21500",2020,"47-2081"
"21501",2020,"47-2082"
"21502",2020,"47-2110"
"21503",2020,"47-2111"
"21504",2020,"47-2120"
"21505",2020,"47-2121"
"21506",2020,"47-2130"
"21507",2020,"47-2131"
"21508",2020,"47-2132"
"21509",2020,"47-2140"
"21510",2020,"47-2141"
"21511",2020,"47-2142"
"21512",2020,"47-2150"
"21513",2020,"47-2151"
"21514",2020,"47-2152"
"21515",2020,"47-2160"
"21516",2020,"47-2161"
"21517",2020,"47-2170"
"21518",2020,"47-2171"
"21519",2020,"47-2180"
"21520",2020,"47-2181"
"21521",2020,"47-2210"
"21522",2020,"47-2211"
"21523",2020,"47-2220"
"21524",2020,"47-2221"
"21525",2020,"47-2230"
"21526",2020,"47-2231"
"21527",2020,"47-3000"
"21528",2020,"47-3010"
"21529",2020,"47-3011"
"21530",2020,"47-3012"
"21531",2020,"47-3013"
"21532",2020,"47-3014"
"21533",2020,"47-3015"
"21534",2020,"47-3016"
"21535",2020,"47-3019"
"21536",2020,"47-4000"
"21537",2020,"47-4010"
"21538",2020,"47-4011"
"21539",2020,"47-4020"
"21540",2020,"47-4021"
"21541",2020,"47-4030"
"21542",2020,"47-4031"
"21543",2020,"47-4040"
"21544",2020,"47-4041"
"21545",2020,"47-4050"
"21546",2020,"47-4051"
"21547",2020,"47-4060"
"21548",2020,"47-4061"
"21549",2020,"47-4070"
"21550",2020,"47-4071"
"21551",2020,"47-4090"
"21552",2020,"47-4090"
"21553",2020,"47-5000"
"21554",2020,"47-5010"
"21555",2020,"47-5011"
"21556",2020,"47-5012"
"21557",2020,"47-5013"
"21558",2020,"47-5022"
"21559",2020,"47-5041"
"21560",2020,"47-5043"
"21561",2020,"47-5044"
"21562",2020,"47-5050"
"21563",2020,"47-5051"
"21564",2020,"47-5070"
"21565",2020,"47-5071"
"21566",2020,"47-5080"
"21567",2020,"47-5081"
"21568",2020,"47-5097"
"21569",2020,"47-5098"
"21570",2020,"49-0000"
"21571",2020,"49-1000"
"21572",2020,"49-1010"
"21573",2020,"49-1011"
"21574",2020,"49-2000"
"21575",2020,"49-2010"
"21576",2020,"49-2011"
"21577",2020,"49-2020"
"21578",2020,"49-2021"
"21579",2020,"49-2022"
"21580",2020,"49-2090"
"21581",2020,"49-2091"
"21582",2020,"49-2092"
"21583",2020,"49-2093"
"21584",2020,"49-2094"
"21585",2020,"49-2095"
"21586",2020,"49-2096"
"21587",2020,"49-2097"
"21588",2020,"49-2098"
"21589",2020,"49-3000"
"21590",2020,"49-3010"
"21591",2020,"49-3011"
"21592",2020,"49-3020"
"21593",2020,"49-3021"
"21594",2020,"49-3022"
"21595",2020,"49-3023"
"21596",2020,"49-3030"
"21597",2020,"49-3031"
"21598",2020,"49-3040"
"21599",2020,"49-3041"
"21600",2020,"49-3042"
"21601",2020,"49-3043"
"21602",2020,"49-3050"
"21603",2020,"49-3051"
"21604",2020,"49-3052"
"21605",2020,"49-3053"
"21606",2020,"49-3090"
"21607",2020,"49-3091"
"21608",2020,"49-3092"
"21609",2020,"49-3093"
"21610",2020,"49-9000"
"21611",2020,"49-9010"
"21612",2020,"49-9011"
"21613",2020,"49-9012"
"21614",2020,"49-9020"
"21615",2020,"49-9021"
"21616",2020,"49-9030"
"21617",2020,"49-9031"
"21618",2020,"49-9040"
"21619",2020,"49-9041"
"21620",2020,"49-9043"
"21621",2020,"49-9044"
"21622",2020,"49-9045"
"21623",2020,"49-9050"
"21624",2020,"49-9051"
"21625",2020,"49-9052"
"21626",2020,"49-9060"
"21627",2020,"49-9061"
"21628",2020,"49-9062"
"21629",2020,"49-9063"
"21630",2020,"49-9064"
"21631",2020,"49-9069"
"21632",2020,"49-9070"
"21633",2020,"49-9071"
"21634",2020,"49-9080"
"21635",2020,"49-9081"
"21636",2020,"49-9090"
"21637",2020,"49-9091"
"21638",2020,"49-9092"
"21639",2020,"49-9094"
"21640",2020,"49-9095"
"21641",2020,"49-9096"
"21642",2020,"49-9097"
"21643",2020,"49-9098"
"21644",2020,"49-9099"
"21645",2020,"51-0000"
"21646",2020,"51-1000"
"21647",2020,"51-1010"
"21648",2020,"51-1011"
"21649",2020,"51-2000"
"21650",2020,"51-2010"
"21651",2020,"51-2011"
"21652",2020,"51-2020"
"21653",2020,"51-2021"
"21654",2020,"51-2028"
"21655",2020,"51-2030"
"21656",2020,"51-2031"
"21657",2020,"51-2040"
"21658",2020,"51-2041"
"21659",2020,"51-2050"
"21660",2020,"51-2051"
"21661",2020,"51-2060"
"21662",2020,"51-2061"
"21663",2020,"51-2090"
"21664",2020,"51-2090"
"21665",2020,"51-3000"
"21666",2020,"51-3010"
"21667",2020,"51-3011"
"21668",2020,"51-3020"
"21669",2020,"51-3021"
"21670",2020,"51-3022"
"21671",2020,"51-3023"
"21672",2020,"51-3090"
"21673",2020,"51-3091"
"21674",2020,"51-3092"
"21675",2020,"51-3093"
"21676",2020,"51-3099"
"21677",2020,"51-4000"
"21678",2020,"51-4020"
"21679",2020,"51-4021"
"21680",2020,"51-4022"
"21681",2020,"51-4023"
"21682",2020,"51-4030"
"21683",2020,"51-4031"
"21684",2020,"51-4032"
"21685",2020,"51-4033"
"21686",2020,"51-4034"
"21687",2020,"51-4035"
"21688",2020,"51-4040"
"21689",2020,"51-4041"
"21690",2020,"51-4050"
"21691",2020,"51-4051"
"21692",2020,"51-4052"
"21693",2020,"51-4060"
"21694",2020,"51-4061"
"21695",2020,"51-4062"
"21696",2020,"51-4070"
"21697",2020,"51-4071"
"21698",2020,"51-4072"
"21699",2020,"51-4080"
"21700",2020,"51-4081"
"21701",2020,"51-4110"
"21702",2020,"51-4111"
"21703",2020,"51-4120"
"21704",2020,"51-4121"
"21705",2020,"51-4122"
"21706",2020,"51-4190"
"21707",2020,"51-4191"
"21708",2020,"51-4192"
"21709",2020,"51-4193"
"21710",2020,"51-4194"
"21711",2020,"51-4199"
"21712",2020,"51-5100"
"21713",2020,"51-5110"
"21714",2020,"51-5111"
"21715",2020,"51-5112"
"21716",2020,"51-5113"
"21717",2020,"51-6000"
"21718",2020,"51-6010"
"21719",2020,"51-6011"
"21720",2020,"51-6020"
"21721",2020,"51-6021"
"21722",2020,"51-6030"
"21723",2020,"51-6031"
"21724",2020,"51-6040"
"21725",2020,"51-6041"
"21726",2020,"51-6042"
"21727",2020,"51-6050"
"21728",2020,"51-6051"
"21729",2020,"51-6052"
"21730",2020,"51-6060"
"21731",2020,"51-6061"
"21732",2020,"51-6062"
"21733",2020,"51-6063"
"21734",2020,"51-6064"
"21735",2020,"51-6090"
"21736",2020,"51-6091"
"21737",2020,"51-6092"
"21738",2020,"51-6093"
"21739",2020,"51-6099"
"21740",2020,"51-7000"
"21741",2020,"51-7010"
"21742",2020,"51-7011"
"21743",2020,"51-7020"
"21744",2020,"51-7021"
"21745",2020,"51-7030"
"21746",2020,"51-7031"
"21747",2020,"51-7032"
"21748",2020,"51-7040"
"21749",2020,"51-7041"
"21750",2020,"51-7042"
"21751",2020,"51-7090"
"21752",2020,"51-7099"
"21753",2020,"51-8000"
"21754",2020,"51-8010"
"21755",2020,"51-8011"
"21756",2020,"51-8012"
"21757",2020,"51-8013"
"21758",2020,"51-8020"
"21759",2020,"51-8021"
"21760",2020,"51-8030"
"21761",2020,"51-8031"
"21762",2020,"51-8090"
"21763",2020,"51-8091"
"21764",2020,"51-8092"
"21765",2020,"51-8093"
"21766",2020,"51-8099"
"21767",2020,"51-9000"
"21768",2020,"51-9010"
"21769",2020,"51-9011"
"21770",2020,"51-9012"
"21771",2020,"51-9020"
"21772",2020,"51-9021"
"21773",2020,"51-9022"
"21774",2020,"51-9023"
"21775",2020,"51-9030"
"21776",2020,"51-9031"
"21777",2020,"51-9032"
"21778",2020,"51-9040"
"21779",2020,"51-9041"
"21780",2020,"51-9050"
"21781",2020,"51-9051"
"21782",2020,"51-9060"
"21783",2020,"51-9061"
"21784",2020,"51-9070"
"21785",2020,"51-9071"
"21786",2020,"51-9080"
"21787",2020,"51-9081"
"21788",2020,"51-9082"
"21789",2020,"51-9083"
"21790",2020,"51-9110"
"21791",2020,"51-9111"
"21792",2020,"51-9120"
"21793",2020,"51-9123"
"21794",2020,"51-9124"
"21795",2020,"51-9140"
"21796",2020,"51-9141"
"21797",2020,"51-9150"
"21798",2020,"51-9151"
"21799",2020,"51-9160"
"21800",2020,"51-9161"
"21801",2020,"51-9162"
"21802",2020,"51-9190"
"21803",2020,"51-9191"
"21804",2020,"51-9192"
"21805",2020,"51-9193"
"21806",2020,"51-9194"
"21807",2020,"51-9195"
"21808",2020,"51-9196"
"21809",2020,"51-9197"
"21810",2020,"51-9198"
"21811",2020,"51-9199"
"21812",2020,"53-0000"
"21813",2020,"53-1000"
"21814",2020,"53-1040"
"21815",2020,"53-1041"
"21816",2020,"53-1047"
"21817",2020,"53-2000"
"21818",2020,"53-2010"
"21819",2020,"53-2011"
"21820",2020,"53-2012"
"21821",2020,"53-2020"
"21822",2020,"53-2021"
"21823",2020,"53-2022"
"21824",2020,"53-2030"
"21825",2020,"53-2031"
"21826",2020,"53-3000"
"21827",2020,"53-3010"
"21828",2020,"53-3011"
"21829",2020,"53-3030"
"21830",2020,"53-3031"
"21831",2020,"53-3032"
"21832",2020,"53-3033"
"21833",2020,"53-3050"
"21834",2020,"53-3052"
"21835",2020,"53-3058"
"21836",2020,"53-3090"
"21837",2020,"53-3099"
"21838",2020,"53-4000"
"21839",2020,"53-4010"
"21840",2020,"53-4011"
"21841",2020,"53-4013"
"21842",2020,"53-4020"
"21843",2020,"53-4022"
"21844",2020,"53-4030"
"21845",2020,"53-4031"
"21846",2020,"53-4040"
"21847",2020,"53-4041"
"21848",2020,"53-4090"
"21849",2020,"53-4099"
"21850",2020,"53-5000"
"21851",2020,"53-5010"
"21852",2020,"53-5011"
"21853",2020,"53-5020"
"21854",2020,"53-5021"
"21855",2020,"53-5022"
"21856",2020,"53-5030"
"21857",2020,"53-5031"
"21858",2020,"53-6000"
"21859",2020,"53-6010"
"21860",2020,"53-6011"
"21861",2020,"53-6020"
"21862",2020,"53-6021"
"21863",2020,"53-6031"
"21864",2020,"53-6040"
"21865",2020,"53-6041"
"21866",2020,"53-6050"
"21867",2020,"53-6051"
"21868",2020,"53-6060"
"21869",2020,"53-6061"
"21870",2020,"53-6098"
"21871",2020,"53-7000"
"21872",2020,"53-7010"
"21873",2020,"53-7011"
"21874",2020,"53-7020"
"21875",2020,"53-7021"
"21876",2020,"53-7030"
"21877",2020,"53-7031"
"21878",2020,"53-7040"
"21879",2020,"53-7041"
"21880",2020,"53-7050"
"21881",2020,"53-7051"
"21882",2020,"53-7060"
"21883",2020,"53-7061"
"21884",2020,"53-7062"
"21885",2020,"53-7063"
"21886",2020,"53-7064"
"21887",2020,"53-7065"
"21888",2020,"53-7070"
"21889",2020,"53-7071"
"21890",2020,"53-7072"
"21891",2020,"53-7073"
"21892",2020,"53-7080"
"21893",2020,"53-7081"
"21894",2020,"53-7120"
"21895",2020,"53-7121"
"21896",2020,"53-7190"
"21897",2020,"53-7199"
"21898",2021,"00-0000"
"21899",2021,"11-0000"
"21900",2021,"11-1000"
"21901",2021,"11-1010"
"21902",2021,"11-1011"
"21903",2021,"11-1020"
"21904",2021,"11-1021"
"21905",2021,"11-1030"
"21906",2021,"11-1031"
"21907",2021,"11-2000"
"21908",2021,"11-2010"
"21909",2021,"11-2011"
"21910",2021,"11-2020"
"21911",2021,"11-2021"
"21912",2021,"11-2022"
"21913",2021,"11-2030"
"21914",2021,"11-2032"
"21915",2021,"11-2033"
"21916",2021,"11-3000"
"21917",2021,"11-3010"
"21918",2021,"11-3012"
"21919",2021,"11-3013"
"21920",2021,"11-3020"
"21921",2021,"11-3021"
"21922",2021,"11-3030"
"21923",2021,"11-3031"
"21924",2021,"11-3050"
"21925",2021,"11-3051"
"21926",2021,"11-3060"
"21927",2021,"11-3061"
"21928",2021,"11-3070"
"21929",2021,"11-3071"
"21930",2021,"11-3110"
"21931",2021,"11-3111"
"21932",2021,"11-3120"
"21933",2021,"11-3121"
"21934",2021,"11-3130"
"21935",2021,"11-3131"
"21936",2021,"11-9000"
"21937",2021,"11-9010"
"21938",2021,"11-9013"
"21939",2021,"11-9020"
"21940",2021,"11-9021"
"21941",2021,"11-9030"
"21942",2021,"11-9031"
"21943",2021,"11-9032"
"21944",2021,"11-9033"
"21945",2021,"11-9039"
"21946",2021,"11-9040"
"21947",2021,"11-9041"
"21948",2021,"11-9050"
"21949",2021,"11-9051"
"21950",2021,"11-9070"
"21951",2021,"11-9071"
"21952",2021,"11-9072"
"21953",2021,"11-9080"
"21954",2021,"11-9081"
"21955",2021,"11-9110"
"21956",2021,"11-9111"
"21957",2021,"11-9120"
"21958",2021,"11-9121"
"21959",2021,"11-9130"
"21960",2021,"11-9131"
"21961",2021,"11-9140"
"21962",2021,"11-9141"
"21963",2021,"11-9150"
"21964",2021,"11-9151"
"21965",2021,"11-9160"
"21966",2021,"11-9161"
"21967",2021,"11-9170"
"21968",2021,"11-9171"
"21969",2021,"11-9179"
"21970",2021,"11-9190"
"21971",2021,"11-9199"
"21972",2021,"13-0000"
"21973",2021,"13-1000"
"21974",2021,"13-1010"
"21975",2021,"13-1011"
"21976",2021,"13-1020"
"21977",2021,"13-1020"
"21978",2021,"13-1030"
"21979",2021,"13-1031"
"21980",2021,"13-1032"
"21981",2021,"13-1040"
"21982",2021,"13-1041"
"21983",2021,"13-1050"
"21984",2021,"13-1051"
"21985",2021,"13-1070"
"21986",2021,"13-1071"
"21987",2021,"13-1074"
"21988",2021,"13-1075"
"21989",2021,"13-1080"
"21990",2021,"13-1081"
"21991",2021,"13-1082"
"21992",2021,"13-1110"
"21993",2021,"13-1111"
"21994",2021,"13-1120"
"21995",2021,"13-1121"
"21996",2021,"13-1130"
"21997",2021,"13-1131"
"21998",2021,"13-1140"
"21999",2021,"13-1141"
"22000",2021,"13-1150"
"22001",2021,"13-1151"
"22002",2021,"13-1160"
"22003",2021,"13-1161"
"22004",2021,"13-1190"
"22005",2021,"13-1199"
"22006",2021,"13-2000"
"22007",2021,"13-2010"
"22008",2021,"13-2011"
"22009",2021,"13-2020"
"22010",2021,"13-2020"
"22011",2021,"13-2030"
"22012",2021,"13-2031"
"22013",2021,"13-2040"
"22014",2021,"13-2041"
"22015",2021,"13-2050"
"22016",2021,"13-2051"
"22017",2021,"13-2052"
"22018",2021,"13-2053"
"22019",2021,"13-2054"
"22020",2021,"13-2060"
"22021",2021,"13-2061"
"22022",2021,"13-2070"
"22023",2021,"13-2071"
"22024",2021,"13-2072"
"22025",2021,"13-2080"
"22026",2021,"13-2081"
"22027",2021,"13-2082"
"22028",2021,"13-2090"
"22029",2021,"13-2099"
"22030",2021,"15-0000"
"22031",2021,"15-1200"
"22032",2021,"15-1210"
"22033",2021,"15-1211"
"22034",2021,"15-1212"
"22035",2021,"15-1220"
"22036",2021,"15-1221"
"22037",2021,"15-1230"
"22038",2021,"15-1231"
"22039",2021,"15-1232"
"22040",2021,"15-1240"
"22041",2021,"15-1241"
"22042",2021,"15-1242"
"22043",2021,"15-1243"
"22044",2021,"15-1244"
"22045",2021,"15-1250"
"22046",2021,"15-1251"
"22047",2021,"15-1252"
"22048",2021,"15-1253"
"22049",2021,"15-1254"
"22050",2021,"15-1255"
"22051",2021,"15-1290"
"22052",2021,"15-1299"
"22053",2021,"15-2000"
"22054",2021,"15-2010"
"22055",2021,"15-2011"
"22056",2021,"15-2020"
"22057",2021,"15-2021"
"22058",2021,"15-2030"
"22059",2021,"15-2031"
"22060",2021,"15-2040"
"22061",2021,"15-2041"
"22062",2021,"15-2050"
"22063",2021,"15-2051"
"22064",2021,"15-2090"
"22065",2021,"15-2099"
"22066",2021,"17-0000"
"22067",2021,"17-1000"
"22068",2021,"17-1010"
"22069",2021,"17-1011"
"22070",2021,"17-1012"
"22071",2021,"17-1020"
"22072",2021,"17-1021"
"22073",2021,"17-1022"
"22074",2021,"17-2000"
"22075",2021,"17-2010"
"22076",2021,"17-2011"
"22077",2021,"17-2020"
"22078",2021,"17-2021"
"22079",2021,"17-2030"
"22080",2021,"17-2031"
"22081",2021,"17-2040"
"22082",2021,"17-2041"
"22083",2021,"17-2050"
"22084",2021,"17-2051"
"22085",2021,"17-2060"
"22086",2021,"17-2061"
"22087",2021,"17-2070"
"22088",2021,"17-2071"
"22089",2021,"17-2072"
"22090",2021,"17-2080"
"22091",2021,"17-2081"
"22092",2021,"17-2110"
"22093",2021,"17-2111"
"22094",2021,"17-2112"
"22095",2021,"17-2120"
"22096",2021,"17-2121"
"22097",2021,"17-2130"
"22098",2021,"17-2131"
"22099",2021,"17-2140"
"22100",2021,"17-2141"
"22101",2021,"17-2150"
"22102",2021,"17-2151"
"22103",2021,"17-2160"
"22104",2021,"17-2161"
"22105",2021,"17-2170"
"22106",2021,"17-2171"
"22107",2021,"17-2190"
"22108",2021,"17-2199"
"22109",2021,"17-3000"
"22110",2021,"17-3010"
"22111",2021,"17-3011"
"22112",2021,"17-3012"
"22113",2021,"17-3013"
"22114",2021,"17-3019"
"22115",2021,"17-3020"
"22116",2021,"17-3021"
"22117",2021,"17-3022"
"22118",2021,"17-3023"
"22119",2021,"17-3024"
"22120",2021,"17-3025"
"22121",2021,"17-3026"
"22122",2021,"17-3027"
"22123",2021,"17-3028"
"22124",2021,"17-3029"
"22125",2021,"17-3030"
"22126",2021,"17-3031"
"22127",2021,"19-0000"
"22128",2021,"19-1000"
"22129",2021,"19-1010"
"22130",2021,"19-1011"
"22131",2021,"19-1012"
"22132",2021,"19-1013"
"22133",2021,"19-1020"
"22134",2021,"19-1021"
"22135",2021,"19-1022"
"22136",2021,"19-1023"
"22137",2021,"19-1029"
"22138",2021,"19-1030"
"22139",2021,"19-1031"
"22140",2021,"19-1032"
"22141",2021,"19-1040"
"22142",2021,"19-1041"
"22143",2021,"19-1042"
"22144",2021,"19-1090"
"22145",2021,"19-1099"
"22146",2021,"19-2000"
"22147",2021,"19-2010"
"22148",2021,"19-2011"
"22149",2021,"19-2012"
"22150",2021,"19-2020"
"22151",2021,"19-2021"
"22152",2021,"19-2030"
"22153",2021,"19-2031"
"22154",2021,"19-2032"
"22155",2021,"19-2040"
"22156",2021,"19-2041"
"22157",2021,"19-2042"
"22158",2021,"19-2043"
"22159",2021,"19-2090"
"22160",2021,"19-2099"
"22161",2021,"19-3000"
"22162",2021,"19-3010"
"22163",2021,"19-3011"
"22164",2021,"19-3020"
"22165",2021,"19-3022"
"22166",2021,"19-3030"
"22167",2021,"19-3032"
"22168",2021,"19-3033"
"22169",2021,"19-3034"
"22170",2021,"19-3039"
"22171",2021,"19-3040"
"22172",2021,"19-3041"
"22173",2021,"19-3050"
"22174",2021,"19-3051"
"22175",2021,"19-3090"
"22176",2021,"19-3091"
"22177",2021,"19-3092"
"22178",2021,"19-3093"
"22179",2021,"19-3094"
"22180",2021,"19-3099"
"22181",2021,"19-4000"
"22182",2021,"19-4010"
"22183",2021,"19-4012"
"22184",2021,"19-4013"
"22185",2021,"19-4020"
"22186",2021,"19-4021"
"22187",2021,"19-4030"
"22188",2021,"19-4031"
"22189",2021,"19-4040"
"22190",2021,"19-4042"
"22191",2021,"19-4043"
"22192",2021,"19-4044"
"22193",2021,"19-4050"
"22194",2021,"19-4051"
"22195",2021,"19-4060"
"22196",2021,"19-4061"
"22197",2021,"19-4070"
"22198",2021,"19-4071"
"22199",2021,"19-4090"
"22200",2021,"19-4092"
"22201",2021,"19-4099"
"22202",2021,"19-5000"
"22203",2021,"19-5010"
"22204",2021,"19-5011"
"22205",2021,"19-5012"
"22206",2021,"21-0000"
"22207",2021,"21-1000"
"22208",2021,"21-1010"
"22209",2021,"21-1012"
"22210",2021,"21-1013"
"22211",2021,"21-1015"
"22212",2021,"21-1018"
"22213",2021,"21-1019"
"22214",2021,"21-1020"
"22215",2021,"21-1021"
"22216",2021,"21-1022"
"22217",2021,"21-1023"
"22218",2021,"21-1029"
"22219",2021,"21-1090"
"22220",2021,"21-1091"
"22221",2021,"21-1092"
"22222",2021,"21-1093"
"22223",2021,"21-1094"
"22224",2021,"21-1099"
"22225",2021,"21-2000"
"22226",2021,"21-2010"
"22227",2021,"21-2011"
"22228",2021,"21-2020"
"22229",2021,"21-2021"
"22230",2021,"21-2090"
"22231",2021,"21-2099"
"22232",2021,"23-0000"
"22233",2021,"23-1000"
"22234",2021,"23-1010"
"22235",2021,"23-1011"
"22236",2021,"23-1012"
"22237",2021,"23-1020"
"22238",2021,"23-1021"
"22239",2021,"23-1022"
"22240",2021,"23-1023"
"22241",2021,"23-2000"
"22242",2021,"23-2010"
"22243",2021,"23-2011"
"22244",2021,"23-2090"
"22245",2021,"23-2093"
"22246",2021,"23-2099"
"22247",2021,"25-0000"
"22248",2021,"25-1000"
"22249",2021,"25-1010"
"22250",2021,"25-1011"
"22251",2021,"25-1020"
"22252",2021,"25-1021"
"22253",2021,"25-1022"
"22254",2021,"25-1030"
"22255",2021,"25-1031"
"22256",2021,"25-1032"
"22257",2021,"25-1040"
"22258",2021,"25-1041"
"22259",2021,"25-1042"
"22260",2021,"25-1043"
"22261",2021,"25-1050"
"22262",2021,"25-1051"
"22263",2021,"25-1052"
"22264",2021,"25-1053"
"22265",2021,"25-1054"
"22266",2021,"25-1060"
"22267",2021,"25-1061"
"22268",2021,"25-1062"
"22269",2021,"25-1063"
"22270",2021,"25-1064"
"22271",2021,"25-1065"
"22272",2021,"25-1066"
"22273",2021,"25-1067"
"22274",2021,"25-1069"
"22275",2021,"25-1070"
"22276",2021,"25-1071"
"22277",2021,"25-1072"
"22278",2021,"25-1080"
"22279",2021,"25-1081"
"22280",2021,"25-1082"
"22281",2021,"25-1110"
"22282",2021,"25-1111"
"22283",2021,"25-1112"
"22284",2021,"25-1113"
"22285",2021,"25-1120"
"22286",2021,"25-1121"
"22287",2021,"25-1122"
"22288",2021,"25-1123"
"22289",2021,"25-1124"
"22290",2021,"25-1125"
"22291",2021,"25-1126"
"22292",2021,"25-1190"
"22293",2021,"25-1192"
"22294",2021,"25-1193"
"22295",2021,"25-1194"
"22296",2021,"25-1199"
"22297",2021,"25-2000"
"22298",2021,"25-2010"
"22299",2021,"25-2011"
"22300",2021,"25-2012"
"22301",2021,"25-2020"
