"","X","acs_occ_code","label","OCC2010_cps","major_cat","OCC2010_desc","OCC2010","SOC2010_orig","SOC_major_orig","SOC_minor_orig","SOC_broad_orig","SOC2010_adj","SOC_major_adj","SOC_minor_adj","SOC_broad_adj","ltuer_occ","uer_occ","ltuer_soc2010","uer_soc2010","ltuer_soc_major","uer_soc_major","ltuer_soc_minor","uer_soc_minor","ltuer_soc_broad","uer_soc_broad"
"85",85,1540,"drafters",1540,NA,"Drafters",1540,"17-3010",17,"17-3000","17-3010","17-3010",17,"17-3000","17-3010",0.412088702510654,0.05794120738913,0.412088702510654,0.05794120738913,0.38084757080403,0.0290663172643788,0.362463821991427,0.0461775026668661,0.412088702510654,0.05794120738913
"86",86,1550,"engineering technicians, except drafters",1550,NA,"Engineering technicians, except drafters",1550,"17-3020",17,"17-3000","17-3020","17-3020",17,"17-3000","17-3020",0.33352903710566,0.0388697440777284,0.33352903710566,0.0388697440777284,0.38084757080403,0.0290663172643788,0.362463821991427,0.0461775026668661,0.33352903710566,0.0388697440777284
"87",87,1560,"surveying and mapping technicians",1560,NA,"Surveying and mapping technicians",1560,"17-3031",17,"17-3000","17-3030","17-3031",17,"17-3000","17-3030",0.369091807397296,0.0624156840036252,0.369091807397296,0.0624156840036252,0.38084757080403,0.0290663172643788,0.362463821991427,0.0461775026668661,0.369091807397296,0.0624156840036252
"88",88,1600,"agricultural and food scientists",1600,NA,"Agricultural and food scientists",1600,"19-1010",19,"19-1000","19-1010","19-1010",19,"19-1000","19-1010",0.25843687952409,0.035177485629878,0.25843687952409,0.035177485629878,0.300663933358585,0.0283285859170275,0.299431316619457,0.0260245243337031,0.25843687952409,0.035177485629878
"89",89,1610,"biological scientists",1610,NA,"Biological scientists",1610,"19-1020",19,"19-1000","19-1020","19-1020",19,"19-1000","19-1020",0.257248765397623,0.0327595875741994,0.257248765397623,0.0327595875741994,0.300663933358585,0.0283285859170275,0.299431316619457,0.0260245243337031,0.257248765397623,0.0327595875741994
"90",90,1640,"conservation scientists and foresters",1640,NA,"Conservation scientists and foresters",1640,"19-1030",19,"19-1000","19-1030","19-1030",19,"19-1000","19-1030",0.326914663304019,0.0152740614017109,0.326914663304019,0.0152740614017109,0.300663933358585,0.0283285859170275,0.299431316619457,0.0260245243337031,0.326914663304019,0.0152740614017109
"91",91,1650,"medical scientists, and life scientists, all other",1650,NA,"Medical scientists",1650,"19-1040",19,"19-1000","19-1040","19-1040",19,"19-1000","19-1040",0.360385803267378,0.0208732639456772,0.360385803267378,0.0208732639456772,0.300663933358585,0.0283285859170275,0.299431316619457,0.0260245243337031,0.360385803267378,0.0208732639456772
"92",92,1700,"astronomers and physicists",1700,NA,"Astronomers and physicists",1700,"19-2010",19,"19-2000","19-2010","19-2010",19,"19-2000","19-2010",0.471919130569487,0.0243420922527941,0.471919130569487,0.0243420922527941,0.300663933358585,0.0283285859170275,0.359517688180589,0.0241276695533408,0.471919130569487,0.0243420922527941
"93",93,1710,"atmospheric and space scientists",1710,NA,"Atmospheric and space scientists",1710,"19-2021",19,"19-2000","19-2020","19-2021",19,"19-2000","19-2020",0.140204562276228,0.0129306821863526,0.140204562276228,0.0129306821863526,0.300663933358585,0.0283285859170275,0.359517688180589,0.0241276695533408,0.140204562276228,0.0129306821863526
"94",94,1720,"chemists and materials scientists",1720,NA,"Chemists and materials scientists",1720,"19-2030",19,"19-2000","19-2030","19-2030",19,"19-2000","19-2030",0.361282374344463,0.0315586668454395,0.361282374344463,0.0315586668454395,0.300663933358585,0.0283285859170275,0.359517688180589,0.0241276695533408,0.361282374344463,0.0315586668454395
"95",95,1740,"environmental scientists and geoscientists",1740,NA,"Environmental scientists and geoscientists",1740,"19-2040",19,"19-2000","19-2040","19-2040",19,"19-2000","19-2040",0.366551000687182,0.0242427960218341,0.366551000687182,0.0242427960218341,0.300663933358585,0.0283285859170275,0.359517688180589,0.0241276695533408,0.366551000687182,0.0242427960218341
"96",96,1760,"physical scientists, all other",1760,NA,"Physical scientists, all other",1760,"19-2099",19,"19-2000","19-2090","19-2099",19,"19-2000","19-2090",0.349520646772682,0.0212412866846817,0.349520646772682,0.0212412866846817,0.300663933358585,0.0283285859170275,0.359517688180589,0.0241276695533408,0.349520646772682,0.0212412866846817
"97",97,1800,"economists",1800,NA,"Economists",1800,"19-3011",19,"19-3000","19-3010","19-3011",19,"19-3000","19-3010",0.395526232808672,0.0397899927077007,0.395526232808672,0.0397899927077007,0.300663933358585,0.0283285859170275,0.305476251665332,0.024642431454,0.395526232808672,0.0397899927077007
"98",98,1820,"psychologists",1820,NA,"Psychologists",1820,"19-3030",19,"19-3000","19-3030","19-3030",19,"19-3000","19-3030",0.232687688512165,0.0124941694228143,0.232687688512165,0.0124941694228143,0.300663933358585,0.0283285859170275,0.305476251665332,0.024642431454,0.232687688512165,0.0124941694228143
"99",99,1840,"urban and regional planners",1840,NA,"Urban and regional planners",1840,"19-3051",19,"19-3000","19-3050","19-3051",19,"19-3000","19-3050",0.270357515142427,0.0486420093301503,0.270357515142427,0.0486420093301503,0.300663933358585,0.0283285859170275,0.305476251665332,0.024642431454,0.270357515142427,0.0486420093301503
"100",100,1860,"miscellaneous social scientists, including survey researchers and sociologists",1840,NA,"Miscellaneous social scientists and related workers",1860,"19-3090",19,"19-3000","19-3090","19-3051",19,"19-3000","19-3050",0.270357515142427,0.0486420093301503,0.270357515142427,0.0486420093301503,0.300663933358585,0.0283285859170275,0.305476251665332,0.024642431454,0.270357515142427,0.0486420093301503
"101",101,1900,"agricultural and food science technicians",1900,NA,"Agricultural and food science technicians",1900,"19-4011",19,"19-4000","19-4010","19-4011",19,"19-4000","19-4010",0.205646722169064,0.0433995566385775,0.205646722169064,0.0433995566385775,0.300663933358585,0.0283285859170275,0.249381746360421,0.0397376704508572,0.205646722169064,0.0433995566385775
"102",102,1910,"biological technicians",1910,NA,"Biological technicians",1910,"19-4021",19,"19-4000","19-4020","19-4021",19,"19-4000","19-4020",0.288317216433086,0.0508814745879824,0.288317216433086,0.0508814745879824,0.300663933358585,0.0283285859170275,0.249381746360421,0.0397376704508572,0.288317216433086,0.0508814745879824
"103",103,1920,"chemical technicians",1920,NA,"Chemical technicians",1920,"19-4031",19,"19-4000","19-4030","19-4031",19,"19-4000","19-4030",0.212768374416195,0.0319801018701198,0.212768374416195,0.0319801018701198,0.300663933358585,0.0283285859170275,0.249381746360421,0.0397376704508572,0.212768374416195,0.0319801018701198
"104",104,1930,"geological and petroleum technicians, and nuclear technicians",1930,NA,"Geological and petroleum technicians",1930,"19-4041",19,"19-4000","19-4040","19-4041",19,"19-4000","19-4040",0.316764730874499,0.0441244649924342,0.316764730874499,0.0441244649924342,0.300663933358585,0.0283285859170275,0.249381746360421,0.0397376704508572,0.316764730874499,0.0441244649924342
"105",105,1965,"miscellaneous life, physical, and social science technicians, including social science research assistants",1960,NA,"Miscellaneous life, physical, and social science technicians",1965,"19-4090",19,"19-4000","19-4090","19-4090",19,"19-4000","19-4090",0.255864766617226,0.0401685171168823,0.255864766617226,0.0401685171168823,0.300663933358585,0.0283285859170275,0.249381746360421,0.0397376704508572,0.255864766617226,0.0401685171168823
"106",106,2000,"counselors",2000,NA,"Counselors",2000,"21-1010",21,"21-1000","21-1010","21-1010",21,"21-1000","21-1010",0.302314216971265,0.0333294299581271,0.302314216971265,0.0333294299581271,0.309698219673683,0.0289000352680944,0.309465526544879,0.0330970312589916,0.302314216971265,0.0333294299581271
"107",107,2010,"social workers",2010,NA,"Social workers",2010,"21-1020",21,"21-1000","21-1020","21-1020",21,"21-1000","21-1020",0.323553794117603,0.0294728192148786,0.323553794117603,0.0294728192148786,0.309698219673683,0.0289000352680944,0.309465526544879,0.0330970312589916,0.323553794117603,0.0294728192148786
"108",108,2015,"probation officers and correctional treatment specialists",2010,NA,"Probation officers and correctional treatment specialists",2015,"21-1092",21,"21-1000","21-1090","21-1020",21,"21-1000","21-1020",0.323553794117603,0.0294728192148786,0.323553794117603,0.0294728192148786,0.309698219673683,0.0289000352680944,0.309465526544879,0.0330970312589916,0.323553794117603,0.0294728192148786
"109",109,2016,"social and human service assistants",2010,NA,"Social and human service assistants",2016,"21-1093",21,"21-1000","21-1090","21-1020",21,"21-1000","21-1020",0.323553794117603,0.0294728192148786,0.323553794117603,0.0294728192148786,0.309698219673683,0.0289000352680944,0.309465526544879,0.0330970312589916,0.323553794117603,0.0294728192148786
"110",110,2025,"miscellaneous community and social service specialists, including health educators and community health workers",2020,NA,"Miscellaneous community and social service specialists, including health educators and community health workers",2025,"21-109X",21,"21-1000","21-1090","21-109X",21,"21-1000","21-1090",0.285799513758778,0.0529053564192662,0.285799513758778,0.0529053564192662,0.309698219673683,0.0289000352680944,0.309465526544879,0.0330970312589916,0.285799513758778,0.0529053564192662
"111",111,2040,"clergy",2040,NA,"Clergy",2040,"21-2011",21,"21-2000","21-2010","21-2011",21,"21-2000","21-2010",0.321824628262164,0.0120264549845966,0.321824628262164,0.0120264549845966,0.309698219673683,0.0289000352680944,0.312415563841526,0.0116492548152196,0.321824628262164,0.0120264549845966
"112",112,2050,"directors, religious activities and education",2050,NA,"Directors, religious activities and education",2050,"21-2021",21,"21-2000","21-2020","21-2021",21,"21-2000","21-2020",0.230527570230208,0.00915127175174121,0.230527570230208,0.00915127175174121,0.309698219673683,0.0289000352680944,0.312415563841526,0.0116492548152196,0.230527570230208,0.00915127175174121
"113",113,2100,"lawyers, and judges, magistrates, and other judicial workers",2100,NA,"Lawyers",2100,"23-1011",23,"23-1000","23-1010","23-1011",23,"23-1000","23-1010",0.316954301083423,0.0123197448619164,0.316954301083423,0.0123197448619164,0.32841990737964,0.0207486561605114,0.316954301083423,0.0123197448619164,0.316954301083423,0.0123197448619164
"114",114,2105,"judicial law clerks",2100,NA,"Judicial law clerks",2105,"23-1012",23,"23-1000","23-1010","23-1011",23,"23-1000","23-1010",0.316954301083423,0.0123197448619164,0.316954301083423,0.0123197448619164,0.32841990737964,0.0207486561605114,0.316954301083423,0.0123197448619164,0.316954301083423,0.0123197448619164
"115",115,2145,"paralegals and legal assistants",2140,NA,"Paralegals and legal assistants",2145,"23-2011",23,"23-2000","23-2010","23-2011",23,"23-2000","23-2010",0.34915441337758,0.0356034271697814,0.34915441337758,0.0356034271697814,0.32841990737964,0.0207486561605114,0.335642288563441,0.0364635911692697,0.34915441337758,0.0356034271697814
"116",116,2160,"miscellaneous legal support workers",2150,NA,"Miscellaneous legal support workers",2160,"23-2090",23,"23-2000","23-2090","23-2090",23,"23-2000","23-2090",0.312230553869016,0.0380566428967524,0.312230553869016,0.0380566428967524,0.32841990737964,0.0207486561605114,0.335642288563441,0.0364635911692697,0.312230553869016,0.0380566428967524
"117",117,2200,"postsecondary teachers",2200,NA,"Postsecondary teachers",2200,"25-1000",25,"25-1000","25-1000","25-1000",25,"25-1000","25-1000",0.272777870862335,0.0272698910506102,0.272777870862335,0.0272698910506102,0.220142824611756,0.0336033887069905,0.272777870862335,0.0272698910506102,0.272777870862335,0.0272698910506102
"118",118,2300,"preschool and kindergarten teachers",2300,NA,"Preschool and kindergarten teachers",2300,"25-2010",25,"25-2000","25-2010","25-2010",25,"25-2000","25-2010",0.23383543184372,0.0409967711084605,0.23383543184372,0.0409967711084605,0.220142824611756,0.0336033887069905,0.198832303344207,0.0289089305928389,0.23383543184372,0.0409967711084605
"119",119,2310,"elementary and middle school teachers",2310,NA,"Elementary and middle school teachers",2310,"25-2020",25,"25-2000","25-2020","25-2020",25,"25-2000","25-2020",0.183219918462852,0.0297008442169586,0.183219918462852,0.0297008442169586,0.220142824611756,0.0336033887069905,0.198832303344207,0.0289089305928389,0.183219918462852,0.0297008442169586
"120",120,2320,"secondary school teachers",2320,NA,"Secondary school teachers",2320,"25-2030",25,"25-2000","25-2030","25-2030",25,"25-2000","25-2030",0.19862214322722,0.0219868746081335,0.19862214322722,0.0219868746081335,0.220142824611756,0.0336033887069905,0.198832303344207,0.0289089305928389,0.19862214322722,0.0219868746081335
"121",121,2330,"special education teachers",2330,NA,"Special education teachers",2330,"25-2050",25,"25-2000","25-2050","25-2050",25,"25-2000","25-2050",0.26327554995626,0.0198901602359816,0.26327554995626,0.0198901602359816,0.220142824611756,0.0336033887069905,0.198832303344207,0.0289089305928389,0.26327554995626,0.0198901602359816
"122",122,2340,"other teachers and instructors",2340,NA,"Other teachers and instructors",2340,"25-3000",25,"25-3000","25-3000","25-3000",25,"25-3000","25-3000",0.234929831511944,0.0486061492660652,0.234929831511944,0.0486061492660652,0.220142824611756,0.0336033887069905,0.234929831511944,0.0486061492660652,0.234929831511944,0.0486061492660652
"123",123,2400,"archivists, curators, and museum technicians",2400,NA,"Archivists, curators, and museum technicians",2400,"25-4010",25,"25-4000","25-4010","25-4010",25,"25-4000","25-4010",0.297883635399981,0.0442807761468963,0.297883635399981,0.0442807761468963,0.220142824611756,0.0336033887069905,0.293406662013249,0.0305595135358151,0.297883635399981,0.0442807761468963
"124",124,2430,"librarians",2430,NA,"Librarians",2430,"25-4021",25,"25-4000","25-4020","25-4021",25,"25-4000","25-4020",0.297737375741079,0.0222291639142098,0.297737375741079,0.0222291639142098,0.220142824611756,0.0336033887069905,0.293406662013249,0.0305595135358151,0.297737375741079,0.0222291639142098
"125",125,2440,"library technicians",2440,NA,"Library technicians",2440,"25-4031",25,"25-4000","25-4030","25-4031",25,"25-4000","25-4030",0.279751726836855,0.0525577839456655,0.279751726836855,0.0525577839456655,0.220142824611756,0.0336033887069905,0.293406662013249,0.0305595135358151,0.279751726836855,0.0525577839456655
"126",126,2540,"teacher assistants",2540,NA,"Teacher assistants",2540,"25-9041",25,"25-9000","25-9040","25-9041",25,"25-9000","25-9040",0.220691790561694,0.0518790069664246,0.220691790561694,0.0518790069664246,0.220142824611756,0.0336033887069905,0.222590880314943,0.0498630527077632,0.220691790561694,0.0518790069664246
"127",127,2550,"other education, training, and library workers",2550,NA,"Other education, training, and library workers",2550,"25-90XX",25,"25-9000","25-90X0","25-90XX",25,"25-9000","25-90X0",0.243830551644535,0.0347574216466059,0.243830551644535,0.0347574216466059,0.220142824611756,0.0336033887069905,0.222590880314943,0.0498630527077632,0.243830551644535,0.0347574216466059
"128",128,2600,"artists and related workers",2600,NA,"Artists and related workers",2600,"27-1010",27,"27-1000","27-1010","27-1010",27,"27-1000","27-1010",0.263747289843076,0.0499713684684475,0.263747289843076,0.0499713684684475,0.27912556063309,0.0568543023890484,0.322599189892317,0.0469521382418787,0.263747289843076,0.0499713684684475
"129",129,2630,"designers",2630,NA,"Designers",2630,"27-1020",27,"27-1000","27-1020","27-1020",27,"27-1000","27-1020",0.340390042342576,0.0461099562187434,0.340390042342576,0.0461099562187434,0.27912556063309,0.0568543023890484,0.322599189892317,0.0469521382418787,0.340390042342576,0.0461099562187434
"130",130,2700,"actors",2700,NA,"Actors",2700,"27-2011",27,"27-2000","27-2010","27-2011",27,"27-2000","27-2010",0.237482870290615,0.110654718737765,0.237482870290615,0.110654718737765,0.27912556063309,0.0568543023890484,0.208036195263141,0.0793259116089783,0.237482870290615,0.110654718737765
"131",131,2710,"producers and directors",2700,NA,"Producers and directors",2710,"27-2012",27,"27-2000","27-2010","27-2011",27,"27-2000","27-2010",0.237482870290615,0.110654718737765,0.237482870290615,0.110654718737765,0.27912556063309,0.0568543023890484,0.208036195263141,0.0793259116089783,0.237482870290615,0.110654718737765
"132",132,2720,"athletes, coaches, umpires, and related workers",2720,NA,"Athletes, coaches, umpires, and related workers",2720,"27-2020",27,"27-2000","27-2020","27-2020",27,"27-2000","27-2020",0.141640001530122,0.0634188509101359,0.141640001530122,0.0634188509101359,0.27912556063309,0.0568543023890484,0.208036195263141,0.0793259116089783,0.141640001530122,0.0634188509101359
"133",133,2740,"dancers and choreographers",2740,NA,"Dancers and choreographers",2740,"27-2030",27,"27-2000","27-2030","27-2030",27,"27-2000","27-2030",0.208940632654919,0.120457889640267,0.208940632654919,0.120457889640267,0.27912556063309,0.0568543023890484,0.208036195263141,0.0793259116089783,0.208940632654919,0.120457889640267
"134",134,2750,"musicians, singers, and related workers",2750,NA,"Musicians, singers, and related workers",2750,"27-2040",27,"27-2000","27-2040","27-2040",27,"27-2000","27-2040",0.255279126289446,0.0661786611965553,0.255279126289446,0.0661786611965553,0.27912556063309,0.0568543023890484,0.208036195263141,0.0793259116089783,0.255279126289446,0.0661786611965553
"135",135,2800,"announcers",2800,NA,"Announcers",2800,"27-3010",27,"27-3000","27-3010","27-3010",27,"27-3000","27-3010",0.283114616334258,0.067195462022692,0.283114616334258,0.067195462022692,0.27912556063309,0.0568543023890484,0.330418335162333,0.0465620544357889,0.283114616334258,0.067195462022692
"136",136,2810,"news analysts, reporters and correspondents",2810,NA,"News analysts, reporters and correspondents",2810,"27-3020",27,"27-3000","27-3020","27-3020",27,"27-3000","27-3020",0.321556452982727,0.0409431252983482,0.321556452982727,0.0409431252983482,0.27912556063309,0.0568543023890484,0.330418335162333,0.0465620544357889,0.321556452982727,0.0409431252983482
"137",137,2825,"public relations specialists",2825,NA,"Public relations specialists",2825,"27-3031",27,"27-3000","27-3030","27-3031",27,"27-3000","27-3030",0.283861081294469,0.0288030205641762,0.283861081294469,0.0288030205641762,0.27912556063309,0.0568543023890484,0.330418335162333,0.0465620544357889,0.283861081294469,0.0288030205641762
"138",138,2830,"editors",2825,NA,"Editors",2830,"27-3041",27,"27-3000","27-3040","27-3031",27,"27-3000","27-3030",0.283861081294469,0.0288030205641762,0.283861081294469,0.0288030205641762,0.27912556063309,0.0568543023890484,0.330418335162333,0.0465620544357889,0.283861081294469,0.0288030205641762
"139",139,2840,"technical writers",2840,NA,"Technical writers",2840,"27-3042",27,"27-3000","27-3040","27-3042",27,"27-3000","27-3040",0.432352416257722,0.0672318505826604,0.432352416257722,0.0672318505826604,0.27912556063309,0.0568543023890484,0.330418335162333,0.0465620544357889,0.361634745106764,0.0528948434385589
"140",140,2850,"writers and authors",2850,NA,"Writers and authors",2850,"27-3043",27,"27-3000","27-3040","27-3043",27,"27-3000","27-3040",0.33454336174641,0.0489000360278388,0.33454336174641,0.0489000360278388,0.27912556063309,0.0568543023890484,0.330418335162333,0.0465620544357889,0.361634745106764,0.0528948434385589
"141",141,2860,"miscellaneous media and communication workers",2860,NA,"Miscellaneous media and communication workers",2860,"27-3090",27,"27-3000","27-3090","27-3090",27,"27-3000","27-3090",0.321844078817239,0.0558691927835574,0.321844078817239,0.0558691927835574,0.27912556063309,0.0568543023890484,0.330418335162333,0.0465620544357889,0.321844078817239,0.0558691927835574
"142",142,2900,"broadcast and sound engineering technicians and radio operators, and media and communication equipment workers, all other",2900,NA,"Broadcast and sound engineering technicians and radio operators",2900,"27-4010",27,"27-4000","27-4010","27-4010",27,"27-4000","27-4010",0.330180496230204,0.0588773410658121,0.330180496230204,0.0588773410658121,0.27912556063309,0.0568543023890484,0.282919210200041,0.0628608665937307,0.330180496230204,0.0588773410658121
"143",143,2910,"photographers",2910,NA,"Photographers",2910,"27-4021",27,"27-4000","27-4020","27-4021",27,"27-4000","27-4020",0.275155508627787,0.0635179760801005,0.275155508627787,0.0635179760801005,0.27912556063309,0.0568543023890484,0.282919210200041,0.0628608665937307,0.275155508627787,0.0635179760801005
"144",144,2920,"television, video, and motion picture camera operators and editors",2920,NA,"Television, video, and motion picture camera operators and editors",2920,"27-4030",27,"27-4000","27-4030","27-4030",27,"27-4000","27-4030",0.240631977084425,0.0670431215549963,0.240631977084425,0.0670431215549963,0.27912556063309,0.0568543023890484,0.282919210200041,0.0628608665937307,0.240631977084425,0.0670431215549963
"145",145,3000,"chiropractors",3000,NA,"Chiropractors",3000,"29-1011",29,"29-1000","29-1010","29-1011",29,"29-1000","29-1010",0.199981669608389,0.0108463279850242,0.199981669608389,0.0108463279850242,0.276148399692573,0.0195480622323151,0.262393905541579,0.011241284872679,0.199981669608389,0.0108463279850242
"146",146,3010,"dentists",3010,NA,"Dentists",3010,"29-1020",29,"29-1000","29-1020","29-1020",29,"29-1000","29-1020",0.288259487924478,0.00854463095567736,0.288259487924478,0.00854463095567736,0.276148399692573,0.0195480622323151,0.262393905541579,0.011241284872679,0.288259487924478,0.00854463095567736
"147",147,3030,"dietitians and nutritionists",3030,NA,"Dietitians and nutritionists",3030,"29-1031",29,"29-1000","29-1030","29-1031",29,"29-1000","29-1030",0.278364674922474,0.0236812507482244,0.278364674922474,0.0236812507482244,0.276148399692573,0.0195480622323151,0.262393905541579,0.011241284872679,0.278364674922474,0.0236812507482244
"148",148,3040,"optometrists",3040,NA,"Optometrists",3040,"29-1041",29,"29-1000","29-1040","29-1041",29,"29-1000","29-1040",0.280272957309158,0.00348719649953648,0.280272957309158,0.00348719649953648,0.276148399692573,0.0195480622323151,0.262393905541579,0.011241284872679,0.280272957309158,0.00348719649953648
"149",149,3050,"pharmacists",3050,NA,"Pharmacists",3050,"29-1051",29,"29-1000","29-1050","29-1051",29,"29-1000","29-1050",0.332330738047828,0.0162480841581745,0.332330738047828,0.0162480841581745,0.276148399692573,0.0195480622323151,0.262393905541579,0.011241284872679,0.332330738047828,0.0162480841581745
"150",150,3060,"physicians and surgeons",3060,NA,"Physicians and surgeons",3060,"29-1060",29,"29-1000","29-1060","29-1060",29,"29-1000","29-1060",0.28033947654937,0.00576384838250654,0.28033947654937,0.00576384838250654,0.276148399692573,0.0195480622323151,0.262393905541579,0.011241284872679,0.28033947654937,0.00576384838250654
"151",151,3110,"physician assistants",3110,NA,"Physician assistants",3110,"29-1071",29,"29-1000","29-1070","29-1071",29,"29-1000","29-1070",0.169979537440772,0.0129537803646122,0.169979537440772,0.0129537803646122,0.276148399692573,0.0195480622323151,0.262393905541579,0.011241284872679,0.169979537440772,0.0129537803646122
"152",152,3120,"podiatrists",3120,NA,"Podiatrists",3120,"29-1081",29,"29-1000","29-1080","29-1081",29,"29-1000","29-1080",0,0.0128882198473156,0,0.0128882198473156,0.276148399692573,0.0195480622323151,0.262393905541579,0.011241284872679,0,0.0128882198473156
"153",153,3140,"audiologists",3140,NA,"Audiologists",3140,"29-1181",29,"29-1000","29-1180","29-1181",29,"29-1000","29-1180",0.46479482712697,0.0129843583936301,0.46479482712697,0.0129843583936301,0.276148399692573,0.0195480622323151,0.262393905541579,0.011241284872679,0.46479482712697,0.0129843583936301
"154",154,3150,"occupational therapists",3150,NA,"Occupational therapists",3150,"29-1122",29,"29-1000","29-1120","29-1122",29,"29-1000","29-1120",0.200267056476753,0.0142315779957279,0.200267056476753,0.0142315779957279,0.276148399692573,0.0195480622323151,0.262393905541579,0.011241284872679,0.232380975029085,0.015040755749596
"155",155,3160,"physical therapists",3160,NA,"Physical therapists",3160,"29-1123",29,"29-1000","29-1120","29-1123",29,"29-1000","29-1120",0.169804719615778,0.0142940428005504,0.169804719615778,0.0142940428005504,0.276148399692573,0.0195480622323151,0.262393905541579,0.011241284872679,0.232380975029085,0.015040755749596
"156",156,3200,"radiation therapists",3200,NA,"Radiation therapists",3200,"29-1124",29,"29-1000","29-1120","29-1124",29,"29-1000","29-1120",0.727204166792517,0.0203297213783622,0.727204166792517,0.0203297213783622,0.276148399692573,0.0195480622323151,0.262393905541579,0.011241284872679,0.232380975029085,0.015040755749596
"157",157,3210,"recreational therapists",3210,NA,"Recreational therapists",3210,"29-1125",29,"29-1000","29-1120","29-1125",29,"29-1000","29-1120",0.207521972068858,0.0135231001949951,0.207521972068858,0.0135231001949951,0.276148399692573,0.0195480622323151,0.262393905541579,0.011241284872679,0.232380975029085,0.015040755749596
"158",158,3220,"respiratory therapists",3220,NA,"Respiratory therapists",3220,"29-1126",29,"29-1000","29-1120","29-1126",29,"29-1000","29-1120",0.394209428815084,0.016274770979031,0.394209428815084,0.016274770979031,0.276148399692573,0.0195480622323151,0.262393905541579,0.011241284872679,0.232380975029085,0.015040755749596
"159",159,3230,"speech-language pathologists",3230,NA,"Speech-language pathologists",3230,"29-1127",29,"29-1000","29-1120","29-1127",29,"29-1000","29-1120",0.125441240704878,0.0119085774013887,0.125441240704878,0.0119085774013887,0.276148399692573,0.0195480622323151,0.262393905541579,0.011241284872679,0.232380975029085,0.015040755749596
"160",160,3245,"other therapists, including exercise physiologists",3240,NA,"Therapists, all other",3245,"29-1129",29,"29-1000","29-1120","29-1129",29,"29-1000","29-1120",0.244684534588089,0.0179522096380877,0.244684534588089,0.0179522096380877,0.276148399692573,0.0195480622323151,0.262393905541579,0.011241284872679,0.232380975029085,0.015040755749596
"161",161,3250,"veterinarians",3250,NA,"Veterinarians",3250,"29-1131",29,"29-1000","29-1130","29-1131",29,"29-1000","29-1130",0.225473133958559,0.00628478668775121,0.225473133958559,0.00628478668775121,0.276148399692573,0.0195480622323151,0.262393905541579,0.011241284872679,0.225473133958559,0.00628478668775121
"162",162,3255,"registered nurses",3250,NA,"Registered nurses",3255,"29-1141",29,"29-1000","29-1140","29-1131",29,"29-1000","29-1130",0.225473133958559,0.00628478668775121,0.225473133958559,0.00628478668775121,0.276148399692573,0.0195480622323151,0.262393905541579,0.011241284872679,0.225473133958559,0.00628478668775121
"163",163,3256,"nurse anesthetists",3250,NA,"Nurse anesthetists",3256,"29-1151",29,"29-1000","29-1150","29-1131",29,"29-1000","29-1130",0.225473133958559,0.00628478668775121,0.225473133958559,0.00628478668775121,0.276148399692573,0.0195480622323151,0.262393905541579,0.011241284872679,0.225473133958559,0.00628478668775121
"164",164,3258,"nurse practitioners and nurse midwives",3250,NA,"Nurse practitioners",3258,"29-1171",29,"29-1000","29-1170","29-1131",29,"29-1000","29-1130",0.225473133958559,0.00628478668775121,0.225473133958559,0.00628478668775121,0.276148399692573,0.0195480622323151,0.262393905541579,0.011241284872679,0.225473133958559,0.00628478668775121
"165",165,3260,"health diagnosing and treating practitioners, all other",3260,NA,"Health diagnosing and treating practitioners, all other",3260,"29-1199",29,"29-1000","29-1190","29-1199",29,"29-1000","29-1190",0.331591423131466,0.0158453157530207,0.331591423131466,0.0158453157530207,0.276148399692573,0.0195480622323151,0.262393905541579,0.011241284872679,0.331591423131466,0.0158453157530207
"166",166,3300,"clinical laboratory technologists and technicians",3300,NA,"Clinical laboratory technologists and technicians",3300,"29-2010",29,"29-2000","29-2010","29-2010",29,"29-2000","29-2010",0.325251748330939,0.0270426740135988,0.325251748330939,0.0270426740135988,0.276148399692573,0.0195480622323151,0.284544164496379,0.0278952415542973,0.325251748330939,0.0270426740135988
"167",167,3310,"dental hygienists",3310,NA,"Dental hygienists",3310,"29-2021",29,"29-2000","29-2020","29-2021",29,"29-2000","29-2020",0.179276435890476,0.019139490318461,0.179276435890476,0.019139490318461,0.276148399692573,0.0195480622323151,0.284544164496379,0.0278952415542973,0.179276435890476,0.019139490318461
"168",168,3320,"diagnostic related technologists and technicians",3320,NA,"Diagnostic related technologists and technicians",3320,"29-2030",29,"29-2000","29-2030","29-2030",29,"29-2000","29-2030",0.278914214862728,0.017410442960612,0.278914214862728,0.017410442960612,0.276148399692573,0.0195480622323151,0.284544164496379,0.0278952415542973,0.278914214862728,0.017410442960612
"169",169,3400,"emergency medical technicians and paramedics",3400,NA,"Emergency medical technicians and paramedics",3400,"29-2041",29,"29-2000","29-2040","29-2041",29,"29-2000","29-2040",0.257533525115588,0.0229705690462245,0.257533525115588,0.0229705690462245,0.276148399692573,0.0195480622323151,0.284544164496379,0.0278952415542973,0.257533525115588,0.0229705690462245
"170",170,3420,"health practitioner support technologists and technicians",3410,NA,"Health practitioner support technologists and technicians",3420,"29-2050",29,"29-2000","29-2050","29-2050",29,"29-2000","29-2050",0.284499154826738,0.0317548412164857,0.284499154826738,0.0317548412164857,0.276148399692573,0.0195480622323151,0.284544164496379,0.0278952415542973,0.284499154826738,0.0317548412164857
