"","X","acs_occ_code","label","OCC2010_cps","major_cat","OCC2010_desc","OCC2010","SOC2010_orig","SOC_major_orig","SOC_minor_orig","SOC_broad_orig","SOC2010_adj","SOC_major_adj","SOC_minor_adj","SOC_broad_adj","ltuer_occ","uer_occ","ltuer_soc2010","uer_soc2010","ltuer_soc_major","uer_soc_major","ltuer_soc_minor","uer_soc_minor","ltuer_soc_broad","uer_soc_broad"
"254",254,4940,"telemarketers",4940,NA,"Telemarketers",4940,"41-9041",41,"41-9000","41-9040","41-9041",41,"41-9000","41-9040",0.306120081804825,0.206483843188641,0.306120081804825,0.206483843188641,0.292378071565488,0.0590578718300433,0.311258723541792,0.0551935093116449,0.306120081804825,0.206483843188641
"255",255,4950,"door-to-door sales workers, news and street vendors, and related workers",4950,NA,"Door-to-door sales workers, news and street vendors, and related workers",4950,"41-9091",41,"41-9000","41-9090","41-9091",41,"41-9000","41-9090",0.330531859469652,0.0809691936407682,0.330531859469652,0.0809691936407682,0.292378071565488,0.0590578718300433,0.311258723541792,0.0551935093116449,0.330531859469652,0.0809691936407682
"256",256,5000,"first-line supervisors of office and administrative support workers",5000,NA,"First-line supervisors of office and administrative support workers",5000,"43-1011",43,"43-1000","43-1010","43-1011",43,"43-1000","43-1010",0.360544796493526,0.0315100301136654,0.360544796493526,0.0315100301136654,0.310140250136398,0.0547213385063577,0.360544796493526,0.0315100301136654,0.360544796493526,0.0315100301136654
"257",257,5010,"switchboard operators, including answering service",5010,NA,"Switchboard operators, including answering service",5010,"43-2011",43,"43-2000","43-2010","43-2011",43,"43-2000","43-2010",0.307147040590784,0.0768754890154023,0.307147040590784,0.0768754890154023,0.310140250136398,0.0547213385063577,0.343777804483154,0.0798110203309952,0.307147040590784,0.0768754890154023
"258",258,5020,"telephone operators",5020,NA,"Telephone operators",5020,"43-2021",43,"43-2000","43-2020","43-2021",43,"43-2000","43-2020",0.372300379311609,0.0822567771246612,0.372300379311609,0.0822567771246612,0.310140250136398,0.0547213385063577,0.343777804483154,0.0798110203309952,0.372300379311609,0.0822567771246612
"259",259,5100,"bill and account collectors",5100,NA,"Bill and account collectors",5100,"43-3011",43,"43-3000","43-3010","43-3011",43,"43-3000","43-3010",0.312054569321133,0.0822183913997732,0.312054569321133,0.0822183913997732,0.310140250136398,0.0547213385063577,0.323978414281955,0.0400530486670618,0.312054569321133,0.0822183913997732
"260",260,5110,"billing and posting clerks ",5110,NA,"Billing and posting clerks",5110,"43-3021",43,"43-3000","43-3020","43-3021",43,"43-3000","43-3020",0.344434801391976,0.0369508280010759,0.344434801391976,0.0369508280010759,0.310140250136398,0.0547213385063577,0.323978414281955,0.0400530486670618,0.344434801391976,0.0369508280010759
"261",261,5120,"bookkeeping, accounting, and auditing clerks",5120,NA,"Bookkeeping, accounting, and auditing clerks",5120,"43-3031",43,"43-3000","43-3030","43-3031",43,"43-3000","43-3030",0.324312593361467,0.0356967922549342,0.324312593361467,0.0356967922549342,0.310140250136398,0.0547213385063577,0.323978414281955,0.0400530486670618,0.324312593361467,0.0356967922549342
"262",262,5130,"gaming cage workers",5130,NA,"Gaming cage workers",5130,"43-3041",43,"43-3000","43-3040","43-3041",43,"43-3000","43-3040",0.435621012477163,0.0865839440278593,0.435621012477163,0.0865839440278593,0.310140250136398,0.0547213385063577,0.323978414281955,0.0400530486670618,0.435621012477163,0.0865839440278593
"263",263,5140,"payroll and timekeeping clerks",5140,NA,"Payroll and timekeeping clerks",5140,"43-3051",43,"43-3000","43-3050","43-3051",43,"43-3000","43-3050",0.373590192252658,0.0446428422787073,0.373590192252658,0.0446428422787073,0.310140250136398,0.0547213385063577,0.323978414281955,0.0400530486670618,0.373590192252658,0.0446428422787073
"264",264,5150,"procurement clerks",5150,NA,"Procurement clerks",5150,"43-3061",43,"43-3000","43-3060","43-3061",43,"43-3000","43-3060",0.226639152514577,0.026012988712708,0.226639152514577,0.026012988712708,0.310140250136398,0.0547213385063577,0.323978414281955,0.0400530486670618,0.226639152514577,0.026012988712708
"265",265,5160,"tellers",5160,NA,"Tellers",5160,"43-3071",43,"43-3000","43-3070","43-3071",43,"43-3000","43-3070",0.282194595663177,0.0370600707158719,0.282194595663177,0.0370600707158719,0.310140250136398,0.0547213385063577,0.323978414281955,0.0400530486670618,0.282194595663177,0.0370600707158719
"266",266,5200,"brokerage clerks",5200,NA,"Brokerage clerks",5200,"43-4011",43,"43-4000","43-4010","43-4011",43,"43-4000","43-4010",0.423583046350768,0.103512338070754,0.423583046350768,0.103512338070754,0.310140250136398,0.0547213385063577,0.295404636489412,0.0651009382482715,0.423583046350768,0.103512338070754
"267",267,5220,"court, municipal, and license clerks",5220,NA,"Court, municipal, and license clerks",5220,"43-4031",43,"43-4000","43-4030","43-4031",43,"43-4000","43-4030",0.321314156526324,0.0210696748633939,0.321314156526324,0.0210696748633939,0.310140250136398,0.0547213385063577,0.295404636489412,0.0651009382482715,0.321314156526324,0.0210696748633939
"268",268,5230,"credit authorizers, checkers, and clerks",5230,NA,"Credit authorizers, checkers, and clerks",5230,"43-4041",43,"43-4000","43-4040","43-4041",43,"43-4000","43-4040",0.34722513757717,0.0358972532056556,0.34722513757717,0.0358972532056556,0.310140250136398,0.0547213385063577,0.295404636489412,0.0651009382482715,0.34722513757717,0.0358972532056556
"269",269,5240,"customer service representatives",5240,NA,"Customer service representatives",5240,"43-4051",43,"43-4000","43-4050","43-4051",43,"43-4000","43-4050",0.288009955134247,0.0646225550746709,0.288009955134247,0.0646225550746709,0.310140250136398,0.0547213385063577,0.295404636489412,0.0651009382482715,0.288009955134247,0.0646225550746709
"270",270,5250,"eligibility interviewers, government programs",5250,NA,"Eligibility interviewers, government programs",5250,"43-4061",43,"43-4000","43-4060","43-4061",43,"43-4000","43-4060",0.378316685972969,0.0267496992506614,0.378316685972969,0.0267496992506614,0.310140250136398,0.0547213385063577,0.295404636489412,0.0651009382482715,0.378316685972969,0.0267496992506614
"271",271,5260,"file clerks",5260,NA,"File clerks",5260,"43-4071",43,"43-4000","43-4070","43-4071",43,"43-4000","43-4070",0.274466044940297,0.068777517378784,0.274466044940297,0.068777517378784,0.310140250136398,0.0547213385063577,0.295404636489412,0.0651009382482715,0.274466044940297,0.068777517378784
"272",272,5300,"hotel, motel, and resort desk clerks",5300,NA,"Hotel, motel, and resort desk clerks",5300,"43-4081",43,"43-4000","43-4080","43-4081",43,"43-4000","43-4080",0.261249883420083,0.0865262325579561,0.261249883420083,0.0865262325579561,0.310140250136398,0.0547213385063577,0.295404636489412,0.0651009382482715,0.261249883420083,0.0865262325579561
"273",273,5310,"interviewers, except eligibility and loan",5310,NA,"Interviewers, except eligibility and loan",5310,"43-4111",43,"43-4000","43-4110","43-4111",43,"43-4000","43-4110",0.334842623130792,0.113031548510504,0.334842623130792,0.113031548510504,0.310140250136398,0.0547213385063577,0.295404636489412,0.0651009382482715,0.334842623130792,0.113031548510504
"274",274,5320,"library assistants, clerical",5320,NA,"Library assistants, clerical",5320,"43-4121",43,"43-4000","43-4120","43-4121",43,"43-4000","43-4120",0.326311167202535,0.0518895899899108,0.326311167202535,0.0518895899899108,0.310140250136398,0.0547213385063577,0.295404636489412,0.0651009382482715,0.326311167202535,0.0518895899899108
"275",275,5330,"loan interviewers and clerks",5330,NA,"Loan interviewers and clerks",5330,"43-4131",43,"43-4000","43-4130","43-4131",43,"43-4000","43-4130",0.376136041812197,0.0530531547266931,0.376136041812197,0.0530531547266931,0.310140250136398,0.0547213385063577,0.295404636489412,0.0651009382482715,0.376136041812197,0.0530531547266931
"276",276,5340,"new accounts clerks",5340,NA,"New accounts clerks",5340,"43-4141",43,"43-4000","43-4140","43-4141",43,"43-4000","43-4140",0.364252011413237,0.0302879921661079,0.364252011413237,0.0302879921661079,0.310140250136398,0.0547213385063577,0.295404636489412,0.0651009382482715,0.364252011413237,0.0302879921661079
"277",277,5350,"correspondence clerks and order clerks",5350,NA,"Order clerks",5350,"43-4151",43,"43-4000","43-4150","43-4151",43,"43-4000","43-4150",0.323066391205429,0.066052213826753,0.323066391205429,0.066052213826753,0.310140250136398,0.0547213385063577,0.295404636489412,0.0651009382482715,0.323066391205429,0.066052213826753
"278",278,5360,"human resources assistants, except payroll and timekeeping",5360,NA,"Human resources assistants, except payroll and timekeeping",5360,"43-4161",43,"43-4000","43-4160","43-4161",43,"43-4000","43-4160",0.389542286499421,0.0531646644164854,0.389542286499421,0.0531646644164854,0.310140250136398,0.0547213385063577,0.295404636489412,0.0651009382482715,0.389542286499421,0.0531646644164854
"279",279,5400,"receptionists and information clerks",5400,NA,"Receptionists and information clerks",5400,"43-4171",43,"43-4000","43-4170","43-4171",43,"43-4000","43-4170",0.289138613576025,0.0670268819340372,0.289138613576025,0.0670268819340372,0.310140250136398,0.0547213385063577,0.295404636489412,0.0651009382482715,0.289138613576025,0.0670268819340372
"280",280,5410,"reservation and transportation ticket agents and travel clerks",5410,NA,"Reservation and transportation ticket agents and travel clerks",5410,"43-4181",43,"43-4000","43-4180","43-4181",43,"43-4000","43-4180",0.278109069147454,0.0548359919644543,0.278109069147454,0.0548359919644543,0.310140250136398,0.0547213385063577,0.295404636489412,0.0651009382482715,0.278109069147454,0.0548359919644543
"281",281,5500,"cargo and freight agents",5500,NA,"Cargo and freight agents",5500,"43-5011",43,"43-5000","43-5010","43-5011",43,"43-5000","43-5010",0.342925250772723,0.0535052382400961,0.342925250772723,0.0535052382400961,0.310140250136398,0.0547213385063577,0.301023465156938,0.0670776052816578,0.342925250772723,0.0535052382400961
"282",282,5510,"couriers and messengers",5510,NA,"Couriers and messengers",5510,"43-5021",43,"43-5000","43-5020","43-5021",43,"43-5000","43-5020",0.277371618136668,0.0643605472284061,0.277371618136668,0.0643605472284061,0.310140250136398,0.0547213385063577,0.301023465156938,0.0670776052816578,0.277371618136668,0.0643605472284061
"283",283,5520,"dispatchers",5520,NA,"Dispatchers",5520,"43-5030",43,"43-5000","43-5030","43-5030",43,"43-5000","43-5030",0.308593736641888,0.0400044142346409,0.308593736641888,0.0400044142346409,0.310140250136398,0.0547213385063577,0.301023465156938,0.0670776052816578,0.308593736641888,0.0400044142346409
"284",284,5530,"meter readers, utilities",5530,NA,"Meter readers, utilities",5530,"43-5041",43,"43-5000","43-5040","43-5041",43,"43-5000","43-5040",0.312469677766452,0.0373940185934725,0.312469677766452,0.0373940185934725,0.310140250136398,0.0547213385063577,0.301023465156938,0.0670776052816578,0.312469677766452,0.0373940185934725
"285",285,5540,"postal service clerks",5540,NA,"Postal service clerks",5540,"43-5051",43,"43-5000","43-5050","43-5051",43,"43-5000","43-5050",0.358240303484005,0.0250502607723508,0.358240303484005,0.0250502607723508,0.310140250136398,0.0547213385063577,0.301023465156938,0.0670776052816578,0.328458439072968,0.0229310294451902
"286",286,5550,"postal service mail carriers",5550,NA,"Postal service mail carriers",5550,"43-5052",43,"43-5000","43-5050","43-5052",43,"43-5000","43-5050",0.291478723707145,0.0166429176182819,0.291478723707145,0.0166429176182819,0.310140250136398,0.0547213385063577,0.301023465156938,0.0670776052816578,0.328458439072968,0.0229310294451902
"287",287,5560,"postal service mail sorters, processors, and processing machine operators",5560,NA,"Postal service mail sorters, processors, and processing machine operators",5560,"43-5053",43,"43-5000","43-5050","43-5053",43,"43-5000","43-5050",0.35816129251793,0.0463916293827348,0.35816129251793,0.0463916293827348,0.310140250136398,0.0547213385063577,0.301023465156938,0.0670776052816578,0.328458439072968,0.0229310294451902
"288",288,5600,"production, planning, and expediting clerks",5600,NA,"Production, planning, and expediting clerks",5600,"43-5061",43,"43-5000","43-5060","43-5061",43,"43-5000","43-5060",0.328707722293464,0.0415605166484366,0.328707722293464,0.0415605166484366,0.310140250136398,0.0547213385063577,0.301023465156938,0.0670776052816578,0.328707722293464,0.0415605166484366
"289",289,5610,"shipping, receiving, and traffic clerks",5610,NA,"Shipping, receiving, and traffic clerks",5610,"43-5071",43,"43-5000","43-5070","43-5071",43,"43-5000","43-5070",0.322309437562536,0.0692944044631467,0.322309437562536,0.0692944044631467,0.310140250136398,0.0547213385063577,0.301023465156938,0.0670776052816578,0.322309437562536,0.0692944044631467
"290",290,5620,"stock clerks and order fillers",5620,NA,"Stock clerks and order fillers",5620,"43-5081",43,"43-5000","43-5080","43-5081",43,"43-5000","43-5080",0.294089881596576,0.0905044757190203,0.294089881596576,0.0905044757190203,0.310140250136398,0.0547213385063577,0.301023465156938,0.0670776052816578,0.294089881596576,0.0905044757190203
"291",291,5630,"weighers, measurers, checkers, and samplers, recordkeeping",5630,NA,"Weighers, measurers, checkers, and samplers, recordkeeping",5630,"43-5111",43,"43-5000","43-5110","43-5111",43,"43-5000","43-5110",0.304391940720089,0.0643898196761048,0.304391940720089,0.0643898196761048,0.310140250136398,0.0547213385063577,0.301023465156938,0.0670776052816578,0.304391940720089,0.0643898196761048
"292",292,5700,"secretaries and administrative assistants",5700,NA,"Secretaries and administrative assistants",5700,"43-6010",43,"43-6000","43-6010","43-6010",43,"43-6000","43-6010",0.336501969425713,0.0417553702763171,0.336501969425713,0.0417553702763171,0.310140250136398,0.0547213385063577,0.336501969425713,0.0417553702763171,0.336501969425713,0.0417553702763171
"293",293,5800,"computer operators",5800,NA,"Computer operators",5800,"43-9011",43,"43-9000","43-9010","43-9011",43,"43-9000","43-9010",0.385323320337036,0.0567595465946586,0.385323320337036,0.0567595465946586,0.310140250136398,0.0547213385063577,0.311273727291761,0.0565528201960872,0.385323320337036,0.0567595465946586
"294",294,5810,"data entry keyers",5810,NA,"Data entry keyers",5810,"43-9021",43,"43-9000","43-9020","43-9021",43,"43-9000","43-9020",0.325186670179131,0.0814518663454952,0.325186670179131,0.0814518663454952,0.310140250136398,0.0547213385063577,0.311273727291761,0.0565528201960872,0.321021827632265,0.0763368679646764
"295",295,5820,"word processors and typists",5820,NA,"Word processors and typists",5820,"43-9022",43,"43-9000","43-9020","43-9022",43,"43-9000","43-9020",0.306910935109468,0.0629444803719822,0.306910935109468,0.0629444803719822,0.310140250136398,0.0547213385063577,0.311273727291761,0.0565528201960872,0.321021827632265,0.0763368679646764
"296",296,5840,"insurance claims and policy processing clerks",5840,NA,"Insurance claims and policy processing clerks",5840,"43-9041",43,"43-9000","43-9040","43-9041",43,"43-9000","43-9040",0.32371468882668,0.0397485489323936,0.32371468882668,0.0397485489323936,0.310140250136398,0.0547213385063577,0.311273727291761,0.0565528201960872,0.32371468882668,0.0397485489323936
"297",297,5850,"mail clerks and mail machine operators, except postal service",5850,NA,"Mail clerks and mail machine operators, except postal service",5850,"43-9051",43,"43-9000","43-9050","43-9051",43,"43-9000","43-9050",0.30750890290356,0.084130981627052,0.30750890290356,0.084130981627052,0.310140250136398,0.0547213385063577,0.311273727291761,0.0565528201960872,0.30750890290356,0.084130981627052
"298",298,5860,"office clerks, general",5860,NA,"Office clerks, general",5860,"43-9061",43,"43-9000","43-9060","43-9061",43,"43-9000","43-9060",0.300686582829109,0.058834302060463,0.300686582829109,0.058834302060463,0.310140250136398,0.0547213385063577,0.311273727291761,0.0565528201960872,0.300686582829109,0.058834302060463
"299",299,5900,"office machine operators, except computer",5900,NA,"Office machine operators, except computer",5900,"43-9071",43,"43-9000","43-9070","43-9071",43,"43-9000","43-9070",0.285284778738495,0.0747432546669609,0.285284778738495,0.0747432546669609,0.310140250136398,0.0547213385063577,0.311273727291761,0.0565528201960872,0.285284778738495,0.0747432546669609
"300",300,5910,"proofreaders and copy markers",5910,NA,"Proofreaders and copy markers",5910,"43-9081",43,"43-9000","43-9080","43-9081",43,"43-9000","43-9080",0.299814165305068,0.07804706051405,0.299814165305068,0.07804706051405,0.310140250136398,0.0547213385063577,0.311273727291761,0.0565528201960872,0.299814165305068,0.07804706051405
"301",301,5920,"statistical assistants",5920,NA,"Statistical assistants",5920,"43-9111",43,"43-9000","43-9110","43-9111",43,"43-9000","43-9110",0.234135188651553,0.0206600362173707,0.234135188651553,0.0206600362173707,0.310140250136398,0.0547213385063577,0.311273727291761,0.0565528201960872,0.234135188651553,0.0206600362173707
"302",302,5940,"miscellaneous office and administrative support workers, including desktop publishers",5940,NA,"Office and administrative support workers, all other",5940,"43-9199",43,"43-9000","43-9190","43-9199",43,"43-9000","43-9190",0.313499514970968,0.0387627929650593,0.313499514970968,0.0387627929650593,0.310140250136398,0.0547213385063577,0.311273727291761,0.0565528201960872,0.313499514970968,0.0387627929650593
"303",303,6005,"first-line supervisors of farming, fishing, and forestry workers",6005,NA,"First-line supervisors of farming, fishing, and forestry workers",6005,"45-1011",45,"45-1000","45-1010","45-1011",45,"45-1000","45-1010",0.186333022625819,0.0414236435061114,0.186333022625819,0.0414236435061114,0.183035343939682,0.107635821582775,0.186333022625819,0.0414236435061114,0.186333022625819,0.0414236435061114
"304",304,6010,"agricultural inspectors",6010,NA,"Agricultural inspectors",6010,"45-2011",45,"45-2000","45-2010","45-2011",45,"45-2000","45-2010",0.254800937036514,0.0555194436799883,0.254800937036514,0.0555194436799883,0.183035343939682,0.107635821582775,0.177531093331065,0.111804907310538,0.254800937036514,0.0555194436799883
"305",305,6040,"graders and sorters, agricultural products",6040,NA,"Graders and sorters, agricultural products",6040,"45-2041",45,"45-2000","45-2040","45-2041",45,"45-2000","45-2040",0.202012040931194,0.155150067109942,0.202012040931194,0.155150067109942,0.183035343939682,0.107635821582775,0.177531093331065,0.111804907310538,0.202012040931194,0.155150067109942
"306",306,6050,"miscellaneous agricultural workers, including animal breeders",6050,NA,"Miscellaneous agricultural workers",6050,"45-2090",45,"45-2000","45-2090","45-2090",45,"45-2000","45-2090",0.172972734787157,0.108485690414789,0.172972734787157,0.108485690414789,0.183035343939682,0.107635821582775,0.177531093331065,0.111804907310538,0.172972734787157,0.108485690414789
"307",307,6100,"fishing and hunting workers",6100,NA,"Fishers and related fishing workers",6100,"45-3011",45,"45-3000","45-3010","45-3011",45,"45-3000","45-3010",0.200007195897337,0.113566646243115,0.200007195897337,0.113566646243115,0.183035343939682,0.107635821582775,0.200007195897337,0.113566646243115,0.200007195897337,0.113566646243115
"308",308,6120,"forest and conservation workers",6120,NA,"Forest and conservation workers",6120,"45-4011",45,"45-4000","45-4010","45-4011",45,"45-4000","45-4010",0.194371636926395,0.114939959496984,0.194371636926395,0.114939959496984,0.183035343939682,0.107635821582775,0.241543874195452,0.098879702939003,0.194371636926395,0.114939959496984
"309",309,6130,"logging workers",6130,NA,"Logging workers",6130,"45-4020",45,"45-4000","45-4020","45-4020",45,"45-4000","45-4020",0.256106977071804,0.0947907253643904,0.256106977071804,0.0947907253643904,0.183035343939682,0.107635821582775,0.241543874195452,0.098879702939003,0.256106977071804,0.0947907253643904
"310",310,6200,"first-line supervisors of construction trades and extraction workers",6200,NA,"First-line supervisors of construction trades and extraction workers",6200,"47-1011",47,"47-1000","47-1010","47-1011",47,"47-1000","47-1010",0.293540688619514,0.0482814282197364,0.293540688619514,0.0482814282197364,0.26508009528942,0.096289966836246,0.293540688619514,0.0482814282197364,0.293540688619514,0.0482814282197364
"311",311,6210,"boilermakers",6210,NA,"Boilermakers",6210,"47-2011",47,"47-2000","47-2010","47-2011",47,"47-2000","47-2010",0.133006298053331,0.205831689951439,0.133006298053331,0.205831689951439,0.26508009528942,0.096289966836246,0.262788141620567,0.10226374877555,0.133006298053331,0.205831689951439
"312",312,6220,"brickmasons, blockmasons, stonemasons, and reinforcing iron and rebar workers",6220,NA,"Brickmasons, blockmasons, and stonemasons",6220,"47-2020",47,"47-2000","47-2020","47-2020",47,"47-2000","47-2020",0.22338241096803,0.120051044503696,0.22338241096803,0.120051044503696,0.26508009528942,0.096289966836246,0.262788141620567,0.10226374877555,0.22338241096803,0.120051044503696
"313",313,6230,"carpenters",6230,NA,"Carpenters",6230,"47-2031",47,"47-2000","47-2030","47-2031",47,"47-2000","47-2030",0.291825969317317,0.0963102803403379,0.291825969317317,0.0963102803403379,0.26508009528942,0.096289966836246,0.262788141620567,0.10226374877555,0.291825969317317,0.0963102803403379
"314",314,6240,"carpet, floor, and tile installers and finishers",6240,NA,"Carpet, floor, and tile installers and finishers",6240,"47-2040",47,"47-2000","47-2040","47-2040",47,"47-2000","47-2040",0.264493286536774,0.0927600703483998,0.264493286536774,0.0927600703483998,0.26508009528942,0.096289966836246,0.262788141620567,0.10226374877555,0.264493286536774,0.0927600703483998
"315",315,6250,"cement masons, concrete finishers, and terrazzo workers",6250,NA,"Cement masons, concrete finishers, and terrazzo workers",6250,"47-2050",47,"47-2000","47-2050","47-2050",47,"47-2000","47-2050",0.225544658542895,0.130960768330165,0.225544658542895,0.130960768330165,0.26508009528942,0.096289966836246,0.262788141620567,0.10226374877555,0.225544658542895,0.130960768330165
"316",316,6260,"construction laborers",6260,NA,"Construction laborers",6260,"47-2061",47,"47-2000","47-2060","47-2061",47,"47-2000","47-2060",0.264946424146547,0.125829593940102,0.264946424146547,0.125829593940102,0.26508009528942,0.096289966836246,0.262788141620567,0.10226374877555,0.264946424146547,0.125829593940102
"317",317,6300,"paving, surfacing, and tamping equipment operators",6300,NA,"Paving, surfacing, and tamping equipment operators",6300,"47-2071",47,"47-2000","47-2070","47-2071",47,"47-2000","47-2070",0.164509836749122,0.15401293916572,0.164509836749122,0.15401293916572,0.26508009528942,0.096289966836246,0.262788141620567,0.10226374877555,0.206822719822586,0.0992294196077417
"318",318,6320,"construction equipment operators except paving, surfacing, and tamping equipment operators",6320,NA,"Operating engineers and other construction equipment operators",6320,"47-2073",47,"47-2000","47-2070","47-2073",47,"47-2000","47-2070",0.210020488870837,0.0966317317730743,0.210020488870837,0.0966317317730743,0.26508009528942,0.096289966836246,0.262788141620567,0.10226374877555,0.206822719822586,0.0992294196077417
"319",319,6330,"drywall installers, ceiling tile installers, and tapers",6330,NA,"Drywall installers, ceiling tile installers, and tapers",6330,"47-2080",47,"47-2000","47-2080","47-2080",47,"47-2000","47-2080",0.258779432862463,0.118394592015606,0.258779432862463,0.118394592015606,0.26508009528942,0.096289966836246,0.262788141620567,0.10226374877555,0.258779432862463,0.118394592015606
"320",320,6355,"electricians",6355,NA,"Electricians",6355,"47-2111",47,"47-2000","47-2110","47-2111",47,"47-2000","47-2110",0.273438986331376,0.0656144205585224,0.273438986331376,0.0656144205585224,0.26508009528942,0.096289966836246,0.262788141620567,0.10226374877555,0.273438986331376,0.0656144205585224
"321",321,6360,"glaziers",6360,NA,"Glaziers",6360,"47-2121",47,"47-2000","47-2120","47-2121",47,"47-2000","47-2120",0.26065614069338,0.0780187545805711,0.26065614069338,0.0780187545805711,0.26508009528942,0.096289966836246,0.262788141620567,0.10226374877555,0.26065614069338,0.0780187545805711
"322",322,6400,"insulation workers",6400,NA,"Insulation workers",6400,"47-2130",47,"47-2000","47-2130","47-2130",47,"47-2000","47-2130",0.284842210425589,0.0894715681199991,0.284842210425589,0.0894715681199991,0.26508009528942,0.096289966836246,0.262788141620567,0.10226374877555,0.284842210425589,0.0894715681199991
"323",323,6420,"painters and paperhangers",6420,NA,"Painters, construction and maintenance",6420,"47-2141",47,"47-2000","47-2140","47-2141",47,"47-2000","47-2140",0.23930791206433,0.104126298418856,0.23930791206433,0.104126298418856,0.26508009528942,0.096289966836246,0.262788141620567,0.10226374877555,0.23930791206433,0.104126298418856
"324",324,6440,"pipelayers, plumbers, pipefitters, and steamfitters",6440,NA,"Pipelayers, plumbers, pipefitters, and steamfitters",6440,"47-2150",47,"47-2000","47-2150","47-2150",47,"47-2000","47-2150",0.285792653940603,0.0706959221759579,0.285792653940603,0.0706959221759579,0.26508009528942,0.096289966836246,0.262788141620567,0.10226374877555,0.285792653940603,0.0706959221759579
"325",325,6460,"plasterers and stucco masons",6460,NA,"Plasterers and stucco masons",6460,"47-2161",47,"47-2000","47-2160","47-2161",47,"47-2000","47-2160",0.25107075908544,0.109715314844815,0.25107075908544,0.109715314844815,0.26508009528942,0.096289966836246,0.262788141620567,0.10226374877555,0.25107075908544,0.109715314844815
"326",326,6515,"roofers",6515,NA,"Roofers",6515,"47-2181",47,"47-2000","47-2180","47-2181",47,"47-2000","47-2180",0.249606978073849,0.1321168125734,0.249606978073849,0.1321168125734,0.26508009528942,0.096289966836246,0.262788141620567,0.10226374877555,0.249606978073849,0.1321168125734
"327",327,6520,"sheet metal workers",6520,NA,"Sheet metal workers",6520,"47-2211",47,"47-2000","47-2210","47-2211",47,"47-2000","47-2210",0.266449060159311,0.0816444450616841,0.266449060159311,0.0816444450616841,0.26508009528942,0.096289966836246,0.262788141620567,0.10226374877555,0.266449060159311,0.0816444450616841
"328",328,6530,"structural iron and steel workers",6530,NA,"Structural iron and steel workers",6530,"47-2221",47,"47-2000","47-2220","47-2221",47,"47-2000","47-2220",0.248692155352604,0.136583694582354,0.248692155352604,0.136583694582354,0.26508009528942,0.096289966836246,0.262788141620567,0.10226374877555,0.248692155352604,0.136583694582354
"329",329,6600,"helpers, construction trades",6600,NA,"Helpers, construction trades",6600,"47-3010",47,"47-3000","47-3010","47-3010",47,"47-3000","47-3010",0.269981971240729,0.162559996486517,0.269981971240729,0.162559996486517,0.26508009528942,0.096289966836246,0.269981971240729,0.162559996486517,0.269981971240729,0.162559996486517
"330",330,6660,"construction and building inspectors",6660,NA,"Construction and building inspectors",6660,"47-4011",47,"47-4000","47-4010","47-4011",47,"47-4000","47-4010",0.33962755321732,0.0375653680222034,0.33962755321732,0.0375653680222034,0.26508009528942,0.096289966836246,0.274440963404375,0.0678355919026612,0.33962755321732,0.0375653680222034
"331",331,6700,"elevator installers and repairers",6700,NA,"Elevator installers and repairers",6700,"47-4021",47,"47-4000","47-4020","47-4021",47,"47-4000","47-4020",0.359515046652014,0.0300115066082869,0.359515046652014,0.0300115066082869,0.26508009528942,0.096289966836246,0.274440963404375,0.0678355919026612,0.359515046652014,0.0300115066082869
"332",332,6710,"fence erectors",6710,NA,"Fence erectors",6710,"47-4031",47,"47-4000","47-4030","47-4031",47,"47-4000","47-4030",0.275074177855615,0.117229742835585,0.275074177855615,0.117229742835585,0.26508009528942,0.096289966836246,0.274440963404375,0.0678355919026612,0.275074177855615,0.117229742835585
"333",333,6720,"hazardous materials removal workers",6720,NA,"Hazardous materials removal workers",6720,"47-4041",47,"47-4000","47-4040","47-4041",47,"47-4000","47-4040",0.261634804687341,0.118122344506154,0.261634804687341,0.118122344506154,0.26508009528942,0.096289966836246,0.274440963404375,0.0678355919026612,0.261634804687341,0.118122344506154
"334",334,6730,"highway maintenance workers",6730,NA,"Highway maintenance workers",6730,"47-4051",47,"47-4000","47-4050","47-4051",47,"47-4000","47-4050",0.243235541812087,0.0616689641933597,0.243235541812087,0.0616689641933597,0.26508009528942,0.096289966836246,0.274440963404375,0.0678355919026612,0.243235541812087,0.0616689641933597
"335",335,6740,"rail-track laying and maintenance equipment operators",6740,NA,"Rail-track laying and maintenance equipment operators",6740,"47-4061",47,"47-4000","47-4060","47-4061",47,"47-4000","47-4060",0.307510691893355,0.0524284000134508,0.307510691893355,0.0524284000134508,0.26508009528942,0.096289966836246,0.274440963404375,0.0678355919026612,0.307510691893355,0.0524284000134508
"336",336,6765,"miscellaneous construction workers, including solar photovoltaic installers, septic tank servicers and sewer pipe cleaners",6765,NA,"Miscellaneous construction and related workers",6765,"47-4090",47,"47-4000","47-4090","47-4090",47,"47-4000","47-4090",0.255549922524056,0.0916532796368424,0.255549922524056,0.0916532796368424,0.26508009528942,0.096289966836246,0.274440963404375,0.0678355919026612,0.255549922524056,0.0916532796368424
