"","X","acs_occ_code","label","OCC2010_cps","major_cat","OCC2010_desc","OCC2010","SOC2010_orig","SOC_major_orig","SOC_minor_orig","SOC_broad_orig","SOC2010_adj","SOC_major_adj","SOC_minor_adj","SOC_broad_adj","ltuer_occ","ltuer_soc2010","ltuer_soc_major","ltuer_soc_minor","ltuer_soc_broad"
"330",330,6660,"construction and building inspectors",6660,NA,"Construction and building inspectors",6660,"47-4011",47,"47-4000","47-4010","47-4011",47,"47-4000","47-4010",0.33962755321732,0.33962755321732,0.26508009528942,0.274440963404375,0.33962755321732
"331",331,6700,"elevator installers and repairers",6700,NA,"Elevator installers and repairers",6700,"47-4021",47,"47-4000","47-4020","47-4021",47,"47-4000","47-4020",0.359515046652014,0.359515046652014,0.26508009528942,0.274440963404375,0.359515046652014
"332",332,6710,"fence erectors",6710,NA,"Fence erectors",6710,"47-4031",47,"47-4000","47-4030","47-4031",47,"47-4000","47-4030",0.275074177855615,0.275074177855615,0.26508009528942,0.274440963404375,0.275074177855615
"333",333,6720,"hazardous materials removal workers",6720,NA,"Hazardous materials removal workers",6720,"47-4041",47,"47-4000","47-4040","47-4041",47,"47-4000","47-4040",0.261634804687341,0.261634804687341,0.26508009528942,0.274440963404375,0.261634804687341
"334",334,6730,"highway maintenance workers",6730,NA,"Highway maintenance workers",6730,"47-4051",47,"47-4000","47-4050","47-4051",47,"47-4000","47-4050",0.243235541812087,0.243235541812087,0.26508009528942,0.274440963404375,0.243235541812087
"335",335,6740,"rail-track laying and maintenance equipment operators",6740,NA,"Rail-track laying and maintenance equipment operators",6740,"47-4061",47,"47-4000","47-4060","47-4061",47,"47-4000","47-4060",0.307510691893355,0.307510691893355,0.26508009528942,0.274440963404375,0.307510691893355
"336",336,6765,"miscellaneous construction workers, including solar photovoltaic installers, septic tank servicers and sewer pipe cleaners",6765,NA,"Miscellaneous construction and related workers",6765,"47-4090",47,"47-4000","47-4090","47-4090",47,"47-4000","47-4090",0.255549922524056,0.255549922524056,0.26508009528942,0.274440963404375,0.255549922524056
"337",337,6800,"derrick, rotary drill, and service unit operators, and roustabouts, oil, gas, and mining",6800,NA,"Derrick, rotary drill, and service unit operators, oil, gas, and mining",6800,"47-5010",47,"47-5000","47-5010","47-5010",47,"47-5000","47-5010",0.220777772284984,0.220777772284984,0.26508009528942,0.2855279744897,0.220777772284984
"338",338,6820,"earth drillers, except oil and gas",6820,NA,"Earth drillers, except oil and gas",6820,"47-5021",47,"47-5000","47-5020","47-5021",47,"47-5000","47-5020",0.282621322124751,0.282621322124751,0.26508009528942,0.2855279744897,0.282621322124751
"339",339,6830,"explosives workers, ordnance handling experts, and blasters",6830,NA,"Explosives workers, ordnance handling experts, and blasters",6830,"47-5031",47,"47-5000","47-5030","47-5031",47,"47-5000","47-5030",0.191230641795494,0.191230641795494,0.26508009528942,0.2855279744897,0.191230641795494
"340",340,6840,"mining machine operators",6840,NA,"Mining machine operators",6840,"47-5040",47,"47-5000","47-5040","47-5040",47,"47-5000","47-5040",0.316856447354342,0.316856447354342,0.26508009528942,0.2855279744897,0.316856447354342
"341",341,6940,"miscellaneous extraction workers, including roof bolters and helpers",6940,NA,"Other extraction workers",6940,"47-50XX",47,"47-5000","47-50X0","47-50XX",47,"47-5000","47-50X0",0.297561216642567,0.297561216642567,0.26508009528942,0.2855279744897,0.297561216642567
"342",342,7000,"first-line supervisors of mechanics, installers, and repairers",7000,NA,"First-line supervisors of mechanics, installers, and repairers",7000,"49-1011",49,"49-1000","49-1010","49-1011",49,"49-1000","49-1010",0.347239474777365,0.347239474777365,0.329259883224219,0.347239474777365,0.347239474777365
"343",343,7010,"computer, automated teller, and office machine repairers",7010,NA,"Computer, automated teller, and office machine repairers",7010,"49-2011",49,"49-2000","49-2010","49-2011",49,"49-2000","49-2010",0.366662329746754,0.366662329746754,0.329259883224219,0.357665515717533,0.366662329746754
"344",344,7020,"radio and telecommunications equipment installers and repairers",7020,NA,"Radio and telecommunications equipment installers and repairers",7020,"49-2020",49,"49-2000","49-2020","49-2020",49,"49-2000","49-2020",0.388904087748587,0.388904087748587,0.329259883224219,0.357665515717533,0.388904087748587
"345",345,7030,"avionics technicians",7030,NA,"Avionics technicians",7030,"49-2091",49,"49-2000","49-2090","49-2091",49,"49-2000","49-2090",0.205892615499596,0.205892615499596,0.329259883224219,0.357665515717533,0.325021926397321
"346",346,7040,"electric motor, power tool, and related repairers",7040,NA,"Electric motor, power tool, and related repairers",7040,"49-2092",49,"49-2000","49-2090","49-2092",49,"49-2000","49-2090",0.426481388501585,0.426481388501585,0.329259883224219,0.357665515717533,0.325021926397321
"347",347,7100,"electrical and electronics repairers, transportation equipment, and industrial and utility",7100,NA,"Electrical and electronics repairers, industrial and utility",7100,"49-209X",49,"49-2000","49-2090","49-209X",49,"49-2000","49-2090",0.302723217880388,0.302723217880388,0.329259883224219,0.357665515717533,0.325021926397321
"348",348,7110,"electronic equipment installers and repairers, motor vehicles",7110,NA,"Electronic equipment installers and repairers, motor vehicles",7110,"49-2096",49,"49-2000","49-2090","49-2096",49,"49-2000","49-2090",0.274180770529848,0.274180770529848,0.329259883224219,0.357665515717533,0.325021926397321
"349",349,7120,"electronic home entertainment equipment installers and repairers",7120,NA,"Electronic home entertainment equipment installers and repairers",7120,"49-2097",49,"49-2000","49-2090","49-2097",49,"49-2000","49-2090",0.308851474290505,0.308851474290505,0.329259883224219,0.357665515717533,0.325021926397321
"350",350,7130,"security and fire alarm systems installers",7130,NA,"Security and fire alarm systems installers",7130,"49-2098",49,"49-2000","49-2090","49-2098",49,"49-2000","49-2090",0.328199714464813,0.328199714464813,0.329259883224219,0.357665515717533,0.325021926397321
"351",351,7140,"aircraft mechanics and service technicians",7140,NA,"Aircraft mechanics and service technicians",7140,"49-3011",49,"49-3000","49-3010","49-3011",49,"49-3000","49-3010",0.303455057077245,0.303455057077245,0.329259883224219,0.337564314855304,0.303455057077245
"352",352,7150,"automotive body and related repairers",7150,NA,"Automotive body and related repairers",7150,"49-3021",49,"49-3000","49-3020","49-3021",49,"49-3000","49-3020",0.338800552686375,0.338800552686375,0.329259883224219,0.337564314855304,0.353562405834921
"353",353,7160,"automotive glass installers and repairers",7160,NA,"Automotive glass installers and repairers",7160,"49-3022",49,"49-3000","49-3020","49-3022",49,"49-3000","49-3020",0.161612042688313,0.161612042688313,0.329259883224219,0.337564314855304,0.353562405834921
"354",354,7200,"automotive service technicians and mechanics",7200,NA,"Automotive service technicians and mechanics",7200,"49-3023",49,"49-3000","49-3020","49-3023",49,"49-3000","49-3020",0.359985849980579,0.359985849980579,0.329259883224219,0.337564314855304,0.353562405834921
"355",355,7210,"bus and truck mechanics and diesel engine specialists",7210,NA,"Bus and truck mechanics and diesel engine specialists",7210,"49-3031",49,"49-3000","49-3030","49-3031",49,"49-3000","49-3030",0.355781484973295,0.355781484973295,0.329259883224219,0.337564314855304,0.355781484973295
"356",356,7220,"heavy vehicle and mobile equipment service technicians and mechanics",7220,NA,"Heavy vehicle and mobile equipment service technicians and mechanics",7220,"49-3040",49,"49-3000","49-3040","49-3040",49,"49-3000","49-3040",0.334239576837904,0.334239576837904,0.329259883224219,0.337564314855304,0.334239576837904
"357",357,7240,"small engine mechanics",7240,NA,"Small engine mechanics",7240,"49-3050",49,"49-3000","49-3050","49-3050",49,"49-3000","49-3050",0.300133231133796,0.300133231133796,0.329259883224219,0.337564314855304,0.300133231133796
"358",358,7260,"miscellaneous vehicle and mobile equipment mechanics, installers, and repairers",7260,NA,"Miscellaneous vehicle and mobile equipment mechanics, installers, and repairers",7260,"49-3090",49,"49-3000","49-3090","49-3090",49,"49-3000","49-3090",0.214160380228862,0.214160380228862,0.329259883224219,0.337564314855304,0.214160380228862
"359",359,7300,"control and valve installers and repairers",7300,NA,"Control and valve installers and repairers",7300,"49-9010",49,"49-9000","49-9010","49-9010",49,"49-9000","49-9010",0.224354349675371,0.224354349675371,0.329259883224219,0.312237251584416,0.224354349675371
"360",360,7315,"heating, air conditioning, and refrigeration mechanics and installers",7315,NA,"Heating, air conditioning, and refrigeration mechanics and installers",7315,"49-9021",49,"49-9000","49-9020","49-9021",49,"49-9000","49-9020",0.30955489186303,0.30955489186303,0.329259883224219,0.312237251584416,0.30955489186303
"361",361,7320,"home appliance repairers",7320,NA,"Home appliance repairers",7320,"49-9031",49,"49-9000","49-9030","49-9031",49,"49-9000","49-9030",0.402796936449223,0.402796936449223,0.329259883224219,0.312237251584416,0.402796936449223
"362",362,7330,"industrial and refractory machinery mechanics",7330,NA,"Industrial and refractory machinery mechanics",7330,"49-904X",49,"49-9000","49-9040","49-904X",49,"49-9000","49-9040",0.348088768008972,0.348088768008972,0.329259883224219,0.312237251584416,0.325609527256453
"363",363,7340,"maintenance and repair workers, general",7340,NA,"Maintenance and repair workers, general",7340,"49-9071",49,"49-9000","49-9070","49-9071",49,"49-9000","49-9070",0.312655239919506,0.312655239919506,0.329259883224219,0.312237251584416,0.312655239919506
"364",364,7350,"maintenance workers, machinery",7350,NA,"Maintenance workers, machinery",7350,"49-9043",49,"49-9000","49-9040","49-9043",49,"49-9000","49-9040",0.325677907934109,0.325677907934109,0.329259883224219,0.312237251584416,0.325609527256453
"365",365,7360,"millwrights",7360,NA,"Millwrights",7360,"49-9044",49,"49-9000","49-9040","49-9044",49,"49-9000","49-9040",0.25297169246895,0.25297169246895,0.329259883224219,0.312237251584416,0.325609527256453
"366",366,7410,"electrical power-line installers and repairers",7410,NA,"Electrical power-line installers and repairers",7410,"49-9051",49,"49-9000","49-9050","49-9051",49,"49-9000","49-9050",0.216906206164566,0.216906206164566,0.329259883224219,0.312237251584416,0.30565512628458
"367",367,7420,"telecommunications line installers and repairers",7420,NA,"Telecommunications line installers and repairers",7420,"49-9052",49,"49-9000","49-9050","49-9052",49,"49-9000","49-9050",0.347769885664665,0.347769885664665,0.329259883224219,0.312237251584416,0.30565512628458
"368",368,7430,"precision instrument and equipment repairers",7430,NA,"Precision instrument and equipment repairers",7430,"49-9060",49,"49-9000","49-9060","49-9060",49,"49-9000","49-9060",0.376708326205012,0.376708326205012,0.329259883224219,0.312237251584416,0.376708326205012
"369",369,7510,"coin, vending, and amusement machine servicers and repairers",7510,NA,"Coin, vending, and amusement machine servicers and repairers",7510,"49-9091",49,"49-9000","49-9090","49-9091",49,"49-9000","49-9090",0.269817140987488,0.269817140987488,0.329259883224219,0.312237251584416,0.294785308502897
"370",370,7540,"locksmiths and safe repairers",7540,NA,"Locksmiths and safe repairers",7540,"49-9094",49,"49-9000","49-9090","49-9094",49,"49-9000","49-9090",0.431511390777367,0.431511390777367,0.329259883224219,0.312237251584416,0.294785308502897
"371",371,7560,"riggers",7560,NA,"Riggers",7560,"49-9096",49,"49-9000","49-9090","49-9096",49,"49-9000","49-9090",0.257956864388356,0.257956864388356,0.329259883224219,0.312237251584416,0.294785308502897
"372",372,7610,"helpers--installation, maintenance, and repair workers ",7610,NA,"Helpers--installation, maintenance, and repair workers",7610,"49-9098",49,"49-9000","49-9090","49-9098",49,"49-9000","49-9090",0.313514915350692,0.313514915350692,0.329259883224219,0.312237251584416,0.294785308502897
"373",373,7630,"miscellaneous installation, maintenance, and repair workers, including wind turbine service technicians",7630,NA,"Other installation, maintenance, and repair workers",7630,"49-909X",49,"49-9000","49-9090","49-909X",49,"49-9000","49-9090",0.289968364304087,0.289968364304087,0.329259883224219,0.312237251584416,0.294785308502897
"374",374,7700,"first-line supervisors of production and operating workers",7700,NA,"First-line supervisors of production and operating workers",7700,"51-1011",51,"51-1000","51-1010","51-1011",51,"51-1000","51-1010",0.360701471128131,0.360701471128131,0.31250297745296,0.360701471128131,0.360701471128131
"375",375,7710,"aircraft structure, surfaces, rigging, and systems assemblers",7710,NA,"Aircraft structure, surfaces, rigging, and systems assemblers",7710,"51-2011",51,"51-2000","51-2010","51-2011",51,"51-2000","51-2010",0.455543237659688,0.455543237659688,0.31250297745296,0.315898694119535,0.455543237659688
"376",376,7720,"electrical, electronics, and electromechanical assemblers",7720,NA,"Electrical, electronics, and electromechanical assemblers",7720,"51-2020",51,"51-2000","51-2020","51-2020",51,"51-2000","51-2020",0.407718969578836,0.407718969578836,0.31250297745296,0.315898694119535,0.407718969578836
"377",377,7730,"engine and other machine assemblers",7730,NA,"Engine and other machine assemblers",7730,"51-2031",51,"51-2000","51-2030","51-2031",51,"51-2000","51-2030",0.408662776311173,0.408662776311173,0.31250297745296,0.315898694119535,0.408662776311173
"378",378,7740,"structural metal fabricators and fitters",7740,NA,"Structural metal fabricators and fitters",7740,"51-2041",51,"51-2000","51-2040","51-2041",51,"51-2000","51-2040",0.455638116269422,0.455638116269422,0.31250297745296,0.315898694119535,0.455638116269422
"379",379,7750,"miscellaneous assemblers and fabricators",7750,NA,"Miscellaneous assemblers and fabricators",7750,"51-2090",51,"51-2000","51-2090","51-2090",51,"51-2000","51-2090",0.297674144633736,0.297674144633736,0.31250297745296,0.315898694119535,0.297674144633736
"380",380,7800,"bakers",7800,NA,"Bakers",7800,"51-3011",51,"51-3000","51-3010","51-3011",51,"51-3000","51-3010",0.27797258433309,0.27797258433309,0.31250297745296,0.278127636884304,0.27797258433309
"381",381,7810,"butchers and other meat, poultry, and fish processing workers",7810,NA,"Butchers and other meat, poultry, and fish processing workers",7810,"51-3020",51,"51-3000","51-3020","51-3020",51,"51-3000","51-3020",0.26856670905635,0.26856670905635,0.31250297745296,0.278127636884304,0.26856670905635
"382",382,7830,"food and tobacco roasting, baking, and drying machine operators and tenders",7830,NA,"Food and tobacco roasting, baking, and drying machine operators and tenders",7830,"51-3091",51,"51-3000","51-3090","51-3091",51,"51-3000","51-3090",0.205743844735813,0.205743844735813,0.31250297745296,0.278127636884304,0.299877909741359
"383",383,7840,"food batchmakers",7840,NA,"Food batchmakers",7840,"51-3092",51,"51-3000","51-3090","51-3092",51,"51-3000","51-3090",0.300570246880391,0.300570246880391,0.31250297745296,0.278127636884304,0.299877909741359
"384",384,7850,"food cooking machine operators and tenders",7850,NA,"Food cooking machine operators and tenders",7850,"51-3093",51,"51-3000","51-3090","51-3093",51,"51-3000","51-3090",0.350787295232904,0.350787295232904,0.31250297745296,0.278127636884304,0.299877909741359
"385",385,7900,"computer control programmers and operators",7900,NA,"Computer control programmers and operators",7900,"51-4010",51,"51-4000","51-4010","51-4010",51,"51-4000","51-4010",0.231903780246232,0.231903780246232,0.31250297745296,0.305108823330704,0.231903780246232
"386",386,7920,"extruding and drawing machine setters, operators, and tenders, metal and plastic",7920,NA,"Extruding and drawing machine setters, operators, and tenders, metal and plastic",7920,"51-4021",51,"51-4000","51-4020","51-4021",51,"51-4000","51-4020",0.315821952992547,0.315821952992547,0.31250297745296,0.305108823330704,0.379175433939294
"387",387,7930,"forging machine setters, operators, and tenders, metal and plastic",7930,NA,"Forging machine setters, operators, and tenders, metal and plastic",7930,"51-4022",51,"51-4000","51-4020","51-4022",51,"51-4000","51-4020",0.513846359343312,0.513846359343312,0.31250297745296,0.305108823330704,0.379175433939294
"388",388,7940,"rolling machine setters, operators, and tenders, metal and plastic",7940,NA,"Rolling machine setters, operators, and tenders, metal and plastic",7940,"51-4023",51,"51-4000","51-4020","51-4023",51,"51-4000","51-4020",0.383535761433856,0.383535761433856,0.31250297745296,0.305108823330704,0.379175433939294
"389",389,7950,"machine tool cutting setters, operators, and tenders, metal and plastic",7950,NA,"Cutting, punching, and press machine setters, operators, and tenders, metal and plastic",7950,"51-4031",51,"51-4000","51-4030","51-4031",51,"51-4000","51-4030",0.284425581491325,0.284425581491325,0.31250297745296,0.305108823330704,0.284425581491325
"390",390,8030,"machinists",8030,NA,"Machinists",8030,"51-4041",51,"51-4000","51-4040","51-4041",51,"51-4000","51-4040",0.347029635500684,0.347029635500684,0.31250297745296,0.305108823330704,0.347029635500684
"391",391,8040,"metal furnace operators, tenders, pourers, and casters",8040,NA,"Metal furnace operators, tenders, pourers, and casters",8040,"51-4050",51,"51-4000","51-4050","51-4050",51,"51-4000","51-4050",0.39338706388914,0.39338706388914,0.31250297745296,0.305108823330704,0.39338706388914
"392",392,8100,"model makers, patternmakers, and molding machine setters, metal and plastic",8100,NA,"Molders and molding machine setters, operators, and tenders, metal and plastic",8100,"51-4070",51,"51-4000","51-4070","51-4070",51,"51-4000","51-4070",0.331207026405461,0.331207026405461,0.31250297745296,0.305108823330704,0.331207026405461
"393",393,8130,"tool and die makers",8130,NA,"Tool and die makers",8130,"51-4111",51,"51-4000","51-4110","51-4111",51,"51-4000","51-4110",0.388537894202346,0.388537894202346,0.31250297745296,0.305108823330704,0.388537894202346
"394",394,8140,"welding, soldering, and brazing workers",8140,NA,"Welding, soldering, and brazing workers",8140,"51-4120",51,"51-4000","51-4120","51-4120",51,"51-4000","51-4120",0.272691231375723,0.272691231375723,0.31250297745296,0.305108823330704,0.272691231375723
"395",395,8220,"miscellaneous metal workers and plastic workers, including multiple machine tool setters",8220,NA,"Metal workers and plastic workers, all other",8220,"51-4199",51,"51-4000","51-4190","51-4199",51,"51-4000","51-4190",0.329605253966668,0.329605253966668,0.31250297745296,0.305108823330704,0.329605253966668
"396",396,8250,"prepress technicians and workers",8250,NA,"Prepress technicians and workers",8250,"51-5111",51,"51-5000","51-5110","51-5111",51,"51-5000","51-5110",0.334800686732979,0.334800686732979,0.31250297745296,0.334800686732979,0.334800686732979
"397",397,8255,"printing press operators",8250,NA,"Printing press operators",8255,"51-5112",51,"51-5000","51-5110","51-5111",51,"51-5000","51-5110",0.334800686732979,0.334800686732979,0.31250297745296,0.334800686732979,0.334800686732979
"398",398,8256,"print binding and finishing workers",8250,NA,"Print binding and finishing workers",8256,"51-5113",51,"51-5000","51-5110","51-5111",51,"51-5000","51-5110",0.334800686732979,0.334800686732979,0.31250297745296,0.334800686732979,0.334800686732979
"399",399,8300,"laundry and dry-cleaning workers",8300,NA,"Laundry and dry-cleaning workers",8300,"51-6011",51,"51-6000","51-6010","51-6011",51,"51-6000","51-6010",0.336282587383835,0.336282587383835,0.31250297745296,0.322949406980098,0.336282587383835
"400",400,8310,"pressers, textile, garment, and related materials",8310,NA,"Pressers, textile, garment, and related materials",8310,"51-6021",51,"51-6000","51-6020","51-6021",51,"51-6000","51-6020",0.279885682717049,0.279885682717049,0.31250297745296,0.322949406980098,0.279885682717049
"401",401,8320,"sewing machine operators",8320,NA,"Sewing machine operators",8320,"51-6031",51,"51-6000","51-6030","51-6031",51,"51-6000","51-6030",0.321227191386846,0.321227191386846,0.31250297745296,0.322949406980098,0.321227191386846
"402",402,8330,"shoe and leather workers",8330,NA,"Shoe and leather workers and repairers",8330,"51-6041",51,"51-6000","51-6040","51-6041",51,"51-6000","51-6040",0.376338911603622,0.376338911603622,0.31250297745296,0.322949406980098,0.376338911603622
"403",403,8350,"tailors, dressmakers, and sewers",8350,NA,"Tailors, dressmakers, and sewers",8350,"51-6050",51,"51-6000","51-6050","51-6050",51,"51-6000","51-6050",0.307917084316264,0.307917084316264,0.31250297745296,0.322949406980098,0.307917084316264
"404",404,8400,"textile bleaching and dyeing, and cutting machine setters, operators, and tenders",8400,NA,"Textile cutting machine setters, operators, and tenders",8400,"51-6062",51,"51-6000","51-6060","51-6062",51,"51-6000","51-6060",0.309979925430874,0.309979925430874,0.31250297745296,0.322949406980098,0.372170585959838
"405",405,8410,"textile knitting and weaving machine setters, operators, and tenders",8410,NA,"Textile knitting and weaving machine setters, operators, and tenders",8410,"51-6063",51,"51-6000","51-6060","51-6063",51,"51-6000","51-6060",0.42430736102569,0.42430736102569,0.31250297745296,0.322949406980098,0.372170585959838
"406",406,8420,"textile winding, twisting, and drawing out machine setters, operators, and tenders",8420,NA,"Textile winding, twisting, and drawing out machine setters, operators, and tenders",8420,"51-6064",51,"51-6000","51-6060","51-6064",51,"51-6000","51-6060",0.379166771625504,0.379166771625504,0.31250297745296,0.322949406980098,0.372170585959838
"407",407,8450,"upholsterers",8450,NA,"Upholsterers",8450,"51-6093",51,"51-6000","51-6090","51-6093",51,"51-6000","51-6090",0.35663600294217,0.35663600294217,0.31250297745296,0.322949406980098,0.304510287716813
"408",408,8460,"miscellaneous textile, apparel, and furnishings workers except upholsterers",8460,NA,"Textile, apparel, and furnishings workers, all other",8460,"51-6099",51,"51-6000","51-6090","51-6099",51,"51-6000","51-6090",0.253064477907323,0.253064477907323,0.31250297745296,0.322949406980098,0.304510287716813
"409",409,8500,"cabinetmakers and bench carpenters",8500,NA,"Cabinetmakers and bench carpenters",8500,"51-7011",51,"51-7000","51-7010","51-7011",51,"51-7000","51-7010",0.34714034014412,0.34714034014412,0.31250297745296,0.312671225007726,0.34714034014412
"410",410,8510,"furniture finishers",8510,NA,"Furniture finishers",8510,"51-7021",51,"51-7000","51-7020","51-7021",51,"51-7000","51-7020",0.213173017607449,0.213173017607449,0.31250297745296,0.312671225007726,0.213173017607449
"411",411,8530,"sawing machine setters, operators, and tenders, wood",8530,NA,"Sawing machine setters, operators, and tenders, wood",8530,"51-7041",51,"51-7000","51-7040","51-7041",51,"51-7000","51-7040",0.273449643057385,0.273449643057385,0.31250297745296,0.312671225007726,0.296169120741548
"412",412,8540,"woodworking machine setters, operators, and tenders, except sawing",8540,NA,"Woodworking machine setters, operators, and tenders, except sawing",8540,"51-7042",51,"51-7000","51-7040","51-7042",51,"51-7000","51-7040",0.332133988119844,0.332133988119844,0.31250297745296,0.312671225007726,0.296169120741548
"413",413,8550,"miscellaneous woodworkers, including model makers and patternmakers",8550,NA,"Woodworkers, all other",8550,"51-7099",51,"51-7000","51-7090","51-7099",51,"51-7000","51-7090",0.327997246049853,0.327997246049853,0.31250297745296,0.312671225007726,0.327997246049853
"414",414,8600,"power plant operators, distributors, and dispatchers",8600,NA,"Power plant operators, distributors, and dispatchers",8600,"51-8010",51,"51-8000","51-8010","51-8010",51,"51-8000","51-8010",0.195043108973151,0.195043108973151,0.31250297745296,0.334081658960116,0.195043108973151
"415",415,8610,"stationary engineers and boiler operators",8610,NA,"Stationary engineers and boiler operators",8610,"51-8021",51,"51-8000","51-8020","51-8021",51,"51-8000","51-8020",0.397323274137281,0.397323274137281,0.31250297745296,0.334081658960116,0.397323274137281
"416",416,8620,"water and wastewater treatment plant and system operators",8620,NA,"Water and wastewater treatment plant and system operators",8620,"51-8031",51,"51-8000","51-8030","51-8031",51,"51-8000","51-8030",0.308111805284191,0.308111805284191,0.31250297745296,0.334081658960116,0.308111805284191
"417",417,8630,"miscellaneous plant and system operators",8630,NA,"Miscellaneous plant and system operators",8630,"51-8090",51,"51-8000","51-8090","51-8090",51,"51-8000","51-8090",0.269740180922878,0.269740180922878,0.31250297745296,0.334081658960116,0.269740180922878
"418",418,8640,"chemical processing machine setters, operators, and tenders",8640,NA,"Chemical processing machine setters, operators, and tenders",8640,"51-9010",51,"51-9000","51-9010","51-9010",51,"51-9000","51-9010",0.358046913295876,0.358046913295876,0.31250297745296,0.311573233165972,0.358046913295876
"419",419,8650,"crushing, grinding, polishing, mixing, and blending workers",8650,NA,"Crushing, grinding, polishing, mixing, and blending workers",8650,"51-9020",51,"51-9000","51-9020","51-9020",51,"51-9000","51-9020",0.319673448068124,0.319673448068124,0.31250297745296,0.311573233165972,0.319673448068124
"420",420,8710,"cutting workers",8710,NA,"Cutting workers",8710,"51-9030",51,"51-9000","51-9030","51-9030",51,"51-9000","51-9030",0.36066102228145,0.36066102228145,0.31250297745296,0.311573233165972,0.36066102228145
"421",421,8720,"extruding, forming, pressing, and compacting machine setters, operators, and tenders",8720,NA,"Extruding, forming, pressing, and compacting machine setters, operators, and tenders",8720,"51-9041",51,"51-9000","51-9040","51-9041",51,"51-9000","51-9040",0.326216653578605,0.326216653578605,0.31250297745296,0.311573233165972,0.326216653578605
"422",422,8730,"furnace, kiln, oven, drier, and kettle operators and tenders",8730,NA,"Furnace, kiln, oven, drier, and kettle operators and tenders",8730,"51-9051",51,"51-9000","51-9050","51-9051",51,"51-9000","51-9050",0.266623719370472,0.266623719370472,0.31250297745296,0.311573233165972,0.266623719370472
"423",423,8740,"inspectors, testers, sorters, samplers, and weighers",8740,NA,"Inspectors, testers, sorters, samplers, and weighers",8740,"51-9061",51,"51-9000","51-9060","51-9061",51,"51-9000","51-9060",0.308932511390916,0.308932511390916,0.31250297745296,0.311573233165972,0.308932511390916
"424",424,8750,"jewelers and precious stone and metal workers",8750,NA,"Jewelers and precious stone and metal workers",8750,"51-9071",51,"51-9000","51-9070","51-9071",51,"51-9000","51-9070",0.360399759610078,0.360399759610078,0.31250297745296,0.311573233165972,0.360399759610078
"425",425,8760,"medical, dental, and ophthalmic laboratory technicians",8760,NA,"Medical, dental, and ophthalmic laboratory technicians",8760,"51-9080",51,"51-9000","51-9080","51-9080",51,"51-9000","51-9080",0.323193109899563,0.323193109899563,0.31250297745296,0.311573233165972,0.323193109899563
"426",426,8800,"packaging and filling machine operators and tenders",8800,NA,"Packaging and filling machine operators and tenders",8800,"51-9111",51,"51-9000","51-9110","51-9111",51,"51-9000","51-9110",0.302112632682206,0.302112632682206,0.31250297745296,0.311573233165972,0.302112632682206
"427",427,8810,"painting workers",8810,NA,"Painting workers",8810,"51-9120",51,"51-9000","51-9120","51-9120",51,"51-9000","51-9120",0.301169572866391,0.301169572866391,0.31250297745296,0.311573233165972,0.301169572866391
"428",428,8830,"photographic process workers and processing machine operators",8830,NA,"Photographic process workers and processing machine operators",8830,"51-9151",51,"51-9000","51-9150","51-9151",51,"51-9000","51-9150",0.274525611162987,0.274525611162987,0.31250297745296,0.311573233165972,0.274525611162987
"429",429,8850,"adhesive bonding machine operators and tenders",8850,NA,"Adhesive bonding machine operators and tenders",8850,"51-9191",51,"51-9000","51-9190","51-9191",51,"51-9000","51-9190",0.389054049873668,0.389054049873668,0.31250297745296,0.311573233165972,0.31200281984051
"430",430,8910,"etchers and engravers",8910,NA,"Etchers and engravers",8910,"51-9194",51,"51-9000","51-9190","51-9194",51,"51-9000","51-9190",0.157406685743114,0.157406685743114,0.31250297745296,0.311573233165972,0.31200281984051
"431",431,8920,"molders, shapers, and casters, except metal and plastic",8920,NA,"Molders, shapers, and casters, except metal and plastic",8920,"51-9195",51,"51-9000","51-9190","51-9195",51,"51-9000","51-9190",0.315585816111951,0.315585816111951,0.31250297745296,0.311573233165972,0.31200281984051
"432",432,8930,"paper goods machine setters, operators, and tenders",8930,NA,"Paper goods machine setters, operators, and tenders",8930,"51-9196",51,"51-9000","51-9190","51-9196",51,"51-9000","51-9190",0.280250357169761,0.280250357169761,0.31250297745296,0.311573233165972,0.31200281984051
"433",433,8940,"tire builders",8940,NA,"Tire builders",8940,"51-9197",51,"51-9000","51-9190","51-9197",51,"51-9000","51-9190",0.326206731454878,0.326206731454878,0.31250297745296,0.311573233165972,0.31200281984051
"434",434,8950,"helpers--production workers",8950,NA,"Helpers--production workers",8950,"51-9198",51,"51-9000","51-9190","51-9198",51,"51-9000","51-9190",0.327848719861183,0.327848719861183,0.31250297745296,0.311573233165972,0.31200281984051
"435",435,8965,"miscellaneous production workers, including semiconductor processors",8965,NA,"Production workers, all other",8965,"51-9199",51,"51-9000","51-9190","51-9199",51,"51-9000","51-9190",0.311773189742189,0.311773189742189,0.31250297745296,0.311573233165972,0.31200281984051
"436",436,9000,"supervisors of transportation and material moving workers",9000,NA,"Supervisors of transportation and material moving workers",9000,"53-1000",53,"53-1000","53-1000","53-1000",53,"53-1000","53-1000",0.272591534649471,0.272591534649471,0.281450946048975,0.272591534649471,0.272591534649471
"437",437,9030,"aircraft pilots and flight engineers",9030,NA,"Aircraft pilots and flight engineers",9030,"53-2010",53,"53-2000","53-2010","53-2010",53,"53-2000","53-2010",0.371318614530355,0.371318614530355,0.281450946048975,0.337828931752017,0.371318614530355
